"id","parent_id","active","name","code","account_type","reconcile","non_trade","name@ar_001"
"lb_group_51","","False","VAT Paid","4420","liability_payable","","","ضريبة القيمة المضافة التي تم دفعها"
"lb_group_52","","False","VAT Paid","4421","asset_current","","","ضريبة القيمة المضافة التي تم دفعها"
"lb_group_53","","False","VAT Recoverable","4422","asset_current","","","ضريبة القيمة المضافة التي يمكن استردادها"
"lb_group_54","","False","VAT Balance","4425","asset_current","","","رصيد ضريبة القيمة المضافة"
"lb_group_55","","False","VAT Deductible","4426","asset_current","","","ضريبة القيمة المضافة القابلة للخصم"
"lb_group_56","","False","VAT Collected","4427","liability_current","","","ضريبة القيمة المضافة التي تم تحصيلها"
"lb_group_57","","False","VAT Subject regularize","4428","liability_current","","","تنظيم الخاضع لضريبة القيمة المضافة"
"lb_group_58","","False","VAT Required to be recovered","4429","liability_current","","","ضريبة القيمة المضافة المطلوب استردادها"
"lb_group_59","","False","Taxes on profit","4431","liability_current","","","ضرائب الإيرادات"
"lb_group_60","","False","Taxes on profit improvement or disposal of fixed assets","4432","liability_current","","","تحسين ضرائب الأرباح أو التخلص من الأصول الثابتة"
"lb_group_61","","False","Government & public institutions - Other account payable","4450","liability_current","","","المؤسسات الحكومية والمؤسسات العامة - حسابات أخرى مستحقة الدفع"
"lb_group_62","","False","Government & public institutions - Debtors","4490","asset_receivable","","","المؤسسات الحكومية والعامة - المدينون"
"lb_group_63","","False","Partners current account Dr.","4511","asset_current","","","الحساب الجاري للشركاء Dr."
"lb_group_64","","False","Partners current account Cr.","4512","liability_current","","","الحساب الجاري للشركاء Cr."
"lb_group_65","","False","Other Partners","4515","asset_current","","","الشركاء الآخرون"
"lb_group_66","","False","Dividends payable on profit","4530","liability_current","","","توزيعات الأرباح مستحقة الدفع على الأرباح"
"lb_group_67","","False","Other Partners payables & contributions","4551","liability_payable","","","مستحقات ومساهمات الشركاء الآخرين"
"lb_group_68","","False","Miscellaneous operating accounts payable","4619","liability_payable","","","الحسابات التشغيلية المتنوعة مستحقة الدفع"
"lb_group_69","","False","Miscellaneous accounts payable non-operating","4650","liability_payable","","","الحسابات المتنوعة مستحقة الدفع غير التشغيلية"
"lb_group_70","","False","Deferred charges over many years pre-operation Expenses","4711","asset_non_current","","","رسوم مؤجلة على مدى سنوات عديدة قبل التشغيل"
"lb_group_71","","False","Deferred charges over many years major repairs for Amortization","4712","asset_non_current","","","الرسوم المؤجلة على مدى سنوات عديدة والعديد من الإصلاحات للاستهلاك"
"lb_group_72","","False","Prepaid expenses","4720","asset_current","","","النفقات المدفوعة مسبقاً"
"lb_group_73","","False","Unearned income","4730","liability_current","","","الدخل غير المكتسب"
"lb_group_74","","False","Accrued expenses","4740","asset_current","","","النفقات المستحقة"
"lb_group_75","","False","Exchange difference - liabilities receivables","4750","asset_current","","","فرق سعر الصرف - الالتزامات مستحقة القبض"
"lb_group_76","","False","Periodical allocation of expenses","4810","liability_current","","","التخصيص الدوري للنفقات"
"lb_group_78","","False","Cash","5300","asset_cash","","","النقد"
"lb_group_79","","False","Liquidity","5400","liability_credit_card","","","السُيولة"
"lb_group_80","","False","Goods & Services","6011","expense","","","البضائع والخدمات"
"lb_group_81","","False","Purchases containers & packing materials","6012","expense","","","حاويات المشتريات ومواد التعبئة والتغليف"
"lb_group_82","","False","Accessories costs on Purchases of merchandises","6018","expense","","","تكاليف الملحقات في مشتريات البضائع"
"lb_group_83","","False","Discount & Allowances earned on purchases","6019","expense","","","الخصم والبدلات المكتسبة على المشتريات"
"lb_group_84","","False","Opening Stock","6051","expense","","","المخزون الافتتاحي"
"lb_group_85","","False","Closing Stock","6052","expense","","","المخزون الختامي"
"lb_group_86","","False","Purchases raw materials","6111","expense","","","مشتريات المواد الخام"
"lb_group_87","","False","Purchases consumables","6112","expense","","","مشتريات السلع الاستهلاكية"
"lb_group_88","","False","Containers & Packing materials Purchases","6113","expense","","","مشتريات الحاويات ومواد التعبئة والتغليف"
"lb_group_89","","False","Transitory account of Cost of Goods Sold","6117","expense","","","الحساب المؤقت لتكلفة البضائع المباعة"
"lb_group_90","","False","Expenses connected to raw materials & consumable purchases","6118","expense","","","النفقات المرتبطة بالمواد الخام ومشتريات السلع الاستهلاكية"
"lb_group_91","","False","Discount & allowances earned on purchases","6119","expense","","","الخصم والبدلات المكتسبة على المشتريات"
"lb_group_92","","False","Opening Stock - raw materials","6151","expense","","","المخزون الافتتاحي - المواد الخام"
"lb_group_93","","False","Closing Stock - raw materials","6152","expense","","","المخزون الختامي - المواد الخام"
"lb_group_94","","False","Purchases - Costs related to Subcontractor A","6211","expense","","","المشتريات - التكاليف المتعلقة بالمتعاقد من الباطن A"
"lb_group_95","","False","Purchases - Costs related to Subcontractor B","6212","expense","","","المشتريات - التكاليف المتعلقة بالمتعاقد من الباطن B"
"lb_group_96","","False","Discount & allowances purchases subcontractors","6219","expense","","","الخصومات والبدلات لمشتريات المتعاقدين من الباطن"
"lb_group_97","","False","Leasing & patents cost","6250","expense","","","تكلفة التأجير وبراءات الاختراع"
"lb_group_99","","False","Transportation & Communication","6261","expense","","","النقل والمواصلات"
"lb_group_100","","False","Maintenance & Repairs","6262","expense","","","الصيانة والإصلاحات"
"lb_group_101","","False","Rent (Building Services & Other related charges)","6263","expense","","","الإيجار (خدمات المباني والرسوم الأخرى ذات الصلة)"
"lb_group_102","","False","Hotel & Restaurant & Travel expenses","6264","expense","","","نفقات الفنادق والمطاعم والسفر"
"lb_group_103","","False","Staff services - agent commissions - fees","6265","expense","","","خدمات الموظفين - عمولات الوكلاء - الأتعاب"
"lb_group_104","","False","Teaching services & Trainings","6266","expense","","","الخدمات التعليمية والدورات التدريبية"
"lb_group_105","","False","Studies & Research","6267","expense","","","الدراسات والأبحاث"
"lb_group_106","","False","Insurance","6268","expense","","","التأمين"
"lb_group_107","","False","Other external services","6269","expense","","","الخدمات الخارجية االأخرى"
"lb_group_109","","False","Salaries & Retroactive & Earning Taxable","6311","expense","","","الرواتب والمكاسب بأثر رجعي خاضعة للضريبة"
"lb_group_110","","False","Wages","6312","expense","","","الأجور"
"lb_group_111","","False","Manager Remuneration (Voting Rights) (1)","6316","expense","","","مكافآت المدراء (صلاحيات التصويت) (1)"
"lb_group_112","","False","Directors Remuneration (2)","6317","expense","","","مكافآت المدراء العموميين (2)"
"lb_group_113","","False","Personnel Charges not taxable","6319","expense","","","رسوم الموظفين غير الخاضعة للضريبة"
"lb_group_114","","False","NSSF Expenses & Contributions","6351","expense","","","نفقات ومساهمات صندوق التضامن الاجتماعي الوطني"
"lb_group_115","","False","Difference IEOS - Indemnity End of Service","6355","expense","","","الفرق في IEOS - تعويض نهاية الخدمة"
"lb_group_116","","False","Income tax on salaries & remuneration","6410","expense","","","ضريبة الدخل على المرتبات والأجور"
"lb_group_117","","False","Municipality taxes","6420","expense","","","ضرائب البلدية"
"lb_group_118","","False","VAT non-recoverable","6430","expense","","","ضريبة القيمة المضافة غير قابلة للاسترداد"
"lb_group_119","","False","Registration fees","6440","expense","","","رسوم التسجيل"
"lb_group_120","","False","Taxes # 51 Reg.#497.2003","6451","expense","","","ضرائب رقم 51 Reg.#497.2003"
"lb_group_121","","False","Taxes on Disposal of fixed assets or reevaluation 10%","6452","expense","","","ضرائب التصرف في الأصول الثابتة أو إعادة تقييمها 10%"
"lb_group_122","","False","Taxes holding & on income services","6455","expense","","","الضرائب المحتجزة وعلى خدمات الدخل"
"lb_group_123","","False","Penalties taxes interest on delay & fines","6458","expense","","","الفوائد التي يتم دفعها في ضرائب غرامات التأخير والغرامات العامة"
"lb_group_124","","False","Other Taxes","6459","expense","","","الضرائب الأخرى"
"lb_group_125","","False","Amortization of intangible assets","6511","expense","","","استهلاك الأصول غير الملموسة"
"lb_group_126","","False","Depreciation of tangible fixed assets","6512","expense","","","إهلاك الأصول الثابتة الملموسة"
"lb_group_127","","False","Amortization of deferred charges","6515","expense","","","استهلاك الرسوم المؤجلة"
"lb_group_129","","False","Provision for diminution in value intangible fixed assets","6551","expense","","","حكم لتناقص قيمة الأصول الثابتة غير الملموسة"
"lb_group_130","","False","Provision for diminution in value tangible fixed assets","6552","expense","","","حكم لتناقص قيمة الأصول الثابتة الملموسة"
"lb_group_131","","False","Provision for diminution in value inventory & goods in process","6553","expense","","","حكم لتناقص قيمة المخزون والسلع قيد التصنيع"
"lb_group_132","","False","Provisions for bad & doubtful debts","6554","expense","","","أحكام الديون المُعدَمة والمشكوك في تحصيلها"
"lb_group_133","","False","Provisions for risks & charges (operational)","6555","expense","","","أحكام المخاطر والرسوم (التشغيلية)"
"lb_group_135","","False","Attendance allowance of board directors","6611","expense","","","بدل حضور أعضاء مجلس الإدارة"
"lb_group_136","","False","Losses on irrecoverable operating receivables","6612","expense","","","خسائر الذمم المدينة التشغيلية مستحقة القبض غير القابلة للاسترداد"
"lb_group_137","","False","Loss on joint venture","6650","expense","","","الخسارة في مشروع مشترك"
"lb_group_138","","False","Interest - account payable & loans","6731","expense","","","الفوائد - الحسابات مستحقة الدفع والقروض"
"lb_group_139","","False","Interest - banks & financial operating long-term loans","6736","expense","","","الفوائد - البنوك والقروض التشغيلية المالية طويلة الأجل"
"lb_group_140","","False","Bank charges & commissions","6739","expense","","","رسوم وعمولات البنوك"
"lb_group_141","","False","Difference on exchange - negative","6751","expense","","","الفرق في الصرف - سالب"
"lb_group_142","","False","Difference on exchange - negative capital","6752","expense","","","الفرق في الصرف - رأس المال السالب"
"lb_group_143","","False","Net charges on disposal of securities placements","6760","expense","","","صافي رسوم التصرف في إيداعات الأوراق المالية"
"lb_group_144","","False","Amortization of reimbursement premiums","6791","expense","","","استهلاك أقساط التعويض"
"lb_group_145","","False","Provision for diminution in value financial Fixed Assets","6792","expense","","","حكم لتناقص قيمة الأصول المالية الثابتة"
"lb_group_146","","False","Provision for diminution in value securities placements","6794","expense","","","حكم لتناقص قيمة إيداعات الأوراق المالية"
"lb_group_147","","False","Provision for risks & financial charges","6795","expense","","","أحكام المخاطر والرسوم المالية"
"lb_group_149","","False","Net book value of disposed intangible fixed assets","6811","expense","","","صافي القيمة الدفترية للأصول الثابتة غير الملموسة المتصرف فيها"
"lb_group_150","","False","Net Book value of disposed tangible fixed assets","6812","expense","","","صافي القيمة الدفترية للأصول الثابتة الملموسة المتصرف فيها"
"lb_group_151","","False","Net Book value of disposed financial fixed assets","6815","expense","","","صافي القيمة الدفترية للأصول المالية الثابتة المتصرف فيها"
"lb_group_152","","False","Charges on administrative operations","6851","expense","","","رسوم العمليات الإدارية"
"lb_group_153","","False","Charges on capital operations","6855","expense","","","رسوم العمليات الرأسمالية"
"lb_group_154","","False","Losses exceptional events","6880","expense","","","خسائر الأحداث الاستثنائية"
"lb_group_156","","False","Exceptional depreciation of fixed assets","6891","expense","","","الإهلاك الاستثنائي للأصول الثابتة"
"lb_group_157","","False","Provision for exceptional diminution in prices","6892","expense","","","حكم الانخفاض الاستثنائي في الأسعار"
"lb_group_158","","False","Provisions for risks & charges non-operational","6895","expense","","","أحكام المخاطر والرسوم غير التشغيلية"
"lb_group_159","","False","Income tax on profit","6901","expense","","","ضريبة الدخل على الأرباح"
"lb_group_160","","False","Tax due in Lebanon","6905","expense","","","الضريبة المستحقة الدفع في لبنان"
"lb_group_161","","False","Sales of merchandises","7010","income","","","مبيعات البضائع"
"lb_group_162","","False","Discount & Allowances allowed","7090","expense","","","الخصم والبدلات المسموح بها"
"lb_group_164","","False","Sales of manufactured goods","7111","income","","","مبيعات البضائع المصنّعة"
"lb_group_165","","False","Sales of by-products items","7112","income","","","مبيعات المنتجات الثانوية"
"lb_group_166","","False","Sales of scrap","7113","income","","","مبيعات مخلفات التصنيع"
"lb_group_167","","False","Sales of works","7120","income","","","مبيعات الأشغال"
"lb_group_168","","False","Revenue of services","7130","income","","","إيرادات الخدمات"
"lb_group_170","","False","Proceeds from ancillary activities","7171","income","","","عائدات الأنشطة الإضافية"
"lb_group_171","","False","Proceeds from ancillary activities - workshop","7172","income","","","عائدات الأنشطة الإضافية - ورشة عمل"
"lb_group_172","","False","Proceeds from ancillary activities - services","7173","income","","","عائدات الأنشطة الإضافية - الخدمات"
"lb_group_174","","False","Discount & allowances allowed - Production","7191","income","","","الخصومات والبدلات المسموح بها - الإنتاج"
"lb_group_175","","False","Discount & allowances allowed - Works","7192","income","","","الخصومات والبدلات المسموح بها - الأشغال"
"lb_group_176","","False","Discount & allowances allowed - Services","7193","income","","","الخصومات والبدلات المسموح بها - الخدمات"
"lb_group_178","","False","Production in process","7211","income","","","الإنتاج قيد التنفيذ"
"lb_group_179","","False","Works in progress","7212","income","","","العمل قيد التنفيذ"
"lb_group_181","","False","Studies in progress","7225","income","","","الدراسات قيد التنفيذ"
"lb_group_182","","False","Services in progress","7226","income","","","الخدمات قيد التنفيذ"
"lb_group_184","","False","By products items","7251","income","","","عناصر المنتجات الثانوية"
"lb_group_185","","False","Manufactured goods","7255","income","","","البضائع المصنّعة"
"lb_group_186","","False","Scrap","7258","income","","","مخلفات التصنيع"
"lb_group_187","","False","Production of Intangible fixed assets","7310","income","","","إنتاج الأصول الثابتة غير الملموسة"
"lb_group_188","","False","Production of Tangible fixed assets","7320","income","","","إنتاج الأصول الثابتة الملموسة"
"lb_group_189","","False","Operating subsidies related to products","7410","income","","","الدعم التشغيلي المتعلق بالمنتجات"
"lb_group_190","","False","Operating subsidies related to production","7420","income","","","الدعم التشغيلي المتعلق بالإنتاج"
"lb_group_192","","False","Write-back diminution value of intangible fixed assets","7521","income","","","إرجاع قيمة التناقص في الأصول الثابتة غير الملموسة"
"lb_group_193","","False","Write-back diminution value of tangible fixed assets","7522","income","","","إرجاع قيمة التناقص في الأصول الثابتة الملموسة"
"lb_group_195","","False","Write-back diminution in value of stock","7533","income","","","إرجاع النقصان في قيمة المخزون بعد استرجاعه"
"lb_group_196","","False","Write-back diminution in value of doubtful debts","7534","income","","","إرجاع النقصان في قيمة الديون المشكوك في تحصيلها"
"lb_group_198","","False","Returned provision in risks - charges exploitation","7551","income","","","الأحكام المستردة في المخاطر - استغلال الرسوم"
"lb_group_199","","False","Returned provision in charges many years","7552","income","","","الأحكام المستردة في الرسوم لسنوات عديدة"
"lb_group_201","","False","Royalties patents licenses trademarks know-how","7611","income","","","الإتاوات براءات الاختراع التراخيص العلامات التجارية المعرفة"
"lb_group_202","","False","Rent income","7612","income","","","إيرادات الإيجار"
"lb_group_203","","False","Director's attendance fees & allowances","7613","income","","","رسوم وبدلات حضور المدير العام"
"lb_group_204","","False","Income deferred resulting from exploitation","7615","income","","","الدخل المؤجل الناتج عن الاستغلال"
"lb_group_205","","False","Allocation of operating expenses","7619","income","","","تخصيص نفقات التشغيل"
"lb_group_207","","False","Joint venture income net transfers allocated charges","7651","income","","","صافي إيرادات المشاريع المشتركة والرسوم المخصّصة"
"lb_group_208","","False","Joint venture income net attributions","7655","income","","","صافي إيرادات المشاريع المشتركة"
"lb_group_209","","False","Revenues from equity participations","7710","income","","","الإيرادات من المشاركات في حقوق الملكية"
"lb_group_210","","False","Revenues from other blocked equity","7720","income","","","الإيرادات من حقوق الملكية الأخرى المحجوبة"
"lb_group_211","","False","Interest & similar revenues","7730","income","","","الفوائد والإيرادات المماثلة"
"lb_group_212","","False","Difference on exchange current operations","7751","income","","","الفرق في عمليات الصرف الجارية"
"lb_group_213","","False","Difference on exchange capital","7755","income","","","فرق رأس المال المتداول"
"lb_group_214","","False","Other financial income","7780","income_other","","","مصادر الدخل المالية الأخرى"
"lb_group_215","","False","Net Income on sale of security placement","7781","income","","","صافي الإيرادات من بيع الأوراق المالية المودعة"
"lb_group_216","","False","Allocation of financial charges","7789","income","","","تخصيص الرسوم المالية"
"lb_group_218","","False","Write-back of provisions for diminution of values","7793","income","","","إرجاع أحكام تناقص القيم"
"lb_group_219","","False","Write-back of provisions for diminution of bills","7794","income","","","إرجاع أحكام تناقص الفواتير"
"lb_group_220","","False","Write-back of provisions for risks & charges","7795","income","","","إرجاع أحكام المخاطر والرسوم"
"lb_group_221","","False","Revenues from intangible Fixed Assets disposals","7811","income","","","إيرادات التصرف في الأصول الثابتة غير الملموسة"
"lb_group_222","","False","Revenues from tangible Fixed Assets disposals","7812","income","","","إيرادات التصرف في الأصول الثابتة الملموسة"
"lb_group_223","","False","Revenues from financial Fixed Assets disposals","7815","income","","","إيرادات التصرف في الأصول المالية الثابتة"
"lb_group_224","","False","Charges from Fixed Assets disposals","7819","income","","","رسوم التصرف في الأصول الثابتة"
"lb_group_225","","False","Investment subsidies transferred to profit & loss","7820","income","","","تحويل إعانات الاستثمار إلى الأرباح والخسائر"
"lb_group_227","","False","Exceptional revenues on business operation","7881","income","","","إيرادات استثنائية من العمليات التجارية"
"lb_group_228","","False","Other revenue on exceptional capital operations","7888","income","","","الإيرادات الأخرى من العمليات الرأسمالية الاستثنائية"
"lb_group_229","","False","Allocation of exceptional charges","7889","income","","","تخصيص الرسوم الاستثنائية"
"lb_group_231","","False","Write-back of provision for diminution in values","7891","income","","","إرجاع حكم تناقص القيمة"
"lb_group_232","","False","Write-back of provision of risks & charges","7895","income","","","إرجاع أحكام المخاطر والرسوم"
"lb_group_233","","False","Accounts external to accounting Dr. (Hors Bilan)","8100","off_balance","","","الحسابات الخارجية للمحاسبة Dr. (Hors Bilan)"
"lb_group_234","","False","Accounts external to accounting Cr. (Hors Bilan)","9000","off_balance","","","الحسابات الخارجية للمحاسبة Cr. (Hors Bilan)"
"lb_account_101101","lb_group_01","True","Subscribed capital (uncalled)","101101","equity","False","","رأس المال المكتتب به (غير مستحق)"
"lb_account_101201","lb_group_02","True","Subscribed capital (called and paid)","101201","equity","False","","رأس المال المكتتب به (المستحق والمدفوع)"
"lb_account_101301","lb_group_03","True","Subscribed capital (called and paid up)","101301","equity","False","","رأس المال المكتتب به (المستحق والمدفوع)"
"lb_account_101401","","True","Retained Earnings","101401","equity","False","","الأرباح المحتجزة"
"lb_account_101402","","True","Undistributed Profits/Losses","101402","equity_unaffected","False","","الآرباح / الخسائر غير الموزعة"
"lb_account_102101","lb_group_04","True","Issue premiums","102101","equity","False","","أقساط الأسهم"
"lb_account_102201","lb_group_05","True","Merger premiums","102201","equity","False","","أقساط الاندماج"
"lb_account_102301","lb_group_06","True","Contribution premiums","102301","equity","False","","أقساط المساهمة"
"lb_account_102401","lb_group_07","True","Premium for conversion of debenture","102401","equity","False","","قسط تحويل السندات"
"lb_account_103101","lb_group_08","True","Revaluation variances of fixed assets","103101","equity","False","","فروق إعادة تقييم الأصول الثابتة"
"lb_account_103501","lb_group_09","True","Revaluation variances","103501","equity","False","","فروق إعادة التقييم"
"lb_account_111001","lb_group_10","True","Legal reserve","111001","equity","False","","الاحتياطي القانوني"
"lb_account_112001","lb_group_11","True","Statutory","112001","equity","False","","قانوني"
"lb_account_119001","lb_group_12","True","Optional reserve","119001","equity","False","","الاحتياطي الاختياري"
"lb_account_119002","lb_group_12","True","Statutory reserve","119002","equity","False","","الاحتياطي القانوني"
"lb_account_121001","lb_group_13","True","Profit brought forward","121001","equity","False","","الأرباح المرحّلة"
"lb_account_125001","lb_group_14","True","Losses brought forward","125001","equity","False","","الخسائر المرحلة"
"lb_account_138001","lb_group_15","True","Result of period Profit","138001","equity","False","","نتيجة أرباح الفترة"
"lb_account_138101","lb_group_16","True","Result of period Profit","138101","equity","False","","نتيجة أرباح الفترة"
"lb_account_139001","lb_group_17","True","Result of period Loss","139001","equity","False","","نتيجة خسائر الفترة"
"lb_account_168001","lb_group_18","True","Sundry loans & debts","168001","liability_non_current","False","","القروض والديون المتنوعة"
"lb_account_168002","lb_group_18","True","Deposits & Guarantees","168002","liability_non_current","False","","الودائع والضمانات"
"lb_account_211001","lb_group_19","True","Goodwill","211001","asset_fixed","False","","الشهرة"
"lb_account_212001","lb_group_20","True","Establishment expenses","212001","asset_fixed","False","","نفقات التأسيس"
"lb_account_214001","lb_group_21","True","Patents licenses trademarks","214001","asset_fixed","False","","العلامات التجارية لتراخيص براءات الاختراع"
"lb_account_225101","lb_group_22","True","Transportation equipment","225101","asset_fixed","False","","معدات النقل"
"lb_account_225201","lb_group_23","True","Transportation equipment","225201","asset_fixed","False","","معدات النقل"
"lb_account_226101","lb_group_24","True","General installation","226101","asset_fixed","False","","التركيب العام"
"lb_account_226211","lb_group_25","True","Office & computer equipment","226211","asset_fixed","False","","المعدات المكتبية ومعدات الحواسيب"
"lb_account_226221","lb_group_25","True","Computer equipment & programs","226221","asset_fixed","False","","معدات وبرامج الحاسوب"
"lb_account_226311","lb_group_26","True","Furniture","226311","asset_fixed","False","","الأثاث"
"lb_account_228001","lb_group_27","True","Advances & payments for tangible fixed investments","228001","asset_fixed","False","","السُلف والمدفوعات للاستثمارات الثابتة الملموسة"
"lb_account_251001","lb_group_28","True","Financial fixed assets","251001","asset_non_current","False","","الأصول المالية الثابتة"
"lb_account_255001","lb_group_29","True","Financial fixed assets","255001","asset_non_current","False","","الأصول المالية الثابتة"
"lb_account_259001","lb_group_30","True","Other blocked long term receivables","259001","asset_non_current","False","","المستحقات الأخرى طويلة الأجل المحجوزة"
"lb_account_282301","lb_group_31","True","Constructions","282301","asset_fixed","False","","أعمال البناء"
"lb_account_282401","lb_group_32","True","Technical installations","282401","asset_fixed","False","","التركيبات التقنية"
"lb_account_282511","lb_group_33","True","Transportation equipment touristic","282511","asset_fixed","False","","معدات النقل السياحية"
"lb_account_282521","lb_group_33","True","Transportation equipment","282521","asset_fixed","False","","معدات النقل"
"lb_account_282611","lb_group_34","True","Other tangible fixed assets general installation","282611","asset_fixed","False","","التركيبات العامة للأصول الثابتة الملموسة الأخرى"
"lb_account_282621","lb_group_34","True","Other tangible fixed assets office equipment","282621","asset_fixed","False","","الأصول الثابتة الملموسة الأخرى معدات مكتبية"
"lb_account_282622","lb_group_34","True","Other tangible fixed assets computer","282622","asset_fixed","False","","الأصول الثابتة الملموسة الأخرى حاسوب"
"lb_account_282631","lb_group_34","True","Other tangible fixed assets furniture & fixtures","282631","asset_fixed","False","","الأصول الثابتة الملموسة الأخرى من الأضواء والأثاث"
"lb_account_292101","lb_group_35","True","Provision for valuation loss of","292101","liability_current","False","","حكم خسارة التقييم"
"lb_account_370001","lb_group_36","True","Inventory opening stock","370001","asset_current","False","","المخزون الافتتاحي للمخزون"
"lb_account_370002","lb_group_36","True","Goods Received not Billed","370002","liability_current","True","","البضائع المستلمة التي لم تتم فوترتها"
"lb_account_370003","lb_group_36","True","Goods Shipped not Invoiced","370003","asset_current","True","","البضائع التي تم شحنها ولم تتم فوترتها بعد"
"lb_account_370004","lb_group_36","True","Work-in-Progress","370004","asset_current","True","","قيد التنفيذ"
"lb_account_401101","lb_group_37","True","Accounts payable invoices","401101","liability_payable","True","","فواتير الحسابات الدائنة"
"lb_account_403101","lb_group_38","True","Fixed assets suppliers","403101","liability_payable","True","","مورّدو الأصول الثابتة"
"lb_account_403501","lb_group_39","True","Notes payables","403501","liability_payable","True","","الإشعارات مستحقة الدفع"
"lb_account_411111","lb_group_40","True","Invoices ordinary local clients","411111","asset_receivable","True","","الفواتير العادية التي يتم إصدارها للعملاء داخل الدولة"
