year,date,holiday
2039,2039-11-06,Anniversary of the Green March
2039,2039-11-18,Independence Day
2039,2039-12-26,Eid al-Adha (Tentative Date)
2039,2039-12-27,Eid al-Adha Holiday (Tentative Date)
2040,2040-01-01,New Year's Day
2040,2040-01-11,Anniversary of the Independence Manifesto
2040,2040-01-14,Amazigh New Year
2040,2040-01-16,Hijra New Year (Tentative Date)
2040,2040-03-26,The Prophet Muhammad's Birthday (Tentative Date)
2040,2040-03-27,The Prophet Muhammad's Birthday Holiday (Tentative Date)
2040,2040-05-01,Labour Day/May Day
2040,2040-07-30,Feast of the Throne
2040,2040-08-14,Anniversary of the Recovery Oued Ed-Dahab
2040,2040-08-20,Anniversary of the Revolution of the King and the People
2040,2040-08-21,Youth Day
2040,2040-10-08,Eid al-Fitr (Tentative Date)
2040,2040-10-09,Eid al-Fitr Holiday (Tentative Date)
2040,2040-10-31,Unity Day
2040,2040-11-06,Anniversary of the Green March
2040,2040-11-18,Independence Day
2040,2040-12-15,Eid al-Adha (Tentative Date)
2040,2040-12-16,Eid al-Adha Holiday (Tentative Date)
2041,2041-01-01,New Year's Day
2041,2041-01-11,Anniversary of the Independence Manifesto
2041,2041-01-14,Amazigh New Year
2041,2041-03-20,Eid al-Fitr (Tentative Date)
2041,2041-03-21,Eid al-Fitr Holiday (Tentative Date)
2041,2041-05-01,Labour Day/May Day
2041,2041-05-27,Eid al-Adha (Tentative Date)
2041,2041-05-28,Eid al-Adha Holiday (Tentative Date)
2041,2041-06-17,Hijra New Year (Tentative Date)
2041,2041-07-30,Feast of the Throne
2041,2041-08-14,Anniversary of the Recovery Oued Ed-Dahab
2041,2041-08-20,Anniversary of the Revolution of the King and the People
2041,2041-08-21,Youth Day
2041,2041-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2041,2041-10-31,Unity Day
2041,2041-11-06,Anniversary of the Green March
2041,2041-11-18,Independence Day
2042,2042-01-01,New Year's Day
2042,2042-01-11,Anniversary of the Independence Manifesto
2042,2042-01-14,Amazigh New Year
2042,2042-03-20,Eid al-Fitr (Tentative Date)
2042,2042-03-21,Eid al-Fitr Holiday (Tentative Date)
2042,2042-05-01,Labour Day/May Day
2042,2042-05-27,Eid al-Adha (Tentative Date)
2042,2042-05-28,Eid al-Adha Holiday (Tentative Date)
2042,2042-06-17,Hijra New Year (Tentative Date)
2042,2042-07-30,Feast of the Throne
2042,2042-08-14,Anniversary of the Recovery Oued Ed-Dahab
2042,2042-08-20,Anniversary of the Revolution of the King and the People
2042,2042-08-21,Youth Day
2042,2042-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2042,2042-10-31,Unity Day
2042,2042-11-06,Anniversary of the Green March
2042,2042-11-18,Independence Day
2043,2043-01-01,New Year's Day
2043,2043-01-11,Anniversary of the Independence Manifesto
2043,2043-01-14,Amazigh New Year
2043,2043-03-20,Eid al-Fitr (Tentative Date)
2043,2043-03-21,Eid al-Fitr Holiday (Tentative Date)
2043,2043-05-01,Labour Day/May Day
2043,2043-05-27,Eid al-Adha (Tentative Date)
2043,2043-05-28,Eid al-Adha Holiday (Tentative Date)
2043,2043-06-17,Hijra New Year (Tentative Date)
2043,2043-07-30,Feast of the Throne
2043,2043-08-14,Anniversary of the Recovery Oued Ed-Dahab
2043,2043-08-20,Anniversary of the Revolution of the King and the People
2043,2043-08-21,Youth Day
2043,2043-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2043,2043-10-31,Unity Day
2043,2043-11-06,Anniversary of the Green March
2043,2043-11-18,Independence Day
2044,2044-01-01,New Year's Day
2044,2044-01-11,Anniversary of the Independence Manifesto
2044,2044-01-14,Amazigh New Year
2044,2044-03-20,Eid al-Fitr (Tentative Date)
2044,2044-03-21,Eid al-Fitr Holiday (Tentative Date)
2044,2044-05-01,Labour Day/May Day
2044,2044-05-27,Eid al-Adha (Tentative Date)
2044,2044-05-28,Eid al-Adha Holiday (Tentative Date)
2044,2044-06-17,Hijra New Year (Tentative Date)
2044,2044-07-30,Feast of the Throne
2044,2044-08-14,Anniversary of the Recovery Oued Ed-Dahab
2044,2044-08-20,Anniversary of the Revolution of the King and the People
2044,2044-08-21,Youth Day
2044,2044-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2044,2044-10-31,Unity Day
2044,2044-11-06,Anniversary of the Green March
2044,2044-11-18,Independence Day
2045,2045-01-01,New Year's Day
2045,2045-01-11,Anniversary of the Independence Manifesto
2045,2045-01-14,Amazigh New Year
2045,2045-03-20,Eid al-Fitr (Tentative Date)
2045,2045-03-21,Eid al-Fitr Holiday (Tentative Date)
2045,2045-05-01,Labour Day/May Day
2045,2045-05-27,Eid al-Adha (Tentative Date)
2045,2045-05-28,Eid al-Adha Holiday (Tentative Date)
2045,2045-06-17,Hijra New Year (Tentative Date)
2045,2045-07-30,Feast of the Throne
2045,2045-08-14,Anniversary of the Recovery Oued Ed-Dahab
2045,2045-08-20,Anniversary of the Revolution of the King and the People
2045,2045-08-21,Youth Day
2045,2045-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2045,2045-10-31,Unity Day
2045,2045-11-06,Anniversary of the Green March
2045,2045-11-18,Independence Day
2046,2046-01-01,New Year's Day
2046,2046-01-11,Anniversary of the Independence Manifesto
2046,2046-01-14,Amazigh New Year
2046,2046-03-20,Eid al-Fitr (Tentative Date)
2046,2046-03-21,Eid al-Fitr Holiday (Tentative Date)
2046,2046-05-01,Labour Day/May Day
2046,2046-05-27,Eid al-Adha (Tentative Date)
2046,2046-05-28,Eid al-Adha Holiday (Tentative Date)
2046,2046-06-17,Hijra New Year (Tentative Date)
2046,2046-07-30,Feast of the Throne
2046,2046-08-14,Anniversary of the Recovery Oued Ed-Dahab
2046,2046-08-20,Anniversary of the Revolution of the King and the People
2046,2046-08-21,Youth Day
2046,2046-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2046,2046-10-31,Unity Day
2046,2046-11-06,Anniversary of the Green March
2046,2046-11-18,Independence Day
2047,2047-01-01,New Year's Day
2047,2047-01-11,Anniversary of the Independence Manifesto
2047,2047-01-14,Amazigh New Year
2047,2047-03-20,Eid al-Fitr (Tentative Date)
2047,2047-03-21,Eid al-Fitr Holiday (Tentative Date)
2047,2047-05-01,Labour Day/May Day
2047,2047-05-27,Eid al-Adha (Tentative Date)
2047,2047-05-28,Eid al-Adha Holiday (Tentative Date)
2047,2047-06-17,Hijra New Year (Tentative Date)
2047,2047-07-30,Feast of the Throne
2047,2047-08-14,Anniversary of the Recovery Oued Ed-Dahab
2047,2047-08-20,Anniversary of the Revolution of the King and the People
2047,2047-08-21,Youth Day
2047,2047-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2047,2047-10-31,Unity Day
2047,2047-11-06,Anniversary of the Green March
2047,2047-11-18,Independence Day
2048,2048-01-01,New Year's Day
2048,2048-01-11,Anniversary of the Independence Manifesto
2048,2048-01-14,Amazigh New Year
2048,2048-03-20,Eid al-Fitr (Tentative Date)
2048,2048-03-21,Eid al-Fitr Holiday (Tentative Date)
2048,2048-05-01,Labour Day/May Day
2048,2048-05-27,Eid al-Adha (Tentative Date)
2048,2048-05-28,Eid al-Adha Holiday (Tentative Date)
2048,2048-06-17,Hijra New Year (Tentative Date)
2048,2048-07-30,Feast of the Throne
2048,2048-08-14,Anniversary of the Recovery Oued Ed-Dahab
2048,2048-08-20,Anniversary of the Revolution of the King and the People
2048,2048-08-21,Youth Day
2048,2048-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2048,2048-10-31,Unity Day
2048,2048-11-06,Anniversary of the Green March
2048,2048-11-18,Independence Day
2049,2049-01-01,New Year's Day
2049,2049-01-11,Anniversary of the Independence Manifesto
2049,2049-01-14,Amazigh New Year
2049,2049-03-20,Eid al-Fitr (Tentative Date)
2049,2049-03-21,Eid al-Fitr Holiday (Tentative Date)
2049,2049-05-01,Labour Day/May Day
2049,2049-05-27,Eid al-Adha (Tentative Date)
2049,2049-05-28,Eid al-Adha Holiday (Tentative Date)
2049,2049-06-17,Hijra New Year (Tentative Date)
2049,2049-07-30,Feast of the Throne
2049,2049-08-14,Anniversary of the Recovery Oued Ed-Dahab
2049,2049-08-20,Anniversary of the Revolution of the King and the People
2049,2049-08-21,Youth Day
2049,2049-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2049,2049-10-31,Unity Day
2049,2049-11-06,Anniversary of the Green March
2049,2049-11-18,Independence Day
2050,2050-01-01,New Year's Day
2050,2050-01-11,Anniversary of the Independence Manifesto
2050,2050-01-14,Amazigh New Year
2050,2050-03-20,Eid al-Fitr (Tentative Date)
2050,2050-03-21,Eid al-Fitr Holiday (Tentative Date)
2050,2050-05-01,Labour Day/May Day
2050,2050-05-27,Eid al-Adha (Tentative Date)
2050,2050-05-28,Eid al-Adha Holiday (Tentative Date)
2050,2050-06-17,Hijra New Year (Tentative Date)
2050,2050-07-30,Feast of the Throne
2050,2050-08-14,Anniversary of the Recovery Oued Ed-Dahab
2050,2050-08-20,Anniversary of the Revolution of the King and the People
2050,2050-08-21,Youth Day
2050,2050-08-25,The Prophet Muhammad's Birthday (Tentative Date)
2050,2050-10-31,Unity Day
2050,2050-11-06,Anniversary of the Green March
2050,2050-11-18,Independence Day
