year,date,holiday
2031,2031-06-01,Whit Sunday
2031,2031-06-12,Corpus Christi
2031,2031-08-15,Assumption of Mary
2031,2031-11-01,All Saints' Day
2031,2031-11-11,Independence Day
2031,2031-12-24,Christmas Eve
2031,2031-12-25,Christmas Day
2031,2031-12-26,Second Day of Christmas
2032,2032-01-01,New Year's Day
2032,2032-01-06,Epiphany
2032,2032-03-28,Easter Sunday
2032,2032-03-29,Easter Monday
2032,2032-05-01,Labor Day
2032,2032-05-03,Constitution Day
2032,2032-05-16,Whit Sunday
2032,2032-05-27,Corpus Christi
2032,2032-08-15,Assumption of Mary
2032,2032-11-01,All Saints' Day
2032,2032-11-11,Independence Day
2032,2032-12-24,Christmas Eve
2032,2032-12-25,Christmas Day
2032,2032-12-26,Second Day of Christmas
2033,2033-01-01,New Year's Day
2033,2033-01-06,Epiphany
2033,2033-04-17,Easter Sunday
2033,2033-04-18,Easter Monday
2033,2033-05-01,Labor Day
2033,2033-05-03,Constitution Day
2033,2033-06-05,Whit Sunday
2033,2033-06-16,Corpus Christi
2033,2033-08-15,Assumption of Mary
2033,2033-11-01,All Saints' Day
2033,2033-11-11,Independence Day
2033,2033-12-24,Christmas Eve
2033,2033-12-25,Christmas Day
2033,2033-12-26,Second Day of Christmas
2034,2034-01-01,New Year's Day
2034,2034-01-06,Epiphany
2034,2034-04-09,Easter Sunday
2034,2034-04-10,Easter Monday
2034,2034-05-01,Labor Day
2034,2034-05-03,Constitution Day
2034,2034-05-28,Whit Sunday
2034,2034-06-08,Corpus Christi
2034,2034-08-15,Assumption of Mary
2034,2034-11-01,All Saints' Day
2034,2034-11-11,Independence Day
2034,2034-12-24,Christmas Eve
2034,2034-12-25,Christmas Day
2034,2034-12-26,Second Day of Christmas
2035,2035-01-01,New Year's Day
2035,2035-01-06,Epiphany
2035,2035-03-25,Easter Sunday
2035,2035-03-26,Easter Monday
2035,2035-05-01,Labor Day
2035,2035-05-03,Constitution Day
2035,2035-05-13,Whit Sunday
2035,2035-05-24,Corpus Christi
2035,2035-08-15,Assumption of Mary
2035,2035-11-01,All Saints' Day
2035,2035-11-11,Independence Day
2035,2035-12-24,Christmas Eve
2035,2035-12-25,Christmas Day
2035,2035-12-26,Second Day of Christmas
2036,2036-01-01,New Year's Day
2036,2036-01-06,Epiphany
2036,2036-04-13,Easter Sunday
2036,2036-04-14,Easter Monday
2036,2036-05-01,Labor Day
2036,2036-05-03,Constitution Day
2036,2036-06-01,Whit Sunday
2036,2036-06-12,Corpus Christi
2036,2036-08-15,Assumption of Mary
2036,2036-11-01,All Saints' Day
2036,2036-11-11,Independence Day
2036,2036-12-24,Christmas Eve
2036,2036-12-25,Christmas Day
2036,2036-12-26,Second Day of Christmas
2037,2037-01-01,New Year's Day
2037,2037-01-06,Epiphany
2037,2037-04-05,Easter Sunday
2037,2037-04-06,Easter Monday
2037,2037-05-01,Labor Day
2037,2037-05-03,Constitution Day
2037,2037-05-24,Whit Sunday
2037,2037-06-04,Corpus Christi
2037,2037-08-15,Assumption of Mary
2037,2037-11-01,All Saints' Day
2037,2037-11-11,Independence Day
2037,2037-12-24,Christmas Eve
2037,2037-12-25,Christmas Day
2037,2037-12-26,Second Day of Christmas
2038,2038-01-01,New Year's Day
2038,2038-01-06,Epiphany
2038,2038-04-25,Easter Sunday
2038,2038-04-26,Easter Monday
2038,2038-05-01,Labor Day
2038,2038-05-03,Constitution Day
2038,2038-06-13,Whit Sunday
2038,2038-06-24,Corpus Christi
2038,2038-08-15,Assumption of Mary
2038,2038-11-01,All Saints' Day
2038,2038-11-11,Independence Day
2038,2038-12-24,Christmas Eve
2038,2038-12-25,Christmas Day
2038,2038-12-26,Second Day of Christmas
2039,2039-01-01,New Year's Day
2039,2039-01-06,Epiphany
2039,2039-04-10,Easter Sunday
2039,2039-04-11,Easter Monday
2039,2039-05-01,Labor Day
2039,2039-05-03,Constitution Day
2039,2039-05-29,Whit Sunday
2039,2039-06-09,Corpus Christi
2039,2039-08-15,Assumption of Mary
2039,2039-11-01,All Saints' Day
2039,2039-11-11,Independence Day
2039,2039-12-24,Christmas Eve
2039,2039-12-25,Christmas Day
2039,2039-12-26,Second Day of Christmas
2040,2040-01-01,New Year's Day
2040,2040-01-06,Epiphany
2040,2040-04-01,Easter Sunday
2040,2040-04-02,Easter Monday
2040,2040-05-01,Labor Day
2040,2040-05-03,Constitution Day
2040,2040-05-20,Whit Sunday
2040,2040-05-31,Corpus Christi
2040,2040-08-15,Assumption of Mary
2040,2040-11-01,All Saints' Day
2040,2040-11-11,Independence Day
2040,2040-12-24,Christmas Eve
2040,2040-12-25,Christmas Day
2040,2040-12-26,Second Day of Christmas
2041,2041-01-01,New Year's Day
2041,2041-01-06,Epiphany
2041,2041-04-05,Easter Sunday
2041,2041-04-06,Easter Monday
2041,2041-05-01,Labor Day
2041,2041-05-03,Constitution Day
2041,2041-05-24,Whit Sunday
2041,2041-06-04,Corpus Christi
2041,2041-08-15,Assumption of Mary
2041,2041-11-01,All Saints' Day
2041,2041-11-11,Independence Day
2041,2041-12-24,Christmas Eve
2041,2041-12-25,Christmas Day
2041,2041-12-26,Second Day of Christmas
2042,2042-01-01,New Year's Day
2042,2042-01-06,Epiphany
2042,2042-04-05,Easter Sunday
2042,2042-04-06,Easter Monday
2042,2042-05-01,Labor Day
2042,2042-05-03,Constitution Day
2042,2042-05-24,Whit Sunday
2042,2042-06-04,Corpus Christi
2042,2042-08-15,Assumption of Mary
2042,2042-11-01,All Saints' Day
2042,2042-11-11,Independence Day
2042,2042-12-24,Christmas Eve
2042,2042-12-25,Christmas Day
2042,2042-12-26,Second Day of Christmas
2043,2043-01-01,New Year's Day
2043,2043-01-06,Epiphany
2043,2043-04-05,Easter Sunday
2043,2043-04-06,Easter Monday
2043,2043-05-01,Labor Day
2043,2043-05-03,Constitution Day
2043,2043-05-24,Whit Sunday
2043,2043-06-04,Corpus Christi
2043,2043-08-15,Assumption of Mary
2043,2043-11-01,All Saints' Day
2043,2043-11-11,Independence Day
2043,2043-12-24,Christmas Eve
2043,2043-12-25,Christmas Day
2043,2043-12-26,Second Day of Christmas
2044,2044-01-01,New Year's Day
2044,2044-01-06,Epiphany
2044,2044-04-05,Easter Sunday
2044,2044-04-06,Easter Monday
2044,2044-05-01,Labor Day
2044,2044-05-03,Constitution Day
2044,2044-05-24,Whit Sunday
2044,2044-06-04,Corpus Christi
2044,2044-08-15,Assumption of Mary
2044,2044-11-01,All Saints' Day
2044,2044-11-11,Independence Day
2044,2044-12-24,Christmas Eve
2044,2044-12-25,Christmas Day
2044,2044-12-26,Second Day of Christmas
2045,2045-01-01,New Year's Day
2045,2045-01-06,Epiphany
2045,2045-04-05,Easter Sunday
2045,2045-04-06,Easter Monday
2045,2045-05-01,Labor Day
2045,2045-05-03,Constitution Day
2045,2045-05-24,Whit Sunday
2045,2045-06-04,Corpus Christi
2045,2045-08-15,Assumption of Mary
2045,2045-11-01,All Saints' Day
2045,2045-11-11,Independence Day
2045,2045-12-24,Christmas Eve
2045,2045-12-25,Christmas Day
2045,2045-12-26,Second Day of Christmas
2046,2046-01-01,New Year's Day
2046,2046-01-06,Epiphany
2046,2046-04-05,Easter Sunday
2046,2046-04-06,Easter Monday
2046,2046-05-01,Labor Day
2046,2046-05-03,Constitution Day
2046,2046-05-24,Whit Sunday
2046,2046-06-04,Corpus Christi
2046,2046-08-15,Assumption of Mary
2046,2046-11-01,All Saints' Day
2046,2046-11-11,Independence Day
2046,2046-12-24,Christmas Eve
2046,2046-12-25,Christmas Day
2046,2046-12-26,Second Day of Christmas
2047,2047-01-01,New Year's Day
2047,2047-01-06,Epiphany
2047,2047-04-05,Easter Sunday
2047,2047-04-06,Easter Monday
2047,2047-05-01,Labor Day
2047,2047-05-03,Constitution Day
2047,2047-05-24,Whit Sunday
2047,2047-06-04,Corpus Christi
2047,2047-08-15,Assumption of Mary
2047,2047-11-01,All Saints' Day
2047,2047-11-11,Independence Day
2047,2047-12-24,Christmas Eve
2047,2047-12-25,Christmas Day
2047,2047-12-26,Second Day of Christmas
2048,2048-01-01,New Year's Day
2048,2048-01-06,Epiphany
2048,2048-04-05,Easter Sunday
2048,2048-04-06,Easter Monday
2048,2048-05-01,Labor Day
2048,2048-05-03,Constitution Day
2048,2048-05-24,Whit Sunday
2048,2048-06-04,Corpus Christi
2048,2048-08-15,Assumption of Mary
2048,2048-11-01,All Saints' Day
2048,2048-11-11,Independence Day
2048,2048-12-24,Christmas Eve
2048,2048-12-25,Christmas Day
2048,2048-12-26,Second Day of Christmas
2049,2049-01-01,New Year's Day
2049,2049-01-06,Epiphany
2049,2049-04-05,Easter Sunday
2049,2049-04-06,Easter Monday
2049,2049-05-01,Labor Day
2049,2049-05-03,Constitution Day
2049,2049-05-24,Whit Sunday
2049,2049-06-04,Corpus Christi
2049,2049-08-15,Assumption of Mary
2049,2049-11-01,All Saints' Day
2049,2049-11-11,Independence Day
2049,2049-12-24,Christmas Eve
2049,2049-12-25,Christmas Day
2049,2049-12-26,Second Day of Christmas
2050,2050-01-01,New Year's Day
2050,2050-01-06,Epiphany
2050,2050-04-05,Easter Sunday
2050,2050-04-06,Easter Monday
2050,2050-05-01,Labor Day
2050,2050-05-03,Constitution Day
2050,2050-05-24,Whit Sunday
2050,2050-06-04,Corpus Christi
2050,2050-08-15,Assumption of Mary
2050,2050-11-01,All Saints' Day
2050,2050-11-11,Independence Day
2050,2050-12-24,Christmas Eve
2050,2050-12-25,Christmas Day
2050,2050-12-26,Second Day of Christmas
