year,date,holiday
2032,2032-03-25,Maundy Thursday
2032,2032-03-26,Good Friday
2032,2032-05-01,Labor Day
2032,2032-09-16,Independence Day
2032,2032-11-15,Revolution Day Memorial
2032,2032-12-12,Day of the Virgin of Guadalupe
2032,2032-12-25,Christmas Day
2033,2033-01-01,New Year's Day
2033,2033-02-07,Constitution Day
2033,2033-03-21,Benito Juárez's Birthday Memorial
2033,2033-04-14,Maundy Thursday
2033,2033-04-15,Good Friday
2033,2033-05-01,Labor Day
2033,2033-09-16,Independence Day
2033,2033-11-21,Revolution Day Memorial
2033,2033-12-12,Day of the Virgin of Guadalupe
2033,2033-12-25,Christmas Day
2034,2034-01-01,New Year's Day
2034,2034-02-06,Constitution Day
2034,2034-03-20,Benito Juárez's Birthday Memorial
2034,2034-04-06,Maundy Thursday
2034,2034-04-07,Good Friday
2034,2034-05-01,Labor Day
2034,2034-09-16,Independence Day
2034,2034-11-20,Revolution Day Memorial
2034,2034-12-12,Day of the Virgin of Guadalupe
2034,2034-12-25,Christmas Day
2035,2035-01-01,New Year's Day
2035,2035-02-05,Constitution Day
2035,2035-03-19,Benito Juárez's Birthday Memorial
2035,2035-03-22,Maundy Thursday
2035,2035-03-23,Good Friday
2035,2035-05-01,Labor Day
2035,2035-09-16,Independence Day
2035,2035-11-19,Revolution Day Memorial
2035,2035-12-12,Day of the Virgin of Guadalupe
2035,2035-12-25,Christmas Day
2036,2036-01-01,New Year's Day
2036,2036-02-04,Constitution Day
2036,2036-03-17,Benito Juárez's Birthday Memorial
2036,2036-04-10,Maundy Thursday
2036,2036-04-11,Good Friday
2036,2036-05-01,Labor Day
2036,2036-09-16,Independence Day
2036,2036-10-01,Inauguration day
2036,2036-11-17,Revolution Day Memorial
2036,2036-12-12,Day of the Virgin of Guadalupe
2036,2036-12-25,Christmas Day
2037,2037-01-01,New Year's Day
2037,2037-02-02,Constitution Day
2037,2037-03-16,Benito Juárez's Birthday Memorial
2037,2037-04-02,Maundy Thursday
2037,2037-04-03,Good Friday
2037,2037-05-01,Labor Day
2037,2037-09-16,Independence Day
2037,2037-11-16,Revolution Day Memorial
2037,2037-12-12,Day of the Virgin of Guadalupe
2037,2037-12-25,Christmas Day
2038,2038-01-01,New Year's Day
2038,2038-02-01,Constitution Day
2038,2038-03-15,Benito Juárez's Birthday Memorial
2038,2038-04-22,Maundy Thursday
2038,2038-04-23,Good Friday
2038,2038-05-01,Labor Day
2038,2038-09-16,Independence Day
2038,2038-11-15,Revolution Day Memorial
2038,2038-12-12,Day of the Virgin of Guadalupe
2038,2038-12-25,Christmas Day
2039,2039-01-01,New Year's Day
2039,2039-02-07,Constitution Day
2039,2039-03-21,Benito Juárez's Birthday Memorial
2039,2039-04-07,Maundy Thursday
2039,2039-04-08,Good Friday
2039,2039-05-01,Labor Day
2039,2039-09-16,Independence Day
2039,2039-11-21,Revolution Day Memorial
2039,2039-12-12,Day of the Virgin of Guadalupe
2039,2039-12-25,Christmas Day
2040,2040-01-01,New Year's Day
2040,2040-02-06,Constitution Day
2040,2040-03-19,Benito Juárez's Birthday Memorial
2040,2040-03-29,Maundy Thursday
2040,2040-03-30,Good Friday
2040,2040-05-01,Labor Day
2040,2040-09-16,Independence Day
2040,2040-11-19,Revolution Day Memorial
2040,2040-12-12,Day of the Virgin of Guadalupe
2040,2040-12-25,Christmas Day
2041,2041-01-01,New Year's Day
2041,2041-02-02,Constitution Day
2041,2041-03-16,Benito Juárez's Birthday Memorial
2041,2041-04-02,Maundy Thursday
2041,2041-04-03,Good Friday
2041,2041-05-01,Labor Day
2041,2041-09-16,Independence Day
2041,2041-11-16,Revolution Day Memorial
2041,2041-12-12,Day of the Virgin of Guadalupe
2041,2041-12-25,Christmas Day
2042,2042-01-01,New Year's Day
2042,2042-02-02,Constitution Day
2042,2042-03-16,Benito Juárez's Birthday Memorial
2042,2042-04-02,Maundy Thursday
2042,2042-04-03,Good Friday
2042,2042-05-01,Labor Day
2042,2042-09-16,Independence Day
2042,2042-11-16,Revolution Day Memorial
2042,2042-12-12,Day of the Virgin of Guadalupe
2042,2042-12-25,Christmas Day
2043,2043-01-01,New Year's Day
2043,2043-02-02,Constitution Day
2043,2043-03-16,Benito Juárez's Birthday Memorial
2043,2043-04-02,Maundy Thursday
2043,2043-04-03,Good Friday
2043,2043-05-01,Labor Day
2043,2043-09-16,Independence Day
2043,2043-11-16,Revolution Day Memorial
2043,2043-12-12,Day of the Virgin of Guadalupe
2043,2043-12-25,Christmas Day
2044,2044-01-01,New Year's Day
2044,2044-02-02,Constitution Day
2044,2044-03-16,Benito Juárez's Birthday Memorial
2044,2044-04-02,Maundy Thursday
2044,2044-04-03,Good Friday
2044,2044-05-01,Labor Day
2044,2044-09-16,Independence Day
2044,2044-11-16,Revolution Day Memorial
2044,2044-12-12,Day of the Virgin of Guadalupe
2044,2044-12-25,Christmas Day
2045,2045-01-01,New Year's Day
2045,2045-02-02,Constitution Day
2045,2045-03-16,Benito Juárez's Birthday Memorial
2045,2045-04-02,Maundy Thursday
2045,2045-04-03,Good Friday
2045,2045-05-01,Labor Day
2045,2045-09-16,Independence Day
2045,2045-11-16,Revolution Day Memorial
2045,2045-12-12,Day of the Virgin of Guadalupe
2045,2045-12-25,Christmas Day
2046,2046-01-01,New Year's Day
2046,2046-02-02,Constitution Day
2046,2046-03-16,Benito Juárez's Birthday Memorial
2046,2046-04-02,Maundy Thursday
2046,2046-04-03,Good Friday
2046,2046-05-01,Labor Day
2046,2046-09-16,Independence Day
2046,2046-11-16,Revolution Day Memorial
2046,2046-12-12,Day of the Virgin of Guadalupe
2046,2046-12-25,Christmas Day
2047,2047-01-01,New Year's Day
2047,2047-02-02,Constitution Day
2047,2047-03-16,Benito Juárez's Birthday Memorial
2047,2047-04-02,Maundy Thursday
2047,2047-04-03,Good Friday
2047,2047-05-01,Labor Day
2047,2047-09-16,Independence Day
2047,2047-11-16,Revolution Day Memorial
2047,2047-12-12,Day of the Virgin of Guadalupe
2047,2047-12-25,Christmas Day
2048,2048-01-01,New Year's Day
2048,2048-02-02,Constitution Day
2048,2048-03-16,Benito Juárez's Birthday Memorial
2048,2048-04-02,Maundy Thursday
2048,2048-04-03,Good Friday
2048,2048-05-01,Labor Day
2048,2048-09-16,Independence Day
2048,2048-11-16,Revolution Day Memorial
2048,2048-12-12,Day of the Virgin of Guadalupe
2048,2048-12-25,Christmas Day
2049,2049-01-01,New Year's Day
2049,2049-02-02,Constitution Day
2049,2049-03-16,Benito Juárez's Birthday Memorial
2049,2049-04-02,Maundy Thursday
2049,2049-04-03,Good Friday
2049,2049-05-01,Labor Day
2049,2049-09-16,Independence Day
2049,2049-11-16,Revolution Day Memorial
2049,2049-12-12,Day of the Virgin of Guadalupe
2049,2049-12-25,Christmas Day
2050,2050-01-01,New Year's Day
2050,2050-02-02,Constitution Day
2050,2050-03-16,Benito Juárez's Birthday Memorial
2050,2050-04-02,Maundy Thursday
2050,2050-04-03,Good Friday
2050,2050-05-01,Labor Day
2050,2050-09-16,Independence Day
2050,2050-11-16,Revolution Day Memorial
2050,2050-12-12,Day of the Virgin of Guadalupe
2050,2050-12-25,Christmas Day
