year,date,holiday
2042,2042-01-19,Martin Luther King Jr. Day
2042,2042-02-16,Presidents' Day
2042,2042-05-25,Memorial Day
2042,2042-06-19,Juneteenth
2042,2042-07-03,Independence Day (substitute)
2042,2042-07-04,Independence Day
2042,2042-09-07,Labor Day
2042,2042-10-12,Columbus Day
2042,2042-11-11,Veterans Day
2042,2042-11-26,Thanksgiving Day
2042,2042-12-25,Christmas Day
2043,2043-01-01,New Year's Day
2043,2043-01-19,Martin Luther King Jr. Day
2043,2043-02-16,Presidents' Day
2043,2043-05-25,Memorial Day
2043,2043-06-19,Juneteenth
2043,2043-07-03,Independence Day (substitute)
2043,2043-07-04,Independence Day
2043,2043-09-07,Labor Day
2043,2043-10-12,Columbus Day
2043,2043-11-11,Veterans Day
2043,2043-11-26,Thanksgiving Day
2043,2043-12-25,Christmas Day
2044,2044-01-01,New Year's Day
2044,2044-01-19,Martin Luther King Jr. Day
2044,2044-02-16,Presidents' Day
2044,2044-05-25,Memorial Day
2044,2044-06-19,Juneteenth
2044,2044-07-03,Independence Day (substitute)
2044,2044-07-04,Independence Day
2044,2044-09-07,Labor Day
2044,2044-10-12,Columbus Day
2044,2044-11-11,Veterans Day
2044,2044-11-26,Thanksgiving Day
2044,2044-12-25,Christmas Day
2045,2045-01-01,New Year's Day
2045,2045-01-19,Martin Luther King Jr. Day
2045,2045-02-16,Presidents' Day
2045,2045-05-25,Memorial Day
2045,2045-06-19,Juneteenth
2045,2045-07-03,Independence Day (substitute)
2045,2045-07-04,Independence Day
2045,2045-09-07,Labor Day
2045,2045-10-12,Columbus Day
2045,2045-11-11,Veterans Day
2045,2045-11-26,Thanksgiving Day
2045,2045-12-25,Christmas Day
2046,2046-01-01,New Year's Day
2046,2046-01-19,Martin Luther King Jr. Day
2046,2046-02-16,Presidents' Day
2046,2046-05-25,Memorial Day
2046,2046-06-19,Juneteenth
2046,2046-07-03,Independence Day (substitute)
2046,2046-07-04,Independence Day
2046,2046-09-07,Labor Day
2046,2046-10-12,Columbus Day
2046,2046-11-11,Veterans Day
2046,2046-11-26,Thanksgiving Day
2046,2046-12-25,Christmas Day
2047,2047-01-01,New Year's Day
2047,2047-01-19,Martin Luther King Jr. Day
2047,2047-02-16,Presidents' Day
2047,2047-05-25,Memorial Day
2047,2047-06-19,Juneteenth
2047,2047-07-03,Independence Day (substitute)
2047,2047-07-04,Independence Day
2047,2047-09-07,Labor Day
2047,2047-10-12,Columbus Day
2047,2047-11-11,Veterans Day
2047,2047-11-26,Thanksgiving Day
2047,2047-12-25,Christmas Day
2048,2048-01-01,New Year's Day
2048,2048-01-19,Martin Luther King Jr. Day
2048,2048-02-16,Presidents' Day
2048,2048-05-25,Memorial Day
2048,2048-06-19,Juneteenth
2048,2048-07-03,Independence Day (substitute)
2048,2048-07-04,Independence Day
2048,2048-09-07,Labor Day
2048,2048-10-12,Columbus Day
2048,2048-11-11,Veterans Day
2048,2048-11-26,Thanksgiving Day
2048,2048-12-25,Christmas Day
2049,2049-01-01,New Year's Day
2049,2049-01-19,Martin Luther King Jr. Day
2049,2049-02-16,Presidents' Day
2049,2049-05-25,Memorial Day
2049,2049-06-19,Juneteenth
2049,2049-07-03,Independence Day (substitute)
2049,2049-07-04,Independence Day
2049,2049-09-07,Labor Day
2049,2049-10-12,Columbus Day
2049,2049-11-11,Veterans Day
2049,2049-11-26,Thanksgiving Day
2049,2049-12-25,Christmas Day
2050,2050-01-01,New Year's Day
2050,2050-01-19,Martin Luther King Jr. Day
2050,2050-02-16,Presidents' Day
2050,2050-05-25,Memorial Day
2050,2050-06-19,Juneteenth
2050,2050-07-03,Independence Day (substitute)
2050,2050-07-04,Independence Day
2050,2050-09-07,Labor Day
2050,2050-10-12,Columbus Day
2050,2050-11-11,Veterans Day
2050,2050-11-26,Thanksgiving Day
2050,2050-12-25,Christmas Day
