year,date,holiday
2031,2031-11-10,Día de la Constitución
2031,2031-12-25,Día de Navidad
2032,2032-01-01,Año Nuevo
2032,2032-01-05,Día de los Santos Reyes
2032,2032-01-21,Día de Nuestra Señora de la Altagracia
2032,2032-01-26,Día del Natalicio de Juan Pablo Duarte
2032,2032-02-27,Día de la Independencia Nacional
2032,2032-03-26,Viernes Santo
2032,2032-05-01,Día del Trabajo
2032,2032-05-27,Corpus Christi
2032,2032-08-16,Día de la Restauración
2032,2032-09-24,Día de Nuestra Señora de las Mercedes
2032,2032-11-06,Día de la Constitución
2032,2032-12-25,Día de Navidad
2033,2033-01-01,Año Nuevo
2033,2033-01-10,Día de los Santos Reyes
2033,2033-01-21,Día de Nuestra Señora de la Altagracia
2033,2033-01-24,Día del Natalicio de Juan Pablo Duarte
2033,2033-02-27,Día de la Independencia Nacional
2033,2033-04-15,Viernes Santo
2033,2033-05-01,Día del Trabajo
2033,2033-06-16,Corpus Christi
2033,2033-08-16,Día de la Restauración
2033,2033-09-24,Día de Nuestra Señora de las Mercedes
2033,2033-11-06,Día de la Constitución
2033,2033-12-25,Día de Navidad
2034,2034-01-01,Año Nuevo
2034,2034-01-09,Día de los Santos Reyes
2034,2034-01-21,Día de Nuestra Señora de la Altagracia
2034,2034-01-30,Día del Natalicio de Juan Pablo Duarte
2034,2034-02-27,Día de la Independencia Nacional
2034,2034-04-07,Viernes Santo
2034,2034-05-01,Día del Trabajo
2034,2034-06-08,Corpus Christi
2034,2034-08-16,Día de la Restauración
2034,2034-09-24,Día de Nuestra Señora de las Mercedes
2034,2034-11-06,Día de la Constitución
2034,2034-12-25,Día de Navidad
2035,2035-01-01,Año Nuevo
2035,2035-01-06,Día de los Santos Reyes
2035,2035-01-21,Día de Nuestra Señora de la Altagracia
2035,2035-01-29,Día del Natalicio de Juan Pablo Duarte
2035,2035-02-27,Día de la Independencia Nacional
2035,2035-03-23,Viernes Santo
2035,2035-04-30,Día del Trabajo
2035,2035-05-24,Corpus Christi
2035,2035-08-16,Día de la Restauración
2035,2035-09-24,Día de Nuestra Señora de las Mercedes
2035,2035-11-05,Día de la Constitución
2035,2035-12-25,Día de Navidad
2036,2036-01-01,Año Nuevo
2036,2036-01-06,Día de los Santos Reyes
2036,2036-01-21,Día de Nuestra Señora de la Altagracia
2036,2036-01-26,Día del Natalicio de Juan Pablo Duarte
2036,2036-02-27,Día de la Independencia Nacional
2036,2036-04-11,Viernes Santo
2036,2036-05-05,Día del Trabajo
2036,2036-06-12,Corpus Christi
2036,2036-08-16,Día de la Restauración
2036,2036-09-24,Día de Nuestra Señora de las Mercedes
2036,2036-11-10,Día de la Constitución
2036,2036-12-25,Día de Navidad
2037,2037-01-01,Año Nuevo
2037,2037-01-05,Día de los Santos Reyes
2037,2037-01-21,Día de Nuestra Señora de la Altagracia
2037,2037-01-26,Día del Natalicio de Juan Pablo Duarte
2037,2037-02-27,Día de la Independencia Nacional
2037,2037-04-03,Viernes Santo
2037,2037-05-04,Día del Trabajo
2037,2037-06-04,Corpus Christi
2037,2037-08-16,Día de la Restauración
2037,2037-09-24,Día de Nuestra Señora de las Mercedes
2037,2037-11-09,Día de la Constitución
2037,2037-12-25,Día de Navidad
2038,2038-01-01,Año Nuevo
2038,2038-01-04,Día de los Santos Reyes
2038,2038-01-21,Día de Nuestra Señora de la Altagracia
2038,2038-01-25,Día del Natalicio de Juan Pablo Duarte
2038,2038-02-27,Día de la Independencia Nacional
2038,2038-04-23,Viernes Santo
2038,2038-05-01,Día del Trabajo
2038,2038-06-24,Corpus Christi
2038,2038-08-16,Día de la Restauración
2038,2038-09-24,Día de Nuestra Señora de las Mercedes
2038,2038-11-06,Día de la Constitución
2038,2038-12-25,Día de Navidad
2039,2039-01-01,Año Nuevo
2039,2039-01-10,Día de los Santos Reyes
2039,2039-01-21,Día de Nuestra Señora de la Altagracia
2039,2039-01-24,Día del Natalicio de Juan Pablo Duarte
2039,2039-02-27,Día de la Independencia Nacional
2039,2039-04-08,Viernes Santo
2039,2039-05-01,Día del Trabajo
2039,2039-06-09,Corpus Christi
2039,2039-08-16,Día de la Restauración
2039,2039-09-24,Día de Nuestra Señora de las Mercedes
2039,2039-11-06,Día de la Constitución
2039,2039-12-25,Día de Navidad
2040,2040-01-01,Año Nuevo
2040,2040-01-09,Día de los Santos Reyes
2040,2040-01-21,Día de Nuestra Señora de la Altagracia
2040,2040-01-30,Día del Natalicio de Juan Pablo Duarte
2040,2040-02-27,Día de la Independencia Nacional
2040,2040-03-30,Viernes Santo
2040,2040-04-30,Día del Trabajo
2040,2040-05-31,Corpus Christi
2040,2040-08-16,Día de la Restauración
2040,2040-09-24,Día de Nuestra Señora de las Mercedes
2040,2040-11-05,Día de la Constitución
2040,2040-12-25,Día de Navidad
2041,2041-01-01,Año Nuevo
2041,2041-01-06,Día de los Santos Reyes
2041,2041-01-21,Día de Nuestra Señora de la Altagracia
2041,2041-01-26,Día del Natalicio de Juan Pablo Duarte
2041,2041-02-27,Día de la Independencia Nacional
2041,2041-04-19,Viernes Santo
2041,2041-04-29,Día del Trabajo
2041,2041-06-20,Corpus Christi
2041,2041-08-16,Día de la Restauración
2041,2041-09-24,Día de Nuestra Señora de las Mercedes
2041,2041-11-04,Día de la Constitución
2041,2041-12-25,Día de Navidad
2042,2042-01-01,Año Nuevo
2042,2042-01-06,Día de los Santos Reyes
2042,2042-01-21,Día de Nuestra Señora de la Altagracia
2042,2042-01-26,Día del Natalicio de Juan Pablo Duarte
2042,2042-02-27,Día de la Independencia Nacional
2042,2042-04-04,Viernes Santo
2042,2042-05-05,Día del Trabajo
2042,2042-06-05,Corpus Christi
2042,2042-08-16,Día de la Restauración
2042,2042-09-24,Día de Nuestra Señora de las Mercedes
2042,2042-11-10,Día de la Constitución
2042,2042-12-25,Día de Navidad
2043,2043-01-01,Año Nuevo
2043,2043-01-05,Día de los Santos Reyes
2043,2043-01-21,Día de Nuestra Señora de la Altagracia
2043,2043-01-26,Día del Natalicio de Juan Pablo Duarte
2043,2043-02-27,Día de la Independencia Nacional
2043,2043-03-27,Viernes Santo
2043,2043-05-04,Día del Trabajo
2043,2043-05-28,Corpus Christi
2043,2043-08-16,Día de la Restauración
2043,2043-09-24,Día de Nuestra Señora de las Mercedes
2043,2043-11-09,Día de la Constitución
2043,2043-12-25,Día de Navidad
2044,2044-01-01,Año Nuevo
2044,2044-01-04,Día de los Santos Reyes
2044,2044-01-21,Día de Nuestra Señora de la Altagracia
2044,2044-01-25,Día del Natalicio de Juan Pablo Duarte
2044,2044-02-27,Día de la Independencia Nacional
2044,2044-04-15,Viernes Santo
2044,2044-05-01,Día del Trabajo
2044,2044-06-16,Corpus Christi
2044,2044-08-16,Día de la Restauración
2044,2044-09-24,Día de Nuestra Señora de las Mercedes
2044,2044-11-06,Día de la Constitución
2044,2044-12-25,Día de Navidad
2045,2045-01-01,Año Nuevo
2045,2045-01-09,Día de los Santos Reyes
2045,2045-01-21,Día de Nuestra Señora de la Altagracia
2045,2045-01-30,Día del Natalicio de Juan Pablo Duarte
2045,2045-02-27,Día de la Independencia Nacional
2045,2045-04-07,Viernes Santo
2045,2045-05-01,Día del Trabajo
2045,2045-06-08,Corpus Christi
2045,2045-08-16,Día de la Restauración
2045,2045-09-24,Día de Nuestra Señora de las Mercedes
2045,2045-11-06,Día de la Constitución
2045,2045-12-25,Día de Navidad
2046,2046-01-01,Año Nuevo
2046,2046-01-06,Día de los Santos Reyes
2046,2046-01-21,Día de Nuestra Señora de la Altagracia
2046,2046-01-29,Día del Natalicio de Juan Pablo Duarte
2046,2046-02-27,Día de la Independencia Nacional
2046,2046-03-23,Viernes Santo
2046,2046-04-30,Día del Trabajo
2046,2046-05-24,Corpus Christi
2046,2046-08-16,Día de la Restauración
2046,2046-09-24,Día de Nuestra Señora de las Mercedes
2046,2046-11-05,Día de la Constitución
2046,2046-12-25,Día de Navidad
2047,2047-01-01,Año Nuevo
2047,2047-01-06,Día de los Santos Reyes
2047,2047-01-21,Día de Nuestra Señora de la Altagracia
2047,2047-01-26,Día del Natalicio de Juan Pablo Duarte
2047,2047-02-27,Día de la Independencia Nacional
2047,2047-04-12,Viernes Santo
2047,2047-04-29,Día del Trabajo
2047,2047-06-13,Corpus Christi
2047,2047-08-16,Día de la Restauración
2047,2047-09-24,Día de Nuestra Señora de las Mercedes
2047,2047-11-04,Día de la Constitución
2047,2047-12-25,Día de Navidad
2048,2048-01-01,Año Nuevo
2048,2048-01-06,Día de los Santos Reyes
2048,2048-01-21,Día de Nuestra Señora de la Altagracia
2048,2048-01-26,Día del Natalicio de Juan Pablo Duarte
2048,2048-02-27,Día de la Independencia Nacional
2048,2048-04-03,Viernes Santo
2048,2048-05-04,Día del Trabajo
2048,2048-06-04,Corpus Christi
2048,2048-08-16,Día de la Restauración
2048,2048-09-24,Día de Nuestra Señora de las Mercedes
2048,2048-11-09,Día de la Constitución
2048,2048-12-25,Día de Navidad
2049,2049-01-01,Año Nuevo
2049,2049-01-04,Día de los Santos Reyes
2049,2049-01-21,Día de Nuestra Señora de la Altagracia
2049,2049-01-25,Día del Natalicio de Juan Pablo Duarte
2049,2049-02-27,Día de la Independencia Nacional
2049,2049-04-16,Viernes Santo
2049,2049-05-01,Día del Trabajo
2049,2049-06-17,Corpus Christi
2049,2049-08-16,Día de la Restauración
2049,2049-09-24,Día de Nuestra Señora de las Mercedes
2049,2049-11-06,Día de la Constitución
2049,2049-12-25,Día de Navidad
2050,2050-01-01,Año Nuevo
2050,2050-01-10,Día de los Santos Reyes
2050,2050-01-21,Día de Nuestra Señora de la Altagracia
2050,2050-01-24,Día del Natalicio de Juan Pablo Duarte
2050,2050-02-27,Día de la Independencia Nacional
2050,2050-04-08,Viernes Santo
2050,2050-05-01,Día del Trabajo
2050,2050-06-09,Corpus Christi
2050,2050-08-16,Día de la Restauración
2050,2050-09-24,Día de Nuestra Señora de las Mercedes
2050,2050-11-06,Día de la Constitución
2050,2050-12-25,Día de Navidad
