"id","parent_id","active","code","name","description","reconcile","account_type","tax_ids","depreciation_model_id","name@es","description@es"
"l10n_co_group_1328","l10n_co_group_13","False","1328","Contributions Receivable","","","asset_receivable","","","Aportes por cobrar",""
"l10n_co_group_1330","l10n_co_group_13","False","1330","Advances and Down Payments","","","asset_current","","","Anticipos y avances",""
"l10n_co_group_1332","l10n_co_group_13","False","1332","Joint Operation Accounts","","","asset_current","","","Cuentas de operación conjunta",""
"l10n_co_group_1335","l10n_co_group_13","False","1335","Deposits","","","asset_current","","","Depósitos",""
"l10n_co_group_1340","l10n_co_group_13","False","1340","Purchase and Sale Agreements","","","asset_current","","","Promesas de compra venta",""
"l10n_co_group_1345","l10n_co_group_13","False","1345","Income Receivable","","","asset_current","","","Ingresos por cobrar",""
"l10n_co_group_1350","l10n_co_group_13","False","1350","Retention on Contracts","","","asset_current","","","Retención sobre contratos",""
"l10n_co_group_1355","l10n_co_group_13","False","1355","Advance Payments of Taxes and Contributions or Balances in Favor","","","asset_current","","","Anticipo de impuestos y contribuciones o saldos a favor",""
"l10n_co_group_1360","l10n_co_group_13","False","1360","Claims","","","asset_current","","","Reclamaciones",""
"l10n_co_group_1365","l10n_co_group_13","False","1365","Accounts Receivable from Employees","","","asset_current","","","Cuentas por cobrar a trabajadores",""
"l10n_co_group_1370","l10n_co_group_13","False","1370","Loans to Individuals","","","asset_current","","","Préstamos a particulares",""
"l10n_co_group_1380","l10n_co_group_13","False","1380","Miscellaneous Debtors","","","asset_current","","","Deudores varios",""
"l10n_co_group_1385","l10n_co_group_13","False","1385","Repurchase Rights on Negotiated Portfolio","","","asset_current","","","Derechos de recompra de cartera negociada",""
"l10n_co_group_1390","l10n_co_group_13","False","1390","Bad Debts","","","asset_current","","","Deudas de difícil cobro",""
"l10n_co_group_1399","l10n_co_group_13","False","1399","Provisions","","","asset_current","","","Provisiones",""
"l10n_co_group_14","l10n_co_group_1","False","14","Inventories","","","asset_current","","","Inventarios",""
"l10n_co_group_1405","l10n_co_group_14","False","1405","Raw Materials","","","asset_current","","","Materias primas",""
"l10n_co_group_1410","l10n_co_group_14","False","1410","Work in Process","","","asset_current","","","Productos en proceso",""
"l10n_co_group_1415","l10n_co_group_14","False","1415","Construction in Progress","","","asset_current","","","Obras de construcción en curso",""
"l10n_co_group_1417","l10n_co_group_14","False","1417","Urban Development Works","","","asset_current","","","Obras de urbanismo",""
"l10n_co_group_1420","l10n_co_group_14","False","1420","Contracts in Execution","","","asset_current","","","Contratos en ejecución",""
"l10n_co_group_1425","l10n_co_group_14","False","1425","Crops in Development","","","asset_current","","","Cultivos en desarrollo",""
"l10n_co_group_1428","l10n_co_group_14","False","1428","Agricultural Plantations","","","asset_current","","","Plantaciones agrícolas",""
"l10n_co_group_1430","l10n_co_group_14","False","1430","Finished Goods","","","asset_current","","","Productos terminados",""
"l10n_co_group_1435","l10n_co_group_14","False","1435","Merchandise Not Manufactured by the Company","","","asset_current","","","Mercancías no fabricadas por la empresa",""
"l10n_co_group_1440","l10n_co_group_14","False","1440","Real Estate for Sale","","","asset_current","","","Bienes raíces para la venta",""
"l10n_co_group_1445","l10n_co_group_14","False","1445","Livestock","","","asset_current","","","Semovientes",""
"l10n_co_group_1450","l10n_co_group_14","False","1450","Land","","","asset_current","","","Terrenos",""
"l10n_co_group_1455","l10n_co_group_14","False","1455","Materials, Spare Parts, and Accessories","","","asset_current","","","Materiales, repuestos y accesorios",""
"l10n_co_group_1460","l10n_co_group_14","False","1460","Containers and Packaging","","","asset_current","","","Envases y empaques",""
"l10n_co_group_1465","l10n_co_group_14","False","1465","Inventory in Transit","","","expense","","","Inventarios en tránsito",""
"l10n_co_group_1499","l10n_co_group_14","False","1499","Provisions","","","asset_current","","","Provisiones",""
"l10n_co_group_15","l10n_co_group_1","False","15","Property, Plant, and Equipment","","","asset_non_current","","","Propiedades, planta y equipo",""
"l10n_co_group_1504","l10n_co_group_15","False","1504","Land","","","asset_non_current","","","Terrenos",""
"l10n_co_group_1506","l10n_co_group_15","False","1506","Petroleum Project Materials","","","asset_non_current","","","Materiales proyectos petroleros",""
"l10n_co_group_1508","l10n_co_group_15","False","1508","Construction in Progress","","","asset_non_current","","","Construcciones en curso",""
"l10n_co_group_1512","l10n_co_group_15","False","1512","Machinery and Equipment in Assembly","","","asset_non_current","","","Maquinaria y equipos en montaje",""
"l10n_co_group_1516","l10n_co_group_15","False","1516","Buildings and Constructions","","","asset_non_current","","","Construcciones y edificaciones",""
"l10n_co_group_1520","l10n_co_group_15","False","1520","Machinery and Equipment","","","asset_non_current","","","Maquinaria y equipo",""
"l10n_co_group_1524","l10n_co_group_15","False","1524","Office Equipment","","","asset_non_current","","","Equipo de oficina",""
"l10n_co_group_1528","l10n_co_group_15","False","1528","Computer and Communication Equipment","","","asset_non_current","","","Equipo de computación y comunicación",""
"l10n_co_group_1532","l10n_co_group_15","False","1532","Medical-Scientific Equipment","","","asset_non_current","","","Equipo médico-científico",""
"l10n_co_group_1536","l10n_co_group_15","False","1536","Hotel and Restaurant Equipment","","","asset_non_current","","","Equipo de hoteles y restaurantes",""
"l10n_co_group_1540","l10n_co_group_15","False","1540","Transportation Fleet and Equipment","","","asset_non_current","","","Flota y equipo de transporte",""
"l10n_co_group_1544","l10n_co_group_15","False","1544","River and/or Maritime Fleet and Equipment","","","asset_non_current","","","Flota y equipo fluvial y/o marítimo",""
"l10n_co_group_1548","l10n_co_group_15","False","1548","Air Fleet and Equipment","","","asset_non_current","","","Flota y equipo aéreo",""
"l10n_co_group_1552","l10n_co_group_15","False","1552","Railway Fleet and Equipment","","","asset_non_current","","","Flota y equipo férreo",""
"l10n_co_group_1556","l10n_co_group_15","False","1556","Aqueducts, Plants, and Networks","","","asset_non_current","","","Acueductos, plantas y redes",""
"l10n_co_group_1560","l10n_co_group_15","False","1560","Surveillance Armament","","","asset_non_current","","","Armamento de vigilancia",""
"l10n_co_group_1562","l10n_co_group_15","False","1562","Containers and Packaging","","","asset_non_current","","","Envases y empaques",""
"l10n_co_group_1564","l10n_co_group_15","False","1564","Agricultural and Forest Plantations","","","asset_non_current","","","Plantaciones agrícolas y forestales",""
"l10n_co_group_1568","l10n_co_group_15","False","1568","Communication Routes","","","asset_non_current","","","Vías de comunicación",""
"l10n_co_group_1572","l10n_co_group_15","False","1572","Mines and Quarries","","","asset_non_current","","","Minas y canteras",""
"l10n_co_group_1576","l10n_co_group_15","False","1576","Artesian Wells","","","asset_non_current","","","Pozos artesianos",""
"l10n_co_group_1580","l10n_co_group_15","False","1580","Deposits","","","asset_non_current","","","Yacimientos",""
"l10n_co_group_1584","l10n_co_group_15","False","1584","Livestock","","","asset_non_current","","","Semovientes",""
"l10n_co_group_1588","l10n_co_group_15","False","1588","Property, Plant, and Equipment in Transit","","","asset_non_current","","","Propiedades, planta y equipo en tránsito",""
"l10n_co_group_1592","l10n_co_group_15","False","1592","Accumulated Depreciation","","","asset_non_current","","","Depreciación acumulada",""
"l10n_co_group_1596","l10n_co_group_15","False","1596","Deferred Depreciation","","","asset_non_current","","","Depreciación diferida",""
"l10n_co_group_1597","l10n_co_group_15","False","1597","Accumulated Amortization","","","asset_non_current","","","Amortización acumulada",""
"l10n_co_group_1598","l10n_co_group_15","False","1598","Accumulated Depletion","","","asset_non_current","","","Agotamiento acumulado",""
"l10n_co_group_1599","l10n_co_group_15","False","1599","Provisions","","","asset_non_current","","","Provisiones",""
"l10n_co_group_16","l10n_co_group_1","False","16","Intangibles","","","asset_non_current","","","Intangibles",""
"l10n_co_group_1605","l10n_co_group_16","False","1605","Goodwill","","","asset_non_current","","","Crédito mercantil",""
"l10n_co_group_1610","l10n_co_group_16","False","1610","Trademarks","","","asset_non_current","","","Marcas",""
"l10n_co_group_1615","l10n_co_group_16","False","1615","Patents","","","asset_non_current","","","Patentes",""
"l10n_co_group_1620","l10n_co_group_16","False","1620","Concessions and Franchises","","","asset_non_current","","","Concesiones y franquicias",""
"l10n_co_group_1625","l10n_co_group_16","False","1625","Rights","","","asset_non_current","","","Derechos",""
"l10n_co_group_1630","l10n_co_group_16","False","1630","Know-how","","","asset_non_current","","","Know how",""
"l10n_co_group_1635","l10n_co_group_16","False","1635","Licenses","","","asset_non_current","","","Licencias",""
"l10n_co_group_1698","l10n_co_group_16","False","1698","Accumulated Depreciation and/or Amortization","","","asset_non_current","","","Depreciación y/o amortización acumulada",""
"l10n_co_group_1699","l10n_co_group_16","False","1699","Provisions","","","asset_non_current","","","Provisiones",""
"l10n_co_group_17","l10n_co_group_1","False","17","Deferred Assets","","","asset_non_current","","","Diferidos",""
"l10n_co_group_1705","l10n_co_group_17","False","1705","Prepaid Expenses","","","asset_current","","","Gastos pagados por anticipado",""
"l10n_co_group_1710","l10n_co_group_17","False","1710","Deferred Charges","","","asset_current","","","Cargos diferidos",""
"l10n_co_group_1715","l10n_co_group_17","False","1715","Exploration Costs to be Amortized","","","asset_non_current","","","Costos de exploración por amortizar",""
"l10n_co_group_1720","l10n_co_group_17","False","1720","Exploitation and Development Costs","","","asset_non_current","","","Costos de explotación y desarrollo",""
"l10n_co_group_1798","l10n_co_group_17","False","1798","Accumulated Amortization","","","asset_non_current","","","Amortización acumulada",""
"l10n_co_group_18","l10n_co_group_1","False","18","Other Assets","","","asset_current","","","Otros activos",""
"l10n_co_group_1805","l10n_co_group_18","False","1805","Art and Cultural Assets","","","asset_non_current","","","Bienes de arte y cultura",""
"l10n_co_group_1895","l10n_co_group_18","False","1895","Miscellaneous","","","asset_non_current","","","Diversos",""
"l10n_co_group_1899","l10n_co_group_18","False","1899","Provisions","","","asset_current","","","Provisiones",""
"l10n_co_group_19","l10n_co_group_1","False","19","Appraisals","","","asset_non_current","","","Valorizaciones",""
"l10n_co_group_1905","l10n_co_group_19","False","1905","Of Investments","","","asset_non_current","","","De inversiones",""
"l10n_co_group_1910","l10n_co_group_19","False","1910","Of Property, Plant, and Equipment","","","asset_non_current","","","De propiedades, planta y equipo",""
"l10n_co_group_1995","l10n_co_group_19","False","1995","Of Other Assets","","","asset_non_current","","","De otros activos",""
"l10n_co_group_2","","False","2","Liabilities","","","liability_non_current","","","Pasivo",""
"l10n_co_group_21","l10n_co_group_2","False","21","Financial Obligations","","","liability_current","","","Obligaciones financieras",""
"l10n_co_group_2105","l10n_co_group_21","False","2105","Domestic Banks","","","liability_current","","","Bancos nacionales",""
"l10n_co_group_2110","l10n_co_group_21","False","2110","Foreign Banks","","","liability_current","","","Bancos del exterior",""
"l10n_co_group_2115","l10n_co_group_21","False","2115","Financial Corporations","","","liability_current","","","Corporaciones financieras",""
"l10n_co_group_2120","l10n_co_group_21","False","2120","Commercial Financing Companies","","","liability_current","","","Compañías de financiamiento comercial",""
"l10n_co_group_2125","l10n_co_group_21","False","2125","Savings and Housing Corporations","","","liability_current","","","Corporaciones de ahorro y vivienda",""
"l10n_co_group_2130","l10n_co_group_21","False","2130","Foreign Financial Entities","","","liability_current","","","Entidades financieras del exterior",""
"l10n_co_group_2135","l10n_co_group_21","False","2135","Repurchase Commitments for Negotiated Investments","","","liability_current","","","Compromisos de recompra de inversiones negociadas",""
"l10n_co_group_2140","l10n_co_group_21","False","2140","Repurchase Commitments for Negotiated Portfolio","","","liability_current","","","Compromisos de recompra de cartera negociada",""
"l10n_co_group_2145","l10n_co_group_21","False","2145","Government Obligations","","","liability_current","","","Obligaciones gubernamentales",""
"l10n_co_group_2195","l10n_co_group_21","False","2195","Other Obligations","","","liability_current","","","Otras obligaciones",""
"l10n_co_group_22","l10n_co_group_2","False","22","Suppliers","","","liability_current","","","Proveedores",""
"l10n_co_group_2205","l10n_co_group_22","False","2205","Domestic","","","liability_payable","","","Nacionales",""
"l10n_co_group_2210","l10n_co_group_22","False","2210","Foreign","","","liability_payable","","","Del exterior",""
"l10n_co_group_2215","l10n_co_group_22","False","2215","Commercial Current Accounts","","","liability_current","","","Cuentas corrientes comerciales",""
"l10n_co_group_2220","l10n_co_group_22","False","2220","Parent Company","","","liability_current","","","Casa matriz",""
"l10n_co_group_2225","l10n_co_group_22","False","2225","Related Companies","","","liability_current","","","Compañías vinculadas",""
"l10n_co_group_23","l10n_co_group_2","False","23","Accounts Payable","","","liability_current","","","Cuentas por pagar",""
"l10n_co_group_2305","l10n_co_group_23","False","2305","Commercial Current Accounts","","","liability_current","","","Cuentas corrientes comerciales",""
"l10n_co_group_2310","l10n_co_group_23","False","2310","To Parent Company","","","liability_current","","","A casa matriz",""
"l10n_co_group_2315","l10n_co_group_23","False","2315","To Related Companies","","","liability_current","","","A compañías vinculadas",""
"l10n_co_group_2320","l10n_co_group_23","False","2320","To Contractors","","","liability_current","","","A contratistas",""
"l10n_co_group_2330","l10n_co_group_23","False","2330","Purchase Orders to be Used","","","liability_current","","","Órdenes de compra por utilizar",""
"l10n_co_group_2335","l10n_co_group_23","False","2335","Accrued Costs and Expenses","","","liability_current","","","Costos y gastos por pagar",""
"l10n_co_group_2340","l10n_co_group_23","False","2340","Installments Payable","","","liability_current","","","Instalamentos por pagar",""
"l10n_co_group_2345","l10n_co_group_23","False","2345","Official Creditors","","","liability_current","","","Acreedores oficiales",""
"l10n_co_group_2350","l10n_co_group_23","False","2350","Royalties Payable","","","liability_current","","","Regalías por pagar",""
"l10n_co_group_2355","l10n_co_group_23","False","2355","Debts with Shareholders or Partners","","","liability_current","","","Deudas con accionistas o socios",""
"l10n_co_group_2357","l10n_co_group_23","False","2357","Debts with Directors","","","liability_current","","","Deudas con directores",""
"l10n_co_group_2360","l10n_co_group_23","False","2360","Dividends or Participations Payable","","","liability_current","","","Dividendos o participaciones por pagar",""
"l10n_co_group_2365","l10n_co_group_23","False","2365","Withholding at Source","","","liability_current","","","Retención en la fuente",""
"l10n_co_group_2367","l10n_co_group_23","False","2367","Withheld Sales Tax","","","liability_current","","","Impuesto a las ventas retenido",""
"l10n_co_group_2368","l10n_co_group_23","False","2368","Withheld Industry and Commerce Tax","","","liability_current","","","Impuesto de industria y comercio retenido",""
"l10n_co_group_2370","l10n_co_group_23","False","2370","Payroll Withholdings and Contributions","","","liability_current","","","Retenciones y aportes de nómina",""
"l10n_co_group_2375","l10n_co_group_23","False","2375","Quotas to be Returned","","","liability_current","","","Cuotas por devolver",""
"l10n_co_group_2380","l10n_co_group_23","False","2380","Miscellaneous Creditors","","","liability_current","","","Acreedores varios",""
"l10n_co_group_24","l10n_co_group_2","False","24","Taxes, Levies, and Rates","","","liability_current","","","Impuestos, gravámenes y tasas",""
"l10n_co_group_2404","l10n_co_group_24","False","2404","Income and Complementary Taxes","","","liability_current","","","De renta y complementarios",""
"l10n_co_group_2408","l10n_co_group_24","False","2408","Sales Tax Payable","","","liability_current","","","Impuesto sobre las ventas por pagar",""
"l10n_co_group_2412","l10n_co_group_24","False","2412","Industry and Commerce Tax","","","liability_current","","","De industria y comercio",""
"l10n_co_group_2416","l10n_co_group_24","False","2416","Real Estate Tax","","","liability_current","","","A la propiedad raíz",""
"l10n_co_group_2420","l10n_co_group_24","False","2420","Duties on Public Instruments","","","liability_current","","","Derechos sobre instrumentos públicos",""
"l10n_co_group_2424","l10n_co_group_24","False","2424","Valuation Tax","","","liability_current","","","De valorización",""
"l10n_co_group_2428","l10n_co_group_24","False","2428","Tourism Tax","","","liability_current","","","De turismo",""
"l10n_co_group_2432","l10n_co_group_24","False","2432","Port Usage Fee","","","liability_current","","","Tasa por utilización de puertos",""
"l10n_co_group_2436","l10n_co_group_24","False","2436","Vehicle Tax","","","liability_current","","","De vehículos",""
"l10n_co_group_2440","l10n_co_group_24","False","2440","Public Entertainment Tax","","","liability_current","","","De espectáculos públicos",""
"l10n_co_group_2444","l10n_co_group_24","False","2444","Hydrocarbons and Mines Tax","","","liability_current","","","De hidrocarburos y minas",""
"l10n_co_group_2448","l10n_co_group_24","False","2448","Royalties and Taxes on Small and Medium Mining","","","liability_current","","","Regalías e impuestos a la pequeña y mediana minería",""
"l10n_co_group_2452","l10n_co_group_24","False","2452","On Coffee Exports","","","liability_current","","","A las exportaciones cafeteras",""
"l10n_co_group_2456","l10n_co_group_24","False","2456","On Imports","","","liability_current","","","A las importaciones",""
"l10n_co_group_2460","l10n_co_group_24","False","2460","Development Quotas","","","liability_current","","","Cuotas de fomento",""
"l10n_co_group_2464","l10n_co_group_24","False","2464","On Liquors, Beers, and Cigarettes","","","liability_current","","","De licores, cervezas y cigarrillos",""
"l10n_co_group_2468","l10n_co_group_24","False","2468","On Livestock Slaughter","","","liability_current","","","Al sacrificio de ganado",""
"l10n_co_group_2472","l10n_co_group_24","False","2472","On Gambling and Games","","","liability_current","","","Al azar y juegos",""
"l10n_co_group_2476","l10n_co_group_24","False","2476","Levies and Royalties for Land Use","","","liability_current","","","Gravámenes y regalías por utilización del suelo",""
"l10n_co_group_2495","l10n_co_group_24","False","2495","Others","","","liability_current","","","Otros",""
"l10n_co_group_25","l10n_co_group_2","False","25","Labor Obligations","","","liability_current","","","Obligaciones laborales",""
"l10n_co_group_2505","l10n_co_group_25","False","2505","Salaries Payable","","","liability_current","","","Salarios por pagar",""
"l10n_co_group_2510","l10n_co_group_25","False","2510","Consolidated Severance Pay","","","liability_current","","","Cesantías consolidadas",""
"l10n_co_group_2515","l10n_co_group_25","False","2515","Interest on Severance Pay","","","liability_current","","","Intereses sobre cesantías",""
"l10n_co_group_2520","l10n_co_group_25","False","2520","Service Bonus","","","liability_current","","","Prima de servicios",""
"l10n_co_group_2525","l10n_co_group_25","False","2525","Consolidated Vacation Pay","","","liability_current","","","Vacaciones consolidadas",""
"l10n_co_group_2530","l10n_co_group_25","False","2530","Extra-legal Benefits","","","liability_current","","","Prestaciones extralegales",""
"l10n_co_group_2532","l10n_co_group_25","False","2532","Pensions Payable","","","liability_current","","","Pensiones por pagar",""
"l10n_co_group_2535","l10n_co_group_25","False","2535","Pension Quotas for Retirement","","","liability_current","","","Cuotas partes pensiones de jubilación",""
"l10n_co_group_2540","l10n_co_group_25","False","2540","Labor Indemnities","","","liability_current","","","Indemnizaciones laborales",""
"l10n_co_group_26","l10n_co_group_2","False","26","Estimated Liabilities and Provisions","","","liability_non_current","","","Pasivos estimados y provisiones",""
"l10n_co_group_2605","l10n_co_group_26","False","2605","For Costs and Expenses","","","liability_non_current","","","Para costos y gastos",""
"l10n_co_group_2610","l10n_co_group_26","False","2610","For Labor Obligations","","","liability_non_current","","","Para obligaciones laborales",""
"l10n_co_group_2615","l10n_co_group_26","False","2615","For Tax Obligations","","","liability_non_current","","","Para obligaciones fiscales",""
"l10n_co_group_2620","l10n_co_group_26","False","2620","Retirement Pensions","","","liability_non_current","","","Pensiones de jubilación",""
"l10n_co_group_2625","l10n_co_group_26","False","2625","For Urban Development Works","","","liability_non_current","","","Para obras de urbanismo",""
"l10n_co_group_2630","l10n_co_group_26","False","2630","For Maintenance and Repairs","","","liability_non_current","","","Para mantenimiento y reparaciones",""
"l10n_co_group_2635","l10n_co_group_26","False","2635","For Contingencies","","","liability_non_current","","","Para contingencias",""
"l10n_co_group_2640","l10n_co_group_26","False","2640","For Warranty Obligations","","","liability_non_current","","","Para obligaciones de garantías",""
"l10n_co_group_2695","l10n_co_group_26","False","2695","Miscellaneous Provisions","","","liability_non_current","","","Provisiones diversas",""
"l10n_co_group_27","l10n_co_group_2","False","27","Deferred Liabilities","","","liability_non_current","","","Diferidos",""
"l10n_co_group_2705","l10n_co_group_27","False","2705","Unearned Revenue","","","liability_non_current","","","Ingresos recibidos por anticipado",""
"l10n_co_group_2710","l10n_co_group_27","False","2710","Deferred Credits","","","liability_non_current","","","Abonos diferidos",""
"l10n_co_group_2715","l10n_co_group_27","False","2715","Deferred Profit on Installment Sales","","","liability_non_current","","","Utilidad diferida en ventas a plazos",""
"l10n_co_group_2725","l10n_co_group_27","False","2725","Deferred Taxes","","","liability_non_current","","","Impuestos diferidos",""
"l10n_co_group_28","l10n_co_group_2","False","28","Other Liabilities","","","liability_non_current","","","Otros pasivos",""
"l10n_co_group_2805","l10n_co_group_28","False","2805","Advances and Down Payments Received","","","liability_current","","","Anticipos y avances recibidos",""
"l10n_co_group_2810","l10n_co_group_28","False","2810","Deposits Received","","","liability_current","","","Depósitos recibidos",""
"l10n_co_group_2815","l10n_co_group_28","False","2815","Income Received for Third Parties","","","liability_current","","","Ingresos recibidos para terceros",""
"l10n_co_group_2820","l10n_co_group_28","False","2820","Joint Operation Accounts","","","liability_current","","","Cuentas de operación conjunta",""
"l10n_co_group_2825","l10n_co_group_28","False","2825","Withholdings from Third Parties on Contracts","","","liability_current","","","Retenciones a terceros sobre contratos",""
"l10n_co_group_2830","l10n_co_group_28","False","2830","Judicial Liens","","","liability_non_current","","","Embargos judiciales",""
"l10n_co_group_2835","l10n_co_group_28","False","2835","System Creditors","","","liability_non_current","","","Acreedores del sistema",""
"l10n_co_group_2840","l10n_co_group_28","False","2840","Joint Venture Accounts","","","liability_non_current","","","Cuentas en participación",""
"l10n_co_group_2895","l10n_co_group_28","False","2895","Miscellaneous","","","liability_non_current","","","Diversos",""
"l10n_co_group_29","l10n_co_group_2","False","29","Bonds and Commercial Papers","","","liability_non_current","","","Bonos y papeles comerciales",""
"l10n_co_group_2905","l10n_co_group_29","False","2905","Bonds in Circulation","","","liability_non_current","","","Bonos en circulación",""
"l10n_co_group_2910","l10n_co_group_29","False","2910","Bonds Mandatorily Convertible into Shares","","","liability_non_current","","","Bonos obligatoriamente convertibles en acciones",""
"l10n_co_group_2915","l10n_co_group_29","False","2915","Commercial Papers","","","liability_non_current","","","Papeles comerciales",""
"l10n_co_group_2920","l10n_co_group_29","False","2920","Pension Bonds","","","liability_non_current","","","Bonos pensionales",""
"l10n_co_group_2925","l10n_co_group_29","False","2925","Pension Titles","","","liability_non_current","","","Títulos pensionales",""
"l10n_co_group_3","","False","3","Equity","","","equity","","","Patrimonio",""
"l10n_co_group_31","l10n_co_group_3","False","31","Capital Stock","","","equity","","","Capital social",""
"l10n_co_group_3105","l10n_co_group_31","False","3105","Subscribed and Paid-in Capital","","","equity","","","Capital suscrito y pagado",""
"l10n_co_group_3115","l10n_co_group_31","False","3115","Social Contributions","","","equity","","","Aportes sociales",""
"l10n_co_group_3120","l10n_co_group_31","False","3120","Assigned Capital","","","equity","","","Capital asignado",""
"l10n_co_group_3125","l10n_co_group_31","False","3125","Supplementary Investment to Assigned Capital","","","equity","","","Inversión suplementaria al capital asignado",""
"l10n_co_group_3130","l10n_co_group_31","False","3130","Capital of Natural Persons","","","equity","","","Capital de personas naturales",""
"l10n_co_group_3135","l10n_co_group_31","False","3135","State Contributions","","","equity","","","Aportes del Estado",""
"l10n_co_group_3140","l10n_co_group_31","False","3140","Social Fund","","","equity","","","Fondo social",""
"l10n_co_group_32","l10n_co_group_3","False","32","Capital Surplus","","","equity","","","Superávit de capital",""
"l10n_co_group_3205","l10n_co_group_32","False","3205","Premium on Placement of Shares, Quotas or Parts of Social Interest","","","equity","","","Prima en colocación de acciones, cuotas o partes de interés social",""
"l10n_co_group_3210","l10n_co_group_32","False","3210","Donations","","","equity","","","Donaciones",""
"l10n_co_group_3215","l10n_co_group_32","False","3215","Goodwill","","","equity","","","Crédito mercantil",""
"l10n_co_group_3220","l10n_co_group_32","False","3220","Know-how","","","equity","","","Know how",""
"l10n_co_group_3225","l10n_co_group_32","False","3225","Equity Method Surplus","","","equity","","","Superávit método de participación",""
"l10n_co_group_33","l10n_co_group_3","False","33","Reserves","","","equity","","","Reservas",""
"l10n_co_group_3305","l10n_co_group_33","False","3305","Legal Reserves","","","equity","","","Reservas obligatorias",""
"l10n_co_group_3310","l10n_co_group_33","False","3310","Statutory Reserves","","","equity","","","Reservas estatutarias",""
"l10n_co_group_3315","l10n_co_group_33","False","3315","Occasional Reserves","","","equity","","","Reservas ocasionales",""
"l10n_co_group_34","l10n_co_group_3","False","34","Revaluation of Equity","","","equity","","","Revalorización del patrimonio",""
"l10n_co_group_3410","l10n_co_group_34","False","3410","Fiscal Cleanup","","","equity","","","Saneamiento fiscal",""
"l10n_co_group_35","l10n_co_group_3","False","35","Dividends or Participations Decreed in Shares, Quotas or Parts of Social Interest","","","equity","","","Dividendos o participaciones decretados en acciones, cuotas o partes de interés social",""
"l10n_co_group_3505","l10n_co_group_35","False","3505","Dividends Decreed in Shares","","","equity","","","Dividendos decretados en acciones",""
"l10n_co_group_3510","l10n_co_group_35","False","3510","Participations Decreed in Quotas or Parts of Social Interest","","","equity","","","Participaciones decretadas en cuotas o partes de interés social",""
"l10n_co_group_36","l10n_co_group_3","False","36","Results of the Period","","","equity","","","Resultados del ejercicio",""
"l10n_co_group_3605","l10n_co_group_36","False","3605","Profit for the Period","","","equity","","","Utilidad del ejercicio",""
