"id","chart_template_id/id","name","code_prefix_start"
"account_subgroup_intereses_por_cobrar_a_corto_plazo_nacional","l10n_mx.mx_coa","Intereses por cobrar a corto plazo nacional","106.05"
"account_subgroup_intereses_por_cobrar_a_corto_plazo_extranjero","l10n_mx.mx_coa","Intereses por cobrar a corto plazo extranjero","106.06"
"account_subgroup_intereses_por_cobrar_a_corto_plazo_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses por cobrar a corto plazo nacional parte relacionada","106.07"
"account_subgroup_intereses_por_cobrar_a_corto_plazo_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses por cobrar a corto plazo extranjero parte relacionada","106.08"
"account_subgroup_otras_cuentas_y_documentos_por_cobrar_a_corto_plazo","l10n_mx.mx_coa","Otras cuentas y documentos por cobrar a corto plazo","106.09"
"account_subgroup_otras_cuentas_y_documentos_por_cobrar_a_corto_plazo_parte_relacionada","l10n_mx.mx_coa","Otras cuentas y documentos por cobrar a corto plazo parte relacionada","106.10"
"account_subgroup_deudores_diversos","l10n_mx.mx_coa","Deudores diversos","107"
"account_subgroup_funcionarios_y_empleados","l10n_mx.mx_coa","Funcionarios y empleados","107.01"
"account_subgroup_socios_y_accionistas","l10n_mx.mx_coa","Socios y accionistas","107.02"
"account_subgroup_partes_relacionadas_nacionales","l10n_mx.mx_coa","Partes relacionadas nacionales","107.03"
"account_subgroup_partes_relacionadas_extranjeros","l10n_mx.mx_coa","Partes relacionadas extranjeros","107.04"
"account_subgroup_otros_deudores_diversos","l10n_mx.mx_coa","Otros deudores diversos","107.05"
"account_subgroup_estimación_de_cuentas_incobrables","l10n_mx.mx_coa","Estimación de cuentas incobrables","108"
"account_subgroup_estimación_de_cuentas_incobrables_nacional","l10n_mx.mx_coa","Estimación de cuentas incobrables nacional","108.01"
"account_subgroup_estimación_de_cuentas_incobrables_extranjero","l10n_mx.mx_coa","Estimación de cuentas incobrables extranjero","108.02"
"account_subgroup_estimación_de_cuentas_incobrables_nacional_parte_relacionada","l10n_mx.mx_coa","Estimación de cuentas incobrables nacional parte relacionada","108.03"
"account_subgroup_estimación_de_cuentas_incobrables_extranjero_parte_relacionada","l10n_mx.mx_coa","Estimación de cuentas incobrables extranjero parte relacionada","108.04"
"account_subgroup_pagos_anticipados","l10n_mx.mx_coa","Pagos anticipados","109"
"account_subgroup_seguros_y_fianzas_pagados_por_anticipado_nacional","l10n_mx.mx_coa","Seguros y fianzas pagados por anticipado nacional","109.01"
"account_subgroup_seguros_y_fianzas_pagados_por_anticipado_extranjero","l10n_mx.mx_coa","Seguros y fianzas pagados por anticipado extranjero","109.02"
"account_subgroup_seguros_y_fianzas_pagados_por_anticipado_nacional_parte_relacionada","l10n_mx.mx_coa","Seguros y fianzas pagados por anticipado nacional parte relacionada","109.03"
"account_subgroup_seguros_y_fianzas_pagados_por_anticipado_extranjero_parte_relacionada","l10n_mx.mx_coa","Seguros y fianzas pagados por anticipado extranjero parte relacionada","109.04"
"account_subgroup_rentas_pagados_por_anticipado_nacional","l10n_mx.mx_coa","Rentas pagados por anticipado nacional","109.05"
"account_subgroup_rentas_pagados_por_anticipado_extranjero","l10n_mx.mx_coa","Rentas pagados por anticipado extranjero","109.06"
"account_subgroup_rentas_pagados_por_anticipado_nacional_parte_relacionada","l10n_mx.mx_coa","Rentas pagados por anticipado nacional parte relacionada","109.07"
"account_subgroup_rentas_pagados_por_anticipado_extranjero_parte_relacionada","l10n_mx.mx_coa","Rentas pagados por anticipado extranjero parte relacionada","109.08"
"account_subgroup_intereses_pagados_por_anticipado_nacional","l10n_mx.mx_coa","Intereses pagados por anticipado nacional","109.09"
"account_subgroup_intereses_pagados_por_anticipado_extranjero","l10n_mx.mx_coa","Intereses pagados por anticipado extranjero","109.10"
"account_subgroup_intereses_pagados_por_anticipado_nacional_parte_relacionada","l10n_mx.mx_coa","Intereses pagados por anticipado nacional parte relacionada","109.11"
"account_subgroup_intereses_pagados_por_anticipado_extranjero_parte_relacionada","l10n_mx.mx_coa","Intereses pagados por anticipado extranjero parte relacionada","109.12"
"account_subgroup_factoraje_financiero_pagados_por_anticipado_nacional","l10n_mx.mx_coa","Factoraje financiero pagados por anticipado nacional","109.13"
"account_subgroup_factoraje_financiero_pagados_por_anticipado_extranjero","l10n_mx.mx_coa","Factoraje financiero pagados por anticipado extranjero","109.14"
"account_subgroup_factoraje_financiero_pagados_por_anticipado_nacional_parte_relacionada","l10n_mx.mx_coa","Factoraje financiero pagados por anticipado nacional parte relacionada","109.15"
"account_subgroup_factoraje_financiero_pagados_por_anticipado_extranjero_parte_relacionada","l10n_mx.mx_coa","Factoraje financiero pagados por anticipado extranjero parte relacionada","109.16"
"account_subgroup_arrendamiento_financiero_pagados_por_anticipado_nacional","l10n_mx.mx_coa","Arrendamiento financiero pagados por anticipado nacional","109.17"
"account_subgroup_arrendamiento_financiero_pagados_por_anticipado_extranjero","l10n_mx.mx_coa","Arrendamiento financiero pagados por anticipado extranjero","109.18"
"account_subgroup_arrendamiento_financiero_pagados_por_anticipado_nacional_parte_relacionada","l10n_mx.mx_coa","Arrendamiento financiero pagados por anticipado nacional parte relacionada","109.19"
"account_subgroup_arrendamiento_financiero_pagados_por_anticipado_extranjero_parte_relacionada","l10n_mx.mx_coa","Arrendamiento financiero pagados por anticipado extranjero parte relacionada","109.20"
"account_subgroup_pérdida_por_deterioro_de_pagos_anticipados","l10n_mx.mx_coa","Pérdida por deterioro de pagos anticipados","109.21"
"account_subgroup_derechos_fiduciarios","l10n_mx.mx_coa","Derechos fiduciarios","109.22"
"account_subgroup_otros_pagos_anticipados","l10n_mx.mx_coa","Otros pagos anticipados","109.23"
"account_subgroup_subsidio_al_empleo_por_aplicar","l10n_mx.mx_coa","Subsidio al empleo por aplicar","110"
"account_subgroup_subsidio_al_empleo_por_aplicar_1","l10n_mx.mx_coa","Subsidio al empleo por aplicar","110.01"
"account_subgroup_crédito_al_diesel_por_acreditar","l10n_mx.mx_coa","Crédito al diesel por acreditar","111"
"account_subgroup_crédito_al_diesel_por_acreditar_1","l10n_mx.mx_coa","Crédito al diesel por acreditar","111.01"
"account_subgroup_otros_estímulos","l10n_mx.mx_coa","Otros estímulos","112"
"account_subgroup_otros_estímulos_1","l10n_mx.mx_coa","Otros estímulos","112.01"
"account_subgroup_impuestos_a_favor","l10n_mx.mx_coa","Impuestos a favor","113"
"account_subgroup_iva_a_favor","l10n_mx.mx_coa","IVA a favor","113.01"
"account_subgroup_isr_a_favor","l10n_mx.mx_coa","ISR a favor","113.02"
"account_subgroup_ietu_a_favor","l10n_mx.mx_coa","IETU a favor","113.03"
"account_subgroup_ide_a_favor","l10n_mx.mx_coa","IDE a favor","113.04"
"account_subgroup_ia_a_favor","l10n_mx.mx_coa","IA a favor","113.05"
"account_subgroup_subsidio_al_empleo","l10n_mx.mx_coa","Subsidio al empleo","113.06"
"account_subgroup_pago_de_lo_indebido","l10n_mx.mx_coa","Pago de lo indebido","113.07"
"account_subgroup_otros_impuestos_a_favor","l10n_mx.mx_coa","Otros impuestos a favor","113.08"
"account_subgroup_pagos_provisionales","l10n_mx.mx_coa","Pagos provisionales","114"
"account_subgroup_pagos_provisionales_de_isr","l10n_mx.mx_coa","Pagos provisionales de ISR","114.01"
"account_subgroup_inventario","l10n_mx.mx_coa","Inventario","115"
"account_subgroup_inventario_1","l10n_mx.mx_coa","Inventario","115.01"
"account_subgroup_materia_prima_y_materiales","l10n_mx.mx_coa","Materia prima y materiales","115.02"
"account_subgroup_producción_en_proceso","l10n_mx.mx_coa","Producción en proceso","115.03"
"account_subgroup_productos_terminados","l10n_mx.mx_coa","Productos terminados","115.04"
"account_subgroup_mercancías_en_tránsito","l10n_mx.mx_coa","Mercancías en tránsito","115.05"
"account_subgroup_mercancías_en_poder_de_terceros","l10n_mx.mx_coa","Mercancías en poder de terceros","115.06"
"account_subgroup_otros","l10n_mx.mx_coa","Otros","115.07"
"account_subgroup_estimación_de_inventarios_obsoletos_y_de_lento_movimiento","l10n_mx.mx_coa","Estimación de inventarios obsoletos y de lento movimiento","116"
"account_subgroup_estimación_de_inventarios_obsoletos_y_de_lento_movimiento_1","l10n_mx.mx_coa","Estimación de inventarios obsoletos y de lento movimiento","116.01"
"account_subgroup_obras_en_proceso_de_inmuebles","l10n_mx.mx_coa","Obras en proceso de inmuebles","117"
"account_subgroup_obras_en_proceso_de_inmuebles_1","l10n_mx.mx_coa","Obras en proceso de inmuebles","117.01"
"account_subgroup_impuestos_acreditables_pagados","l10n_mx.mx_coa","Impuestos acreditables pagados","118"
"account_subgroup_iva_acreditable_pagado","l10n_mx.mx_coa","IVA acreditable pagado","118.01"
"account_subgroup_iva_acreditable_de_importación_pagado","l10n_mx.mx_coa","IVA acreditable de importación pagado","118.02"
"account_subgroup_ieps_acreditable_pagado","l10n_mx.mx_coa","IEPS acreditable pagado","118.03"
"account_subgroup_ieps_pagado_en_importación","l10n_mx.mx_coa","IEPS pagado en importación","118.04"
"account_subgroup_impuestos_acreditables_por_pagar","l10n_mx.mx_coa","Impuestos acreditables por pagar","119"
"account_subgroup_iva_pendiente_de_pago","l10n_mx.mx_coa","IVA pendiente de pago","119.01"
"account_subgroup_iva_de_importación_pendiente_de_pago","l10n_mx.mx_coa","IVA de importación pendiente de pago","119.02"
"account_subgroup_ieps_pendiente_de_pago","l10n_mx.mx_coa","IEPS pendiente de pago","119.03"
"account_subgroup_ieps_pendiente_de_pago_en_importación","l10n_mx.mx_coa","IEPS pendiente de pago en importación","119.04"
"account_subgroup_anticipo_a_proveedores","l10n_mx.mx_coa","Anticipo a proveedores","120"
"account_subgroup_anticipo_a_proveedores_nacional","l10n_mx.mx_coa","Anticipo a proveedores nacional","120.01"
"account_subgroup_anticipo_a_proveedores_extranjero","l10n_mx.mx_coa","Anticipo a proveedores extranjero","120.02"
"account_subgroup_anticipo_a_proveedores_nacional_parte_relacionada","l10n_mx.mx_coa","Anticipo a proveedores nacional parte relacionada","120.03"
"account_subgroup_anticipo_a_proveedores_extranjero_parte_relacionada","l10n_mx.mx_coa","Anticipo a proveedores extranjero parte relacionada","120.04"
"account_subgroup_otros_activos_a_corto_plazo","l10n_mx.mx_coa","Otros activos a corto plazo","121"
"account_subgroup_otros_activos_a_corto_plazo_1","l10n_mx.mx_coa","Otros activos a corto plazo","121.01"
"account_subgroup_activo_a_largo_plazo","l10n_mx.mx_coa","Activo a largo plazo","100.02"
"account_subgroup_terrenos","l10n_mx.mx_coa","Terrenos","151"
"account_subgroup_terrenos_1","l10n_mx.mx_coa","Terrenos","151.01"
"account_subgroup_edificios","l10n_mx.mx_coa","Edificios","152"
"account_subgroup_edificios_1","l10n_mx.mx_coa","Edificios","152.01"
"account_subgroup_maquinaria_y_equipo","l10n_mx.mx_coa","Maquinaria y equipo","153"
"account_subgroup_maquinaria_y_equipo_1","l10n_mx.mx_coa","Maquinaria y equipo","153.01"
"account_subgroup_automóviles,_autobuses,_camiones_de_carga,_tractocamiones,_montacargas_y_remolques","l10n_mx.mx_coa","Automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","154"
"account_subgroup_automóviles,_autobuses,_camiones_de_carga,_tractocamiones,_montacargas_y_remolques_1","l10n_mx.mx_coa","Automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","154.01"
"account_subgroup_mobiliario_y_equipo_de_oficina","l10n_mx.mx_coa","Mobiliario y equipo de oficina","155"
"account_subgroup_mobiliario_y_equipo_de_oficina_1","l10n_mx.mx_coa","Mobiliario y equipo de oficina","155.01"
"account_subgroup_equipo_de_cómputo","l10n_mx.mx_coa","Equipo de cómputo","156"
"account_subgroup_equipo_de_cómputo_1","l10n_mx.mx_coa","Equipo de cómputo","156.01"
"account_subgroup_equipo_de_comunicación","l10n_mx.mx_coa","Equipo de comunicación","157"
"account_subgroup_equipo_de_comunicación_1","l10n_mx.mx_coa","Equipo de comunicación","157.01"
"account_subgroup_activos_biológicos,_vegetales_y_semovientes","l10n_mx.mx_coa","Activos biológicos, vegetales y semovientes","158"
"account_subgroup_activos_biológicos,_vegetales_y_semovientes_1","l10n_mx.mx_coa","Activos biológicos, vegetales y semovientes","158.01"
"account_subgroup_obras_en_proceso_de_activos_fijos","l10n_mx.mx_coa","Obras en proceso de activos fijos","159"
"account_subgroup_obras_en_proceso_de_activos_fijos_1","l10n_mx.mx_coa","Obras en proceso de activos fijos","159.01"
"account_subgroup_otros_activos_fijos","l10n_mx.mx_coa","Otros activos fijos","160"
"account_subgroup_otros_activos_fijos_1","l10n_mx.mx_coa","Otros activos fijos","160.01"
"account_subgroup_ferrocarriles","l10n_mx.mx_coa","Ferrocarriles","161"
"account_subgroup_ferrocarriles_1","l10n_mx.mx_coa","Ferrocarriles","161.01"
"account_subgroup_embarcaciones","l10n_mx.mx_coa","Embarcaciones","162"
"account_subgroup_embarcaciones_1","l10n_mx.mx_coa","Embarcaciones","162.01"
"account_subgroup_aviones","l10n_mx.mx_coa","Aviones","163"
"account_subgroup_aviones_1","l10n_mx.mx_coa","Aviones","163.01"
"account_subgroup_troqueles,_moldes,_matrices_y_herramental","l10n_mx.mx_coa","Troqueles, moldes, matrices y herramental","164"
"account_subgroup_troqueles,_moldes,_matrices_y_herramental_1","l10n_mx.mx_coa","Troqueles, moldes, matrices y herramental","164.01"
"account_subgroup_equipo_de_comunicaciones_telefónicas","l10n_mx.mx_coa","Equipo de comunicaciones telefónicas","165"
"account_subgroup_equipo_de_comunicaciones_telefónicas_1","l10n_mx.mx_coa","Equipo de comunicaciones telefónicas","165.01"
"account_subgroup_equipo_de_comunicación_satelital","l10n_mx.mx_coa","Equipo de comunicación satelital","166"
"account_subgroup_equipo_de_comunicación_satelital_1","l10n_mx.mx_coa","Equipo de comunicación satelital","166.01"
"account_subgroup_equipo_de_adaptaciones_para_personas_con_capacidades_diferentes","l10n_mx.mx_coa","Equipo de adaptaciones para personas con capacidades diferentes","167"
"account_subgroup_equipo_de_adaptaciones_para_personas_con_capacidades_diferentes_1","l10n_mx.mx_coa","Equipo de adaptaciones para personas con capacidades diferentes","167.01"
"account_subgroup_maquinaria_y_equipo_de_generación_de_energía_de_fuentes_renovables_o_de_sistemas_de_cogeneración_de_electricidad_eficiente","l10n_mx.mx_coa","Maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente","168"
"account_subgroup_maquinaria_y_equipo_de_generación_de_energía_de_fuentes_renovables_o_de_sistemas_de_cogeneración_de_electricidad_eficiente_1","l10n_mx.mx_coa","Maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente","168.01"
"account_subgroup_otra_maquinaria_y_equipo","l10n_mx.mx_coa","Otra maquinaria y equipo","169"
"account_subgroup_otra_maquinaria_y_equipo_1","l10n_mx.mx_coa","Otra maquinaria y equipo","169.01"
"account_subgroup_adaptaciones_y_mejoras","l10n_mx.mx_coa","Adaptaciones y mejoras","170"
"account_subgroup_adaptaciones_y_mejoras_1","l10n_mx.mx_coa","Adaptaciones y mejoras","170.01"
"account_subgroup_depreciación_acumulada_de_activos_fijos","l10n_mx.mx_coa","Depreciación acumulada de activos fijos","171"
"account_subgroup_depreciación_acumulada_de_edificios","l10n_mx.mx_coa","Depreciación acumulada de edificios","171.01"
"account_subgroup_depreciación_acumulada_de_maquinaria_y_equipo","l10n_mx.mx_coa","Depreciación acumulada de maquinaria y equipo","171.02"
"account_subgroup_depreciación_acumulada_de_automóviles,_autobuses,_camiones_de_carga,_tractocamiones,_montacargas_y_remolques","l10n_mx.mx_coa","Depreciación acumulada de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","171.03"
"account_subgroup_depreciación_acumulada_de_mobiliario_y_equipo_de_oficina","l10n_mx.mx_coa","Depreciación acumulada de mobiliario y equipo de oficina","171.04"
"account_subgroup_depreciación_acumulada_de_equipo_de_cómputo","l10n_mx.mx_coa","Depreciación acumulada de equipo de cómputo","171.05"
"account_subgroup_depreciación_acumulada_de_equipo_de_comunicación","l10n_mx.mx_coa","Depreciación acumulada de equipo de comunicación","171.06"
"account_subgroup_depreciación_acumulada_de_activos_biológicos,_vegetales_y_semovientes","l10n_mx.mx_coa","Depreciación acumulada de activos biológicos, vegetales y semovientes","171.07"
"account_subgroup_depreciación_acumulada_de_otros_activos_fijos","l10n_mx.mx_coa","Depreciación acumulada de otros activos fijos","171.08"
"account_subgroup_depreciación_acumulada_de_ferrocarriles","l10n_mx.mx_coa","Depreciación acumulada de ferrocarriles","171.09"
"account_subgroup_depreciación_acumulada_de_embarcaciones","l10n_mx.mx_coa","Depreciación acumulada de embarcaciones","171.10"
"account_subgroup_depreciación_acumulada_de_aviones","l10n_mx.mx_coa","Depreciación acumulada de aviones","171.11"
"account_subgroup_depreciación_acumulada_de_troqueles,_moldes,_matrices_y_herramental","l10n_mx.mx_coa","Depreciación acumulada de troqueles, moldes, matrices y herramental","171.12"
"account_subgroup_depreciación_acumulada_de_equipo_de_comunicaciones_telefónicas","l10n_mx.mx_coa","Depreciación acumulada de equipo de comunicaciones telefónicas","171.13"
"account_subgroup_depreciación_acumulada_de_equipo_de_comunicación_satelital","l10n_mx.mx_coa","Depreciación acumulada de equipo de comunicación satelital","171.14"
"account_subgroup_depreciación_acumulada_de_equipo_de_adaptaciones_para_personas_con_capacidades_diferentes","l10n_mx.mx_coa","Depreciación acumulada de equipo de adaptaciones para personas con capacidades diferentes","171.15"
"account_subgroup_depreciación_acumulada_de_maquinaria_y_equipo_de_generación_de_energía_de_fuentes_renovables_o_de_sistemas_de_cogeneración_de_electricidad_eficiente","l10n_mx.mx_coa","Depreciación acumulada de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente","171.16"
"account_subgroup_depreciación_acumulada_de_adaptaciones_y_mejoras","l10n_mx.mx_coa","Depreciación acumulada de adaptaciones y mejoras","171.17"
"account_subgroup_depreciación_acumulada_de_otra_maquinaria_y_equipo","l10n_mx.mx_coa","Depreciación acumulada de otra maquinaria y equipo","171.18"
"account_subgroup_pérdida_por_deterioro_acumulado_de_activos_fijos","l10n_mx.mx_coa","Pérdida por deterioro acumulado de activos fijos","172"
"account_subgroup_pérdida_por_deterioro_acumulado_de_edificios","l10n_mx.mx_coa","Pérdida por deterioro acumulado de edificios","172.01"
"account_subgroup_pérdida_por_deterioro_acumulado_de_maquinaria_y_equipo","l10n_mx.mx_coa","Pérdida por deterioro acumulado de maquinaria y equipo","172.02"
"account_subgroup_pérdida_por_deterioro_acumulado_de_automóviles,_autobuses,_camiones_de_carga,_tractocamiones,_montacargas_y_remolques","l10n_mx.mx_coa","Pérdida por deterioro acumulado de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques","172.03"
"account_subgroup_pérdida_por_deterioro_acumulado_de_mobiliario_y_equipo_de_oficina","l10n_mx.mx_coa","Pérdida por deterioro acumulado de mobiliario y equipo de oficina","172.04"
"account_subgroup_pérdida_por_deterioro_acumulado_de_equipo_de_cómputo","l10n_mx.mx_coa","Pérdida por deterioro acumulado de equipo de cómputo","172.05"
"account_subgroup_pérdida_por_deterioro_acumulado_de_equipo_de_comunicación","l10n_mx.mx_coa","Pérdida por deterioro acumulado de equipo de comunicación","172.06"
"account_subgroup_pérdida_por_deterioro_acumulado_de_activos_biológicos,_vegetales_y_semovientes","l10n_mx.mx_coa","Pérdida por deterioro acumulado de activos biológicos, vegetales y semovientes","172.07"
"account_subgroup_pérdida_por_deterioro_acumulado_de_otros_activos_fijos","l10n_mx.mx_coa","Pérdida por deterioro acumulado de otros activos fijos","172.08"
"account_subgroup_pérdida_por_deterioro_acumulado_de_ferrocarriles","l10n_mx.mx_coa","Pérdida por deterioro acumulado de ferrocarriles","172.09"
"account_subgroup_pérdida_por_deterioro_acumulado_de_embarcaciones","l10n_mx.mx_coa","Pérdida por deterioro acumulado de embarcaciones","172.10"
"account_subgroup_pérdida_por_deterioro_acumulado_de_aviones","l10n_mx.mx_coa","Pérdida por deterioro acumulado de aviones","172.11"
"account_subgroup_pérdida_por_deterioro_acumulado_de_troqueles,_moldes,_matrices_y_herramental","l10n_mx.mx_coa","Pérdida por deterioro acumulado de troqueles, moldes, matrices y herramental","172.12"
"account_subgroup_pérdida_por_deterioro_acumulado_de_equipo_de_comunicaciones_telefónicas","l10n_mx.mx_coa","Pérdida por deterioro acumulado de equipo de comunicaciones telefónicas","172.13"
"account_subgroup_pérdida_por_deterioro_acumulado_de_equipo_de_comunicación_satelital","l10n_mx.mx_coa","Pérdida por deterioro acumulado de equipo de comunicación satelital","172.14"
"account_subgroup_pérdida_por_deterioro_acumulado_de_equipo_de_adaptaciones_para_personas_con_capacidades_diferentes","l10n_mx.mx_coa","Pérdida por deterioro acumulado de equipo de adaptaciones para personas con capacidades diferentes","172.15"
"account_subgroup_pérdida_por_deterioro_acumulado_de_maquinaria_y_equipo_de_generación_de_energía_de_fuentes_renovables_o_de_sistemas_de_cogeneración_de_electricidad_eficiente","l10n_mx.mx_coa","Pérdida por deterioro acumulado de maquinaria y equipo de generación de energía de fuentes renovables o de sistemas de cogeneración de electricidad eficiente","172.16"
"account_subgroup_pérdida_por_deterioro_acumulado_de_adaptaciones_y_mejoras","l10n_mx.mx_coa","Pérdida por deterioro acumulado de adaptaciones y mejoras","172.17"
"account_subgroup_pérdida_por_deterioro_acumulado_de_otra_maquinaria_y_equipo","l10n_mx.mx_coa","Pérdida por deterioro acumulado de otra maquinaria y equipo","172.18"
"account_subgroup_gastos_diferidos","l10n_mx.mx_coa","Gastos diferidos","173"
"account_subgroup_gastos_diferidos_1","l10n_mx.mx_coa","Gastos diferidos","173.01"
"account_subgroup_gastos_pre_operativos","l10n_mx.mx_coa","Gastos pre operativos","174"
"account_subgroup_gastos_pre_operativos_1","l10n_mx.mx_coa","Gastos pre operativos","174.01"
"account_subgroup_regalías,_asistencia_técnica_y_otros_gastos_diferidos","l10n_mx.mx_coa","Regalías, asistencia técnica y otros gastos diferidos","175"
"account_subgroup_regalías,_asistencia_técnica_y_otros_gastos_diferidos_1","l10n_mx.mx_coa","Regalías, asistencia técnica y otros gastos diferidos","175.01"
"account_subgroup_activos_intangibles","l10n_mx.mx_coa","Activos intangibles","176"
"account_subgroup_activos_intangibles_1","l10n_mx.mx_coa","Activos intangibles","176.01"
"account_subgroup_gastos_de_organización","l10n_mx.mx_coa","Gastos de organización","177"
"account_subgroup_gastos_de_organización_1","l10n_mx.mx_coa","Gastos de organización","177.01"
"account_subgroup_investigación_y_desarrollo_de_mercado","l10n_mx.mx_coa","Investigación y desarrollo de mercado","178"
"account_subgroup_investigación_y_desarrollo_de_mercado_1","l10n_mx.mx_coa","Investigación y desarrollo de mercado","178.01"
"account_subgroup_marcas_y_patentes","l10n_mx.mx_coa","Marcas y patentes","179"
"account_subgroup_marcas_y_patentes_1","l10n_mx.mx_coa","Marcas y patentes","179.01"
"account_subgroup_crédito_mercantil","l10n_mx.mx_coa","Crédito mercantil","180"
"account_subgroup_crédito_mercantil_1","l10n_mx.mx_coa","Crédito mercantil","180.01"
"account_subgroup_gastos_de_instalación","l10n_mx.mx_coa","Gastos de instalación","181"
"account_subgroup_gastos_de_instalación_1","l10n_mx.mx_coa","Gastos de instalación","181.01"
"account_subgroup_otros_activos_diferidos","l10n_mx.mx_coa","Otros activos diferidos","182"
"account_subgroup_otros_activos_diferidos_1","l10n_mx.mx_coa","Otros activos diferidos","182.01"
"account_subgroup_amortización_acumulada_de_activos_diferidos","l10n_mx.mx_coa","Amortización acumulada de activos diferidos","183"
"account_subgroup_amortización_acumulada_de_gastos_diferidos","l10n_mx.mx_coa","Amortización acumulada de gastos diferidos","183.01"
"account_subgroup_amortización_acumulada_de_gastos_pre_operativos","l10n_mx.mx_coa","Amortización acumulada de gastos pre operativos","183.02"
"account_subgroup_amortización_acumulada_de_regalías,_asistencia_técnica_y_otros_gastos_diferidos","l10n_mx.mx_coa","Amortización acumulada de regalías, asistencia técnica y otros gastos diferidos","183.03"
"account_subgroup_amortización_acumulada_de_activos_intangibles","l10n_mx.mx_coa","Amortización acumulada de activos intangibles","183.04"
"account_subgroup_amortización_acumulada_de_gastos_de_organización","l10n_mx.mx_coa","Amortización acumulada de gastos de organización","183.05"
"account_subgroup_amortización_acumulada_de_investigación_y_desarrollo_de_mercado","l10n_mx.mx_coa","Amortización acumulada de investigación y desarrollo de mercado","183.06"
"account_subgroup_amortización_acumulada_de_marcas_y_patentes","l10n_mx.mx_coa","Amortización acumulada de marcas y patentes","183.07"
"account_subgroup_amortización_acumulada_de_crédito_mercantil","l10n_mx.mx_coa","Amortización acumulada de crédito mercantil","183.08"
"account_subgroup_amortización_acumulada_de_gastos_de_instalación","l10n_mx.mx_coa","Amortización acumulada de gastos de instalación","183.09"
"account_subgroup_amortización_acumulada_de_otros_activos_diferidos","l10n_mx.mx_coa","Amortización acumulada de otros activos diferidos","183.10"
"account_subgroup_depósitos_en_garantía","l10n_mx.mx_coa","Depósitos en garantía","184"
"account_subgroup_depósitos_de_fianzas","l10n_mx.mx_coa","Depósitos de fianzas","184.01"
"account_subgroup_depósitos_de_arrendamiento_de_bienes_inmuebles","l10n_mx.mx_coa","Depósitos de arrendamiento de bienes inmuebles","184.02"
