"code","id","parent_id:id","type","user_type:id","name"
"061","kn_gd_061","kn_gd_06","view","account_type_view","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"061000","kn_gd_061000","kn_gd_061","other","account_type_other","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"062","kn_gd_062","kn_gd_06","view","account_type_view","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"062000","kn_gd_062000","kn_gd_062","other","account_type_other","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE DRUŽB V SKUPINI, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"063","kn_gd_063","kn_gd_06","view","account_type_view","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"063000","kn_gd_063000","kn_gd_063","other","account_type_other","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"064","kn_gd_064","kn_gd_06","view","account_type_view","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"064000","kn_gd_064000","kn_gd_064","other","account_type_other","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"065","kn_gd_065","kn_gd_06","view","account_type_view","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"065000","kn_gd_065000","kn_gd_065","other","account_type_other","DOLGOROČNE FINANČNE NALOŽBE V DELNICE IN DELEŽE PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"066","kn_gd_066","kn_gd_06","view","account_type_view","DRUGE DOLGOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"066000","kn_gd_066000","kn_gd_066","other","account_type_other","DRUGE DOLGOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO NABAVNI VREDNOSTI"
"067","kn_gd_067","kn_gd_06","view","account_type_view","DRUGE DOLGOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"067000","kn_gd_067000","kn_gd_067","other","account_type_other","DRUGE DOLGOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA"
"068","kn_gd_068","kn_gd_06","view","account_type_view","DRUGE DOLGOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"068000","kn_gd_068000","kn_gd_068","other","account_type_other","DRUGE DOLGOROČNE FINANČNE NALOŽBE, RAZPOREJENE IN IZMERJENE PO POŠTENI VREDNOSTI PREK KAPITALA"
"069","kn_gd_069","kn_gd_06","view","account_type_view","OSLABITEV VREDNOSTI DOLGOROČNIH FINANČNIH NALOŽB"
"069000","kn_gd_069000","kn_gd_069","other","account_type_other","OSLABITEV VREDNOSTI DOLGOROČNIH FINANČNIH NALOŽB"
"07","kn_gd_07","kn_gd_0","view","account_type_view","DANA DOLGOROČNA POSOJILA IN TERJATVE ZA NEVPLAČANI VPOKLICANI KAPITAL"
"070","kn_gd_070","kn_gd_07","view","account_type_view","DOLGOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB DRUŽBAM V SKUPINI, VKLJUČNO Z DOLGOROČNIMI TERJATVAMI IZ FINANČNEGA NAJEMA"
"070000","kn_gd_070000","kn_gd_070","other","account_type_other","DOLGOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB DRUŽBAM V SKUPINI, VKLJUČNO Z DOLGOROČNIMI TERJATVAMI IZ FINANČNEGA NAJEMA"
"071","kn_gd_071","kn_gd_07","view","account_type_view","DOLGOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB PRIDRUŽENIM DRUŽBAM IN SKUPAJ OBVLADOVANIM DRUŽBAM, VKLJUČNO Z DOLGOROČNIMI TERJATVAMI IZ FINANČNEGA NAJEMA"
"071000","kn_gd_071000","kn_gd_071","other","account_type_other","DOLGOROČNA POSOJILA, DANA NA PODLAGI POSOJILNIH POGODB PRIDRUŽENIM DRUŽBAM IN SKUPAJ OBVLADOVANIM DRUŽBAM, VKLJUČNO Z DOLGOROČNIMI TERJATVAMI IZ FINANČNEGA NAJEMA"
"072","kn_gd_072","kn_gd_07","view","account_type_view","DOLGOROČNA POSOJILA, DANA DRUGIM, VKLJUČNO Z DOLGOROČNIMI TERJATVAMI IZ FINANČNEGA NAJEMA"
"072000","kn_gd_072000","kn_gd_072","other","account_type_other","DOLGOROČNA POSOJILA, DANA DRUGIM, VKLJUČNO Z DOLGOROČNIMI TERJATVAMI IZ FINANČNEGA NAJEMA"
"073","kn_gd_073","kn_gd_07","view","account_type_view","DOLGOROČNA POSOJILA, DANA Z ODKUPOM OBVEZNIC OD DRUŽB V SKUPINI"
"073000","kn_gd_073000","kn_gd_073","other","account_type_other","DOLGOROČNA POSOJILA, DANA Z ODKUPOM OBVEZNIC OD DRUŽB V SKUPINI"
"074","kn_gd_074","kn_gd_07","view","account_type_view","DOLGOROČNA POSOJILA, DANA Z ODKUPOM OBVEZNIC OD PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB"
"074000","kn_gd_074000","kn_gd_074","other","account_type_other","DOLGOROČNA POSOJILA, DANA Z ODKUPOM OBVEZNIC OD PRIDRUŽENIH DRUŽB IN SKUPAJ OBVLADOVANIH DRUŽB"
"075","kn_gd_075","kn_gd_07","view","account_type_view","DOLGOROČNA POSOJILA, DANA Z ODKUPOM OBVEZNIC OD DRUGIH"
"075000","kn_gd_075000","kn_gd_075","other","account_type_other","DOLGOROČNA POSOJILA, DANA Z ODKUPOM OBVEZNIC OD DRUGIH"
"076","kn_gd_076","kn_gd_07","view","account_type_view","DOLGOROČNE TERJATVE ZA NEVPLAČANI VPOKLICANI KAPITAL"
"076000","kn_gd_076000","kn_gd_076","other","account_type_other","DOLGOROČNE TERJATVE ZA NEVPLAČANI VPOKLICANI KAPITAL"
"077","kn_gd_077","kn_gd_07","view","account_type_view","DRUGA DOLGOROČNO VLOŽENA SREDSTVA"
"077000","kn_gd_077000","kn_gd_077","other","account_type_other","DRUGA DOLGOROČNO VLOŽENA SREDSTVA"
"078","kn_gd_078","kn_gd_07","view","account_type_view","DANI DOLGOROČNI DEPOZITI"
"078000","kn_gd_078000","kn_gd_078","other","account_type_other","DANI DOLGOROČNI DEPOZITI"
"079","kn_gd_079","kn_gd_07","view","account_type_view","OSLABITEV VREDNOSTI DANIH DOLGOROČNIH POSOJIL"
"079000","kn_gd_079000","kn_gd_079","other","account_type_other","OSLABITEV VREDNOSTI DANIH DOLGOROČNIH POSOJIL"
"08","kn_gd_08","kn_gd_0","view","account_type_view","DOLGOROČNE POSLOVNE TERJATVE"
"080","kn_gd_080","kn_gd_08","view","account_type_view","DOLGOROČNI BLAGOVNI KREDITI, DANI V DRŽAVI"
"080000","kn_gd_080000","kn_gd_080","other","account_type_other","DOLGOROČNI BLAGOVNI KREDITI, DANI V DRŽAVI"
"081","kn_gd_081","kn_gd_08","view","account_type_view","DOLGOROČNI BLAGOVNI KREDITI, DANI V TUJINI"
"081000","kn_gd_081000","kn_gd_081","other","account_type_other","DOLGOROČNI BLAGOVNI KREDITI, DANI V TUJINI"
"082","kn_gd_082","kn_gd_08","view","account_type_view","DANI DOLGOROČNI POTROŠNIŠKI KREDITI"
"082000","kn_gd_082000","kn_gd_082","other","account_type_other","DANI DOLGOROČNI POTROŠNIŠKI KREDITI"
"083","kn_gd_083","kn_gd_08","view","account_type_view","DANI DOLGOROČNI PREDUJMI"
"083000","kn_gd_083000","kn_gd_083","other","account_type_other","DANI DOLGOROČNI PREDUJMI"
"084","kn_gd_084","kn_gd_08","view","account_type_view","DANE DOLGOROČNE VARŠČINE"
"084000","kn_gd_084000","kn_gd_084","other","account_type_other","DANE DOLGOROČNE VARŠČINE"
"086","kn_gd_086","kn_gd_08","view","account_type_view","DRUGE DOLGOROČNE POSLOVNE TERJATVE"
"086000","kn_gd_086000","kn_gd_086","other","account_type_other","DRUGE DOLGOROČNE POSLOVNE TERJATVE"
"089","kn_gd_089","kn_gd_08","view","account_type_view","OSLABITEV VREDNOSTI DOLGOROČNIH POSLOVNIH TERJATEV"
"089000","kn_gd_089000","kn_gd_089","other","account_type_other","OSLABITEV VREDNOSTI DOLGOROČNIH POSLOVNIH TERJATEV"
"09","kn_gd_09","kn_gd_0","view","account_type_view","TERJATVE ZA ODLOŽENI DAVEK"
"090","kn_gd_090","kn_gd_09","view","account_type_view","TERJATVE ZA ODLOŽENI DAVEK IZ ODBITNIH ZAČASNIH RAZLIK"
"090000","kn_gd_090000","kn_gd_090","other","account_type_other","TERJATVE ZA ODLOŽENI DAVEK IZ ODBITNIH ZAČASNIH RAZLIK"
"091","kn_gd_091","kn_gd_09","view","account_type_view","TERJATVE ZA ODLOŽENI DAVEK IZ NEIZRABLJENIH DAVČNIH IZGUB, PRENESENIH V NASLEDNJA DAVČNA OBDOBJA"
"091000","kn_gd_091000","kn_gd_091","other","account_type_other","TERJATVE ZA ODLOŽENI DAVEK IZ NEIZRABLJENIH DAVČNIH IZGUB, PRENESENIH V NASLEDNJA DAVČNA OBDOBJA"
"092","kn_gd_092","kn_gd_09","view","account_type_view","TERJATVE ZA ODLOŽENI DAVEK IZ DAVČNIH DOBROPISOV, PRENESENIH V NASLEDNJA DAVČNA OBDOBJA"
"092000","kn_gd_092000","kn_gd_092","other","account_type_other","TERJATVE ZA ODLOŽENI DAVEK IZ DAVČNIH DOBROPISOV, PRENESENIH V NASLEDNJA DAVČNA OBDOBJA"
"1","kn_gd_1","kn_gd","view","account_type_view","KRATKOROČNA SREDSTVA, RAZEN ZALOG, IN KRATKOROČNE AKTIVNE ČASOVNE RAZMEJITVE"
"10","kn_gd_10","kn_gd_1","view","account_type_view","DENARNA SREDSTVA V BLAGAJNI IN TAKOJ UDENARLJIVI VREDNOSTNI PAPIRJI"
"100","kn_gd_100","kn_gd_10","view","account_type_view","DENARNA SREDSTVA V BLAGAJNI, RAZEN DEVIZNIH SREDSTEV"
"100000","kn_gd_100000","kn_gd_100","other","account_type_other","DENARNA SREDSTVA V BLAGAJNI, RAZEN DEVIZNIH SREDSTEV"
"101","kn_gd_101","kn_gd_10","view","account_type_view","DEVIZNA SREDSTVA V BLAGAJNI"
"101000","kn_gd_101000","kn_gd_101","other","account_type_other","DEVIZNA SREDSTVA V BLAGAJNI"
"102","kn_gd_102","kn_gd_10","view","account_type_view","IZDANI ČEKI (ODBITNA POSTAVKA)"
"102000","kn_gd_102000","kn_gd_102","other","account_type_other","IZDANI ČEKI (ODBITNA POSTAVKA)"
"103","kn_gd_103","kn_gd_10","view","account_type_view","PREJETI ČEKI"
"103000","kn_gd_103000","kn_gd_103","other","account_type_other","PREJETI ČEKI"
"104","kn_gd_104","kn_gd_10","view","account_type_view","NETVEGANI TAKOJ UDENARLJIVI DOLŽNIŠKI VREDNOSTNI PAPIRJI"
"104000","kn_gd_104000","kn_gd_104","other","account_type_other","NETVEGANI TAKOJ UDENARLJIVI DOLŽNIŠKI VREDNOSTNI PAPIRJI"
"109","kn_gd_109","kn_gd_10","view","account_type_view","DENAR NA POTI"
"109000","kn_gd_109000","kn_gd_109","other","account_type_other","DENAR NA POTI"
"11","kn_gd_11","kn_gd_1","view","account_type_view","DOBROIMETJE PRI BANKAH IN DRUGIH FINANČNIH INŠTITUCIJAH"
"110","kn_gd_110","kn_gd_11","view","account_type_view","DENARNA SREDSTVA NA RAČUNIH, RAZEN DEVIZNIH"
"110000","kn_gd_110000","kn_gd_110","other","account_type_other","DENARNA SREDSTVA NA RAČUNIH, RAZEN DEVIZNIH"
"111","kn_gd_111","kn_gd_11","view","account_type_view","KRATKOROČNI DEPOZITI OZIROMA DEPOZITI NA ODPOKLIC, RAZEN DEVIZNIH"
"111000","kn_gd_111000","kn_gd_111","other","account_type_other","KRATKOROČNI DEPOZITI OZIROMA DEPOZITI NA ODPOKLIC, RAZEN DEVIZNIH"
"112","kn_gd_112","kn_gd_11","view","account_type_view","DEVIZNA SREDSTVA NA RAČUNIH"
"112000","kn_gd_112000","kn_gd_112","other","account_type_other","DEVIZNA SREDSTVA NA RAČUNIH"
"113","kn_gd_113","kn_gd_11","view","account_type_view","KRATKOROČNI DEVIZNI DEPOZITI OZIROMA DEVIZNI DEPOZITI NA ODPOKLIC"
"113000","kn_gd_113000","kn_gd_113","other","account_type_other","KRATKOROČNI DEVIZNI DEPOZITI OZIROMA DEVIZNI DEPOZITI NA ODPOKLIC"
"114","kn_gd_114","kn_gd_11","view","account_type_view","DENARNA SREDSTVA NA POSEBNIH RAČUNIH OZIROMA ZA POSEBNE NAMENE"
"114000","kn_gd_114000","kn_gd_114","other","account_type_other","DENARNA SREDSTVA NA POSEBNIH RAČUNIH OZIROMA ZA POSEBNE NAMENE"
"12","kn_gd_12","kn_gd_1","view","account_type_view","KRATKOROČNE TERJATVE DO KUPCEV"
"120","kn_gd_120","kn_gd_12","view","account_type_view","KRATKOROČNE TERJATVE DO KUPCEV V DRŽAVI"
"120000","kn_gd_120000","kn_gd_120","other","account_type_other","KRATKOROČNE TERJATVE DO KUPCEV V DRŽAVI"
"121","kn_gd_121","kn_gd_12","view","account_type_view","KRATKOROČNE TERJATVE DO KUPCEV V TUJINI"
"121000","kn_gd_121000","kn_gd_121","other","account_type_other","KRATKOROČNE TERJATVE DO KUPCEV V TUJINI"
"122","kn_gd_122","kn_gd_12","view","account_type_view","KRATKOROČNI BLAGOVNI KREDITI, DANI KUPCEM V DRŽAVI"
"122000","kn_gd_122000","kn_gd_122","other","account_type_other","KRATKOROČNI BLAGOVNI KREDITI, DANI KUPCEM V DRŽAVI"
"123","kn_gd_123","kn_gd_12","view","account_type_view","KRATKOROČNI BLAGOVNI KREDITI, DANI KUPCEM V TUJINI"
"123000","kn_gd_123000","kn_gd_123","other","account_type_other","KRATKOROČNI BLAGOVNI KREDITI, DANI KUPCEM V TUJINI"
"124","kn_gd_124","kn_gd_12","view","account_type_view","KRATKOROČNI POTROŠNIŠKI KREDITI, DANI KUPCEM V DRŽAVI"
"124000","kn_gd_124000","kn_gd_124","other","account_type_other","KRATKOROČNI POTROŠNIŠKI KREDITI, DANI KUPCEM V DRŽAVI"
"129","kn_gd_129","kn_gd_12","view","account_type_view","OSLABITEV VREDNOSTI KRATKOROČNIH TERJATEV DO KUPCEV"
"129000","kn_gd_129000","kn_gd_129","other","account_type_other","OSLABITEV VREDNOSTI KRATKOROČNIH TERJATEV DO KUPCEV"
"13","kn_gd_13","kn_gd_1","view","account_type_view","DANI KRATKOROČNI PREDUJMI IN VARŠČINE"
"130","kn_gd_130","kn_gd_13","view","account_type_view","KRATKOROČNI PREDUJMI, DANI ZA OPREDMETENA OSNOVNA SREDSTVA"
"130000","kn_gd_130000","kn_gd_130","other","account_type_other","KRATKOROČNI PREDUJMI, DANI ZA OPREDMETENA OSNOVNA SREDSTVA"
"131","kn_gd_131","kn_gd_13","view","account_type_view","KRATKOROČNI PREDUJMI, DANI ZA NEOPREDMETENA SREDSTVA"
"131000","kn_gd_131000","kn_gd_131","other","account_type_other","KRATKOROČNI PREDUJMI, DANI ZA NEOPREDMETENA SREDSTVA"
"132","kn_gd_132","kn_gd_13","view","account_type_view","KRATKOROČNI PREDUJMI, DANI ZA ZALOGE MATERIALA IN BLAGA TER ŠE NE OPRAVLJENE STORITVE"
"132000","kn_gd_132000","kn_gd_132","other","account_type_other","KRATKOROČNI PREDUJMI, DANI ZA ZALOGE MATERIALA IN BLAGA TER ŠE NE OPRAVLJENE STORITVE"
