id,pregunta_texto,tipo,ponderacion,categoria,dominio
evaluaciones.pregunta_138,¿Respeta las diferencias individuales y es tolerante?,multiple_choice,,,
evaluaciones.pregunta_139,"¿Confía en las personas, y los otros reconocen su calidad humana?",multiple_choice,,,
evaluaciones.pregunta_140,¿Muestra madurez emocional ante las diferencias y tensiones?,multiple_choice,,,
evaluaciones.pregunta_141,¿Reconoce sus deberes u obligaciones?,multiple_choice,,,
evaluaciones.pregunta_142,¿Ejecuta las acciones necesarias para cumplir con ellos?,multiple_choice,,,
evaluaciones.pregunta_143,¿Rinde cuentas de su trabajo?,multiple_choice,,,
evaluaciones.pregunta_144,¿Asume sus errores y busca la manera de repararlos?,multiple_choice,,,
evaluaciones.pregunta_145,¿Sus decisiones y forma de enfrentar los problemas reflejan madurez,multiple_choice,,,
evaluaciones.pregunta_146,¿Entiende los conceptos abstractos y las situaciones?,multiple_choice,,,
evaluaciones.pregunta_147,¿Visualiza los distintos factores intervinientes?,multiple_choice,,,
evaluaciones.pregunta_148,¿Comprende la interrelación existente entre éstos?,multiple_choice,,,
evaluaciones.pregunta_149,¿Posee o desarrolla una amplia perspectiva del problema?,multiple_choice,,,
evaluaciones.pregunta_150,¿Identifica los puntos clave que mantienen el problema?,multiple_choice,,,
evaluaciones.pregunta_151,¿Comprende a profundidad las situaciones?,multiple_choice,,,
evaluaciones.pregunta_152,¿Identifica problemas latentes?,multiple_choice,,,
evaluaciones.pregunta_153,¿Aplica un razonamiento lógico para detectar la opción más viable?,multiple_choice,,,
evaluaciones.pregunta_154,¿Construye soluciones integrales y efectivas?,multiple_choice,,,
evaluaciones.pregunta_155,¿Las implementa en la realidad?,multiple_choice,,,
evaluaciones.pregunta_156,¿Reconoce cuándo es necesario tomar una decisión?,multiple_choice,,,
evaluaciones.pregunta_157,¿Recaba información suficiente y fidedigna?,multiple_choice,,,
evaluaciones.pregunta_158,¿La analiza con objetividad?,multiple_choice,,,
evaluaciones.pregunta_159,¿Define cuál es la acción más apropiada para enfrentar la situación?,multiple_choice,,,
evaluaciones.pregunta_160,¿La ejecuta y/o se asegura de que los otros lo hagan?,multiple_choice,,,
evaluaciones.pregunta_161,¿Comprende el problema y el contexto en el que se presenta?,multiple_choice,,,
evaluaciones.pregunta_162,"¿Analiza causas, efectos y tendencias?",multiple_choice,,,
evaluaciones.pregunta_163,¿Plantea y evalúa distintas estrategias?,multiple_choice,,,
evaluaciones.pregunta_164,¿Selecciona la más eficaz según sus posibles implicaciones a futuro?,multiple_choice,,,
evaluaciones.pregunta_165,¿Desarrolla un plan de implementación?,multiple_choice,,,
evaluaciones.pregunta_166,¿Conserva la claridad mental?,multiple_choice,,,
evaluaciones.pregunta_167,¿Se concentra en lograr el resultado esperado?,multiple_choice,,,
evaluaciones.pregunta_168,"¿Mantiene la calma, canalizando efectivamente la ansiedad?",multiple_choice,,,
evaluaciones.pregunta_169,¿Desarrolla tácticas que le permitan optimizar sus propios recursos?,multiple_choice,,,
evaluaciones.pregunta_170,¿Cuida la calidad y puntualidad de sus entregas?,multiple_choice,,,
evaluaciones.pregunta_171,¿Le agrada interactuar con las personas?,multiple_choice,,,
evaluaciones.pregunta_172,¿Se muestra accesible?,multiple_choice,,,
evaluaciones.pregunta_173,¿Brinda un trato cordial a los demás?,multiple_choice,,,
evaluaciones.pregunta_174,¿Construye un ambiente armónico?,multiple_choice,,,
evaluaciones.pregunta_175,¿Mantiene relaciones constructivas?,multiple_choice,,,
evaluaciones.pregunta_176,¿Abierto a la interacción con los demás?,multiple_choice,,,
evaluaciones.pregunta_177,¿Comprende la vinculación entre personas y logro de objetivos?,multiple_choice,,,
evaluaciones.pregunta_178,¿Entiende la importancia de su rol y el de los otros integrantes?,multiple_choice,,,
evaluaciones.pregunta_179,¿Privilegia las metas comunes sobre las individuales?,multiple_choice,,,
evaluaciones.pregunta_180,¿Construye un ambiente de interacción productiva?,multiple_choice,,,
evaluaciones.pregunta_181,¿Comprende el funcionamiento de la empresa?,multiple_choice,,,
evaluaciones.pregunta_182,¿Entiende las prácticas de la industria en la que se desenvuelve?,multiple_choice,,,
evaluaciones.pregunta_183,¿Conoce las necesidades actuales y potenciales del mercado?,multiple_choice,,,
evaluaciones.pregunta_184,¿Identifica los elementos constantes del negocio?,multiple_choice,,,
evaluaciones.pregunta_185,¿Anticipa escenarios de éxito?,multiple_choice,,,
evaluaciones.pregunta_186,¿Comprende la visión organizacional y la comparte,multiple_choice,,,
evaluaciones.pregunta_187,¿Entiende a profundidad la empresa y su entorno?,multiple_choice,,,
evaluaciones.pregunta_188,¿Visualiza tendencias?,multiple_choice,,,
evaluaciones.pregunta_189,¿Construye ventajas competitivas claras?,multiple_choice,,,
evaluaciones.pregunta_190,"¿Descubre, genera y capitaliza oportunidades?",multiple_choice,,,
evaluaciones.pregunta_191,"¿Ha presenciado o sufrido alguna vez, durante o con motivo del trabajo un acontecimiento como los siguientes: Accidente que tenga como consecuencia la muerte, la pérdida de un miembro o una lesión grave?",multiple_choice,,,
evaluaciones.pregunta_192,"¿Ha presenciado o sufrido alguna vez, durante o con motivo del trabajo un acontecimiento como los siguientes: Asaltos?",multiple_choice,,,
evaluaciones.pregunta_193,"¿Ha presenciado o sufrido alguna vez, durante o con motivo del trabajo un acontecimiento como los siguientes: Actos violentos que derivaron en lesiones graves?",multiple_choice,,,
evaluaciones.pregunta_194,"¿Ha presenciado o sufrido alguna vez, durante o con motivo del trabajo un acontecimiento como los siguientes: Secuestro?",multiple_choice,,,
evaluaciones.pregunta_195,"¿Ha presenciado o sufrido alguna vez, durante o con motivo del trabajo un acontecimiento como los siguientes: Amenazas?",multiple_choice,,,
evaluaciones.pregunta_196,"¿Ha presenciado o sufrido alguna vez, durante o con motivo del trabajo un acontecimiento como los siguientes: Cualquier otro que ponga en riesgo su vida o salud, y/o la de otras personas??",multiple_choice,,,
evaluaciones.pregunta_197,¿Ha tenido recuerdos recurrentes sobre el acontecimiento que le provocan malestares?,multiple_choice,,,
evaluaciones.pregunta_198,"¿Ha tenido sueños de carácter recurrente sobre el acontecimiento, que le producen malestar?",multiple_choice,,,
evaluaciones.pregunta_199,"¿Se ha esforzado por evitar todo tipo de sentimientos, conversaciones o situaciones que le puedan recordar el acontecimiento?",multiple_choice,,,
evaluaciones.pregunta_200,"¿Se ha esforzado por evitar todo tipo de actividades, lugares o personas que motivan recuerdos del acontecimiento?",multiple_choice,,,
evaluaciones.pregunta_201,¿Ha tenido dificultad para recordar alguna parte importante del evento?,multiple_choice,,,
evaluaciones.pregunta_202,¿Ha disminuido su interés en sus actividades cotidianas?,multiple_choice,,,
evaluaciones.pregunta_203,¿Se ha sentido usted alejado o distante de los demás?,multiple_choice,,,
evaluaciones.pregunta_204,¿Ha notado que tiene dificultad para expresar sus sentimientos?,multiple_choice,,,
evaluaciones.pregunta_205,"¿Ha tenido la impresión de que su vida se va a acortar, que va a morir antes que otras personas o que tiene un futuro limitado?",multiple_choice,,,
evaluaciones.pregunta_206,¿Ha tenido usted dificultades para dormir?,multiple_choice,,,
evaluaciones.pregunta_207,¿Ha estado particularmente irritable o le han dado arranques de coraje?,multiple_choice,,,
evaluaciones.pregunta_208,¿Ha tenido dificultad para concentrarse?,multiple_choice,,,
evaluaciones.pregunta_209,¿Ha estado nervioso o constantemente en alerta?,multiple_choice,,,
evaluaciones.pregunta_210,¿Se ha sobresaltado fácilmente por cualquier cosa?,multiple_choice,,,
evaluaciones.pregunta_211,Mi trabajo me exige hacer mucho esfuerzo físico,escala,ascendente,ambiente_de_trabajo,condiciones_ambiente
evaluaciones.pregunta_212,Me preocupa sufrir un accidente en mi trabajo,escala,ascendente,ambiente_de_trabajo,condiciones_ambiente
evaluaciones.pregunta_213,Considero que las actividades que realizo son peligrosas,escala,ascendente,ambiente_de_trabajo,condiciones_ambiente
evaluaciones.pregunta_214,Por la cantidad de trabajo que tengo debo quedarme tiempo adicional a mi turno,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_215,Por la cantidad de trabajo que tengo debo trabajar sin parar,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_216,Considero que es necesario mantener un ritmo de trabajo acelerado,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_217,Mi trabajo exige que esté muy concentrado,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_218,Mi trabajo requiere que memorice mucha información,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_219,Mi trabajo exige que atienda varios asuntos al mismo tiempo,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_220,En mi trabajo soy responsable de cosas de mucho valor,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_221,Respondo ante mi jefe por los resultados de toda mi área de trabajo,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_222,En mi trabajo me dan órdenes contradictorias,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_223,Considero que en mi trabajo me piden hacer cosas innecesarias,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_224,Trabajo horas extras más de tres veces a la semana,escala,ascendente,organizacion_tiempo,jornada_trabajo
evaluaciones.pregunta_225,"Mi trabajo me exige laborar en días de descanso, festivos o fines de semana",escala,ascendente,organizacion_tiempo,jornada_trabajo
evaluaciones.pregunta_226,Considero que el tiempo en el trabajo es mucho y perjudica mis actividades familiares o personales,escala,ascendente,organizacion_tiempo,trabajo_familia
evaluaciones.pregunta_227,Pienso en las actividades familiares o personales cuando estoy en mi trabajo,escala,ascendente,organizacion_tiempo,trabajo_familia
evaluaciones.pregunta_228,Mi trabajo permite que desarrolle nuevas habilidades,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_229,En mi trabajo puedo aspirar a un mejor puesto,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_230,Durante mi jornada de trabajo puedo tomar pausas cuando las necesito,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_231,Puedo decidir la velocidad a la que realizo mis actividades en mi trabajo,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_232,Puedo cambiar el orden de las actividades que realizo en mi trabajo,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_233,Me informan con claridad cuáles son mis funciones,escala,descendente,liderazgo_relaciones,liderazgo
evaluaciones.pregunta_234,Me explican claramente los resultados que debo obtener en mi trabajo,escala,descendente,liderazgo_relaciones,liderazgo
evaluaciones.pregunta_235,Me informan con quién puedo resolver problemas o asuntos de trabajo,escala,descendente,liderazgo_relaciones,liderazgo
evaluaciones.pregunta_236,Me permiten asistir a capacitaciones relacionadas con mi trabajo,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_237,Recibo capacitación útil para hacer mi trabajo,escala,descendente,factores_actividad,falta_control
evaluaciones.pregunta_238,Mi jefe tiene en cuenta mis puntos de vista y opiniones,escala,descendente,liderazgo_relaciones,liderazgo
evaluaciones.pregunta_239,Mi jefe ayuda a solucionar los problemas que se presentan en el trabajo,escala,descendente,liderazgo_relaciones,liderazgo
evaluaciones.pregunta_240,Puedo confiar en mis compañeros de trabajo,escala,descendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_241,Cuando tenemos que realizar trabajo de equipo los compañeros colaboran,escala,descendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_242,Mis compañeros de trabajo me ayudan cuando tengo dificultades,escala,descendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_243,En mi trabajo puedo expresarme libremente sin interrupciones,escala,descendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_244,Recibo críticas constantes a mi persona y/o trabajo,escala,ascendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_245,"Recibo burlas, calumnias, difamaciones, humillaciones o ridiculizaciones",escala,ascendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_246,Se ignora mi presencia o se me excluye de las reuniones de trabajo y en la toma de decisiones,escala,ascendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_247,Se manipulan las situaciones de trabajo para hacerme parecer un mal trabajador,escala,ascendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_248,Se ignoran mis éxitos laborales y se atribuyen a otros trabajadores,escala,ascendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_249,Me bloquean o impiden las oportunidades que tengo para obtener ascenso o mejora en mi trabajo,escala,ascendente,liderazgo_relaciones,violencia
evaluaciones.pregunta_250,He presenciado actos de violencia en mi centro de trabajo,escala,ascendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_251,En mi trabajo debo brindar servicio a clientes o usuarios,multiple_choice,,,
evaluaciones.pregunta_252,Atiendo clientes o usuarios muy enojados,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_253,Mi trabajo me exige atender personas muy necesitadas de ayuda o enfermas,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_254,Para hacer mi trabajo debo demostrar sentimientos distintos a los míos,escala,ascendente,factores_actividad,carga_trabajo
evaluaciones.pregunta_255,Soy jefe de otros trabajadores,multiple_choice,,,
evaluaciones.pregunta_256,Comunican tarde los asuntos de trabajo,escala,ascendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_257,Dificultan el logro de los resultados del trabajo,escala,ascendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_258,Ignoran las sugerencias para mejorar su trabajo,escala,ascendente,liderazgo_relaciones,relaciones
evaluaciones.pregunta_259,Nombre,open_question,,datos_generales,
evaluaciones.pregunta_259,Apellidos,open_question,,datos_generales,
evaluaciones.pregunta_260,Sexo,multiple_choice,,datos_generales,
evaluaciones.pregunta_261,Edad,multiple_choice,,datos_generales,
evaluaciones.pregunta_262,Estado Civil,multiple_choice,,datos_generales,
evaluaciones.pregunta_263,Años de antigüedad en el centro de trabajo,multiple_choice,,datos_generales,
evaluaciones.pregunta_264,Escolaridad,multiple_choice,,datos_generales,
evaluaciones.pregunta_265,Horario de trabajo,open_question,,datos_generales,
evaluaciones.pregunta_266,Tipo de plaza,multiple_choice,,datos_generales,
evaluaciones.pregunta_266,Tipo de plaza (En caso de ser otro),open_question,,datos_generales,
evaluaciones.pregunta_267,¿Tienes alguna condición de diversidad funcional que pueda afectar tu experiencia en alguna actividad o situación?",multiple_choice,,datos_generales,
evaluaciones.pregunta_268,¿Cuál es tu discapacidad?,multiple_choice,,datos_generales,
evaluaciones.pregunta_269,¿formas parte de alguno de los siguientes grupos de poblacion?,multiple_choice,,datos_generales,
evaluaciones.pregunta_270,En su centro de trabajo existe una política de igualdad laboral y no discriminación.,multiple_choice,,datos_generales,
evaluaciones.pregunta_271,En su centro de trabajo existe un código de ética y/o conducta,multiple_choice,,datos_generales,
evaluaciones.pregunta_272,En su centro de trabajo existe un comité de igualdad y no discriminación.,multiple_choice,,datos_generales,
evaluaciones.pregunta_273,En su centro de trabajo existe un mecanismo para prevenir atender y sancionar las prácticas de discriminación y violencia laboral.,multiple_choice,,datos_generales,
evaluaciones.pregunta_274,Para su contratación fue más importante ser mujer u hombre que sus habilidades profesionales.,multiple_choice,,reclutamiento_y_seleccion_de_personal,
evaluaciones.pregunta_275,En su centro de trabajo el proceso de contratación favorece más a personas jóvenes.,multiple_choice,,reclutamiento_y_seleccion_de_personal,
evaluaciones.pregunta_276,En el momento de su contratación su edad fue determinante.,multiple_choice,,reclutamiento_y_seleccion_de_personal,
evaluaciones.pregunta_277,Para su contratación fue determinante su apariencia física.,multiple_choice,,reclutamiento_y_seleccion_de_personal,
