"id","code_prefix_start","name","chart_template_id/id"
"chart_cz_06","06","Dlouhodobý finanční majetek","l10n_cz.cz_chart_template"
"chart_cz_061","061","Podíly - ovládaná a ovládajicí osoba","l10n_cz.cz_chart_template"
"chart_cz_062","062","Podíly v účetních jednotkách pod podstatným vplyvem","l10n_cz.cz_chart_template"
"chart_cz_063","063","Ostatní dlouhodobé cenné papíry a podíly","l10n_cz.cz_chart_template"
"chart_cz_065","065","Dluhové cenné papíry držené do splatnosti","l10n_cz.cz_chart_template"
"chart_cz_066","066","Zápůjčky a úvéry - ovládaná neno ovládajicí osoba","l10n_cz.cz_chart_template"
"chart_cz_067","067","Zápůjčky a úvéry - podstatní vliv","l10n_cz.cz_chart_template"
"chart_cz_068","068","Ostatní zápůjčky a úvéry","l10n_cz.cz_chart_template"
"chart_cz_069","069","Jiný dlouhodobý finanční majetek","l10n_cz.cz_chart_template"
"chart_cz_07","07","Oprávky k dlouhodobému nehmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_072","072","Oprávky k nehmotným výsledkům výzkumu a vývoje","l10n_cz.cz_chart_template"
"chart_cz_073","073","Oprávky k softwaru","l10n_cz.cz_chart_template"
"chart_cz_074","074","Oprávky k ocenitelným právům","l10n_cz.cz_chart_template"
"chart_cz_075","075","Oprávky ke goodwillu","l10n_cz.cz_chart_template"
"chart_cz_079","079","Oprávky k ostatnímu dlouhodobému nehmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_08","08","Oprávky k dlouhodobému hmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_081","081","Oprávky k stavbám","l10n_cz.cz_chart_template"
"chart_cz_082","082","Oprávky k hmotným movitým věcem a jejich souborům","l10n_cz.cz_chart_template"
"chart_cz_085","085","Oprávky k pěstitelským celkům trvalých porostů","l10n_cz.cz_chart_template"
"chart_cz_086","086","Oprávky k dospělým zvířatům a jejich skupinám","l10n_cz.cz_chart_template"
"chart_cz_089","089","Oprávky k jinému dlouhodobému hmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_09","09","Opravné položky k dlouhodobému majetku","l10n_cz.cz_chart_template"
"chart_cz_091","091","Opravná položka k dlouhodobému nehmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_092","092","Opravná položka k dlouhodobému hmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_093","093","Opravná položka k dlouhodobému nedokončenému nehmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_094","094","Opravná položka k dlouhodobému nedokončenému hmotnému majetku","l10n_cz.cz_chart_template"
"chart_cz_095","095","Opravná položka k poskytnutým zálohám na dlouhodobý majetek","l10n_cz.cz_chart_template"
"chart_cz_096","096","Opravná položka k dlouhodobému finančnímu majetku","l10n_cz.cz_chart_template"
"chart_cz_097","097","Oceňovací rozdíl k nabytému majetku","l10n_cz.cz_chart_template"
"chart_cz_098","098","Oprávky k oceňovacímu rozdílu k nabytému majetku","l10n_cz.cz_chart_template"
"chart_cz_1","1","Zásoby","l10n_cz.cz_chart_template"
"chart_cz_11","11","Materiál","l10n_cz.cz_chart_template"
"chart_cz_111","111","Pořízení materiálu","l10n_cz.cz_chart_template"
"chart_cz_112","112","Materiál na skladě","l10n_cz.cz_chart_template"
"chart_cz_119","119","Materiál na cestě","l10n_cz.cz_chart_template"
"chart_cz_12","12","Zásoby vlastní činnosti","l10n_cz.cz_chart_template"
"chart_cz_121","121","Nedokončená výroba","l10n_cz.cz_chart_template"
"chart_cz_122","122","Polotovary","l10n_cz.cz_chart_template"
"chart_cz_123","123","Výrobky","l10n_cz.cz_chart_template"
"chart_cz_124","124","Mladá a ostatní zvířata ajejich skupiny","l10n_cz.cz_chart_template"
"chart_cz_13","13","Zboží","l10n_cz.cz_chart_template"
"chart_cz_131","131","Pořízení zboží","l10n_cz.cz_chart_template"
"chart_cz_132","132","Zboží na skladě a v prodejnách","l10n_cz.cz_chart_template"
"chart_cz_139","139","Zboží na cestě","l10n_cz.cz_chart_template"
"chart_cz_15","15","Poskytnuté zálohy na zásoby","l10n_cz.cz_chart_template"
"chart_cz_151","151","Poskytnuté zálohy na materiál","l10n_cz.cz_chart_template"
"chart_cz_152","152","Poskytnuté zálohy na zvířata","l10n_cz.cz_chart_template"
"chart_cz_153","153","Poskytnuté zálohy na zboží","l10n_cz.cz_chart_template"
"chart_cz_19","19","Opravné položky k zásobám","l10n_cz.cz_chart_template"
"chart_cz_191","191","Opravná položka k materiálu","l10n_cz.cz_chart_template"
"chart_cz_192","192","Opravná položka k nedokončené výrobě","l10n_cz.cz_chart_template"
"chart_cz_193","193","Opravná položka k polotovarům","l10n_cz.cz_chart_template"
"chart_cz_194","194","Opravná položka k výrobkům","l10n_cz.cz_chart_template"
"chart_cz_195","195","Opravná položka k mladým a ostatním zvířatům a jejich skupinám","l10n_cz.cz_chart_template"
"chart_cz_196","196","Opravná položka ke zboží","l10n_cz.cz_chart_template"
"chart_cz_197","197","Opravná položka k zálohám na materiál","l10n_cz.cz_chart_template"
"chart_cz_198","198","Opravná položka k zálohám na zvířata","l10n_cz.cz_chart_template"
"chart_cz_199","199","Opravná položka k zálohám na zboží","l10n_cz.cz_chart_template"
"chart_cz_2","2","Krátkodobý finanční majetek a peněžní prostředky","l10n_cz.cz_chart_template"
"chart_cz_21","21","Peněžní prostředky v pokladně","l10n_cz.cz_chart_template"
"chart_cz_211","211","Pokladna","l10n_cz.cz_chart_template"
"chart_cz_213","213","Ceniny","l10n_cz.cz_chart_template"
"chart_cz_22","22","Peněžní prostředky na účtech","l10n_cz.cz_chart_template"
"chart_cz_221","221","Bankovní účty","l10n_cz.cz_chart_template"
"chart_cz_23","23","Krátkodobé úvěry","l10n_cz.cz_chart_template"
"chart_cz_231","231","Krátkodobé úvěry","l10n_cz.cz_chart_template"
"chart_cz_232","232","Eskontní úvěry","l10n_cz.cz_chart_template"
"chart_cz_24","24","Krátkodobé finanční výpomoci","l10n_cz.cz_chart_template"
"chart_cz_241","241","Emitované krátkodobé dluhopisy","l10n_cz.cz_chart_template"
"chart_cz_249","249","Ostatní krátkodobé finanční výpomoci","l10n_cz.cz_chart_template"
"chart_cz_25","25","Krátkodobý finanční majetek","l10n_cz.cz_chart_template"
"chart_cz_251","251","Majetkové cenné papíry k obchodování","l10n_cz.cz_chart_template"
"chart_cz_252","252","Vlastní akcie a vlastní obchodní podíly","l10n_cz.cz_chart_template"
"chart_cz_253","253","Dluhové cenné papíry k obchodování","l10n_cz.cz_chart_template"
"chart_cz_255","255","Vlastní dluhopisy","l10n_cz.cz_chart_template"
"chart_cz_256","256","Dluhové cenné papíry se splatností do jednoho roku držené do splatnosti","l10n_cz.cz_chart_template"
"chart_cz_257","257","Ostatní cenné papíry","l10n_cz.cz_chart_template"
"chart_cz_259","259","Pořízování krátkodobého finančního majetku","l10n_cz.cz_chart_template"
"chart_cz_26","26","Převody mezi finančními účty","l10n_cz.cz_chart_template"
"chart_cz_261","261","Peníze na cestě","l10n_cz.cz_chart_template"
"chart_cz_29","29","Opravné položky ke krátkodobému finančnímu majetku","l10n_cz.cz_chart_template"
"chart_cz_291","291","Opravná položka ke krátkodobému finančnímu majetku","l10n_cz.cz_chart_template"
"chart_cz_3","3","Zúčtovací vztahy","l10n_cz.cz_chart_template"
"chart_cz_31","31","Pohledávky","l10n_cz.cz_chart_template"
"chart_cz_311","311","Odběratelé","l10n_cz.cz_chart_template"
"chart_cz_313","313","Pohledávky za eskontované cenné papíry","l10n_cz.cz_chart_template"
"chart_cz_314","314","Poskytnuté provozní zálohy","l10n_cz.cz_chart_template"
"chart_cz_315","315","Ostatní pohledávky","l10n_cz.cz_chart_template"
"chart_cz_32","32","Závazky (krátkodobé)","l10n_cz.cz_chart_template"
"chart_cz_321","321","Dodavatelé","l10n_cz.cz_chart_template"
"chart_cz_322","322","Směnky k úhradě","l10n_cz.cz_chart_template"
"chart_cz_324","324","Přijaté provozní zálohy","l10n_cz.cz_chart_template"
"chart_cz_325","325","Ostatní závazky","l10n_cz.cz_chart_template"
"chart_cz_33","33","Zúčtování se zaměstnanci a institucemi","l10n_cz.cz_chart_template"
"chart_cz_331","331","Zaměstnanci","l10n_cz.cz_chart_template"
"chart_cz_333","333","Ostatní závazky vůči zaměstnancům","l10n_cz.cz_chart_template"
"chart_cz_335","335","Pohledávky za zaměstnanci","l10n_cz.cz_chart_template"
"chart_cz_336","336","Zúčtování s institucemi sociálního zabezpečení a zdravotního pojištění","l10n_cz.cz_chart_template"
"chart_cz_34","34","Zúčtování daní a dotací","l10n_cz.cz_chart_template"
"chart_cz_341","341","Daň z příjmů","l10n_cz.cz_chart_template"
"chart_cz_342","342","Ostatní přímé daně","l10n_cz.cz_chart_template"
"chart_cz_343","343","Daň z přidané hodnoty","l10n_cz.cz_chart_template"
"chart_cz_345","345","Ostatní daně a poplatky","l10n_cz.cz_chart_template"
"chart_cz_346","346","Dotace ze státního rozpočtu","l10n_cz.cz_chart_template"
"chart_cz_347","347","Ostatní dodace","l10n_cz.cz_chart_template"
"chart_cz_349","349","Spojovací účet k DPH","l10n_cz.cz_chart_template"
"chart_cz_35","35","Pohledávky za společníky","l10n_cz.cz_chart_template"
"chart_cz_351","351","Pohledávky – ovládaná nebo ovládající osoba","l10n_cz.cz_chart_template"
"chart_cz_352","352","Pohledávky – podstatný vliv","l10n_cz.cz_chart_template"
"chart_cz_353","353","Pohledávky za upsaný základní kapitál","l10n_cz.cz_chart_template"
"chart_cz_354","354","Pohledávky za společníky při úhradě ztráty","l10n_cz.cz_chart_template"
"chart_cz_355","355","Ostatní pohledávky za společníky obchodní korporace","l10n_cz.cz_chart_template"
"chart_cz_358","358","Pohledávky za společníky združenými ve společnosti","l10n_cz.cz_chart_template"
"chart_cz_36","36","Závazky ke společníkům","l10n_cz.cz_chart_template"
"chart_cz_361","361","Závazky – ovládaná nebo ovládající osoba","l10n_cz.cz_chart_template"
"chart_cz_362","362","Závazky - podstatný vliv","l10n_cz.cz_chart_template"
"chart_cz_364","364","Závazky ke společníkům při rozdělování zisku","l10n_cz.cz_chart_template"
"chart_cz_365","365","Ostatní závazky ke společníkům obchodní korporace","l10n_cz.cz_chart_template"
"chart_cz_366","366","Závazky ke společníkům a členům družstva ze závislé činnosti","l10n_cz.cz_chart_template"
"chart_cz_367","367","Závazky z upsaných nesplacených cenných papírů a vkladů","l10n_cz.cz_chart_template"
"chart_cz_368","368","Závazky ke společníkům sdruženým ve společnosti","l10n_cz.cz_chart_template"
"chart_cz_37","37","Jiné pohledávky a závazky","l10n_cz.cz_chart_template"
"chart_cz_371","371","Pohledávky z prodeje závodu","l10n_cz.cz_chart_template"
"chart_cz_372","372","Závazky z koupě závodu","l10n_cz.cz_chart_template"
"chart_cz_373","373","Pohledávky a závazky z pevných termínových operací","l10n_cz.cz_chart_template"
"chart_cz_374","374","Pohledávky z nájmu a pachtu","l10n_cz.cz_chart_template"
"chart_cz_375","375","Pohledávky z emitovaných dluhopisů","l10n_cz.cz_chart_template"
"chart_cz_376","376","Nakoupené opce","l10n_cz.cz_chart_template"
"chart_cz_377","377","Prodané opce","l10n_cz.cz_chart_template"
"chart_cz_378","378","Jiné pohledávky","l10n_cz.cz_chart_template"
"chart_cz_379","379","Jiné závazky","l10n_cz.cz_chart_template"
"chart_cz_38","38","Přechodné účty aktiv a pasiv","l10n_cz.cz_chart_template"
"chart_cz_381","381","Náklady příštích období","l10n_cz.cz_chart_template"
"chart_cz_382","382","Komplexní náklady příštích období","l10n_cz.cz_chart_template"
"chart_cz_383","383","Výdaje příštích období","l10n_cz.cz_chart_template"
"chart_cz_384","384","Výnosy příštích období","l10n_cz.cz_chart_template"
"chart_cz_385","385","Příjmy příštích období","l10n_cz.cz_chart_template"
"chart_cz_388","388","Dohadné účty aktivní","l10n_cz.cz_chart_template"
"chart_cz_389","389","Dohadné účty pasivní","l10n_cz.cz_chart_template"
"chart_cz_39","39","Opravná položka k zúčtovacím vztahům a vnitřní zúčtování","l10n_cz.cz_chart_template"
"chart_cz_391","391","Opravná položka k pohledávkám","l10n_cz.cz_chart_template"
"chart_cz_395","395","Vnitřní zúčtování","l10n_cz.cz_chart_template"
"chart_cz_398","398","Spojovací účet při společnosti (sdružení)","l10n_cz.cz_chart_template"
"chart_cz_4","4","Kapitálové účty a dlouhodobé závazky","l10n_cz.cz_chart_template"
"chart_cz_41","41","Základní kapitál a kapitálové fondy","l10n_cz.cz_chart_template"
"chart_cz_411","411","Základní kapitál","l10n_cz.cz_chart_template"
"chart_cz_412","412","Ážio","l10n_cz.cz_chart_template"
"chart_cz_413","413","Ostatní kapitálové fondy","l10n_cz.cz_chart_template"
"chart_cz_414","414","Oceňovací rozdíly z přecenění majetku a závazků","l10n_cz.cz_chart_template"
"chart_cz_416","416","Rozdíly z přecenění při přemenách obchodních korporací","l10n_cz.cz_chart_template"
"chart_cz_417","417","Rozdíly z přeměn obchodních korporací","l10n_cz.cz_chart_template"
"chart_cz_418","418","Oceňovací rozdíly z přecenění při přeměnách obchodních korporací","l10n_cz.cz_chart_template"
"chart_cz_419","419","Změny základního kapitálu","l10n_cz.cz_chart_template"
"chart_cz_42","42","Fondy ze zisku a převedené výsledky hospodaření","l10n_cz.cz_chart_template"
"chart_cz_421","421","Rezervní fond","l10n_cz.cz_chart_template"
"chart_cz_422","422","Nedělitelný fond","l10n_cz.cz_chart_template"
"chart_cz_423","423","Statutární fondy","l10n_cz.cz_chart_template"
"chart_cz_424","424","Ostatní fondy ze zisku","l10n_cz.cz_chart_template"
"chart_cz_426","426","Jiný výsledek hospodáření minulých let","l10n_cz.cz_chart_template"
"chart_cz_428","428","Nerozdělený zisk minulých let","l10n_cz.cz_chart_template"
"chart_cz_429","429","Neuhrazená ztráta minulých let","l10n_cz.cz_chart_template"
"chart_cz_43","43","Výsledek hospodaření","l10n_cz.cz_chart_template"
"chart_cz_431","431","Výsledek hospodaření v schvalovacím řízení","l10n_cz.cz_chart_template"
"chart_cz_432","432","Zálohy na podíly na zisku","l10n_cz.cz_chart_template"
"chart_cz_45","45","Rezervy","l10n_cz.cz_chart_template"
"chart_cz_451","451","Rezervy podle zvláštních právních předpisů","l10n_cz.cz_chart_template"
"chart_cz_453","453","Rezerva na daň z příjmů","l10n_cz.cz_chart_template"
"chart_cz_459","459","Ostatní rezervy","l10n_cz.cz_chart_template"
"chart_cz_46","46","Dlouhodobé závazky k úvěrovým institucím","l10n_cz.cz_chart_template"
"chart_cz_461","461","Dlouhodobé úvěry","l10n_cz.cz_chart_template"
"chart_cz_47","47","dlouhodobé závazky","l10n_cz.cz_chart_template"
"chart_cz_471","471","Dlouhodobé závazky – ovládaná nebo ovládající osoba","l10n_cz.cz_chart_template"
"chart_cz_472","472","Dlouhodobé závazky – podstatný vliv","l10n_cz.cz_chart_template"
"chart_cz_473","473","Emitované dluhopisy","l10n_cz.cz_chart_template"
"chart_cz_474","474","Závazky z nájmu a pachtu","l10n_cz.cz_chart_template"
"chart_cz_475","475","Dlouhodobé přijaté zálohy","l10n_cz.cz_chart_template"
"chart_cz_478","478","Dlouhodobé směnky k úhradě","l10n_cz.cz_chart_template"
"chart_cz_479","479","Ostatní dlouhodobé závazky","l10n_cz.cz_chart_template"
"chart_cz_48","48","Odložený daňový závazek a pohledávka","l10n_cz.cz_chart_template"
"chart_cz_481","481","Odložený daňový závazek a pohledávka","l10n_cz.cz_chart_template"
"chart_cz_49","49","Individuální podnikatel","l10n_cz.cz_chart_template"
"chart_cz_491","491","Účet individuálního podnikatele","l10n_cz.cz_chart_template"
"chart_cz_5","5","Náklady","l10n_cz.cz_chart_template"
"chart_cz_50","50","Spotřebované nákupy","l10n_cz.cz_chart_template"
"chart_cz_501","501","Spotřeba materiálu","l10n_cz.cz_chart_template"
"chart_cz_502","502","Spotřeba energie","l10n_cz.cz_chart_template"
"chart_cz_503","503","Spotřeba ostatních neskladovatelných dodávek","l10n_cz.cz_chart_template"
"chart_cz_504","504","Prodané zboží","l10n_cz.cz_chart_template"
"chart_cz_51","51","Služby","l10n_cz.cz_chart_template"
"chart_cz_511","511","Opravy a udržování","l10n_cz.cz_chart_template"
"chart_cz_512","512","Cestovné","l10n_cz.cz_chart_template"
"chart_cz_513","513","Náklady na reprezentaci","l10n_cz.cz_chart_template"
"chart_cz_518","518","Ostatní služby","l10n_cz.cz_chart_template"
"chart_cz_52","52","Osobní náklady","l10n_cz.cz_chart_template"
"chart_cz_521","521","Mzdové náklady","l10n_cz.cz_chart_template"
"chart_cz_522","522","Příjmy společníků obchodní korporace ze závislé činnosti","l10n_cz.cz_chart_template"
"chart_cz_523","523","Odměny členům orgánů obchodní korporace","l10n_cz.cz_chart_template"
"chart_cz_524","524","Zákonné sociální a zdravotní pojištění","l10n_cz.cz_chart_template"
"chart_cz_525","525","Ostatní sociální pojištění","l10n_cz.cz_chart_template"
"chart_cz_526","526","Zdravotní a sociální pojištění individuálního podnikatele","l10n_cz.cz_chart_template"
"chart_cz_527","527","Zákonné sociální náklady","l10n_cz.cz_chart_template"
"chart_cz_528","528","Ostatní sociální náklady","l10n_cz.cz_chart_template"
"chart_cz_53","53","Daně a poplatky","l10n_cz.cz_chart_template"
"chart_cz_531","531","Daň silniční","l10n_cz.cz_chart_template"
"chart_cz_532","532","Daň z nemovitých věcí","l10n_cz.cz_chart_template"
"chart_cz_538","538","Ostatní daně a poplatky","l10n_cz.cz_chart_template"
"chart_cz_54","54","Jiné provozní náklady","l10n_cz.cz_chart_template"
"chart_cz_541","541","Zůstatková cena prodaného dlouhodobého nehmotného a hmotného majetku","l10n_cz.cz_chart_template"
"chart_cz_542","542","Prodaný materiál","l10n_cz.cz_chart_template"
"chart_cz_543","543","Dary","l10n_cz.cz_chart_template"
"chart_cz_544","544","Smluvní pokuty a úroky z prodlení","l10n_cz.cz_chart_template"
"chart_cz_545","545","Ostatní pokuty a penále","l10n_cz.cz_chart_template"
"chart_cz_546","546","Odpis pohledávky","l10n_cz.cz_chart_template"
"chart_cz_547","547","Mimořádné provozní náklady","l10n_cz.cz_chart_template"
"chart_cz_548","548","Ostatní provozní náklady","l10n_cz.cz_chart_template"
"chart_cz_549","549","Manka a škody z provozní činnosti","l10n_cz.cz_chart_template"
"chart_cz_55","55","Odpisy, rezervy, komplexní náklady příštích období a opravné položky v provozní oblasti","l10n_cz.cz_chart_template"
"chart_cz_551","551","Odpisy dlouhodobého nehmotného a hmotného majetku","l10n_cz.cz_chart_template"
"chart_cz_552","552","Tvorba a zúčtování zákonných rezerv podle zvláštních právních předpisů","l10n_cz.cz_chart_template"
"chart_cz_554","554","Tvorba a zúčtování ostatních rezerv","l10n_cz.cz_chart_template"
"chart_cz_555","555","Tvorba a zúčtování komplexních nákladů příštích období","l10n_cz.cz_chart_template"
"chart_cz_557","557","Zúčtování oprávky k oceňovacímu rozdílu k nabytému majetku","l10n_cz.cz_chart_template"
"chart_cz_558","558","Tvorba a zúčtování zákonných opravných položek v provozní činnosti","l10n_cz.cz_chart_template"
"chart_cz_559","559","Tvorba a zúčtování opravných položek v provozní činnosti","l10n_cz.cz_chart_template"
"chart_cz_56","56","Finanční náklady","l10n_cz.cz_chart_template"
"chart_cz_561","561","Prodané cenné papíry a podíly","l10n_cz.cz_chart_template"
"chart_cz_562","562","Úroky","l10n_cz.cz_chart_template"
"chart_cz_563","563","Kursové ztráty","l10n_cz.cz_chart_template"
"chart_cz_564","564","Náklady na přecenění cenných papírů","l10n_cz.cz_chart_template"
"chart_cz_565","565","Náklady z finančního majetku","l10n_cz.cz_chart_template"
"chart_cz_566","566","Náklady z derivátových operací","l10n_cz.cz_chart_template"
"chart_cz_567","567","Mimořádné finanční náklady","l10n_cz.cz_chart_template"
"chart_cz_568","568","Ostatní finanční náklady","l10n_cz.cz_chart_template"
"chart_cz_569","569","Manka a škody na finančním majetku","l10n_cz.cz_chart_template"
"chart_cz_57","57","Rezervy a opravné položky ve finanční oblasti","l10n_cz.cz_chart_template"
"chart_cz_574","574","Tvorba a zúčtování finančních rezerv","l10n_cz.cz_chart_template"
"chart_cz_579","579","Tvorba a zúčtování opravných položek ve finanční činnosti","l10n_cz.cz_chart_template"
"chart_cz_58","58","Změny stavu zásob vlastní činnosti a aktivace","l10n_cz.cz_chart_template"
"chart_cz_581","581","Změna stavu nedokončené výroby","l10n_cz.cz_chart_template"
"chart_cz_582","582","Změna stavu polotovarů","l10n_cz.cz_chart_template"
"chart_cz_583","583","Změna stavu výrobků","l10n_cz.cz_chart_template"
"chart_cz_584","584","Změna stavu mladých a ostatních zvířat","l10n_cz.cz_chart_template"
"chart_cz_585","585","Aktivace materiálu a zboží","l10n_cz.cz_chart_template"
"chart_cz_586","586","Aktivace vnitropodnikových služeb","l10n_cz.cz_chart_template"
"chart_cz_587","587","Aktivace dlouhodobého nehmotného majetku","l10n_cz.cz_chart_template"
"chart_cz_588","588","Aktivace dlouhodobého hmotného majetku","l10n_cz.cz_chart_template"
"chart_cz_59","59","Daně z příjmů, převodové účty a rezerva na daň z příjmů","l10n_cz.cz_chart_template"
"chart_cz_591","591","Daň z příjmů splatná","l10n_cz.cz_chart_template"
"chart_cz_592","592","Daň z příjmů odložená","l10n_cz.cz_chart_template"
"chart_cz_593","593","Tvorba a zúčtování rezervy na daň z příjmů","l10n_cz.cz_chart_template"
"chart_cz_595","595","Dodatečné odvody daně z příjmů","l10n_cz.cz_chart_template"
"chart_cz_596","596","Převod podílu na výsledku hospodaření společníkům v.o.s. a komplementářům k.s.","l10n_cz.cz_chart_template"
"chart_cz_597","597","Převod provozních nákladů","l10n_cz.cz_chart_template"
"chart_cz_598","598","Převod finančních nákladů","l10n_cz.cz_chart_template"
"chart_cz_599","599","Náklady hospodářských středisek","l10n_cz.cz_chart_template"
"chart_cz_6","6"," Výnosy","l10n_cz.cz_chart_template"
"chart_cz_60","60","Tržby za vlastní výkony a zboží","l10n_cz.cz_chart_template"
"chart_cz_601","601","Tržby za vlastní výrobky","l10n_cz.cz_chart_template"
"chart_cz_602","602","Tržby z prodeje služeb","l10n_cz.cz_chart_template"
"chart_cz_604","604","Tržby za zboží","l10n_cz.cz_chart_template"
"chart_cz_64","64","Jiné provozní výnosy","l10n_cz.cz_chart_template"
"chart_cz_641","641","Tržby z prodeje dlouhodobého nehmotného a hmotného majetku","l10n_cz.cz_chart_template"
"chart_cz_642","642","Tržby z prodeje materiálu","l10n_cz.cz_chart_template"
"chart_cz_644","644","Smluvní pokuty a úroky z prodlení","l10n_cz.cz_chart_template"
"chart_cz_646","646","Výnosy z odepsaných pohledávek","l10n_cz.cz_chart_template"
"chart_cz_647","647","Mimořádné provozní výnosy","l10n_cz.cz_chart_template"
"chart_cz_648","648","Ostatní provizní výnosy","l10n_cz.cz_chart_template"
"chart_cz_66","66","Finanční výnosy","l10n_cz.cz_chart_template"
"chart_cz_661","661","Tržby z prodeje cenných papírů a podílů","l10n_cz.cz_chart_template"
"chart_cz_662","662","Úroky","l10n_cz.cz_chart_template"
"chart_cz_663","663","Kurzové zisky","l10n_cz.cz_chart_template"
"chart_cz_664","664","Výnosy z přecenění cenných papírů","l10n_cz.cz_chart_template"
"chart_cz_665","665","Výnosy z finančního majetku","l10n_cz.cz_chart_template"
"chart_cz_666","666","Výnosy z derivátových operací","l10n_cz.cz_chart_template"
"chart_cz_667","667","Mimořádné finanční výnosy","l10n_cz.cz_chart_template"
"chart_cz_668","668","Ostatní finanční výnosy","l10n_cz.cz_chart_template"
"chart_cz_69","69","Převodové účty","l10n_cz.cz_chart_template"
"chart_cz_697","697","Převod provozních výnosů","l10n_cz.cz_chart_template"
"chart_cz_698","698","Převod finančních výnosů","l10n_cz.cz_chart_template"
"chart_cz_699","699","Výnosy hospodářských středisek","l10n_cz.cz_chart_template"
"chart_cz_7","7","Závěrkové účty a podrozvahové účty","l10n_cz.cz_chart_template"
"chart_cz_70","70","Rozvahové závěrkové účty","l10n_cz.cz_chart_template"
"chart_cz_701","701","Počáteční účet rozvažný","l10n_cz.cz_chart_template"
"chart_cz_702","702","Konečný účet rozvažný","l10n_cz.cz_chart_template"
"chart_cz_71","71","Výsledovkový zisků a účet","l10n_cz.cz_chart_template"
"chart_cz_710","710","Účet zisků a ztrát","l10n_cz.cz_chart_template"
