"id","code","name","user_type_id/id","tag_ids/id","reconcile","chart_template_id/id"
"chart1290","1290","Andre driftsmidler","account.data_account_type_current_assets","","False","no_chart_template"
"chart1300","1300","Investeringer i datterselskaper","account.data_account_type_current_assets","","False","no_chart_template"
"chart1310","1310","Investeringer annet foretak i samme konsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1320","1320","Lån til foretak samme konsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1330","1330","Investeringer i tilknyttede selskap","account.data_account_type_current_assets","","False","no_chart_template"
"chart1340","1340","Lån til tilknyttede selskap","account.data_account_type_current_assets","","False","no_chart_template"
"chart1350","1350","Investeringer i aksjer og andeler","account.data_account_type_current_assets","","False","no_chart_template"
"chart1360","1360","Obligasjoner","account.data_account_type_current_assets","","False","no_chart_template"
"chart1370","1370","Fordringer på eiere, styremedlemmer mv.","account.data_account_type_current_assets","","False","no_chart_template"
"chart1380","1380","Fordringer på ansatte","account.data_account_type_current_assets","","False","no_chart_template"
"chart1390","1390","Andre langsiktige fordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1399","1399","Andre fordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1400","1400","Råvarer og innkjøpte halvfabrikata","account.data_account_type_current_assets","","False","no_chart_template"
"chart1401","1401","Halvfabrikata","account.data_account_type_current_assets","","False","no_chart_template"
"chart1420","1420","Varer under tilvirkning","account.data_account_type_current_assets","","False","no_chart_template"
"chart1440","1440","Ferdige egentilvirkede varer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1460","1460","Innkjøpte varer for videresalg","account.data_account_type_current_assets","","False","no_chart_template"
"chart1480","1480","Forskuddsbetaling til leverandører","account.data_account_type_current_assets","","False","no_chart_template"
"chart1481","1481","Kortsiktige fordringer hos leverandører","account.data_account_type_current_assets","","False","no_chart_template"
"chart1500","1500","Kundefordringer","account.data_account_type_receivable","","True","no_chart_template"
"chart1501","1501","Kundefordringer (PoS)","account.data_account_type_receivable","","True","no_chart_template"
"chart1509","1509","Ikke reskontroførte kundefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1513","1513","Ikke fakturerte kundefordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1514","1514","Kundfordringer - tjenester","account.data_account_type_current_assets","","False","no_chart_template"
"chart1520","1520","Andre kortsiktige fordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1530","1530","Opptjente, ikke fakturerte driftsinntekter","account.data_account_type_current_assets","","False","no_chart_template"
"chart1550","1550","Kundefordringer på selskap samme konsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1560","1560","Andre fordringer på selskap innen samme konsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1570","1570","Andre kortsiktige fordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1571","1571","Lønnsforskudd","account.data_account_type_current_assets","","False","no_chart_template"
"chart1572","1572","Andre kortsiktige lån til ansatte","account.data_account_type_current_assets","","False","no_chart_template"
"chart1579","1579","Andre kortsiktige fordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1580","1580","Avsetning tap på fordringer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1600","1600","Utgående merverdiavgift","account.data_account_type_current_assets","","False","no_chart_template"
"chart1601","1601","Utgående merverdiavgift høy sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1602","1602","Utgående merverdiavgift kjøp tjen. fra utlandet","account.data_account_type_current_assets","","False","no_chart_template"
"chart1603","1603","Utgående merverdiavgift middels sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1604","1604","Utgående merverdiavgift lav sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1605","1605","Grunnlag utgående merverdiavgift, høy sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1606","1606","Grunnlag utgående merverdiavgift, middels sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1607","1607","Grunnlag utgående merverdiavgift, lav sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1610","1610","Inngående merverdiavgift","account.data_account_type_current_assets","","False","no_chart_template"
"chart1611","1611","Inngående merverdiavgift høy sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1612","1612","Inngående merverdiavgift kjøp tjen. fra utlandet","account.data_account_type_current_assets","","False","no_chart_template"
"chart1613","1613","Inngående merverdiavgift middels sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1614","1614","Inngående merverdiavgift lav sats","account.data_account_type_current_assets","","False","no_chart_template"
"chart1640","1640","Oppgjørskonto merverdiavgift","account.data_account_type_current_assets","","False","no_chart_template"
"chart1670","1670","Krav på offentlige tilskudd","account.data_account_type_current_assets","","False","no_chart_template"
"chart1700","1700","Forskuddsbetalt leie","account.data_account_type_current_assets","","False","no_chart_template"
"chart1710","1710","Forskuddsbetalt rente","account.data_account_type_current_assets","","False","no_chart_template"
"chart1720","1720","Forskuddsbetalt lønn","account.data_account_type_current_assets","","False","no_chart_template"
"chart1740","1740","Forskuddsbetalt, ikke påløpt lønn","account.data_account_type_current_assets","","False","no_chart_template"
"chart1749","1749","Andre forskuddbetalte kostnader","account.data_account_type_current_assets","","False","no_chart_template"
"chart1750","1750","Påløpte leieinntekter","account.data_account_type_current_assets","","False","no_chart_template"
"chart1760","1760","Påløpte renteinntekter","account.data_account_type_current_assets","","False","no_chart_template"
"chart1780","1780","Krav på innbetaling av selskapskapital","account.data_account_type_current_assets","","False","no_chart_template"
"chart1790","1790","Interimskonto","account.data_account_type_current_assets","","False","no_chart_template"
"chart1800","1800","Aksjer & andeler i foretak i samme kons.","account.data_account_type_current_assets","","False","no_chart_template"
"chart1810","1810","Markesdbaserte aksjer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1820","1820","Andre aksjer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1830","1830","Markedsbaserte obligasjoner","account.data_account_type_current_assets","","False","no_chart_template"
"chart1840","1840","Andre obligasjoner","account.data_account_type_current_assets","","False","no_chart_template"
"chart1850","1850","Markedsbaserte sertifikater","account.data_account_type_current_assets","","False","no_chart_template"
"chart1860","1860","Andre sertifikater","account.data_account_type_current_assets","","False","no_chart_template"
"chart1870","1870","Andre markedsbaserte finansielle instrumenter","account.data_account_type_current_assets","account.account_tag_financing","False","no_chart_template"
"chart1880","1880","Andre finansielle instrumenter","account.data_account_type_current_assets","account.account_tag_financing","False","no_chart_template"
"chart1890","1890","Andeler utenfor konsern","account.data_account_type_current_assets","","False","no_chart_template"
"chart1905","1905","Kontanter Euro","account.data_account_type_current_assets","","False","no_chart_template"
"chart1908","1908","Kontanter, annen valuta","account.data_account_type_current_assets","","False","no_chart_template"
"chart1910","1910","Kasse","account.data_account_type_current_assets","","False","no_chart_template"
"chart1918","1918","Kassedifferenser","account.data_account_type_current_assets","","False","no_chart_template"
"chart1919","1919","Kasse i transfer","account.data_account_type_current_assets","","False","no_chart_template"
"chart1921","1921","Bankinnskudd 2","account.data_account_type_current_assets","","False","no_chart_template"
"chart1942","1942","Bank ikke allokert innbetaling","account.data_account_type_current_assets","","False","no_chart_template"
"chart1944","1944","Bank ikke identifisert innbetaling","account.data_account_type_current_assets","","False","no_chart_template"
"chart1950","1950","Bankinnskudd for skattetrekk","account.data_account_type_current_assets","","False","no_chart_template"
"chart1980","1980","Valutakonto Euro","account.data_account_type_current_assets","","False","no_chart_template"
"chart2000","2000","Aksjekapital","account.data_account_type_equity","","False","no_chart_template"
"chart2010","2010","Egne aksjer","account.data_account_type_equity","","False","no_chart_template"
"chart2020","2020","Overkursfond","account.data_account_type_equity","","False","no_chart_template"
"chart2030","2030","Annen innskutt egenkapital","account.data_account_type_equity","","False","no_chart_template"
"chart2036","2036","Stiftelsesutgifter","account.data_account_type_equity","","False","no_chart_template"
"chart2040","2040","Fond for vurderingsforskjeller","account.data_account_type_equity","","False","no_chart_template"
"chart2050","2050","Annen egenkapital","account.data_account_type_equity","","False","no_chart_template"
"chart2055","2055","Innskudd kontanter","account.data_account_type_equity","","False","no_chart_template"
"chart2060","2060","Privatuttak","account.data_account_type_equity","","False","no_chart_template"
"chart2070","2070","Forskuddsskatt","account.data_account_type_equity","","False","no_chart_template"
"chart2080","2080","Udekket tap","account.data_account_type_equity","","False","no_chart_template"
"chart2098","2090","Gevinst eller tap fra foregående år","account.data_account_type_equity","","False","no_chart_template"
"chart2100","2100","Pensjonsforpliktelser","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2120","2120","Utsatt skatt","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2140","2140","Avsetn. for garanti- & serviceforpl.","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2160","2160","Uopptjent inntekt","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2180","2180","Andre avsetninger for forpiktelser","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2188","2188","Avsetning for skyldig merverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2200","2200","Konvertible lån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2210","2210","Obligsjonslån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2220","2220","Gjeld til kredittinstitusjoner","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2240","2240","Pantelån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2251","2251","Gjeld til ansatte","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2255","2255","Gjeld til eiere","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2260","2260","Gjeld til selskap i samme konsern","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2270","2270","Andre valutalån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2280","2280","Stille interessentinnskudd og ansv. lånekapital","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2299","2299","Annen langsiktig gjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2300","2300","Konvertible lån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2320","2320","Sertifikatlån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2340","2340","Andre valutalån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2360","2360","Byggelån","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2380","2380","Kassakreditt","account.data_account_type_current_liabilities","","True","no_chart_template"
"chart2390","2390","Annen gjeld til kredittinstitusjon","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2400","2400","Leverandørgjeld","account.data_account_type_payable","","True","no_chart_template"
"chart2409","2409","Ikke reskontroført leverandørgjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2441","2441","Leverandørgjeld - tjenester","account.data_account_type_payable","","True","no_chart_template"
"chart2442","2442","Ikke fakturerte mottatte varer","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2460","2460","Leverandørgjeld til selskap i samme konsern","account.data_account_type_payable","","True","no_chart_template"
"chart2490","2490","Påløpt lev.gjeld, mottatte varer","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2491","2491","Vekselgjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2500","2500","Avsatt betalbar skatt, ikke utlignet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2510","2510","Betalbar skatt, utlignet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2530","2530","Refusjon skatt etter Skatteloven §31 5. ledd","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2540","2540","Forhåndsskatt","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2600","2600","Forskuddstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2610","2610","Påleggstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2620","2620","Bidragstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2630","2630","Trygdetrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2640","2640","Forsikringstrekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2650","2650","Trukket fagforeningskontigent","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2690","2690","Andre trekk","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2700","2700","Utgående merverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2701","2701","Utgående merverdiavgift høy sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2702","2702","Utgående merverdiavgift kjøp tjen. fra utlandet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2703","2703","Utgående merverdiavgift middels sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2704","2704","Utgående merverdiavgift lav sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2710","2710","Inngående merverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2711","2711","Inngående merverdiavgift høy sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2712","2712","Inngående merverdiavgift kjøp tjen. fra utlandet","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2713","2713","Inngående merverdiavgift middels sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2714","2714","Inngående merverdiavgift lav sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2727","2727","Utgående mva, kjøp varer fra utlandet, høy sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2728","2728","Utgående mva, kjøp varer fra utlandet, middels sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2740","2740","Oppgjørskonto merverdiavgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2741","2741","Inngående mva, kjøp varer fra utlandet, høy sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2742","2742","Inngående mva, kjøp varer fra utlandet, middels sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2745","2745","Grunnlag utgående mva kjøp av tjenester utland","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2746","2746","Motkonto grunnlag kjøp av tjenester utland","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2761","2761","Grunnlag innførsel varer, høy sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2762","2762","Motkonto grunnlag innførsel varer, høy sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2763","2763","Grunnlag innførsel varer, middels sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2764","2764","Motkonto grunnlag innførsel varer, middels sats","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2765","2765","Grunnlag innførsel varer, ingen mva","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2766","2766","Motkonto grunnlag innførsel varer, ingen mva","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2770","2770","Skyldig arbeidsgiveravgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2780","2780","Påløpt arbeidsgiveravgift","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2781","2781","Arb.giv.avg. pål. feriep.","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2785","2785","Påløpt arbeidsgiveravgift ferielønn","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2790","2790","Andre offentlige avgifter","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2800","2800","Avsatt utbytte","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2900","2900","Forskudd fra kunder","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2902","2902","Forskudd kunder gavekort","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2903","2903","Forskudd kunder tilgodelapp","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2910","2910","Gjeld til ansatte og eiere","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2920","2920","Gjeld til selskap i samme konsern","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2930","2930","Lønn","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2940","2940","Feriepenger","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2950","2950","Påløpte renter","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2960","2960","Påløpte kostn. og forskuddsbet. inskudd","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2970","2970","Uopptjent inntekt , avsetning","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2980","2980","Avsetninger og forpliktelser","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart2990","2990","Annen kortsiktig gjeld","account.data_account_type_current_liabilities","","False","no_chart_template"
"chart3000","3000","Salgsinntekt handelsvarer avgiftspl. høy sats","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3010","3010","Salgsinntekt egentilv. varer avgiftspl. høy sats","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3020","3020","Salgsinntekt tjenester avgiftspl. høy sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3030","3030","Salgsinntekt handelsvarer avgiftpl. middels sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3035","3035","Salgsinnt. handelsvarer, avgiftspliktig, lav sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3040","3040","Salgsinntekt egentilv. varer avgiftpl middels sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3050","3050","Salgsinntekter tjenester avgiftspl. lav sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3060","3060","Uttak av varer avgiftspliktig høy sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3061","3061","Uttak av varer, avgiftspliktig, høy sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3062","3062","Uttak av varer, avg.pliktig, middels sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3063","3063","Uttak av varer avgiftspliktig middels sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3070","3070","Uttak av tjenester avgiftspliktig høy sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3071","3071","Uttak av tjenester, avgiftspliktig, høy sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3074","3074","Uttak av tjenester avgiftspliktig lav sats","account.data_account_type_revenue","","False","no_chart_template"
"chart3080","3080","Rabatter og annen salgsinntektsred., avgiftspl.","account.data_account_type_revenue","","False","no_chart_template"
"chart3090","3090","Refunderbare utlegg for kjøpers regning, avgiftspl","account.data_account_type_revenue","","False","no_chart_template"
"chart3095","3095","Ikke fakturert omsetning","account.data_account_type_revenue","","False","no_chart_template"
"chart3096","3096","Fakturert men ikke levert","account.data_account_type_revenue","","False","no_chart_template"
"chart3100","3100","Salgsinntekt handelsvarer avgiftsfri","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3105","3105","Salgsinntekt handelsvarer, utførsel, avgiftsfri","account.data_account_type_revenue","","False","no_chart_template"
"chart3110","3110","Salgsinntekt egentilvirkede varer avgiftsfri","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3120","3120","Salgsinntekt tjenester avgiftsfri","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3125","3125","Salgsinntekt tjenester, utførsel, avgiftsfri","account.data_account_type_revenue","","False","no_chart_template"
"chart3160","3160","Uttak av varer avgiftsfritt","account.data_account_type_revenue","account.account_tag_operating","False","no_chart_template"
"chart3170","3170","Uttak av tjenester, avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3180","3180","Rabatter og andre salgsinntektsreduksjon avgiftsfri","account.data_account_type_revenue","","False","no_chart_template"
"chart3190","3190","Refunderbare utlegg for kjøpers regning, avg.fri","account.data_account_type_revenue","","False","no_chart_template"
"chart3200","3200","Salgsinntekt handelsvarervarer utenfor avg.omr","account.data_account_type_revenue","","False","no_chart_template"
"chart3210","3210","Salgsinntekt egentilvirkede varer utenfor avg.omr","account.data_account_type_revenue","","False","no_chart_template"
"chart3220","3220","Salgsinntekt tjenester utenfor avg.omr","account.data_account_type_revenue","","False","no_chart_template"
"chart3260","3260","Uttak av varer utenfor avgiftsområdet","account.data_account_type_revenue","","False","no_chart_template"
"chart3280","3280","Rabatter og annen salgsinntektsreduksjon","account.data_account_type_revenue","","False","no_chart_template"
"chart3281","3281","Kasserabatt, git kunde","account.data_account_type_revenue","","False","no_chart_template"
"chart3300","3300","Spes. offent. avg. tilvirk./solgte varer","account.data_account_type_revenue","","False","no_chart_template"
"chart3301","3301","Spesiell off. avg. tilv./solgte varer fritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3302","3302","Miljø avgift for tilv./solgte varer avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3303","3303","Miljø avgift for tilv./solgte varer avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3400","3400","Spes. offent. avg. tilvirk./solgte varer","account.data_account_type_revenue","","False","no_chart_template"
"chart3440","3440","Spes. offentlige tilskudd for tjenester","account.data_account_type_revenue","","False","no_chart_template"
"chart3500","3500","Uopptjente inntekter garanti","account.data_account_type_revenue","","False","no_chart_template"
"chart3510","3510","Uopptjente inntekter service","account.data_account_type_revenue","","False","no_chart_template"
"chart3600","3600","Leieinntekter fast eiendom","account.data_account_type_revenue","","False","no_chart_template"
"chart3610","3610","Leieinntekter andre varige driftsmidler","account.data_account_type_revenue","","False","no_chart_template"
"chart3620","3620","Andre leieinntekter","account.data_account_type_revenue","","False","no_chart_template"
"chart3700","3700","Provisjonsinntekter","account.data_account_type_revenue","","False","no_chart_template"
"chart3800","3800","Gevinst ved avgang av anleggsmidler","account.data_account_type_revenue","","False","no_chart_template"
"chart3900","3900","Andre driftsrelaterte inntekter, avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3910","3910","Utgående porto, avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3920","3920","Utgående gebyrer, avgiftspliktig","account.data_account_type_revenue","","False","no_chart_template"
"chart3950","3950","Annen driftsrelatert inntekt, avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3960","3960","Utgående porto, avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart3970","3970","Utgående gebyrer, avgiftsfritt","account.data_account_type_revenue","","False","no_chart_template"
"chart4000","4000","Innkjøp av råvarer og halvfabrikata høy sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4030","4030","Innkjøp av råvarer og halvfabrikata middels sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4035","4035","Innkjøp varer og halvfabrikata, lav avgiftssats","account.data_account_type_expenses","","False","no_chart_template"
"chart4060","4060","Frakt, toll og spedisjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4070","4070","Innkjøpsprisreduksjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4090","4090","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4100","4100","Innkjøp varer under tilvirkning høy sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4130","4130","Innkjøp varer under tilvirkning middels sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4160","4160","Frakt, toll og spedisjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4170","4170","Innkjøpsprisreduksjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4190","4190","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4200","4200","Innkjøp ferdig egentilvirkede varer høy sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4230","4230","Innkjøp ferdig egentilvirkede varer middels sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4260","4260","Frakt, toll og spedisjon","account.data_account_type_expenses","","False","no_chart_template"
"chart4270","4270","Innkjøpsprisreduksjon, avgiftspliktig","account.data_account_type_expenses","","False","no_chart_template"
"chart4290","4290","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4300","4300","Innkjøp varer for videresalg høy sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4330","4330","Innkjøp varer for videresalg middels sats","account.data_account_type_expenses","","False","no_chart_template"
"chart4360","4360","Frakt, toll m.m. vedr. innkjøp av varer for videresalg","account.data_account_type_expenses","","False","no_chart_template"
"chart4370","4370","Rabatter m.m. vedr. innkjøp av varer for videresalg","account.data_account_type_expenses","","False","no_chart_template"
"chart4380","4380","Varekostnad","account.data_account_type_expenses","","False","no_chart_template"
"chart4390","4390","Beholdningsendring varer for videresalg","account.data_account_type_expenses","","False","no_chart_template"
"chart4400","4400","Fritt Kjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4470","4470","Innkjøpsprisreduksjoner, fritt","account.data_account_type_expenses","","False","no_chart_template"
"chart4500","4500","Fremmedytelser og underentreprise","account.data_account_type_expenses","","False","no_chart_template"
"chart4590","4590","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart4600","4600","Emballasjematerialer ","account.data_account_type_expenses","","False","no_chart_template"
"chart4690","4690","Beholdningsendring 2","account.data_account_type_expenses","","False","no_chart_template"
"chart4800","4800","Eksp. gebyr pliktig, vareinnkjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4810","4810","Frakt og porto pliktig, vareinnkjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4860","4860","Eksp. gebyr fritt, vareinnkjøp","account.data_account_type_expenses","","False","no_chart_template"
"chart4900","4900","Annen periodisering","account.data_account_type_expenses","","False","no_chart_template"
"chart4910","4910","Justering av lager","account.data_account_type_expenses","","False","no_chart_template"
"chart4990","4990","Beholdningsendring","account.data_account_type_expenses","","False","no_chart_template"
"chart5000","5000","Lønn til ansatte","account.data_account_type_expenses","","False","no_chart_template"
