"id","code","name","tag_ids","account_type","reconcile","non_trade","tax_ids","name@de"
"account_0120","0120","Commercial, industrial and other buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Geschäfts-, Fabrik- und andere Bauten im Bau auf eigenen Grundstücken"
"account_0129","0129","Advance payments on commercial, industrial and other buildings on own properties","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Anzahlungen auf Geschäfts-, Fabrik- und andere Bauten auf eigenen Grundstücken"
"account_0140","0140","Residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Wohnbauten"
"account_0145","0145","Garages","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Garagen"
"account_0146","0146","Outdoor facilities","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Außenanlagen für Geschäfts-, Fabrik- und andere Bauten"
"account_0147","0147","Paved courtyards and other paved surfaces","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Hof- und Wegebefestigungen"
"account_0148","0148","Fixtures in residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Einrichtungen für Wohnbauten"
"account_0149","0149","Share of building attributable to home office","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Gebäudeteil des häuslichen Arbeitszimmers"
"account_0150","0150","Residential buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Wohnbauten im Bau auf eigenen Grundstücken"
"account_0159","0159","Advance payments on residential buildings on own properties","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Anzahlungen auf Wohnbauten auf eigenen Grundstücken"
"account_0160","0160","Buildings on third-party land","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Bauten auf fremden Grundstücken"
"account_0165","0165","Commercial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Geschäftsbauten"
"account_0170","0170","Industrial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Fabrikbauten"
"account_0175","0175","Garages","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Garagen"
"account_0176","0176","Outdoor facilities","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Außenanlagen für Geschäfts-, Fabrik- und andere Bauten"
"account_0177","0177","Paved courtyards and other paved surfaces","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Hof- und Wegebefestigungen"
"account_0178","0178","Fixtures in commercial and industrial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Einrichtungen für Geschäfts-, Fabrik- und andere Bauten"
"account_0179","0179","Other buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Andere Bauten"
"account_0180","0180","Commercial, industrial and other buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Geschäfts-, Fabrik- und andere Bauten im Bau auf eigenen Grundstücken"
"account_0189","0189","Prepayments on commercial, industrial and other buildings on third-party land","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Anzahlungen auf Geschäfts-, Fabrik- und andere Bauten auf fremden Grundstücken"
"account_0190","0190","Residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Wohnbauten"
"account_0191","0191","Garages","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Garagen"
"account_0192","0192","Outdoor facilities","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Außenanlagen für Geschäfts-, Fabrik- und andere Bauten"
"account_0193","0193","Paved courtyards and other paved surfaces","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Hof- und Wegebefestigungen"
"account_0194","0194","Fixtures in residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","False","","","Einrichtungen für Wohnbauten"
"account_0195","0195","Residential building under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Wohnbauten im Bau auf fremden Grundstücken"
"account_0199","0199","Prepayments on residential buildings on third-party land","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Anzahlungen auf Wohnbauten auf fremden Grundstücken"
"account_0200","0200","Technical equipment and machinery","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","False","","","Technische Anlagen und Maschinen"
"account_0210","0210","Machinery","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","False","","","Maschinen"
"account_0220","0220","Machine tools","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","False","","","Maschinengebundene Werkzeuge"
"account_0240","0240","Technical equipment","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","False","","","Technische Anlagen"
"account_0260","0260","Transportation and si- milar systems","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","False","","","Transportanlagen und Ähnliches"
"account_0280","0280","Operating facilities","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","False","","","Betriebsvorrichtungen"
"account_0290","0290","Technical equipment and machinery under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Technische Anlagen und Maschinen im Bau"
"account_0299","0299","Prepayments on technical equipment and machinery","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Anzahlungen auf technische Anlagen und Maschinen"
"account_0300","0300","Other equipment, operating and office equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Andere Anlagen, Betriebs- und Geschäftsausstattung"
"account_0310","0310","Other equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Andere Anlagen"
"account_0320","0320","Passenger cars","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Pkw"
"account_0350","0350","Heavy goods vehicles","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Lkw"
"account_0380","0380","Other transportation resources","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Sonstige Transportmittel"
"account_0400","0400","Operating equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Betriebsausstattung"
"account_0410","0410","Office equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Geschäftsausstattung"
"account_0420","0420","Office fittings","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Büroeinrichtung"
"account_0430","0430","Shop fittings","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Ladeneinrichtung"
"account_0440","0440","Tools","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Werkzeuge"
"account_0450","0450","Leasehold improvements","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Einbauten in fremde Grundstücke"
"account_0460","0460","Scaffolding and formwork materials","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Gerüst- und Schalungsmaterial"
"account_0480","0480","Low-value assets","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Geringwertige Wirtschaftsgüter"
"account_0485","0485","Assets (collective item)","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Wirtschaftsgüter (Sammelposten)"
"account_0490","0490","Other operating and office equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","False","","","Sonstige Betriebs- und Geschäftsausstattung"
"account_0498","0498","Other equipment, operating and office equipment under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Andere Anlagen, Betriebs- und Geschäftsausstattung im Bau"
"account_0499","0499","Prepayments on other equipment, operating and office equipment","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","False","","","Anzahlungen auf andere Anlagen, Betriebs- und Geschäftsausstattung"
"account_0500","0500","Shares in affiliated companies (fixed assets)","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","False","","","Anteile an verbundenen Unternehmen (Anlagevermögen)"
"account_0501","0501","Shares in affiliated companies, partnerships","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","False","","","Anteile an verbundenen Unternehmen, Personengesellschaften"
"account_0502","0502","Shares in affiliated companies, corporations","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","False","","","Anteile an verbundenen Unternehmen, Kapitalgesellschaften"
"account_0503","0503","Shares in parent or majority investor, corporations","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","False","","","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Kapitalgesellschaften"
"account_0504","0504","Shares in parent or in majority investor","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","False","","","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft"
"account_0505","0505","Loans to affiliated companies","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","False","","","Ausleihungen an verbundene Unternehmen"
"account_0506","0506","Loans to affiliated companies, partnerships","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","False","","","Ausleihungen an verbundene Unternehmen, Personengesellschaften"
"account_0507","0507","Loans to affiliated companies, corporations","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","False","","","Ausleihungen an verbundene Unternehmen, Kapitalgesellschaften"
"account_0508","0508","Loans to affiliated companies, sole proprietorships","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","False","","","Ausleihungen an verbundene Unternehmen, Einzelunternehmen"
"account_0509","0509","Shares in affiliated majority investor, partnership","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","False","","","Anteile an herrschender oder mehrheitlich beteiligter Gesellschaft, Personengesellschaften"
"account_0510","0510","Other long-term equity investments","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Beteiligungen"
"account_0513","0513","Typical silent partnerships","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Typisch stille Beteiligungen"
"account_0516","0516","Atypical silent partnerships","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Atypisch stille Beteiligungen"
"account_0517","0517","Investments in corporations","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Beteiligungen an Kapitalgesellschaften"
"account_0518","0518","Investments in partnerships","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Beteiligungen an Personengesellschaften"
"account_0519","0519","Investment by a GmbH & Co. KG in a general partner GmbH","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Beteiligung einer GmbH & Co. KG an einer Komplementär GmbH"
"account_0520","0520","Loans to other long - term investees and investors.","l10n_de.tag_de_asset_bs_A_III_4","asset_non_current","False","","","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
"account_0523","0523","Loans to other long - term investees or investors, partnerships","l10n_de.tag_de_asset_bs_A_III_4","asset_non_current","False","","","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Personengesellschaften"
"account_0524","0524","Loans to other long - term investees or investors, corporations","l10n_de.tag_de_asset_bs_A_III_4","asset_non_current","False","","","Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht, Kapitalgesellschaften"
"account_0525","0525","Long-term securities","l10n_de.tag_de_asset_bs_A_III_5","asset_non_current","False","","","Wertpapiere des Anlagevermögens"
"account_0530","0530","Securities with profit participation rights that are subject to the partial income system","l10n_de.tag_de_asset_bs_A_III_5","asset_non_current","False","","","Wertpapiere mit Gewinnbeteiligungsansprüchen, die dem Teileinkünfteverfahren unterliegen"
"account_0535","0535","Fixed -income securities","l10n_de.tag_de_asset_bs_A_III_5","asset_non_current","False","","","Festverzinsliche Wertpapiere"
"account_0540","0540","Other miscellaneous loans","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Übrige sonstige Ausleihungen"
"account_0550","0550","Loans","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Darlehen"
"account_0570","0570","Long  -term shares in cooperatives","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","False","","","Genossenschaftsanteile zum langfristigen Verbleib"
"account_0580","0580","Loans to shareholders/partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Ausleihungen an Gesellschafter"
"account_0582","0582","Loans to GmbH shareholders","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Ausleihungen an GmbH-Gesellschafter"
"account_0584","0584","Loans to general partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Ausleihungen an persönlich haftende Gesellschafter"
"account_0586","0586","Loans to limited partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Ausleihungen an Kommanditisten"
"account_0590","0590","Loans to related parties","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Ausleihungen an nahe stehende Personen"
"account_0595","0595","Long-term pension liability claims from life insurance policies","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","False","","","Rückdeckungsansprüche aus Lebensversicherungen zum langfristigen Verbleib"
"account_0600","0600","Non-convertible bonds","l10n_de.tag_de_liabilities_bs_C_1","liability_current","False","","","Anleihen nicht konvertibel"
"account_0601","0601","Non-convertible bonds - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_1","liability_current","False","","","Anleihen nicht konvertibel - Restlaufzeit bis 1 Jahr"
"account_0605","0605","Non-convertible bonds - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_1","liability_non_current","False","","","Anleihen nicht konvertibel - Restlaufzeit 1 bis 5 Jahre"
"account_0610","0610","Non-convertible bonds - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_1","liability_non_current","False","","","Anleihen nicht konvertibel - Restlaufzeit größer 5 Jahre"
"account_0615","0615","Convertible bonds","l10n_de.tag_de_liabilities_bs_C_1","liability_current","False","","","Anleihen konvertibel"
"account_0616","0616","Convertible bonds - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_1","liability_current","False","","","Anleihen konvertibel - Restlaufzeit bis 1 Jahr"
"account_0620","0620","Convertible bonds - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_1","liability_non_current","False","","","Anleihen konvertibel - Restlaufzeit 1 bis 5 Jahre"
"account_0625","0625","Convertible bonds - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_1","liability_non_current","False","","","Anleihen konvertibel - Restlaufzeit größer 5 Jahre"
"account_0630","0630","Liabilities to banks","l10n_de.tag_de_liabilities_bs_C_2","liability_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten"
"account_0631","0631","Liabilities to banks - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_2","liability_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten - Restlaufzeit bis 1 Jahr"
"account_0640","0640","Liabilities to banks - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_2","liability_non_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten - Restlaufzeit 1 bis 5 Jahre"
"account_0650","0650","Liabilities to banks - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_2","liability_non_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten - Restlaufzeit größer 5 Jahre"
"account_0660","0660","Liabilities to banks under instalment credit agreements","l10n_de.tag_de_liabilities_bs_C_2","liability_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen"
"account_0661","0661","Liabilities to banks under instalment credit agreements - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_2","liability_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit bis 1 Jahr"
"account_0670","0670","Liabilities to banks under instalment credit agreements - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_2","liability_non_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit 1 bis 5 Jahre"
"account_0680","0680","Liabilities to banks under instalment credit agreements - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_2","liability_non_current","False","","","Verbindlichkeiten gegenüber Kreditinstituten aus Teilzahlungsverträgen - Restlaufzeit größer 5 Jahre"
"account_0699","0699","Contra account 0630-0689 if accounts 0690-0698 are allocated","l10n_de.tag_de_liabilities_bs_C_2","liability_current","False","","","Gegenkonto 0630-0689 bei Aufteilung der Konten 0690-0698"
"account_0700","0700","Liabilities to affiliated companies","l10n_de.tag_de_liabilities_bs_C_6","liability_current","False","","","Verbindlichkeiten gegenüber verbundenen Unternehmen"
"account_0701","0701","Liabilities to affiliated companies - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_6","liability_current","False","","","Verbindlichkeiten gegenüber verbundenen Unternehmen - Restlaufzeit bis 1 Jahr"
"account_0705","0705","Liabilities to affiliated companies - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_6","liability_non_current","False","","","Verbindlichkeiten gegenüber verbundenen Unternehmen - Restlaufzeit 1 bis 5 Jahre"
"account_0710","0710","Liabilities to affiliated companies - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_6","liability_non_current","False","","","Verbindlichkeiten gegenüber verbundenen Unternehmen - Restlaufzeit größer 5 Jahre"
"account_0715","0715","Liabilities to other longterm investees and investors","l10n_de.tag_de_liabilities_bs_C_7","liability_current","False","","","Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht"
"account_0716","0716","Liabilities to other longterm investees and investors - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_7","liability_current","False","","","Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht -  Restlaufzeit bis 1 Jahr"
"account_0720","0720","Liabilities to other longterm investees and investors - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_7","liability_non_current","False","","","Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit 1 bis 5 Jahre"
"account_0725","0725","Liabilities to other longterm investees and investors - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_7","liability_non_current","False","","","Verbindlichkeiten gegenüber Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 5 Jahre"
"account_0730","0730","Liabilities to shareholders/partners","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber Gesellschaftern"
"account_0731","0731","Liabilities to shareholders/partners - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber Gesellschaftern - Restlaufzeit bis 1 Jahr"
"account_0740","0740","Liabilities to shareholders/partners - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber Gesellschaftern - Restlaufzeit 1 bis 5 Jahre"
"account_0750","0750","Liabilities to shareholders/partners - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber Gesellschaftern - Restlaufzeit größer 5 Jahre"
"account_0755","0755","Liabilities to shareholders/partners for outstanding distributions","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber Gesellschaftern für offene Ausschüttungen"
"account_0760","0760","Liabilities to typical silent partners","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber typisch stillen Gesellschaftern"
"account_0761","0761","Liabilities to typical silent partners - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber typisch stillen Gesellschaftern - Restlaufzeit bis 1 Jahr"
"account_0764","0764","Liabilities to typical silent partners - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber typisch stillen Gesellschaftern - Restlaufzeit 1 bis 5 Jahre"
"account_0767","0767","Liabilities to typical silent partners - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber typisch stillen Gesellschaftern - Restlaufzeit größer 5 Jahre"
"account_0770","0770","Liabilities to atypical silent partners","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber atypisch stillen Gesellschaftern"
"account_0771","0771","Liabilities to atypical silent partners - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Verbindlichkeiten gegenüber atypisch stillen Gesellschaftern - Restlaufzeit bis 1 Jahr"
"account_0774","0774","Liabilities to atypical silent partners - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber atypisch stillen Gesellschaftern - Restlaufzeit 1 bis 5 Jahre"
"account_0777","0777","Liabilities to atypical silent partners - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Verbindlichkeiten gegenüber atypisch stillen Gesellschaftern - Restlaufzeit größer 5 Jahre"
"account_0780","0780","Profit-participation loans","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Partiarische Darlehen"
"account_0781","0781","Profit-participation loans - remaining term up to 1 year","l10n_de.tag_de_liabilities_bs_C_8","liability_current","False","","","Partiarische Darlehen - Restlaufzeit bis 1 Jahr"
"account_0784","0784","Profit-participation loans - remaining term between 1 and 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Partiarische Darlehen - Restlaufzeit 1 bis 5 Jahre"
"account_0787","0787","Profit-participation loans - remaining term greater than 5 years","l10n_de.tag_de_liabilities_bs_C_8","liability_non_current","False","","","Partiarische Darlehen - Restlaufzeit größer 5 Jahre"
"account_0799","0799","Contra account 0730-1789 and 1665-1678 and 1695-1698 if accounts 0790-0798 are allocated","l10n_de.tag_de_liabilities_bs_C_8","asset_current","False","","","Gegenkonto 0730-0789 und 1665-1678 und 1695-1698 bei Aufteilung der Konten 0790-0798"
"account_0809","0809","Capital increase from reserves or retained earnings","l10n_de.tag_de_liabilities_bs_A_I","equity","False","","","Kapitalerhöhung aus Gesellschaftsmitteln"
"account_0810","0810","Paid-up shares of remaining members of co-operatives","l10n_de.tag_de_liabilities_bs_A_I","equity","False","","","Geschäftsguthaben der verbleibenden Mitglieder"
"account_0811","0811","Paid-up shares of withdrawing members of co-operatives","l10n_de.tag_de_liabilities_bs_A_I","equity","False","","","Geschäftsguthaben der ausscheidenden Mitglieder"
"account_0812","0812","Paid-up shares of cooperatives, cancelled shares","l10n_de.tag_de_liabilities_bs_A_I","equity","False","","","Geschäftsguthaben aus gekündigten Geschäftsanteilen"
"account_0813","0813","Unpaid and due shares in co-operatives, recorded","l10n_de.tag_de_liabilities_bs_A_I","equity","False","","","Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt"
"account_0815","0815","Contra account for unpaid and due shares in co-operatives, recorded","l10n_de.tag_de_liabilities_bs_A_I","equity","False","","","Gegenkonto Rückständige fällige Einzahlungen auf Geschäftsanteile, vermerkt"
