"id","name","ibge_code","state_id:id","country_id:id"
"city_1100288","Rolim de Moura","1100288","base.state_br_ro","base.br"
"city_1100296","Santa Luzia D'Oeste","1100296","base.state_br_ro","base.br"
"city_1101484","São Felipe D'Oeste","1101484","base.state_br_ro","base.br"
"city_1101492","São Francisco do Guaporé","1101492","base.state_br_ro","base.br"
"city_1100320","São Miguel do Guaporé","1100320","base.state_br_ro","base.br"
"city_1101500","Seringueiras","1101500","base.state_br_ro","base.br"
"city_1101559","Teixeirópolis","1101559","base.state_br_ro","base.br"
"city_1101609","Theobroma","1101609","base.state_br_ro","base.br"
"city_1101708","Urupá","1101708","base.state_br_ro","base.br"
"city_1101757","Vale do Anari","1101757","base.state_br_ro","base.br"
"city_1101807","Vale do Paraíso","1101807","base.state_br_ro","base.br"
"city_1100304","Vilhena","1100304","base.state_br_ro","base.br"
"city_1200013","Acrelândia","1200013","base.state_br_ac","base.br"
"city_1200054","Assis Brasil","1200054","base.state_br_ac","base.br"
"city_1200104","Brasiléia","1200104","base.state_br_ac","base.br"
"city_1200138","Bujari","1200138","base.state_br_ac","base.br"
"city_1200179","Capixaba","1200179","base.state_br_ac","base.br"
"city_1200203","Cruzeiro do Sul","1200203","base.state_br_ac","base.br"
"city_1200252","Epitaciolândia","1200252","base.state_br_ac","base.br"
"city_1200302","Feijó","1200302","base.state_br_ac","base.br"
"city_1200328","Jordão","1200328","base.state_br_ac","base.br"
"city_1200336","Mâncio Lima","1200336","base.state_br_ac","base.br"
"city_1200344","Manoel Urbano","1200344","base.state_br_ac","base.br"
"city_1200351","Marechal Thaumaturgo","1200351","base.state_br_ac","base.br"
"city_1200385","Plácido de Castro","1200385","base.state_br_ac","base.br"
"city_1200807","Porto Acre","1200807","base.state_br_ac","base.br"
"city_1200393","Porto Walter","1200393","base.state_br_ac","base.br"
"city_1200401","Rio Branco","1200401","base.state_br_ac","base.br"
"city_1200427","Rodrigues Alves","1200427","base.state_br_ac","base.br"
"city_1200435","Santa Rosa do Purus","1200435","base.state_br_ac","base.br"
"city_1200500","Sena Madureira","1200500","base.state_br_ac","base.br"
"city_1200450","Senador Guiomard","1200450","base.state_br_ac","base.br"
"city_1200609","Tarauacá","1200609","base.state_br_ac","base.br"
"city_1200708","Xapuri","1200708","base.state_br_ac","base.br"
"city_1300029","Alvarães","1300029","base.state_br_am","base.br"
"city_1300060","Amaturá","1300060","base.state_br_am","base.br"
"city_1300086","Anamã","1300086","base.state_br_am","base.br"
"city_1300102","Anori","1300102","base.state_br_am","base.br"
"city_1300144","Apuí","1300144","base.state_br_am","base.br"
"city_1300201","Atalaia do Norte","1300201","base.state_br_am","base.br"
"city_1300300","Autazes","1300300","base.state_br_am","base.br"
"city_1300409","Barcelos","1300409","base.state_br_am","base.br"
"city_1300508","Barreirinha","1300508","base.state_br_am","base.br"
"city_1300607","Benjamin Constant","1300607","base.state_br_am","base.br"
"city_1300631","Beruri","1300631","base.state_br_am","base.br"
"city_1300680","Boa Vista do Ramos","1300680","base.state_br_am","base.br"
"city_1300706","Boca do Acre","1300706","base.state_br_am","base.br"
"city_1300805","Borba","1300805","base.state_br_am","base.br"
"city_1300839","Caapiranga","1300839","base.state_br_am","base.br"
"city_1300904","Canutama","1300904","base.state_br_am","base.br"
"city_1301001","Carauari","1301001","base.state_br_am","base.br"
"city_1301100","Careiro","1301100","base.state_br_am","base.br"
"city_1301159","Careiro da Várzea","1301159","base.state_br_am","base.br"
"city_1301209","Coari","1301209","base.state_br_am","base.br"
"city_1301308","Codajás","1301308","base.state_br_am","base.br"
"city_1301407","Eirunepé","1301407","base.state_br_am","base.br"
"city_1301506","Envira","1301506","base.state_br_am","base.br"
"city_1301605","Fonte Boa","1301605","base.state_br_am","base.br"
"city_1301654","Guajará","1301654","base.state_br_am","base.br"
"city_1301704","Humaitá","1301704","base.state_br_am","base.br"
"city_1301803","Ipixuna","1301803","base.state_br_am","base.br"
"city_1301852","Iranduba","1301852","base.state_br_am","base.br"
"city_1301902","Itacoatiara","1301902","base.state_br_am","base.br"
"city_1301951","Itamarati","1301951","base.state_br_am","base.br"
"city_1302009","Itapiranga","1302009","base.state_br_am","base.br"
"city_1302108","Japurá","1302108","base.state_br_am","base.br"
"city_1302207","Juruá","1302207","base.state_br_am","base.br"
"city_1302306","Jutaí","1302306","base.state_br_am","base.br"
"city_1302405","Lábrea","1302405","base.state_br_am","base.br"
"city_1302504","Manacapuru","1302504","base.state_br_am","base.br"
"city_1302553","Manaquiri","1302553","base.state_br_am","base.br"
"city_1302603","Manaus","1302603","base.state_br_am","base.br"
"city_1302702","Manicoré","1302702","base.state_br_am","base.br"
"city_1302801","Maraã","1302801","base.state_br_am","base.br"
"city_1302900","Maués","1302900","base.state_br_am","base.br"
"city_1303007","Nhamundá","1303007","base.state_br_am","base.br"
"city_1303106","Nova Olinda do Norte","1303106","base.state_br_am","base.br"
"city_1303205","Novo Airão","1303205","base.state_br_am","base.br"
"city_1303304","Novo Aripuanã","1303304","base.state_br_am","base.br"
"city_1303403","Parintins","1303403","base.state_br_am","base.br"
"city_1303502","Pauini","1303502","base.state_br_am","base.br"
"city_1303536","Presidente Figueiredo","1303536","base.state_br_am","base.br"
"city_1303569","Rio Preto da Eva","1303569","base.state_br_am","base.br"
"city_1303601","Santa Isabel do Rio Negro","1303601","base.state_br_am","base.br"
"city_1303700","Santo Antônio do Içá","1303700","base.state_br_am","base.br"
"city_1303809","São Gabriel da Cachoeira","1303809","base.state_br_am","base.br"
"city_1303908","São Paulo de Olivença","1303908","base.state_br_am","base.br"
"city_1303957","São Sebastião do Uatumã","1303957","base.state_br_am","base.br"
"city_1304005","Silves","1304005","base.state_br_am","base.br"
"city_1304062","Tabatinga","1304062","base.state_br_am","base.br"
"city_1304104","Tapauá","1304104","base.state_br_am","base.br"
"city_1304203","Tefé","1304203","base.state_br_am","base.br"
"city_1304237","Tonantins","1304237","base.state_br_am","base.br"
"city_1304260","Uarini","1304260","base.state_br_am","base.br"
"city_1304302","Urucará","1304302","base.state_br_am","base.br"
"city_1304401","Urucurituba","1304401","base.state_br_am","base.br"
"city_1400050","Alto Alegre","1400050","base.state_br_rr","base.br"
"city_1400027","Amajari","1400027","base.state_br_rr","base.br"
"city_1400100","Boa Vista","1400100","base.state_br_rr","base.br"
"city_1400159","Bonfim","1400159","base.state_br_rr","base.br"
"city_1400175","Cantá","1400175","base.state_br_rr","base.br"
"city_1400209","Caracaraí","1400209","base.state_br_rr","base.br"
"city_1400233","Caroebe","1400233","base.state_br_rr","base.br"
"city_1400282","Iracema","1400282","base.state_br_rr","base.br"
"city_1400308","Mucajaí","1400308","base.state_br_rr","base.br"
"city_1400407","Normandia","1400407","base.state_br_rr","base.br"
"city_1400456","Pacaraima","1400456","base.state_br_rr","base.br"
"city_1400472","Rorainópolis","1400472","base.state_br_rr","base.br"
"city_1400506","São João da Baliza","1400506","base.state_br_rr","base.br"
"city_1400605","São Luiz","1400605","base.state_br_rr","base.br"
"city_1400704","Uiramutã","1400704","base.state_br_rr","base.br"
"city_1500107","Abaetetuba","1500107","base.state_br_pa","base.br"
"city_1500131","Abel Figueiredo","1500131","base.state_br_pa","base.br"
"city_1500206","Acará","1500206","base.state_br_pa","base.br"
"city_1500305","Afuá","1500305","base.state_br_pa","base.br"
"city_1500347","Água Azul do Norte","1500347","base.state_br_pa","base.br"
"city_1500404","Alenquer","1500404","base.state_br_pa","base.br"
"city_1500503","Almeirim","1500503","base.state_br_pa","base.br"
"city_1500602","Altamira","1500602","base.state_br_pa","base.br"
"city_1500701","Anajás","1500701","base.state_br_pa","base.br"
"city_1500800","Ananindeua","1500800","base.state_br_pa","base.br"
"city_1500859","Anapu","1500859","base.state_br_pa","base.br"
"city_1500909","Augusto Corrêa","1500909","base.state_br_pa","base.br"
"city_1500958","Aurora do Pará","1500958","base.state_br_pa","base.br"
"city_1501006","Aveiro","1501006","base.state_br_pa","base.br"
"city_1501105","Bagre","1501105","base.state_br_pa","base.br"
"city_1501204","Baião","1501204","base.state_br_pa","base.br"
"city_1501253","Bannach","1501253","base.state_br_pa","base.br"
"city_1501303","Barcarena","1501303","base.state_br_pa","base.br"
"city_1501402","Belém","1501402","base.state_br_pa","base.br"
"city_1501451","Belterra","1501451","base.state_br_pa","base.br"
"city_1501501","Benevides","1501501","base.state_br_pa","base.br"
"city_1501576","Bom Jesus do Tocantins","1501576","base.state_br_pa","base.br"
"city_1501600","Bonito","1501600","base.state_br_pa","base.br"
"city_1501709","Bragança","1501709","base.state_br_pa","base.br"
"city_1501725","Brasil Novo","1501725","base.state_br_pa","base.br"
"city_1501758","Brejo Grande do Araguaia","1501758","base.state_br_pa","base.br"
"city_1501782","Breu Branco","1501782","base.state_br_pa","base.br"
"city_1501808","Breves","1501808","base.state_br_pa","base.br"
"city_1501907","Bujaru","1501907","base.state_br_pa","base.br"
"city_1502004","Cachoeira do Arari","1502004","base.state_br_pa","base.br"
"city_1501956","Cachoeira do Piriá","1501956","base.state_br_pa","base.br"
"city_1502103","Cametá","1502103","base.state_br_pa","base.br"
"city_1502152","Canaã dos Carajás","1502152","base.state_br_pa","base.br"
"city_1502202","Capanema","1502202","base.state_br_pa","base.br"
"city_1502301","Capitão Poço","1502301","base.state_br_pa","base.br"
"city_1502400","Castanhal","1502400","base.state_br_pa","base.br"
"city_1502509","Chaves","1502509","base.state_br_pa","base.br"
"city_1502608","Colares","1502608","base.state_br_pa","base.br"
"city_1502707","Conceição do Araguaia","1502707","base.state_br_pa","base.br"
"city_1502756","Concórdia do Pará","1502756","base.state_br_pa","base.br"
"city_1502764","Cumaru do Norte","1502764","base.state_br_pa","base.br"
"city_1502772","Curionópolis","1502772","base.state_br_pa","base.br"
"city_1502806","Curralinho","1502806","base.state_br_pa","base.br"
"city_1502855","Curuá","1502855","base.state_br_pa","base.br"
"city_1502905","Curuçá","1502905","base.state_br_pa","base.br"
"city_1502939","Dom Eliseu","1502939","base.state_br_pa","base.br"
"city_1502954","Eldorado do Carajás","1502954","base.state_br_pa","base.br"
"city_1503002","Faro","1503002","base.state_br_pa","base.br"
"city_1503044","Floresta do Araguaia","1503044","base.state_br_pa","base.br"
"city_1503077","Garrafão do Norte","1503077","base.state_br_pa","base.br"
"city_1503093","Goianésia do Pará","1503093","base.state_br_pa","base.br"
"city_1503101","Gurupá","1503101","base.state_br_pa","base.br"
"city_1503200","Igarapé-Açu","1503200","base.state_br_pa","base.br"
"city_1503309","Igarapé-Miri","1503309","base.state_br_pa","base.br"
"city_1503408","Inhangapi","1503408","base.state_br_pa","base.br"
"city_1503457","Ipixuna do Pará","1503457","base.state_br_pa","base.br"
"city_1503507","Irituia","1503507","base.state_br_pa","base.br"
"city_1503606","Itaituba","1503606","base.state_br_pa","base.br"
"city_1503705","Itupiranga","1503705","base.state_br_pa","base.br"
"city_1503754","Jacareacanga","1503754","base.state_br_pa","base.br"
"city_1503804","Jacundá","1503804","base.state_br_pa","base.br"
"city_1503903","Juruti","1503903","base.state_br_pa","base.br"
"city_1504000","Limoeiro do Ajuru","1504000","base.state_br_pa","base.br"
"city_1504059","Mãe do Rio","1504059","base.state_br_pa","base.br"
"city_1504109","Magalhães Barata","1504109","base.state_br_pa","base.br"
"city_1504208","Marabá","1504208","base.state_br_pa","base.br"
"city_1504307","Maracanã","1504307","base.state_br_pa","base.br"
"city_1504406","Marapanim","1504406","base.state_br_pa","base.br"
"city_1504422","Marituba","1504422","base.state_br_pa","base.br"
"city_1504455","Medicilândia","1504455","base.state_br_pa","base.br"
"city_1504505","Melgaço","1504505","base.state_br_pa","base.br"
"city_1504604","Mocajuba","1504604","base.state_br_pa","base.br"
"city_1504703","Moju","1504703","base.state_br_pa","base.br"
"city_1504752","Mojuí dos Campos","1504752","base.state_br_pa","base.br"
"city_1504802","Monte Alegre","1504802","base.state_br_pa","base.br"
"city_1504901","Muaná","1504901","base.state_br_pa","base.br"
"city_1504950","Nova Esperança do Piriá","1504950","base.state_br_pa","base.br"
"city_1504976","Nova Ipixuna","1504976","base.state_br_pa","base.br"
"city_1505007","Nova Timboteua","1505007","base.state_br_pa","base.br"
"city_1505031","Novo Progresso","1505031","base.state_br_pa","base.br"
"city_1505064","Novo Repartimento","1505064","base.state_br_pa","base.br"
"city_1505106","Óbidos","1505106","base.state_br_pa","base.br"
"city_1505205","Oeiras do Pará","1505205","base.state_br_pa","base.br"
"city_1505304","Oriximiná","1505304","base.state_br_pa","base.br"
"city_1505403","Ourém","1505403","base.state_br_pa","base.br"
"city_1505437","Ourilândia do Norte","1505437","base.state_br_pa","base.br"
"city_1505486","Pacajá","1505486","base.state_br_pa","base.br"
"city_1505494","Palestina do Pará","1505494","base.state_br_pa","base.br"
"city_1505502","Paragominas","1505502","base.state_br_pa","base.br"
"city_1505536","Parauapebas","1505536","base.state_br_pa","base.br"
"city_1505551","Pau D'Arco","1505551","base.state_br_pa","base.br"
"city_1505601","Peixe-Boi","1505601","base.state_br_pa","base.br"
"city_1505635","Piçarra","1505635","base.state_br_pa","base.br"
"city_1505650","Placas","1505650","base.state_br_pa","base.br"
"city_1505700","Ponta de Pedras","1505700","base.state_br_pa","base.br"
"city_1505809","Portel","1505809","base.state_br_pa","base.br"
"city_1505908","Porto de Moz","1505908","base.state_br_pa","base.br"
"city_1506005","Prainha","1506005","base.state_br_pa","base.br"
"city_1506104","Primavera","1506104","base.state_br_pa","base.br"
"city_1506112","Quatipuru","1506112","base.state_br_pa","base.br"
"city_1506138","Redenção","1506138","base.state_br_pa","base.br"
"city_1506161","Rio Maria","1506161","base.state_br_pa","base.br"
"city_1506187","Rondon do Pará","1506187","base.state_br_pa","base.br"
"city_1506195","Rurópolis","1506195","base.state_br_pa","base.br"
"city_1506203","Salinópolis","1506203","base.state_br_pa","base.br"
"city_1506302","Salvaterra","1506302","base.state_br_pa","base.br"
"city_1506351","Santa Bárbara do Pará","1506351","base.state_br_pa","base.br"
"city_1506401","Santa Cruz do Arari","1506401","base.state_br_pa","base.br"
"city_1506500","Santa Izabel do Pará","1506500","base.state_br_pa","base.br"
"city_1506559","Santa Luzia do Pará","1506559","base.state_br_pa","base.br"
"city_1506583","Santa Maria das Barreiras","1506583","base.state_br_pa","base.br"
"city_1506609","Santa Maria do Pará","1506609","base.state_br_pa","base.br"
"city_1506708","Santana do Araguaia","1506708","base.state_br_pa","base.br"
"city_1506807","Santarém","1506807","base.state_br_pa","base.br"
"city_1506906","Santarém Novo","1506906","base.state_br_pa","base.br"
"city_1507003","Santo Antônio do Tauá","1507003","base.state_br_pa","base.br"
"city_1507102","São Caetano de Odivelas","1507102","base.state_br_pa","base.br"
"city_1507151","São Domingos do Araguaia","1507151","base.state_br_pa","base.br"
"city_1507201","São Domingos do Capim","1507201","base.state_br_pa","base.br"
"city_1507300","São Félix do Xingu","1507300","base.state_br_pa","base.br"
"city_1507409","São Francisco do Pará","1507409","base.state_br_pa","base.br"
"city_1507458","São Geraldo do Araguaia","1507458","base.state_br_pa","base.br"
"city_1507466","São João da Ponta","1507466","base.state_br_pa","base.br"
"city_1507474","São João de Pirabas","1507474","base.state_br_pa","base.br"
"city_1507508","São João do Araguaia","1507508","base.state_br_pa","base.br"
"city_1507607","São Miguel do Guamá","1507607","base.state_br_pa","base.br"
"city_1507706","São Sebastião da Boa Vista","1507706","base.state_br_pa","base.br"
"city_1507755","Sapucaia","1507755","base.state_br_pa","base.br"
"city_1507805","Senador José Porfírio","1507805","base.state_br_pa","base.br"
"city_1507904","Soure","1507904","base.state_br_pa","base.br"
"city_1507953","Tailândia","1507953","base.state_br_pa","base.br"
"city_1507961","Terra Alta","1507961","base.state_br_pa","base.br"
"city_1507979","Terra Santa","1507979","base.state_br_pa","base.br"
"city_1508001","Tomé-Açu","1508001","base.state_br_pa","base.br"
"city_1508035","Tracuateua","1508035","base.state_br_pa","base.br"
"city_1508050","Trairão","1508050","base.state_br_pa","base.br"
"city_1508084","Tucumã","1508084","base.state_br_pa","base.br"
"city_1508100","Tucuruí","1508100","base.state_br_pa","base.br"
"city_1508126","Ulianópolis","1508126","base.state_br_pa","base.br"
"city_1508159","Uruará","1508159","base.state_br_pa","base.br"
"city_1508209","Vigia","1508209","base.state_br_pa","base.br"
"city_1508308","Viseu","1508308","base.state_br_pa","base.br"
"city_1508357","Vitória do Xingu","1508357","base.state_br_pa","base.br"
"city_1508407","Xinguara","1508407","base.state_br_pa","base.br"
"city_1600105","Amapá","1600105","base.state_br_ap","base.br"
"city_1600204","Calçoene","1600204","base.state_br_ap","base.br"
"city_1600212","Cutias","1600212","base.state_br_ap","base.br"
"city_1600238","Ferreira Gomes","1600238","base.state_br_ap","base.br"
"city_1600253","Itaubal","1600253","base.state_br_ap","base.br"
"city_1600279","Laranjal do Jari","1600279","base.state_br_ap","base.br"
"city_1600303","Macapá","1600303","base.state_br_ap","base.br"
"city_1600402","Mazagão","1600402","base.state_br_ap","base.br"
"city_1600501","Oiapoque","1600501","base.state_br_ap","base.br"
"city_1600154","Pedra Branca do Amapari","1600154","base.state_br_ap","base.br"
"city_1600535","Porto Grande","1600535","base.state_br_ap","base.br"
"city_1600550","Pracuúba","1600550","base.state_br_ap","base.br"
"city_1600600","Santana","1600600","base.state_br_ap","base.br"
"city_1600055","Serra do Navio","1600055","base.state_br_ap","base.br"
"city_1600709","Tartarugalzinho","1600709","base.state_br_ap","base.br"
"city_1600808","Vitória do Jari","1600808","base.state_br_ap","base.br"
"city_1700251","Abreulândia","1700251","base.state_br_to","base.br"
"city_1700301","Aguiarnópolis","1700301","base.state_br_to","base.br"
"city_1700350","Aliança do Tocantins","1700350","base.state_br_to","base.br"
"city_1700400","Almas","1700400","base.state_br_to","base.br"
"city_1700707","Alvorada","1700707","base.state_br_to","base.br"
"city_1701002","Ananás","1701002","base.state_br_to","base.br"
"city_1701051","Angico","1701051","base.state_br_to","base.br"
"city_1701101","Aparecida do Rio Negro","1701101","base.state_br_to","base.br"
"city_1701309","Aragominas","1701309","base.state_br_to","base.br"
"city_1701903","Araguacema","1701903","base.state_br_to","base.br"
"city_1702000","Araguaçu","1702000","base.state_br_to","base.br"
"city_1702109","Araguaína","1702109","base.state_br_to","base.br"
"city_1702158","Araguanã","1702158","base.state_br_to","base.br"
"city_1702208","Araguatins","1702208","base.state_br_to","base.br"
"city_1702307","Arapoema","1702307","base.state_br_to","base.br"
"city_1702406","Arraias","1702406","base.state_br_to","base.br"
"city_1702554","Augustinópolis","1702554","base.state_br_to","base.br"
"city_1702703","Aurora do Tocantins","1702703","base.state_br_to","base.br"
"city_1702901","Axixá do Tocantins","1702901","base.state_br_to","base.br"
"city_1703008","Babaçulândia","1703008","base.state_br_to","base.br"
"city_1703057","Bandeirantes do Tocantins","1703057","base.state_br_to","base.br"
"city_1703073","Barra do Ouro","1703073","base.state_br_to","base.br"
"city_1703107","Barrolândia","1703107","base.state_br_to","base.br"
"city_1703206","Bernardo Sayão","1703206","base.state_br_to","base.br"
"city_1703305","Bom Jesus do Tocantins","1703305","base.state_br_to","base.br"
"city_1703602","Brasilândia do Tocantins","1703602","base.state_br_to","base.br"
"city_1703701","Brejinho de Nazaré","1703701","base.state_br_to","base.br"
"city_1703800","Buriti do Tocantins","1703800","base.state_br_to","base.br"
"city_1703826","Cachoeirinha","1703826","base.state_br_to","base.br"
"city_1703842","Campos Lindos","1703842","base.state_br_to","base.br"
"city_1703867","Cariri do Tocantins","1703867","base.state_br_to","base.br"
"city_1703883","Carmolândia","1703883","base.state_br_to","base.br"
"city_1703891","Carrasco Bonito","1703891","base.state_br_to","base.br"
"city_1703909","Caseara","1703909","base.state_br_to","base.br"
"city_1704105","Centenário","1704105","base.state_br_to","base.br"
"city_1705102","Chapada da Natividade","1705102","base.state_br_to","base.br"
"city_1704600","Chapada de Areia","1704600","base.state_br_to","base.br"
"city_1705508","Colinas do Tocantins","1705508","base.state_br_to","base.br"
"city_1716703","Colméia","1716703","base.state_br_to","base.br"
"city_1705557","Combinado","1705557","base.state_br_to","base.br"
"city_1705607","Conceição do Tocantins","1705607","base.state_br_to","base.br"
"city_1706001","Couto Magalhães","1706001","base.state_br_to","base.br"
"city_1706100","Cristalândia","1706100","base.state_br_to","base.br"
"city_1706258","Crixás do Tocantins","1706258","base.state_br_to","base.br"
"city_1706506","Darcinópolis","1706506","base.state_br_to","base.br"
"city_1707009","Dianópolis","1707009","base.state_br_to","base.br"
"city_1707108","Divinópolis do Tocantins","1707108","base.state_br_to","base.br"
"city_1707207","Dois Irmãos do Tocantins","1707207","base.state_br_to","base.br"
"city_1707306","Dueré","1707306","base.state_br_to","base.br"
"city_1707405","Esperantina","1707405","base.state_br_to","base.br"
"city_1707553","Fátima","1707553","base.state_br_to","base.br"
"city_1707652","Figueirópolis","1707652","base.state_br_to","base.br"
"city_1707702","Filadélfia","1707702","base.state_br_to","base.br"
"city_1708205","Formoso do Araguaia","1708205","base.state_br_to","base.br"
"city_1708304","Goianorte","1708304","base.state_br_to","base.br"
"city_1709005","Goiatins","1709005","base.state_br_to","base.br"
"city_1709302","Guaraí","1709302","base.state_br_to","base.br"
"city_1709500","Gurupi","1709500","base.state_br_to","base.br"
"city_1709807","Ipueiras","1709807","base.state_br_to","base.br"
"city_1710508","Itacajá","1710508","base.state_br_to","base.br"
"city_1710706","Itaguatins","1710706","base.state_br_to","base.br"
"city_1710904","Itapiratins","1710904","base.state_br_to","base.br"
"city_1711100","Itaporã do Tocantins","1711100","base.state_br_to","base.br"
"city_1711506","Jaú do Tocantins","1711506","base.state_br_to","base.br"
"city_1711803","Juarina","1711803","base.state_br_to","base.br"
"city_1711902","Lagoa da Confusão","1711902","base.state_br_to","base.br"
"city_1711951","Lagoa do Tocantins","1711951","base.state_br_to","base.br"
"city_1712009","Lajeado","1712009","base.state_br_to","base.br"
"city_1712157","Lavandeira","1712157","base.state_br_to","base.br"
"city_1712405","Lizarda","1712405","base.state_br_to","base.br"
"city_1712454","Luzinópolis","1712454","base.state_br_to","base.br"
"city_1712504","Marianópolis do Tocantins","1712504","base.state_br_to","base.br"
"city_1712702","Mateiros","1712702","base.state_br_to","base.br"
"city_1712801","Maurilândia do Tocantins","1712801","base.state_br_to","base.br"
"city_1713205","Miracema do Tocantins","1713205","base.state_br_to","base.br"
"city_1713304","Miranorte","1713304","base.state_br_to","base.br"
"city_1713601","Monte do Carmo","1713601","base.state_br_to","base.br"
"city_1713700","Monte Santo do Tocantins","1713700","base.state_br_to","base.br"
"city_1713957","Muricilândia","1713957","base.state_br_to","base.br"
"city_1714203","Natividade","1714203","base.state_br_to","base.br"
"city_1714302","Nazaré","1714302","base.state_br_to","base.br"
"city_1714880","Nova Olinda","1714880","base.state_br_to","base.br"
"city_1715002","Nova Rosalândia","1715002","base.state_br_to","base.br"
"city_1715101","Novo Acordo","1715101","base.state_br_to","base.br"
"city_1715150","Novo Alegre","1715150","base.state_br_to","base.br"
"city_1715259","Novo Jardim","1715259","base.state_br_to","base.br"
"city_1715507","Oliveira de Fátima","1715507","base.state_br_to","base.br"
"city_1721000","Palmas","1721000","base.state_br_to","base.br"
"city_1715705","Palmeirante","1715705","base.state_br_to","base.br"
"city_1713809","Palmeiras do Tocantins","1713809","base.state_br_to","base.br"
"city_1715754","Palmeirópolis","1715754","base.state_br_to","base.br"
"city_1716109","Paraíso do Tocantins","1716109","base.state_br_to","base.br"
"city_1716208","Paranã","1716208","base.state_br_to","base.br"
"city_1716307","Pau D'Arco","1716307","base.state_br_to","base.br"
"city_1716505","Pedro Afonso","1716505","base.state_br_to","base.br"
"city_1716604","Peixe","1716604","base.state_br_to","base.br"
"city_1716653","Pequizeiro","1716653","base.state_br_to","base.br"
"city_1717008","Pindorama do Tocantins","1717008","base.state_br_to","base.br"
"city_1717206","Piraquê","1717206","base.state_br_to","base.br"
"city_1717503","Pium","1717503","base.state_br_to","base.br"
"city_1717800","Ponte Alta do Bom Jesus","1717800","base.state_br_to","base.br"
"city_1717909","Ponte Alta do Tocantins","1717909","base.state_br_to","base.br"
"city_1718006","Porto Alegre do Tocantins","1718006","base.state_br_to","base.br"
"city_1718204","Porto Nacional","1718204","base.state_br_to","base.br"
"city_1718303","Praia Norte","1718303","base.state_br_to","base.br"
"city_1718402","Presidente Kennedy","1718402","base.state_br_to","base.br"
"city_1718451","Pugmil","1718451","base.state_br_to","base.br"
"city_1718501","Recursolândia","1718501","base.state_br_to","base.br"
"city_1718550","Riachinho","1718550","base.state_br_to","base.br"
"city_1718659","Rio da Conceição","1718659","base.state_br_to","base.br"
"city_1718709","Rio dos Bois","1718709","base.state_br_to","base.br"
"city_1718758","Rio Sono","1718758","base.state_br_to","base.br"
"city_1718808","Sampaio","1718808","base.state_br_to","base.br"
"city_1718840","Sandolândia","1718840","base.state_br_to","base.br"
"city_1718865","Santa Fé do Araguaia","1718865","base.state_br_to","base.br"
"city_1718881","Santa Maria do Tocantins","1718881","base.state_br_to","base.br"
"city_1718899","Santa Rita do Tocantins","1718899","base.state_br_to","base.br"
