id,name,state_id:id,country_id:id
city_cl_54,"ISLA DE PASCUA",base.state_cl_05,base.cl
city_cl_55,"LOS ANDES",base.state_cl_05,base.cl
city_cl_56,"CALLE LARGA",base.state_cl_05,base.cl
city_cl_57,"RINCONADA",base.state_cl_05,base.cl
city_cl_58,"SAN ESTEBAN",base.state_cl_05,base.cl
city_cl_59,"LA LIGUA",base.state_cl_05,base.cl
city_cl_60,"CABILDO",base.state_cl_05,base.cl
city_cl_61,"PAPUDO",base.state_cl_05,base.cl
city_cl_62,"PETORCA",base.state_cl_05,base.cl
city_cl_63,"ZAPALLAR",base.state_cl_05,base.cl
city_cl_64,"QUILLOTA",base.state_cl_05,base.cl
city_cl_65,"LA CALERA",base.state_cl_05,base.cl
city_cl_66,"HIJUELAS",base.state_cl_05,base.cl
city_cl_67,"LA CRUZ",base.state_cl_05,base.cl
city_cl_68,"LIMACHE",base.state_cl_05,base.cl
city_cl_69,"NOGALES",base.state_cl_05,base.cl
city_cl_70,"OLMUÉ",base.state_cl_05,base.cl
city_cl_71,"SAN ANTONIO",base.state_cl_05,base.cl
city_cl_72,"ALGARROBO",base.state_cl_05,base.cl
city_cl_73,"CARTAGENA",base.state_cl_05,base.cl
city_cl_74,"EL QUISCO",base.state_cl_05,base.cl
city_cl_75,"EL TABO",base.state_cl_05,base.cl
city_cl_76,"SANTO DOMINGO",base.state_cl_05,base.cl
city_cl_77,"SAN FELIPE",base.state_cl_05,base.cl
city_cl_78,"CATEMU",base.state_cl_05,base.cl
city_cl_79,"LLAILLAY",base.state_cl_05,base.cl
city_cl_80,"PANQUEHUE",base.state_cl_05,base.cl
city_cl_81,"PUTAENDO",base.state_cl_05,base.cl
city_cl_82,"SANTA MARÍA",base.state_cl_05,base.cl
city_cl_83,"RANCAGUA",base.state_cl_06,base.cl
city_cl_84,"CODEGUA",base.state_cl_06,base.cl
city_cl_85,"COINCO",base.state_cl_06,base.cl
city_cl_86,"COLTAUCO",base.state_cl_06,base.cl
city_cl_87,"DOÑIHUE",base.state_cl_06,base.cl
city_cl_88,"GRANEROS",base.state_cl_06,base.cl
city_cl_89,"LAS CABRAS",base.state_cl_06,base.cl
city_cl_90,"MACHALÍ",base.state_cl_06,base.cl
city_cl_91,"MALLOA",base.state_cl_06,base.cl
city_cl_92,"MOSTAZAL",base.state_cl_06,base.cl
city_cl_93,"OLIVAR",base.state_cl_06,base.cl
city_cl_94,"PEUMO",base.state_cl_06,base.cl
city_cl_95,"PICHIDEGUA",base.state_cl_06,base.cl
city_cl_96,"QUINTA DE TILCOCO",base.state_cl_06,base.cl
city_cl_97,"RENGO",base.state_cl_06,base.cl
city_cl_98,"REQUÍNOA",base.state_cl_06,base.cl
city_cl_99,"SAN VICENTE",base.state_cl_06,base.cl
city_cl_100,"PICHILEMU",base.state_cl_06,base.cl
city_cl_101,"LA ESTRELLA",base.state_cl_06,base.cl
city_cl_102,"LITUECHE",base.state_cl_06,base.cl
city_cl_103,"MARCHIGÜE",base.state_cl_06,base.cl
city_cl_104,"NAVIDAD",base.state_cl_06,base.cl
city_cl_105,"PAREDONES",base.state_cl_06,base.cl
city_cl_106,"SAN FERNANDO",base.state_cl_06,base.cl
city_cl_107,"CHÉPICA",base.state_cl_06,base.cl
city_cl_108,"CHIMBARONGO",base.state_cl_06,base.cl
city_cl_109,"LOLOL",base.state_cl_06,base.cl
city_cl_110,"NANCAGUA",base.state_cl_06,base.cl
city_cl_111,"PALMILLA",base.state_cl_06,base.cl
city_cl_112,"PERALILLO",base.state_cl_06,base.cl
city_cl_113,"PLACILLA",base.state_cl_06,base.cl
city_cl_114,"PUMANQUE",base.state_cl_06,base.cl
city_cl_115,"SANTA CRUZ",base.state_cl_06,base.cl
city_cl_116,"TALCA",base.state_cl_07,base.cl
city_cl_117,"CONSTITUCIÓN",base.state_cl_07,base.cl
city_cl_118,"CUREPTO",base.state_cl_07,base.cl
city_cl_119,"EMPEDRADO",base.state_cl_07,base.cl
city_cl_120,"MAULE",base.state_cl_07,base.cl
city_cl_121,"PELARCO",base.state_cl_07,base.cl
city_cl_122,"PENCAHUE",base.state_cl_07,base.cl
city_cl_123,"RÍO CLARO",base.state_cl_07,base.cl
city_cl_124,"SAN CLEMENTE",base.state_cl_07,base.cl
city_cl_125,"SAN RAFAEL",base.state_cl_07,base.cl
city_cl_126,"CAUQUENES",base.state_cl_07,base.cl
city_cl_127,"CHANCO",base.state_cl_07,base.cl
city_cl_128,"PELLUHUE",base.state_cl_07,base.cl
city_cl_129,"CURICÓ",base.state_cl_07,base.cl
city_cl_130,"HUALAÑÉ",base.state_cl_07,base.cl
city_cl_131,"LICANTÉN",base.state_cl_07,base.cl
city_cl_132,"MOLINA",base.state_cl_07,base.cl
city_cl_133,"RAUCO",base.state_cl_07,base.cl
city_cl_134,"ROMERAL",base.state_cl_07,base.cl
city_cl_135,"SAGRADA FAMILIA",base.state_cl_07,base.cl
city_cl_136,"TENO",base.state_cl_07,base.cl
city_cl_137,"VICHUQUÉN",base.state_cl_07,base.cl
city_cl_138,"LINARES",base.state_cl_07,base.cl
city_cl_139,"COLBÚN",base.state_cl_07,base.cl
city_cl_140,"LONGAVÍ",base.state_cl_07,base.cl
city_cl_141,"PARRAL",base.state_cl_07,base.cl
city_cl_142,"RETIRO",base.state_cl_07,base.cl
city_cl_143,"SAN JAVIER",base.state_cl_07,base.cl
city_cl_144,"VILLA ALEGRE",base.state_cl_07,base.cl
city_cl_145,"YERBAS BUENAS",base.state_cl_07,base.cl
city_cl_146,"CONCEPCIÓN",base.state_cl_08,base.cl
city_cl_147,"CORONEL",base.state_cl_08,base.cl
city_cl_148,"CHIGUAYANTE",base.state_cl_08,base.cl
city_cl_149,"FLORIDA",base.state_cl_08,base.cl
city_cl_150,"HUALQUI",base.state_cl_08,base.cl
city_cl_151,"LOTA",base.state_cl_08,base.cl
city_cl_152,"PENCO",base.state_cl_08,base.cl
city_cl_153,"SAN PEDRO DE LA PAZ",base.state_cl_08,base.cl
city_cl_154,"SANTA JUANA",base.state_cl_08,base.cl
city_cl_155,"TALCAHUANO",base.state_cl_08,base.cl
city_cl_156,"TOMÉ",base.state_cl_08,base.cl
city_cl_157,"HUALPÉN",base.state_cl_08,base.cl
city_cl_158,"LEBU",base.state_cl_08,base.cl
city_cl_159,"ARAUCO",base.state_cl_08,base.cl
city_cl_160,"CAÑETE",base.state_cl_08,base.cl
city_cl_161,"CONTULMO",base.state_cl_08,base.cl
city_cl_162,"CURANILAHUE",base.state_cl_08,base.cl
city_cl_163,"LOS ÁLAMOS",base.state_cl_08,base.cl
city_cl_164,"TIRÚA",base.state_cl_08,base.cl
city_cl_165,"LOS ÁNGELES",base.state_cl_08,base.cl
city_cl_166,"ANTUCO",base.state_cl_08,base.cl
city_cl_167,"CABRERO",base.state_cl_08,base.cl
city_cl_168,"LAJA",base.state_cl_08,base.cl
city_cl_169,"MULCHÉN",base.state_cl_08,base.cl
city_cl_170,"NACIMIENTO",base.state_cl_08,base.cl
city_cl_171,"NEGRETE",base.state_cl_08,base.cl
city_cl_172,"QUILACO",base.state_cl_08,base.cl
city_cl_173,"QUILLECO",base.state_cl_08,base.cl
city_cl_174,"SAN ROSENDO",base.state_cl_08,base.cl
city_cl_175,"SANTA BÁRBARA",base.state_cl_08,base.cl
city_cl_176,"TUCAPEL",base.state_cl_08,base.cl
city_cl_177,"YUMBEL",base.state_cl_08,base.cl
city_cl_178,"ALTO BIOBÍO",base.state_cl_08,base.cl
city_cl_179,"CHILLÁN",base.state_cl_16,base.cl
city_cl_180,"BULNES",base.state_cl_16,base.cl
city_cl_181,"COBQUECURA",base.state_cl_16,base.cl
city_cl_182,"COELEMU",base.state_cl_16,base.cl
city_cl_183,"COIHUECO",base.state_cl_16,base.cl
city_cl_184,"CHILLÁN VIEJO",base.state_cl_16,base.cl
city_cl_185,"EL CARMEN",base.state_cl_16,base.cl
city_cl_186,"NINHUE",base.state_cl_16,base.cl
city_cl_187,"ÑIQUÉN",base.state_cl_16,base.cl
city_cl_188,"PEMUCO",base.state_cl_16,base.cl
city_cl_189,"PINTO",base.state_cl_16,base.cl
city_cl_190,"PORTEZUELO",base.state_cl_16,base.cl
city_cl_191,"QUILLÓN",base.state_cl_16,base.cl
city_cl_192,"QUIRIHUE",base.state_cl_16,base.cl
city_cl_193,"RÁNQUIL",base.state_cl_16,base.cl
city_cl_194,"SAN CARLOS",base.state_cl_16,base.cl
city_cl_195,"SAN FABIÁN",base.state_cl_16,base.cl
city_cl_196,"SAN IGNACIO",base.state_cl_16,base.cl
city_cl_197,"SAN NICOLÁS",base.state_cl_16,base.cl
city_cl_198,"TREGUACO",base.state_cl_16,base.cl
city_cl_199,"YUNGAY",base.state_cl_16,base.cl
city_cl_200,"TEMUCO",base.state_cl_09,base.cl
city_cl_201,"CARAHUE",base.state_cl_09,base.cl
city_cl_202,"CUNCO",base.state_cl_09,base.cl
city_cl_203,"CURARREHUE",base.state_cl_09,base.cl
city_cl_204,"FREIRE",base.state_cl_09,base.cl
city_cl_205,"GALVARINO",base.state_cl_09,base.cl
city_cl_206,"GORBEA",base.state_cl_09,base.cl
city_cl_207,"LAUTARO",base.state_cl_09,base.cl
city_cl_208,"LONCOCHE",base.state_cl_09,base.cl
city_cl_209,"MELIPEUCO",base.state_cl_09,base.cl
city_cl_210,"NUEVA IMPERIAL",base.state_cl_09,base.cl
city_cl_211,"PADRE LAS CASAS",base.state_cl_09,base.cl
city_cl_212,"PERQUENCO",base.state_cl_09,base.cl
city_cl_213,"PITRUFQUÉN",base.state_cl_09,base.cl
city_cl_214,"PUCÓN",base.state_cl_09,base.cl
city_cl_215,"SAAVEDRA",base.state_cl_09,base.cl
city_cl_216,"TEODORO SCHMIDT",base.state_cl_09,base.cl
city_cl_217,"TOLTÉN",base.state_cl_09,base.cl
city_cl_218,"VILCÚN",base.state_cl_09,base.cl
city_cl_219,"VILLARRICA",base.state_cl_09,base.cl
city_cl_220,"CHOLCHOL",base.state_cl_09,base.cl
city_cl_221,"ANGOL",base.state_cl_09,base.cl
city_cl_222,"COLLIPULLI",base.state_cl_09,base.cl
city_cl_223,"CURACAUTÍN",base.state_cl_09,base.cl
city_cl_224,"ERCILLA",base.state_cl_09,base.cl
city_cl_225,"LONQUIMAY",base.state_cl_09,base.cl
city_cl_226,"LOS SAUCES",base.state_cl_09,base.cl
city_cl_227,"LUMACO",base.state_cl_09,base.cl
city_cl_228,"PURÉN",base.state_cl_09,base.cl
city_cl_229,"RENAICO",base.state_cl_09,base.cl
city_cl_230,"TRAIGUÉN",base.state_cl_09,base.cl
city_cl_231,"VICTORIA",base.state_cl_09,base.cl
city_cl_232,"VALDIVIA",base.state_cl_14,base.cl
city_cl_233,"CORRAL",base.state_cl_14,base.cl
city_cl_234,"FUTRONO",base.state_cl_14,base.cl
city_cl_235,"LA UNIÓN",base.state_cl_14,base.cl
city_cl_236,"LAGO RANCO",base.state_cl_14,base.cl
city_cl_237,"LANCO",base.state_cl_14,base.cl
city_cl_238,"LOS LAGOS",base.state_cl_14,base.cl
city_cl_239,"MÁFIL",base.state_cl_14,base.cl
city_cl_240,"MARIQUINA",base.state_cl_14,base.cl
city_cl_241,"PAILLACO",base.state_cl_14,base.cl
city_cl_242,"PANGUIPULLI",base.state_cl_14,base.cl
city_cl_243,"RÍO BUENO",base.state_cl_14,base.cl
city_cl_244,"PUERTO MONTT",base.state_cl_10,base.cl
city_cl_245,"CALBUCO",base.state_cl_10,base.cl
city_cl_246,"COCHAMÓ",base.state_cl_10,base.cl
city_cl_247,"FRESIA",base.state_cl_10,base.cl
city_cl_248,"FRUTILLAR",base.state_cl_10,base.cl
city_cl_249,"LOS MUERMOS",base.state_cl_10,base.cl
city_cl_250,"LLANQUIHUE",base.state_cl_10,base.cl
city_cl_251,"MAULLÍN",base.state_cl_10,base.cl
city_cl_252,"PUERTO VARAS",base.state_cl_10,base.cl
city_cl_253,"CASTRO",base.state_cl_10,base.cl
city_cl_254,"ANCUD",base.state_cl_10,base.cl
city_cl_255,"CHONCHI",base.state_cl_10,base.cl
city_cl_256,"CURACO DE VÉLEZ",base.state_cl_10,base.cl
city_cl_257,"DALCAHUE",base.state_cl_10,base.cl
city_cl_258,"PUQUELDÓN",base.state_cl_10,base.cl
city_cl_259,"QUEILÉN",base.state_cl_10,base.cl
city_cl_260,"QUELLÓN",base.state_cl_10,base.cl
city_cl_261,"QUEMCHI",base.state_cl_10,base.cl
city_cl_262,"QUINCHAO",base.state_cl_10,base.cl
city_cl_263,"OSORNO",base.state_cl_10,base.cl
city_cl_264,"PUERTO OCTAY",base.state_cl_10,base.cl
city_cl_265,"PURRANQUE",base.state_cl_10,base.cl
city_cl_266,"PUYEHUE",base.state_cl_10,base.cl
city_cl_267,"RÍO NEGRO",base.state_cl_10,base.cl
city_cl_268,"SAN JUAN DE LA COSTA",base.state_cl_10,base.cl
city_cl_269,"SAN PABLO",base.state_cl_10,base.cl
city_cl_270,"CHAITÉN",base.state_cl_10,base.cl
city_cl_271,"FUTALEUFÚ",base.state_cl_10,base.cl
city_cl_272,"HUALAIHUÉ",base.state_cl_10,base.cl
city_cl_273,"PALENA",base.state_cl_10,base.cl
city_cl_274,"COYHAIQUE",base.state_cl_11,base.cl
city_cl_275,"LAGO VERDE",base.state_cl_11,base.cl
city_cl_276,"AYSÉN",base.state_cl_11,base.cl
city_cl_277,"CISNES",base.state_cl_11,base.cl
city_cl_278,"GUAITECAS",base.state_cl_11,base.cl
city_cl_279,"COCHRANE",base.state_cl_11,base.cl
city_cl_280,"O'HIGGINS",base.state_cl_11,base.cl
city_cl_281,"TORTEL",base.state_cl_11,base.cl
city_cl_282,"CHILE CHICO",base.state_cl_11,base.cl
city_cl_283,"RÍO IBÁÑEZ",base.state_cl_11,base.cl
city_cl_284,"PUNTA ARENAS",base.state_cl_12,base.cl
city_cl_285,"LAGUNA BLANCA",base.state_cl_12,base.cl
city_cl_286,"RÍO VERDE",base.state_cl_12,base.cl
city_cl_287,"SAN GREGORIO",base.state_cl_12,base.cl
city_cl_288,"CABO DE HORNOS",base.state_cl_12,base.cl
city_cl_289,"ANTÁRTICA",base.state_cl_12,base.cl
city_cl_290,"PORVENIR",base.state_cl_12,base.cl
city_cl_291,"PRIMAVERA",base.state_cl_12,base.cl
city_cl_292,"TIMAUKEL",base.state_cl_12,base.cl
city_cl_293,"NATALES",base.state_cl_12,base.cl
city_cl_294,"TORRES DEL PAINE",base.state_cl_12,base.cl
city_cl_295,"SANTIAGO",base.state_cl_13,base.cl
city_cl_296,"CERRILLOS",base.state_cl_13,base.cl
city_cl_297,"CERRO NAVIA",base.state_cl_13,base.cl
city_cl_298,"CONCHALÍ",base.state_cl_13,base.cl
city_cl_299,"EL BOSQUE",base.state_cl_13,base.cl
city_cl_300,"ESTACIÓN CENTRAL",base.state_cl_13,base.cl
city_cl_301,"HUECHURABA",base.state_cl_13,base.cl
city_cl_302,"INDEPENDENCIA",base.state_cl_13,base.cl
city_cl_303,"LA CISTERNA",base.state_cl_13,base.cl
city_cl_304,"LA FLORIDA",base.state_cl_13,base.cl
city_cl_305,"LA GRANJA",base.state_cl_13,base.cl
city_cl_306,"LA PINTANA",base.state_cl_13,base.cl
city_cl_307,"LA REINA",base.state_cl_13,base.cl
city_cl_308,"LAS CONDES",base.state_cl_13,base.cl
city_cl_309,"LO BARNECHEA",base.state_cl_13,base.cl
city_cl_310,"LO ESPEJO",base.state_cl_13,base.cl
city_cl_311,"LO PRADO",base.state_cl_13,base.cl
city_cl_312,"MACUL",base.state_cl_13,base.cl
city_cl_313,"MAIPÚ",base.state_cl_13,base.cl
city_cl_314,"ÑUÑOA",base.state_cl_13,base.cl
city_cl_315,"PEDRO AGUIRRE CERDA",base.state_cl_13,base.cl
city_cl_316,"PEÑALOLÉN",base.state_cl_13,base.cl
city_cl_317,"PROVIDENCIA",base.state_cl_13,base.cl
city_cl_318,"PUDAHUEL",base.state_cl_13,base.cl
city_cl_319,"QUILICURA",base.state_cl_13,base.cl
city_cl_320,"QUINTA NORMAL",base.state_cl_13,base.cl
city_cl_321,"RECOLETA",base.state_cl_13,base.cl
city_cl_322,"RENCA",base.state_cl_13,base.cl
city_cl_323,"SAN JOAQUÍN",base.state_cl_13,base.cl
city_cl_324,"SAN MIGUEL",base.state_cl_13,base.cl
city_cl_325,"SAN RAMÓN",base.state_cl_13,base.cl
city_cl_326,"VITACURA",base.state_cl_13,base.cl
city_cl_327,"PUENTE ALTO",base.state_cl_13,base.cl
city_cl_328,"PIRQUE",base.state_cl_13,base.cl
city_cl_329,"SAN JOSÉ DE MAIPO",base.state_cl_13,base.cl
city_cl_330,"COLINA",base.state_cl_13,base.cl
city_cl_331,"LAMPA",base.state_cl_13,base.cl
city_cl_332,"TIL TIL",base.state_cl_13,base.cl
city_cl_333,"SAN BERNARDO",base.state_cl_13,base.cl
city_cl_334,"BUIN",base.state_cl_13,base.cl
city_cl_335,"CALERA DE TANGO",base.state_cl_13,base.cl
city_cl_336,"PAINE",base.state_cl_13,base.cl
city_cl_337,"MELIPILLA",base.state_cl_13,base.cl
city_cl_338,"ALHUÉ",base.state_cl_13,base.cl
city_cl_339,"CURACAVÍ",base.state_cl_13,base.cl
city_cl_340,"MARÍA PINTO",base.state_cl_13,base.cl
city_cl_341,"SAN PEDRO",base.state_cl_13,base.cl
city_cl_342,"TALAGANTE",base.state_cl_13,base.cl
city_cl_343,"EL MONTE",base.state_cl_13,base.cl
city_cl_344,"ISLA DE MAIPO",base.state_cl_13,base.cl
city_cl_345,"PADRE HURTADO",base.state_cl_13,base.cl
city_cl_346,"PEÑAFLOR",base.state_cl_13,base.cl
