"id","name","code","account_type","tag_ids","reconcile","name@lv"
"a3140","Revaluation reserve for financial instruments","3140","equity","","False","Finanšu instrumentu pārvērtēšanas rezerve"
"a3210","Funds withdrawn for private purposes","3210","liability_current","","True","Privātiem nolūkiem izņemtie līdzekļi"
"a3220","Private investment","3220","liability_current","","True","Privātie ieguldījumi"
"a3310","Statutory reserves","3310","equity","","False","Likumā noteiktās rezerves"
"a3320","Reserves for own shares or parts","3320","equity","","False","Rezerve pašu akcijām un daļām"
"a3330","Reserves specified in the company's articles of association","3330","equity","","False","Sabiedrības statūtos noteiktās rezerves"
"a3340","Reserves earmarked for development","3340","equity","","False","Rezerves, kas novirzītas attīstībai"
"a3350","Foreign currency conversion reserve","3350","equity","","False","Ārvalstu valūtu pārrēķināšanas rezerve"
"a3360","Other reserves","3360","equity","","False","Pārējās rezerves"
"a3410","Retained earnings of the reporting year","3410","equity_unaffected","","False","Pārskata gada nesadalīta peļņa"
"a3420","Retained earnings of previous years","3420","equity","","False","Iepriekšējo gadu nesadalītā peļņa"
"a4110","Savings for pensions and similar liabilities","4110","liability_non_current","","False","Uzkrājumi pensijām pielīdzinātām saistībām"
"a4210","Provisions for estimated taxes","4210","liability_non_current","","False","Uzkrājumi paredzamiem nodokļiem"
"a4310","Other savings","4310","liability_non_current","","False","Citi uzkrājumi"
"a4319","Provisions for doubtful debtors","4319","liability_non_current","","False","Uzkrājumi šaubīgiem debitoriem"
"a5110","Loans for bonds","5110","liability_non_current","","False","Aizņēmumi par obligācijām"
"a5120","Loans convertible into shares","5120","liability_non_current","","False","Akcijās pārvēršamie aizņēmumi"
"a5130","Loans with profit participation","5130","liability_non_current","","False","Aizņēmumi ar līdzdalību peļņā"
"a5140","Other loans","5140","liability_non_current","","True","Citi aizņēmumi"
"a5141","Loans from shareholders","5141","liability_non_current","","True","Aizņēmumi no dalībniekiem"
"a5150","Short-term loans from credit institutions","5150","liability_current","","False","Īstermiņa aizņēmumi no kredītiestādēm"
"a5160","Long-term loans from credit institutions","5160","liability_non_current","","False","Ilgtermiņa aizņēmumi no kredītiestādēm"
"a5170","Loans without term","5170","liability_non_current","","False","Aizņēmumi bez norādītā termiņa"
"a5210","Advances received from customers","5210","liability_current","","True","Norēķini par no pircējiem saņemtiem avansiem"
"a5299","VAT calculated and deducted","5299","liability_current","","False","Aprēķināts un atskaitīts PVN"
"a5310","Accounts payable – trade","5310","liability_payable","","True","Tekošie kreditoru parādi no saimnieciskās darbības (tirdzniecības)"
"a5319","Accrued liabilities to creditors","5319","liability_current","","False","Uzkrātas kreditoru saistības"
"a5410","Settlement of self-issued promissory notes","5410","liability_current","","False","Norēķini par pašu izdotajiem vekseļiem"
"a5510","Settlement of debts owed to subsidiaries","5510","liability_payable","","True","Norēķini par parādiem meitas uzņēmumiem"
"a5520","Settlement of debts owed to related companies","5520","liability_current","","False","Norēķini par parādiem saistītajiem uzņēmumiem"
"a5530","Settlement of debts with companies under participation agreements","5530","liability_current","","False","Norēķini par parādiem ar uzņēmumiem, saskaņā ar līgumiem par līdzdalību"
"a5540","Settlement of debts with other companies","5540","liability_current","","False","Norēķini par parādiem ar citiem uzņēmumiem"
"a5550","Settlement of debts with staff","5550","liability_current","","False","Norēķini par parādiem ar personālu"
"a5610","Wage settlements","5610","liability_current","","True","Norēķini par darba algu"
"a5611","Settlement of wage advances","5611","liability_current","","True","Norēķini par darba algas avansiem"
"a5612","Holiday allowance paid","5612","liability_current","","True","Izmaksāta atvaļinājuma nauda"
"a5613","Expenses and benefits included in salary","5613","liability_current","","True","Pie darbas algas pieskaitāmie izdevumi un gūtie labumi"
"a5619","Allowances payable","5619","liability_current","","True","Izmaksājamie pabalsti"
"a5620","Settlement of deductions from wages","5620","liability_current","","True","Norēķini par ieturējumiem no darba algas"
"a5621","Deductions imposed by bailiffs - first-order deductions","5621","liability_current","","True","Tiesas izpildītāju uzliktie ieturējumi - pirmās kārtās ieturējumi"
"a5630","Other settlements with employees","5630","liability_current","","True","Citi norēķini ar darbiniekiem"
"a5650","Settlement of payables to staff","5650","liability_current","","True","Norēķini par parādiem personālam"
"a5710","Settlement of corporate income taxes","5710","liability_current","","False","Norēķini par uzņēmuma ienākuma nodokļi (UIN)"
"a5711","Settlement of foreign corporate income taxes","5711","liability_current","","False","Norēķini par ārvalstu uzņēmuma ienākuma nodokļi"
"a5721","Settlement of value added taxes (VAT)","5721","liability_current","","False","Norēķini par pievienotās vērtības nodokļi (PVN)"
"a5722","Settlement of personal income tax","5722","liability_current","","False","Norēķini par Iedzīvotāju ienākuma nodokļi (IIN)"
"a5723","Settlement of social security contributions (SSI)","5723","liability_current","","False","Norēķini par sociālās apdrošināšanas maksājumiem (VSAOI)"
"a5724","Settlements for business risk state fees","5724","liability_current","","False","Norēķini par Valsts darba dēvēja riska nodevu (VDRN)"
"a5725","Real estate tax settlement","5725","liability_current","","False","Norēķini par nekustamā īpašuma nodokli (NIN)"
"a5726","VAT settlement for OSS goods and services","5726","liability_current","","False","Norēķini par PVN OSS precēm un pakalpojumiem"
"a5727","Natural resource tax (NRT) settlement","5727","liability_current","","False","Norēķini par dabas resursa nodokli (DRN)"
"a5728","Settlement of company car tax","5728","liability_current","","False","Norēķini par uzņēmumu vieglo transportlīdzekļu nodokli (UVTN)"
"a5729","Settlement of import duties","5729","liability_current","","False","Norēķini par Ievedmuitas nodokļi"
"a5810","Settlement for the dividends of the reporting year","5810","liability_current","","False","Norēķini par pārskata gada dividendēm"
"a5820","Settlements for unpaid dividends of previous years","5820","liability_current","","False","Norēķini par iepriekšējo gadu neizmaksātajām dividendēm"
"a5910","Deferred income","5910","liability_current","","False","Nākamo periodu ieņēmumi"
"a5920","Accrued liabilities","5920","liability_current","","False","Uzkrātās saistības"
"a5930","Derivative financial instruments","5930","liability_current","","False","Atvasinātie finanšu instrumenti"
"a6110","Sales from operating activities subject, VAT 21%","6110","income","","False","Ar PVN 21% pamatlikmi apliekamie ieņēmumi no pamatdarbības"
"a6120","Sales from operating activities subject, VAT reduced rate 12%","6120","income","","False","Ar PVN 12% samazināto likmi apliekamie pārdošanas ieņēmumi no pamatdarbības"
"a6130","Sales from operating activities subject, VAT reduced rate 5%","6130","income","","False","Ar PVN 5% samazināto likmi apliekamie pārdošanas ieņēmumi no pamatdarbības"
"a6140","Sales from operating activities,VAT 0%","6140","income","","False","Ar PVN 0 % likmi apliekamie pārdošanas ieņēmumi no pamatdarbības"
"a6210","Non-taxable sales revenues","6210","income","","False","Ar nodokļiem neapliekamie pārdošanas ieņēmumi"
"a6220","Sales revenue subject to special taxes","6220","income","","False","Ar īpašiem nodokļiem apliekamie pārdošanas ieņēmumi"
"a6310","Commission and brokerage income","6310","income","","False","Komisijas un starpniecības ieņēmumi"
"a6320","Revenues from waste processing and sale","6320","income","","False","Ieņēmumi no atkritumu pārstrādes un realizācijas"
"a6330","Revenues from the sale of containers","6330","income","","False","Ieņēmumi no taras realizācijas"
"a6340","Non-taxable income","6340","income","","False","Ar nodokļiem neapliekamie ieņēmumi"
"a6410","Discounts granted","6410","income","","False","Piešķirtās skonto atlaides"
"a6420","Bonuses granted","6420","income","","False","Piešķirtie bonusi"
"a6430","Granted rebates and other trade discounts","6430","income","","False","Piešķirtie rabati un citas tirdzniecības atlaides"
"a6510","Income from the increase in the price of securities","6510","income_other","","False","Ieņēmumi no vērtspapīru kursa paaugstināšanās"
"a6520","Income from the sale of fixed assets","6520","income_other","","False","Ieņēmumi no pamatlīdzekļu pārdošanas"
"a6530","Income from the rental of plots of land","6530","income_other","","False","Ieņēmumi no zemes gabalu iznomāšanas"
"a6540","Revenues from the sale of current assets","6540","income_other","","False","Ieņēmumi no apgrozāmo līdzekļu pārdošanas"
"a6550","Income from leasing of fixed assets","6550","income_other","","False","Ieņēmumi no pamatlīdzekļu iznomāšanas"
"a6560","Decrease in reserves and provisions transferred to revenue","6560","income_other","","False","Ieņēmumos pārskaitītais  rezervju un uzkrājumu samazinājums"
"a6570","Tax reduction of previous years","6570","income_other","","False","Iepriekšējo gadu nodokļa samazinājums"
"a6580","Additional investments and other income","6580","income_other","","False","Papildus ieguldījumi un citi ieņēmumi"
"a6590","Works performed for the company's own capital investments","6590","income_other","","False","Pašu ilgtermiņa ieguldījumiem izpildītie darbi"
"a6610","Changes in inventories and value of finished goods","6610","income_other","","False","Gatavas produkcijas krājumu un vērtības izmaiņas"
"a6620","Changes in inventories and value of work-in-progress","6620","income_other","","False","Nepabeigto ražojumu vērtības izmaiņas"
"a6630","Changes in backorder balances and value","6630","income_other","","False","Nepabeigto pasūtījumu atlikumu un vērtības izmaiņas"
"a6640","Changes in the herd value of productive and working animals","6640","income_other","","False","Produktīvo un darba dzīvnieku ganāmpulka vērtības izmaiņas"
"a6710","Revenues of other periods relating to the reporting period","6710","income_other","","False","Citu periodu ieņēmumi, kas attiecas uz pārskata periodu"
"a6910","Income from apartment management","6910","income_other","","False","Dzīvokļu saimniecības ieņēmumi"
"a6920","Utility income","6920","income_other","","False","Komunālas saimniecības ieņēmumi"
"a6930","Revenue from domestic services","6930","income_other","","False","Sadzīves pakalpojumu ieņēmumi"
"a6940","Catering revenue","6940","income_other","","False","Sabiedriskās ēdināšanas ieņēmumi"
"a6950","Income of educational institutions","6950","income_other","","False","Izglītības iestāžu ieņēmumi"
"a6960","Medical service revenue","6960","income_other","","False","Medicīniskās apkalpošanas ieņēmumi"
"a6970","Revenues of sports institutions and from culture events","6970","income_other","","False","Kultūras un sporta iestāžu un pasākumu ieņēmumi"
"a6980","Other revenues of social infrastructure institutions and events","6980","income_other","","False","Pārējie sociālās infrastruktūras iestāžu un pasākumu ieņēmumi"
"a7110","Cost of raw materials and delivery expenses","7110","expense","","False","Izejvielu un materiālu iepirkšanas un piegādes izdevumi"
"a7120","Cost of goods sold and delivery expenses","7120","expense","","False","Preču iepirkšanas un piegādes izdevumi"
"a7130","Discounts received","7130","expense","","False","Saņemtās atlaides"
"a7140","Cost of packaging","7140","expense","","False","Taras izdevumi"
"a7150","Customs and import duties","7150","expense","","False","Muitas un ievednodevas"
"a7160","Other external expenses","7160","expense","","False","Pārējie ārējie izdevumi"
"a7170","Cost of external work and services","7170","expense","","False","Samaksa par darbiem un pakalpojumiem no ārienes"
"a7180","Other material expenses (tax on the use of natural resources, stumpage money, etc.)","7180","expense","","False","Pārējie materiālie izdevumi (nodoklis par dabas resursu izmantošanu, celmu nauda u.c.)"
"a7190","Changes in inventory and value of purchased materials and goods","7190","expense","","False","Pirkto materiālu un preču krājumu un vērtības izmaiņas"
"a7210","Employee salaries","7210","expense","","False","Strādnieku algas"
"a7220","Salaries of management and administrative staff","7220","expense","","False","Pārvaldes personāla un administratīvā personāla algas"
"a7230","Salaries of employees of social infrastructure institutions and events","7230","expense","","False","Sociālās infrastruktūras iestāžu un pasākumu darbinieku algas"
"a7240","Other personnel costs","7240","expense","","False","Pārējās personāla izmaksas"
"a7310","Social tax","7310","expense","","False","Sociālais nodoklis"
"a7320","Other social costs","7320","expense","","False","Pārējās sociālās izmaksas"
"a7330","Social costs of social infrastructure facilities and activities","7330","expense","","False","Sociālās infrastruktūras iestāžu un pasākumu sociālās izmaksas"
"a7340","Business risk state fees","7340","expense","","False","Risku nodeva"
"a7410","Write-off of value of intangible assets","7410","expense","","False","Nemateriālo ieguldījumu vērtības norakstīšana"
"a7420","Depreciation of fixed assets","7420","expense","","False","Pamatlīdzekļu nolietojums"
"a7430","Regulatory stock losses","7430","expense","","False","Krājumu normatīvie zudumi"
"a7440","Accumulated depreciation on the value of current asset","7440","expense","","False","Apgrozāmo līdzekļu vērtības norakstīšana"
"a7450","Over-normal stock losses","7450","expense","","False","Krājumu virsnormatīvie zudumi"
"a7460","Stock-outs","7460","expense","","False","Krājumu iztrūkumi"
"a7470","Asset impairment charge","7470","expense","","False","Izmaksas no aktīvu vērtības samazinājuma"
"a7510","Nature conservation expenses","7510","expense","","False","Dabas aizsardzības izmaksas"
"a7520","Undepreciated value (residual value) of fixed assets excluded","7520","expense","","False","Izslēgto pamatlīdzekļu nenoamortizētā vērtība (atlikusī vērtība)"
"a7530","Fees for plots of land used in production","7530","expense","","False","Nodevas par ražošanā izmantotiem zemes gabaliem"
"a7540","Insurance payments (except employee insurance)","7540","expense","","False","Apdrošināšanas maksājumi (izņemot darbinieku apdrošināšanu)"
"a7550","Other operating expenses","7550","expense","","False","Pārējās saimnieciskās darbības izmaksas"
"a7560","Recruitment and training expenses","7560","expense","","False","Strādnieku vervēšanas un apmācības izdevumi"
"a7570","Business trip expenses","7570","expense","","False","Komandējumu izdevumi"
"a7580","Non-deductible VAT (to be included in costs)","7580","expense","","False","Neatskaitāmais PVN (iekļaujams izmaksās)"
"a7590","Real estate tax for the year under review","7590","expense","","False","Nekustamā īpašuma nodoklis par pārskata gadu"
"a7610","Costs of packaging material and containers, tare","7610","expense","","False","Iesaiņojamais materiāls, tara"
"a7620","Cost of goods transportation","7620","expense","","False","Preču transporta izmaksas"
"a7630","Insurance of goods transportation","7630","expense","","False","Preču transporta apdrošināšana"
"a7640","Commissions paid","7640","expense","","False","Samaksātās komisijas naudas"
"a7650","Other sales expenses","7650","expense","","False","Citas pārdošanas izmaksas"
"a7710","Communication expenses","7710","expense","","False","Sakaru izdevumi"
"a7720","Office expenses","7720","expense","","False","Kantora (biroja) izdevumi"
"a7730","Cost of legal services","7730","expense","","False","Juristu pakalpojumu izmaksas"
"a7740","Annual report and audit expenses","7740","expense","","False","Gada pārskata un revīzijas izdevumi"
"a7750","Expenses of cash circulation","7750","expense","","False","Naudas apgrozījuma blakus izdevumi"
"a7760","Transportation expenses for administration purposes","7760","expense","","False","Transporta izdevumi administrācijas vajadzībām"
"a7770","Other management and administration expenses","7770","expense","","False","Citi vadīšanas un administrācijas izdevumi"
"a7780","Representation expenses","7780","expense","","False","Reprezentācijas izmaksas"
"a7810","Expenses of previous periods to be included in the reporting period","7810","expense","","False","Pārskata periodā iekļaujamie iepriekšējo periodu izdevumi"
"a7910","Apartment management expenses","7910","expense","","False","Dzīvokļu saimniecības izdevumi"
"a7920","Utility expenses","7920","expense","","False","Komunālās saimniecības izdevumi"
"a7930","Household service expenses","7930","expense","","False","Sadzīves pakalpojumu izdevumi"
"a7940","Catering expenses","7940","expense","","False","Sabiedriskās ēdināšanas izdevumi"
"a7950","Expenses of educational institutions","7950","expense","","False","Izglītības iestāžu izdevumi"
"a7960","Medical service expenses","7960","expense","","False","Medicīniskās apkalpošanas izdevumi"
"a7970","Expenses of cultural and sports institutions and events","7970","expense","","False","Kultūras un sporta iestāžu un pasākumu izdevumi"
"a7980","Other social infrastructure maintenance expenses","7980","expense","","False","Pārējie sociālās infrastruktūras uzturēšanas izdevumi"
"a8110","Income from participations, securities and loans","8110","income_other","","False","Ieņēmumi no līdzdalības, vērtspapīriem un aizdevumiem"
"a8120","Other income from interest and similar income","8120","income_other","","False","Pārējie ieņēmumi no procentiem un tiem pielīdzināmi ieņēmumi"
"a8130","Bill discount income","8130","income_other","","False","Vekseļu diskonta ieņēmumi"
"a8140","Donations and other similar income","8140","income_other","","False","Ziedojumi un citi tiem pielīdzināmi ieņēmumi"
"a8150","Income from exchange rate appreciation","8150","income_other","","False","Ienākumi no valūtu kursa paaugstināšanās"
"a8160","Income from fines and contractual penalties received","8160","income_other","","False","Saņemtas soda naudas un līgumsodi"
"a8170","Profit from the sale or purchase of foreign currency","8170","income_other","","False","Peļņa no ārzemju valūtas pārdošanas vai pirkšanas"
"a8190","Other income","8190","income_other","","False","Citi ieņēmumi"
"a8199","Money difference income","8199","income_other","","False","Naudas starpības ieņēmumi"
"a8210","Write-off of the value of short-term financial investments","8210","expense","","False","Īstermiņa finanšu ieguldījumu vērtības norakstīšana"
"a8220","Interest paid and related expenses","8220","expense","","False","Samaksātie procenti un tiem pielīdzināmie izdevumi"
"a8230","Costs of promissory notes discounts","8230","expense","","False","Vekseļu diskonta izmaksas"
"a8240","Payment of interest on long-term loans","8240","expense","","False","Ilgtermiņa aizdevumu procentu samaksa"
"a8250","Losses from currency depreciation","8250","expense","","False","Zaudējumi no valūtu kursu pazemināšanas"
"a8260","Paid fines and liquidated damages","8260","expense","","False","Samaksātās soda naudas un līgumsodi"
"a8270","Losses from buying or selling foreign currency","8270","expense","","False","Zaudējumi no ārzemju valūtu pirkšanas vai pārdošanas"
"a8290","Other expenses","8290","expense","","False","Citi izdevumi"
"a8299","Money difference losses","8299","expense","","False","Naudas starpības zaudējumi"
"a8310","Extraordinary income","8310","income_other","","False","Ārkārtas ieņēmumi"
"a8410","Extraordinary expenses","8410","expense","","False","Ārkārtas izdevumi"
"a8810","Corporate income tax","8810","expense","","False","Nodoklis no peļņas(Uzņēmumu ienākuma nodoklis)"
"a8820","Tax on the exploitation of natural resources","8820","expense","","False","Nodoklis no dabas resursu izmantošanas"
"a8840","Other taxes not included in the operating expenses","8840","expense","","False","Citi saimnieciskās darbības izmaksās neiekļauti nodokļi"
