"id","name","code","account_type","tag_ids","reconcile","non_trade","name@fr","description","description@fr","tax_ids","active","asset_model_ids"
"pcg_1685","Other loans and similar debts payable - Capitalised life annuities","168500","liability_non_current","","False","","Autres emprunts et dettes assimilées - Rentes viagères capitalisées","","","","True",""
"pcg_1687","Other loans and similar debts payable - Other debts payable","168700","liability_non_current","","False","","Autres emprunts et dettes assimilées - Autres dettes","","","","True",""
"pcg_1688","Accrued interest","168800","liability_non_current","","False","","Intérêts courus","","","","True",""
"pcg_169","Debt redemption premiums","169000","asset_current","","False","","Primes de remboursement des obligations","","","","True",""
"pcg_171","Debts payable related to participating interests (group)","171000","liability_non_current","","False","","Dettes rattachées à des participations (groupe)","","","","True",""
"pcg_174","Debts payable related to participating interests (apart from group)","174000","liability_non_current","","False","","Dettes rattachées à des participations (hors groupe)","","","","True",""
"pcg_178_account","Debts payable related to joint ventures","178000","liability_non_current","","False","","Dettes rattachées à des sociétés en participation","","","","True",""
"pcg_181","Reciprocal branch accounts","181000","liability_non_current","","False","","Comptes de liaison des établissements","","","","True",""
"pcg_186","Goods and services exchanged between establishments (expenses)","186000","liability_non_current","","False","","Biens et prestations de services échangés entre établissements (charges)","","","","True",""
"pcg_187","Goods and services exchanged between establishments (income)","187000","liability_non_current","","False","","Biens et prestations de services échangés entre établissements (produits)","","","","True",""
"pcg_188","Reciprocal joint venture accounts","188000","liability_non_current","","False","","Comptes de liaison des sociétés en participation","","","","True",""
"pcg_2011","Incorporation costs","201100","asset_fixed","","False","","Frais de constitution","Expenses incurred in the process of forming and registering a new company or corporation.","Frais engagés dans le cadre du processus de création et d’enregistrement d’une nouvelle société ou corporation.","tva_purchase_imm_normale","True","asset_incorporation_and_rd_costs"
"pcg_2012","Start-up costs","201200","asset_fixed","","False","","Coûts de démarrage","Costs incurred in the initial phase of a business's operations, before it begins generating revenue.","Coûts engagés dans la phase initiale des opérations d’une entreprise, avant qu’elle ne commence à générer des revenus.","tva_purchase_imm_normale","True",""
"pcg_20121","Commercial assessment costs","201210","asset_fixed","","False","","Frais d'évaluation commerciale","Expenses related to evaluating market opportunities, customer needs, and business feasibility for commercial ventures.","Dépenses liées à l’évaluation des opportunités de marché, des besoins des clients et de la faisabilité commerciale des entreprises commerciales.","tva_purchase_imm_normale","True",""
"pcg_20122","Marketing costs","201220","asset_fixed","","False","","Coûts de marketing","Expenses related to promoting products, services, or brands to potential customers.","Dépenses liées à la promotion de produits, de services ou de marques auprès de clients potentiels.","tva_purchase_imm_normale","True",""
"pcg_2013","Capital and sundry costs","201300","asset_fixed","","False","","Coûts d'investissement et divers","Costs associated with raising additional capital and sundry transaction costs, or expenditures related to significant corporate transactions like mergers, demergers, or restructuring.","Coûts associés à la levée de capitaux supplémentaires et à divers coûts de transaction, ou dépenses liées à des transactions d'entreprise importantes telles que des fusions, des scissions ou des restructurations.","tva_purchase_imm_normale","True",""
"pcg_203","R&D Costs","203000","asset_fixed","","False","","Coûts de R&D","Expenses incurred in research and development for activities aimed at discovering new knowledge, or creating new products, processes, or services.","Dépenses engagées en recherche et développement pour des activités visant à découvrir de nouvelles connaissances ou à créer de nouveaux produits, procédés ou services.","tva_purchase_imm_normale","True","asset_incorporation_and_rd_costs"
"pcg_205","Intangible Rights","205000","asset_fixed","","False","","droits intangibles","Intangible assets representing legal rights, intellectual property, or specialized knowledge that provide economic benefits to the company, like concessions and similar rights, patents, licences, trade marks, processes, software, rights and similar assets","Actifs incorporels représentant des droits légaux, une propriété intellectuelle ou des connaissances spécialisées qui procurent des avantages économiques à l'entreprise, comme des concessions et des droits similaires, des brevets, des licences, des marques commerciales, des procédés, des logiciels, des droits et des actifs similaires","tva_purchase_imm_normale","True","asset_intangible_rights"
"pcg_206","Lease Premium","206000","asset_fixed","","False","","Prime de location","An upfront payment made to acquire a leasehold interest in a property.","Un paiement initial effectué pour acquérir un droit de bail dans une propriété.","tva_purchase_imm_normale","True","asset_lease_premium"
"pcg_207","Goodwill","207000","asset_fixed","","False","","Bonne volonté","An intangible asset representing the value of a company's brand name, solid customer base, good customer relations, good employee relations, and proprietary technology; typically arises during an acquisition.","Un actif incorporel représentant la valeur de la marque d'une entreprise, une base de clientèle solide, de bonnes relations avec les clients, de bonnes relations avec les employés et une technologie propriétaire ; apparaît généralement lors d'une acquisition.","","True","asset_goodwill"
"pcg_208","Other intangible fixed assets","208000","asset_fixed","","False","","Autres immobilisations incorporelles","A category for other long-term intangible assets not specifically listed, such as customer lists or non-compete agreements.","Une catégorie pour d’autres actifs incorporels à long terme non spécifiquement répertoriés, tels que les listes de clients ou les accords de non-concurrence.","tva_imm_normale","True","asset_other_intangible_fixed_assets"
"pcg_2111","Undeveloped Land","211100","asset_fixed","","False","","Terrain non aménagé","Land that has not been altered by construction and is typically held for future development or investment.","Terrain qui n’a pas été modifié par la construction et qui est généralement détenu pour un développement ou un investissement futur.","","True",""
"pcg_2112","Serviced Land","211200","asset_fixed","","False","","Terrain viabilisé","Land that has undergone some development, such as the installation of utilities (water, electricity, sewage), making it ready for construction.","Terrain ayant subi quelques aménagements, tels que l'installation de services publics (eau, électricité, égouts), le rendant prêt à la construction.","","True",""
"pcg_2113","Basements","211300","asset_fixed","","False","","Sous-sols","The lowest levels of a building, typically below ground level.","Les niveaux les plus bas d'un bâtiment, généralement sous le niveau du sol.","","True","asset_buildings_infrastructure_and_basements"
"pcg_2114","Mining Sites","211400","asset_fixed","","False","","Sites miniers","Land or areas specifically designated for extraction of minerals or other geological materials.","Terrains ou zones spécifiquement désignés pour l’extraction de minéraux ou d’autres matériaux géologiques.","","True",""
"pcg_2115","Developed Land","211500","asset_fixed","","False","","Terrain aménagé","Land that has been significantly altered by human activity, such as construction of buildings or infrastructure.","Terrain qui a été considérablement modifié par l’activité humaine, comme la construction de bâtiments ou d’infrastructures.","","True",""
"pcg_212","Site Development","212000","asset_fixed","","False","","Développement du site","Costs associated with preparing land for construction, including grading, excavation, and installation of basic infrastructure. (same allocation as for Account 211)","Coûts associés à la préparation du terrain pour la construction, y compris le nivellement, l'excavation et l'installation des infrastructures de base. (même répartition que pour le compte 211)","tva_imm_normale","True","asset_site_development"
"pcg_2131","Buildings","213100","asset_fixed","","False","","Bâtiments","Physical structures used for operations, administration, or other business purposes.","Structures physiques utilisées à des fins opérationnelles, administratives ou à d’autres fins commerciales.","","True","asset_buildings_infrastructure_and_basements"
"pcg_2135","Building Fixtures","213500","asset_fixed","","False","","Équipements de construction","Items attached to a building that are usually permanent and essential for its function (same allocation as for Account 2131)","Articles attachés à un bâtiment qui sont généralement permanents et essentiels à sa fonction (même affectation que pour le compte 2131)","tva_imm_normale","True","asset_building_fixtures"
"pcg_2138_account","Infrastructure","213800","asset_fixed","","False","","Infrastructure","Large-scale construction projects such as roads, bridges, public utility systems, or other foundational structures.","Projets de construction à grande échelle tels que des routes, des ponts, des systèmes de services publics ou d’autres structures de fondation.","tva_imm_normale","True","asset_buildings_infrastructure_and_basements"
"pcg_214","3rd Party Constructions","214000","asset_fixed","","False","","Constructions tierces","Buildings or structures erected on land owned by a third party, typically classified similarly to owned buildings (same allocation as for Account 213)","Bâtiments ou structures érigés sur un terrain appartenant à un tiers, généralement classés de la même manière que les bâtiments possédés (même affectation que pour le compte 213)","tva_imm_normale","True","asset_3rd_party_constructions"
"pcg_21510","Specialised complex installations","215100","asset_fixed","","False","","Installations complexes spécialisées","Highly specialized and complex installations","Installations hautement spécialisées et complexes","","True",""
"pcg_21511","Specialised complex installations on own site","215110","asset_fixed","","False","","Installations complexes spécialisées sur site propre","Highly specialized and complex installations located on the company's own premises.","Installations hautement spécialisées et complexes situées dans les locaux de l'entreprise.","tva_imm_normale","False","asset_specialized_installations"
"pcg_21514","Specialised complex installations on third-party site","215140","asset_fixed","","False","","Installations complexes spécialisées sur site tiers","Highly specialized and complex installations located on premises owned by a third party.","Installations hautement spécialisées et complexes situées dans des locaux appartenant à un tiers.","tva_imm_normale","False","asset_specialized_installations"
"pcg_21530","Installations of specific nature","215300","asset_fixed","","False","","Installations de nature spécifique","Installations with a particular purpose","Installations à vocation particulière","","True",""
"pcg_21531","Installations of specific nature on own site","215310","asset_fixed","","False","","Installations de nature spécifique sur site propre","Installations with a particular purpose located on the company's own premises.","Installations à usage particulier situées dans les locaux de l'entreprise.","tva_imm_normale","False","asset_specialized_installations"
"pcg_21534","Installations of specific nature on third-party site","215340","asset_fixed","","False","","Installations de nature spécifique sur site tiers","Installations with a particular purpose located on premises owned by a third party.","Installations à usage particulier situées dans des locaux appartenant à un tiers.","tva_imm_normale","False","asset_specialized_installations"
"pcg_2154","Plant and machinery","215400","asset_fixed","","False","","Installations et machines","Industrial equipment, machinery, and apparatus used in production or operations.","Équipements, machines et appareils industriels utilisés dans la production ou les opérations.","tva_imm_normale","True","asset_equipment_and_machinery"
"pcg_2155","Equipment and fixtures","215500","asset_fixed","","False","","Équipements et installations","Various types of equipment and fittings that are fixed or essential to a property or operation.","Différents types d’équipements et d’accessoires fixes ou essentiels à une propriété ou à une exploitation.","tva_imm_normale","True","asset_equipment_and_machinery"
"pcg_2157","Fixtures and fittings","215700","asset_fixed","","False","","Agencements et installations","Fixtures and fittings for industrial equipment, machinery, and apparatus used in production or operations.","Installations et accessoires pour équipements, machines et appareils industriels utilisés dans la production ou les opérations.","tva_imm_normale","True","asset_equipment_and_machinery"
"pcg_2181","Sundry Fixtures","218100","asset_fixed","","False","","Divers accessoires","Miscellaneous general fixtures and fittings not specific to a particular asset or type of installation.","Divers équipements et accessoires généraux non spécifiques à un bien ou à un type d'installation particulier.","tva_imm_normale","True","asset_general_fixtures_and_livestock"
"pcg_2182","Transport equipment","218200","asset_fixed","","False","","Matériel de transport","Vehicles and other equipment used for transportation purposes.","Véhicules et autres équipements utilisés à des fins de transport.","tva_imm_normale","True","asset_transport_equipment"
"pcg_2183","Office and computing equipment","218300","asset_fixed","","False","","Matériel de bureau et informatique","Equipment used in an office environment, including computers, printers, and other electronic devices.","Équipement utilisé dans un environnement de bureau, y compris les ordinateurs, les imprimantes et autres appareils électroniques.","tva_imm_normale","True","asset_office_equipment_and_packaging"
"pcg_2184","Furnishings","218400","asset_fixed","","False","","Mobilier","Furniture and other movable articles used to equip a space.","Meubles et autres objets mobiliers utilisés pour équiper un espace.","tva_imm_normale","True","asset_furnishings"
"pcg_2185","Livestock","218500","asset_fixed","","False","","Bétail","Farm animals owned by the company, typically for agricultural purposes.","Animaux de ferme appartenant à l'entreprise, généralement à des fins agricoles.","tva_imm_normale","True","asset_general_fixtures_and_livestock"
"pcg_2186","Recoverable packaging","218600","asset_fixed","","False","","Emballages récupérables","Packaging that is designed to be returned and reused.","Emballage conçu pour être retourné et réutilisé.","tva_imm_normale","True","asset_office_equipment_and_packaging"
"pcg_2187","Merger Malpractice","218700","asset_fixed","","False","","Malversations en matière de fusion","Losses or negative adjustments arising from valuation issues or irregularities related to tangible assets during a merger.","Pertes ou ajustements négatifs résultant de problèmes d’évaluation ou d’irrégularités liées aux actifs corporels lors d’une fusion.","","True",""
"pcg_22","Fixed assets in concession","220000","asset_fixed","","False","","Immobilisations en concession","Fixed assets that are used or operated under a concession agreement.","Actifs fixes utilisés ou exploités dans le cadre d’un accord de concession.","","True",""
"pcg_231_account","Tangible assets in progress","231000","asset_fixed","","False","","Immobilisations corporelles en cours","Property, plant and equipment that are currently under construction or development and not yet ready for use.","Immobilisations corporelles actuellement en construction ou en développement et qui ne sont pas encore prêtes à être utilisées.","","True",""
"pcg_232","Intangible assets in progress","232000","asset_fixed","","False","","Immobilisations incorporelles en cours","Intangible assets (like software development) that are currently under development and not yet ready for use.","Actifs incorporels (comme le développement de logiciels) qui sont actuellement en cours de développement et qui ne sont pas encore prêts à être utilisés.","","True",""
"pcg_237","Payments on intangible fixed assets","237000","asset_fixed","","False","","Paiements sur immobilisations incorporelles","Advance payments made towards the acquisition or development of intangible fixed assets.","Acomptes versés en vue de l'acquisition ou du développement d'actifs fixes incorporels.","","True",""
"pcg_238_account","Payments on orders for tangible fixed assets","238000","asset_fixed","","False","","Paiements sur commandes d'immobilisations corporelles","Advance payments made towards orders for tangible fixed assets.","Acomptes versés sur commandes d'immobilisations corporelles.","","True",""
"pcg_2611","Shares","261100","asset_fixed","","False","","Actions","Shares held in other companies with the intention of a long-term strategic investment, often giving significant influence.","Actions détenues dans d’autres sociétés dans le but d’un investissement stratégique à long terme, conférant souvent une influence significative.","","True",""
"pcg_2618","Other Securities","261800","asset_fixed","","False","","Autres titres","Various other types of financial securities held as investments.","Divers autres types de titres financiers détenus à titre d’investissement.","","True",""
"pcg_262","Equity-valued securities","262000","asset_fixed","","False","","Titres valorisés en actions","Securities valued using the equity method of accounting, typically for significant influence investments.","Titres évalués selon la méthode de la mise en équivalence, généralement pour les investissements d'influence notable.","","True",""
"pcg_266","Other participating interest","266000","asset_fixed","","False","","Autres participations","Other categories of long-term investments in entities that are not necessarily shares but provide influence.","Autres catégories d’investissements à long terme dans des entités qui ne sont pas nécessairement des actions mais qui procurent une influence.","","True",""
"pcg_2661","Trust Net Asset Rights","266100","asset_fixed","","False","","Droits sur l'actif net de la fiducie","Legal rights to the net assets of a trust.","Droits légaux sur les actifs nets d’une fiducie.","","True",""
"pcg_2670","Receivables from investments","267000","asset_fixed","","False","","Créances sur investissements","Amounts owed to the company by entities in which it holds a long-term strategic investment, arising from financial claims (e.g., loans, advances).","Montants dus à la société par les entités dans lesquelles elle détient un investissement stratégique à long terme, découlant de créances financières (par exemple, prêts, avances).","","True",""
"pcg_2671","Debts receivable related to participating interests - group","267100","asset_fixed","","False","","Créances liées aux participations - groupe","Amounts owed to the company by other entities within the same corporate group, where the company holds a participating interest.","Montants dus à la société par d’autres entités au sein du même groupe de sociétés, dans lesquelles la société détient une participation.","","False",""
"pcg_2674","Debts receivable related to participating interests - apart from group","267400","asset_fixed","","False","","Créances liées aux participations - hors groupe","Amounts owed to the company by entities outside the corporate group, where the company holds a participating interest.","Montants dus à la société par des entités extérieures au groupe de sociétés, dans lesquelles la société détient une participation.","","False",""
"pcg_2675","Payments representing non-capitalised contributions - call for funds","267500","asset_fixed","","False","","Paiements représentant des apports non capitalisés - appel de fonds","Payments made for contributions that are not capitalized, often in response to a call for funds.","Paiements effectués pour des contributions qui ne sont pas capitalisées, souvent en réponse à un appel de fonds.","","False",""
"pcg_2676","Long-term capital advances","267600","asset_fixed","","False","","Avances de capitaux à long terme","Funds advanced with a long-term repayment horizon, often to associated companies or for specific projects.","Fonds avancés avec un horizon de remboursement à long terme, souvent à des sociétés associées ou pour des projets spécifiques.","","False",""
"pcg_2677","Other debts receivable related to participating interests","267700","asset_fixed","","False","","Autres créances liées à des participations","Miscellaneous other amounts owed to the company related to its participating interests.","Divers autres montants dus à la société liés à ses participations.","","False",""
"pcg_2678","Accrued interest","267800","asset_fixed","","False","","Intérêts courus","Interest that has been earned but not yet received.","Intérêts qui ont été gagnés mais pas encore reçus.","","False",""
"pcg_2680","Debts receivable to joint ventures","268000","asset_fixed","","False","","Créances sur les coentreprises","All amounts owed to the company by joint ventures, including both principal and any accrued interest","Tous les montants dus à la société par les coentreprises, y compris le principal et les intérêts courus","","True",""
"pcg_2681","Debts receivable related to joint ventures - Principal","268100","asset_fixed","","False","","Créances liées aux coentreprises - Principal","The main amount of debts owed to the company by joint ventures.","Le montant principal des dettes dues à la société par les coentreprises.","","False",""
"pcg_2688","Debts receivable related to joint ventures - Accrued interest","268800","asset_fixed","","False","","Créances liées aux coentreprises - Intérêts courus","Interest earned but not yet received on debts owed by joint ventures.","Intérêts gagnés mais non encore perçus sur les dettes dues par les coentreprises.","","False",""
"pcg_269","Unpaid LT Equity Inst.","269000","asset_fixed","","False","","Institutions de capitaux propres à long terme non rémunérées","Portions of the purchase price of long-term equity interests that are still outstanding.","Parties du prix d’achat des participations à long terme qui sont encore en circulation.","","True",""
"pcg_2711","Shares","271100","asset_fixed","","False","","Actions","Equity instruments representing ownership in a company.","Instruments de capitaux propres représentant la propriété d’une entreprise.","","True",""
"pcg_2718","Other Securities","271800","asset_fixed","","False","","Autres titres","Various other types of financial securities held as investments.","Divers autres types de titres financiers détenus à titre d’investissement.","","True",""
"pcg_2721","Bonds","272100","asset_fixed","","False","","Obligations","Debt securities issued by entities, promising to pay interest and repay principal.","Titres de créance émis par des entités, promettant de payer des intérêts et de rembourser le principal.","","True",""
"pcg_2722","Warrants","272200","asset_fixed","","False","","mandats","Financial instruments that give the holder the right to purchase shares at a specific price.","Instruments financiers qui donnent au détenteur le droit d’acheter des actions à un prix spécifique.","","True",""
"pcg_2730","Portfolio LT investment securities","273000","asset_fixed","","False","","Portefeuille de titres d'investissement à long terme","Securities held as long-term investments within a portfolio.","Titres détenus en tant qu’investissements à long terme au sein d’un portefeuille.","","True",""
"pcg_2741","Participating Loans","274100","asset_fixed","","True","","Prêts participants","Loans that entitle the lender to a share of the borrower's profits.","Prêts qui donnent droit au prêteur à une part des bénéfices de l'emprunteur.","","True",""
"pcg_2742","Loans to Partners","274200","asset_fixed","","True","","Prêts aux partenaires","Funds loaned to partners or associated entities.","Fonds prêtés à des partenaires ou à des entités associées.","","True",""
"pcg_2743","Loans to Personnel","274300","asset_fixed","","True","","Prêts au personnel","Funds loaned to employees.","Fonds prêtés aux employés.","","True",""
"pcg_2748","Other Loans","274800","asset_fixed","","True","","Autres prêts","Various other types of loans.","Divers autres types de prêts.","","True",""
"pcg_2751","Deposits","275100","asset_fixed","","True","","Dépôts","Funds held by a third party as security or for safekeeping.","Fonds détenus par un tiers à titre de garantie ou de garde.","","True",""
"pcg_2755","Sureties","275500","asset_fixed","","True","","Cautions","Guarantees provided by the company for the obligations of a third party.","Garanties fournies par l'entreprise pour les obligations d'un tiers.","","True",""
"pcg_2761","Sundry debts receivable","276100","asset_fixed","","False","","Créances diverses","Various other amounts owed to the company not classified elsewhere.","Divers autres montants dus à la société non classés ailleurs.","","True",""
"pcg_27680","Accrued interest","276800","asset_fixed","","False","","Intérêts courus","Interest earned but not yet received on long-term debt","Intérêts gagnés mais non encore perçus sur la dette à long terme","","True",""
"pcg_27682","Accrued interest on long-term investment debt securities","276820","asset_fixed","","False","","Intérêts courus sur les titres de créance d'investissement à long terme","Interest earned but not yet received on long-term debt securities held as investments.","Intérêts gagnés mais non encore perçus sur les titres de créance à long terme détenus à titre d'investissement.","","False",""
"pcg_27684","Accrued interest on loans","276840","asset_fixed","","False","","Intérêts courus sur les prêts","Interest earned but not yet received on loans granted by the company.","Intérêts perçus mais non encore perçus sur les prêts accordés par la société.","","False",""
"pcg_27685","Accrued interest on deposits and sureties","276850","asset_fixed","","False","","Intérêts courus sur les dépôts et les cautions","Guarantees provided by the company for the obligations of a third party.","Garanties fournies par l'entreprise pour les obligations d'un tiers.","","False",""
"pcg_27688","Accrued interest on sundry debts receivable","276880","asset_fixed","","False","","Intérêts courus sur diverses créances","Various other amounts owed to the company not classified elsewhere.","Divers autres montants dus à la société non classés ailleurs.","","False",""
"pcg_2771","Own Shares","277100","asset_fixed","","False","","Actions propres","Shares of the company that have been repurchased by the company itself (treasury shares).","Actions de la société qui ont été rachetées par la société elle-même (actions propres).","","True",""
"pcg_2772","Own shares in cancellation","277200","asset_fixed","","False","","Actions propres en cas d'annulation","Shares of the company that have been repurchased by the company itself (treasury shares).","Actions de la société qui ont été rachetées par la société elle-même (actions propres).","","True",""
"pcg_278","Merger loss on financial assets","278000","asset_fixed","","False","","Perte de fusion sur actifs financiers","Losses arising from valuation issues or irregularities related to financial assets during a merger.","Pertes découlant de problèmes d’évaluation ou d’irrégularités liées aux actifs financiers lors d’une fusion.","","True",""
"pcg_279","Unpaid instalments","279000","asset_fixed","","False","","Acomptes impayés","Portions of the purchase price of long-term investment securities that are still outstanding.","Portions du prix d’achat des titres d’investissement à long terme qui sont encore en circulation.","","True",""
"pcg_2801","Establishment costs","280100","asset_fixed","","False","","Coûts d'établissement","Costs incurred in setting up a business, e.g., legal fees, initial administrative expenses (same allocation as for Account 201)","Frais engagés pour la création d'une entreprise, par exemple, frais juridiques, frais administratifs initiaux (même répartition que pour le compte 201)","","True",""
"pcg_2803","R&D Costs","280300","asset_fixed","","False","","Coûts de R&D","Research and development expenses incurred for activities aimed at discovering new knowledge, or creating new products, processes, or services.","Dépenses de recherche et développement engagées pour des activités visant à découvrir de nouvelles connaissances ou à créer de nouveaux produits, procédés ou services.","","True",""
"pcg_2805","Intangible Rights","280500","asset_fixed","","False","","droits intangibles","Concessions and similar rights, patents, licences, software, rights and similar assets","Concessions et droits similaires, brevets, licences, logiciels, droits et actifs similaires","","True",""
