"id","code_prefix_start","name","name@fr"
"pca_291","291","Provisions for diminution in value of tangible fixed assets (same allocation as for Account 21)","Provisions pour dépréciation des immobilisations corporelles (même affectation que pour le compte 21)"
"pca_293","293","Provisions for diminution in value of fixed assets in progress","Dépréciations des immobilisations en cours"
"pca_296","296","Impairment of participating interests and receivables from participating interests","Dépréciations des participations et créances rattachées à des participations"
"pca_297","297","Provisions for diminution in value of other financial fixed assets","Dépréciations des autres immobilisations financières"
"pca_31","31","Raw materials (and supplies)","Matières premières (et fournitures)"
"pca_32","32","Other consumables","Autres approvisionnements"
"pca_321","321","Consumable materials","Matières consommables"
"pca_322","322","Consumable supplies","Fournitures consommables"
"pca_326","326","Packaging","Emballages"
"pca_33","33","Work in progress (goods)","En cours de production de biens"
"pca_331","331","Products in progress (goods)","Produits en cours"
"pca_335","335","Works in progress","Travaux en cours"
"pca_34","34","Work in progress (services)","En cours de production de services"
"pca_341","341","Project studies in progress","Etudes en cours"
"pca_345","345","Supply of services in progress","Prestations de services en cours"
"pca_35","35","Product stocks","Stocks de produits"
"pca_351","351","Semi-finished products","Produits intermédiaires"
"pca_355","355","Finished products","Produits finis"
"pca_358","358","Residual products (or recoverable materials)","Produits résiduels (ou matières de récupération)"
"pca_37","37","Stocks of goods for resale","Stocks de marchandises"
"pca_39","39","Provisions for diminution in value of stocks and work in progress","Dépréciations des stocks et en cours"
"pca_391","391","Provisions for diminution in value of raw materials (and supplies)","Dépréciations des matières premières (et fournitures)"
"pca_392","392","Provisions for diminution in value of other consumables","Dépréciations des autres approvisionnements"
"pca_393","393","Provisions for diminution in value of work in progress (goods)","Dépréciations des en cours de production de biens"
"pca_394","394","Provisions for diminution in value of work in progress (services)","Dépréciations des en cours de production de services"
"pca_395","395","Provisions for diminution in value of product stocks","Dépréciations des stocks de produits"
"pca_397","397","Provisions for diminution in value of stocks of goods for resales","Dépréciations des stocks de marchandises"
"pca_40","40","Suppliers and related accounts","Fournisseurs et comptes rattachés"
"pca_401","401","Suppliers","Fournisseurs"
"pca_404","404","Fixed asset suppliers","Fournisseurs d'immobilisations"
"pca_408","408","Suppliers - Invoices outstanding","Fournisseurs factures non parvenues"
"pca_409","409","Suppliers in debit","Fournisseurs débiteurs"
"pca_4097","4097","Suppliers - Other debits","Fournisseurs autres avoirs"
"pca_411","411","Customers","Clients"
"pca_416_group","416","Doubtful customers","Clients douteux"
"pca_418","418","Customers - Charges not yet invoiced","Clients produits non encore facturés"
"pca_419","419","Customers in credit","Clients créditeurs"
"pca_42","42","Personnel and related accounts","Personnel et comptes rattachés"
"pca_424","424","Employee profit share","Participation des salariés aux résultats"
"pca_428","428","Personnel - Accrued charges payable and income receivable","Personnel charges à payer et produits à recevoir"
"pca_43","43","Social security and other social agencies","Sécurité sociale et autres organismes sociaux"
"pca_438","438","Social agencies - Accrued charges payable and income receivable","Organismes sociaux - charges à payer et produits à recevoir"
"pca_44","44","State and other public authorities","État et autres collectivités publiques"
"pca_441","441","State - Grants receivable","État subvention à recevoir"
"pca_442","442","State - Taxes and levies recoverable from third parties","Etat impots et taxes recouvrables sur des tiers"
"pca_443","443","Particular transactions with the state, public authorities, international bodies","Opérations particulières avec l'Etat les collectivités publiques, les organismes"
"pca_445","445","State - Turnover tax","Etat taxes sur le chiffres d'affaires"
"pca_4455","4455","Turnover tax payable","Taxes sur le chiffre d'affaires à décaisser"
"pca_4456","4456","Turnover tax deductible","Taxes sur le chiffre d'affaires déductibles"
"pca_4457","4457","Turnover tax collected by the entity","Taxes sur le chiffre d'affaires collectées par l'entreprise"
"pca_448","448","State - Accrued charges payable and income receivable","Etat charges à payer et produits à recevoir"
"pca_45","45","Group and partners/associates","Groupe et associés"
"pca_455","455","Partners - current accounts","Partenaires - comptes courants"
"pca_456","456","Partners/associates - Capital transactions","Associés opérations sur le capital"
"pca_4561","4561","Partners/associates - Company contribution accounts","Associés comptes d'appport en société"
"pca_4562","4562","Contributors - Capital called up, unpaid","Apporteurs capital appelé, non versé"
"pca_458","458","Partners/associates - Joint and Economic Interest Group transactions","Associés opérations faites en commun et en GIE"
"pca_46","46","Sundry debts receivable and payable","Débiteurs divers et créditeurs divers"
"pca_468","468","Sundry - Accrued charges payable and income receivable","Divers charges à payer et produits à recevoir"
"pca_47","47","Provisional or suspense accounts","Comptes transitoires ou d'attente"
"pca_476","476","Realisable currency exchange losses","Différence de conversion actif"
"pca_477","477","Realisable currency exchange gains","Différences de conversion passif"
"pca_48","48","Accrual accounts","Comptes de régularisation"
"pca_481","481","Charges to be allocated to more than one period","Charges à répartir sur plusieurs exercices"
"pca_488","488","Periodic allocation of charges and income","Comptes de répartition périodique des charges et des produits"
"pca_49","49","Provisions for doubtful debts","Dépréciations des comptes de tiers"
"pca_495","495","Provisions for group and partners/associates doubtful debts","Dépréciations des comptes du groupe et des associés"
"pca_496","496","Provisions for sundry doubtful debts","Dépréciations des comptes de débiteurs divers"
"pca_50","50","Short-term investment securities","Valeurs mobilières de placement"
"pca_503","503","Shares","Actions"
"pca_506","506","Bonds","Obligations"
"pca_508","508","Other short-term investment securities and similar debts receivable","Autres valeurs mobilières de placement et autres créances assimilées"
"pca_51","51","Banks, financial and similar institutions","Banques, établissements financiers et assimilés"
"pca_511","511","Financial instruments for collection","Valeurs à l'encaissement"
"pca_512","512","Banks","Banques"
"pca_518","518","Accrued interest","Intérêts courus"
"pca_519","519","Current bank advances","Concours bancaires courants"
"pca_53","53","Cash on hand","Caisse"
"pca_531","531","Head office cash","Caisse siège social"
"pca_58","58","Internal transfers","Virements internes"
"pca_59","59","Provisions for diminution in value of financial assets","Dépréciations des valeurs mobilières de placement"
"pca_60","60","Purchases (except 603)","Achats (sauf 603)"
"pca_601","601","Inventory item purchases - Raw materials (and supplies)","Achats stockés matières premières (et fournitures)"
"pca_602","602","Inventory item purchases - Other consumables","Achats stockés autres approvisionnements"
"pca_6021","6021","Consumable materials","Matières consommables"
"pca_6022","6022","Consumable supplies","Fournitures consommables"
"pca_6026","6026","Packaging","Emballages"
"pca_603","603","Changes in inventories (supplies and goods)","Variations des stocks (approvisionnements et marchandises)"
"pca_606","606","Non-inventory materials and supplies","Achats non stockés de matière et fournitures"
"pca_607","607","Purchases of goods for resale","Achats de marchandises"
"pca_609","609","Purchase rebates, discounts, allowances","Rabais, remises et ristournes obtenus sur achats"
"pca_61","61","External services","Services extérieurs"
"pca_612","612","Lease instalments","Redevances de crédit bail"
"pca_615","615","Maintenance and repairs","Entretien et réparations"
"pca_616","616","Insurance premiums","Primes d'assurances"
"pca_6163","6163","Transport insurance","Assurance transport"
"pca_618","618","Sundry","Divers"
"pca_62","62","Other external services","Autres services extérieurs"
"pca_621","621","Personnel external to the entity","Personnel extérieur à l'entreprise"
"pca_622","622","Agents remuneration and fees","Rémunérations d'intermédiaires et honoraires"
""pca_623","623","Advertising, publications, public relations","Publicité, publications, relations publiques"
"pca_624","624","Transport of goods and collective personnel transport","Transports de biens et transports collectifs du personnel"
"pca_625","625","Business travel, missions and receptions","Déplacements, missions et réceptions"
"pca_627","627","Banking and similar services","Services bancaires et assimilés"
"pca_628","628","Sundry","Divers"
"pca_63","63","Taxes, levies and similar payments","Impôts, taxes et versements assimilés"
"pca_631","631","Taxes, levies and similar payments on wages and salaries (to the tax administration)","Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts)"
"pca_633","633","Taxes, levies and similar payments on wages and salaries (to otherbodies)","Impôts, taxes et versements assimilés sur rémunérations (autres organismes)"
"pca_635","635","Other taxes, levies and similar payments (to the tax administration)","Autres impôts, taxes et versements assimilés (administrations des impôts)"
"pca_6351","6351","Direct taxes (except income tax)","Impôts directs (sauf impôts sur les bénéfices)"
"pca_6354","6354","Registration and stamp duties","Droits d'enregistrement et de timbre"
"pca_637","637","Other taxes, levies and similar payments (to other bodies)","Autres impôts, taxes et versements assimilés (autres organismes)"
"pca_64","64","Personnel costs","Charges de personnel"
"pca_641","641","Personnel wages and salaries","Rémunérations du personnel"
"pca_645","645","Social security and provident fund contributions","Charges de sécurité sociale et de prévoyance"
"pca_647","647","Other welfare costs","Autres charges sociales"
"pca_65","65","Other current operating charges","Autres charges de gestion courante"
"pca_651","651","Royalties and licence fees for concessions, patents,licences, trade marks, processes, software, rights and similar assets","Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs simulaires"
"pca_654","654","Bad debts written off","Pertes sur créances irrécouvrables"
"pca_655","655","Share of joint venture profit or loss","Quote part de résultat sur opérations faites en commun"
"pca_66","66","Financial charges","Charges financières"
"pca_661","661","Interest charges","Charges d'intérêts"
"pca_6611","6611","Loan and debt interest","Intérêts des emprunts et dettes"
"pca_6618","6618","Interest on other debts payable","Intérêts des autres dettes"
"pca_67","67","Extraordinary charges","Charges exceptionnelles"
"pca_671","671","Extraordinary charges on operating transactions","Charges exceptionnelles sur opérations de gestion"
"pca_674","674","Transactions for the establishment or liquidation of trusts","Opérations de constitution ou liquidation des fiducies"
"pca_675","675","Book values of realised assets","Valeurs comptables des éléments d'actifs cédés"
"pca_678","678","Other extraordinary charges","Autres charges exceptionnelles"
"pca_68","68","Appropriations to depreciation and provisions","Dotations aux amortissements, aux dépréciations et aux provisions"
"pca_681","681","Appropriations to depreciation and provisions - Operating charges","Dotations aux amortissements, aux dépréciations et aux provisions"
"pca_6816","6816","Impairment of intangible and tangible assets","Dotations pour dépréciations des immobilisations incorporelles et corporelles"
"pca_6817","6817","Appropriations to provisions for diminution in value of current assets","Dotations pour dépréciations des actifs circulants"
"pca_686","686","Appropriations to depreciation and provisions - Financial charges","Dotations aux amortissements, aux dépréciations et aux provisions"
"pca_6866","6866","Appropriations to provisions for diminution in value of financial components","Dotations pour dépréciations des éléments financiers"
"pca_687","687","Appropriations to depreciation and provisions - Extraordinarcharges","Dotations aux amortissements, aux dépréciations et aux provisions"
"pca_6872","6872","Appropriations to tax-regulated provisions (fixed assets)","Dotations aux provisions réglementées (immobilisations)"
"pca_689","689","Transfers to dedicated funds","Reports en fonds dédiés"
"pca_69","69","Employee profit share - Income and similar taxes","Participation des salariés impots sur les bénéfices et assimilés"
"pca_695","695","Income tax","Impôts sur les bénéfices"
"pca_698","698","Group tax","Intégration fiscale"
"pca_70","70","Sales of manufactured products, services, goods for resale","Ventes de produits fabriqués, prestations de services, marchandises"
"pca_701","701","Sales of finished products","Ventes de produits finis"
"pca_704","704","Works","Travaux"
""pca_707","707","Sales of goods for resale","Ventes de marchandises"
"pca_708","708","Income from related activities","Produits des activités annexes"
"pca_709","709","Sales rebates, discounts, allowances granted by the entity","Rabais, remises et ristournes accordés par l'entreprise"
"pca_71","71","Change in stocks of finished products and work in progress","Production stockée (ou déstockage)"
"pca_713","713","Change in stocks (work in progress, products)","Variation des stocks (en cours de production, produits)"
"pca_7133","7133","Change in work in progress (goods)","Variation des en cours de production de biens"
"pca_7134","7134","Change in work in progress (services)","Variation des en cours de production de services"
"pca_7135","7135","Change in product stocks","Variation des stocks de produits"
"pca_72","72","Own work capitalised","Production immobilisée"
"pca_74_group","74","Operating grants","Subventions d'exploitation"
"pca_75","75","Other current operating income","Autres produits de gestion courante"
"pca_751","751","Royalties and licence fees for concessions, patents, licences, trade marks, processes, software, rights and similar assets","Redevances et droits de licence pour concessions, brevets, licences, marques, procédés, logiciels, droits et actifs similaires"
"pca_753","753","Founders' payments or endowment consumption","Versements des fondateurs ou consommation de la dotation"
"pca_754","754","Resources linked to public generosity","Ressources liées à la générosité du public"
"pca_7541","7541","Manual donations","Dons manuels"
"pca_755","755","Financial contributions","Contributions financières"
"pca_756","756","Membership fees","Cotisations"
"pca_76","76","Financial income","Produits financiers"
"pca_761","761","Income from participating interests","Produits de participations"
"pca_762","762","Income from other financial fixed assets","Produits des autres immobilisations financières"
"pca_763","763","Income from other debts receivable","Revenus des autres créances"
"pca_77","77","Extraordinary income","Produits exceptionnels"
"pca_771","771","Extraordinary income on operating transactions","Produits exceptionnels sur opérations de gestion"
"pca_774","774","Transactions for the establishment or liquidation of trusts","Opérations de constitution ou liquidation des fiducies"
"pca_775","775","Income from asset realisation","Produits des cessions d'éléments d'actifs"
"pca_778","778","Other extraordinary income","Autres produits exceptionnels"
"pca_78","78","Depreciation and provisions written back","Reprises sur amortissements, dépréciations et provisions"
"pca_781","781","Depreciation and provisions written back (to be enteredin operating income)","Reprises sur amortissements des immobilisations dépréciations et provisions (à inscrire dans les produits d'exploitation)"
"pca_7816","7816","Reversals of impairment of intangible and tangible fixed assets","Reprises sur dépréciations des immobilisations incorporelles et corporelles"
"pca_786","786","Provisions for liabilities written back (to be entered in financiaincome)","Reprises sur provisions pour risques et dépréciations (à inscrire dans les produits financiers)"
"pca_7866","7866","Provisions for diminution in value of financial components written back","Reprises sur dépréciations des éléments financiers"
"pca_787","787","Provisions written back (to be entered in extraordinary income)","Reprises sur provisions et dépréciations (à inscrire dans les produits exceptionnels)"
"pca_7872","7872","Reprises sur provisions réglementées (immobilisations)","Reprises sur provisions réglementées (immobilisations)"
"pca_789","789","Use of carried forward funds and dedicated funds","Utilisations de fonds reportés et de fonds dédiés"
"pca_79","79","Charges transferred","Transferts de charges"
"pca_8","8","Special accounts","Comptes spéciaux"
"pca_86","86","Uses of voluntary contributions in kind","Emplois des contributions volontaires en nature"
"pca_87","87","Voluntary contributions in kind","Contributions volontaires en nature"
