"id","name","code","account_type","tag_ids","reconcile","non_trade","name@fr"
"pcg_393_account","Provisions for diminution in value of work in progress (goods)","393000","asset_current","","False","","Dépréciations des en cours de production de biens"
"pcg_394_account","Provisions for diminution in value of work in progress (services)","394000","asset_current","","False","","Dépréciations des en cours de production de services"
"pcg_395_account","Provisions for diminution in value of product stocks","395000","asset_current","","False","","Dépréciations des stocks de produits"
"pcg_397_account","Provisions for diminution in value of stocks of goods for resales","397000","asset_current","","False","","Dépréciations des stocks de marchandises"
"pcg_422","Social and Economic Committee","422000","liability_current","","True","","Comité social et économique"
"pcg_439","Social security - Accrued income","439000","asset_current","","True","","Organismes sociaux - Produits à recevoir"
"pcg_441_account","State - Subsidies and grants receivable","441000","asset_current","","True","","État - Subventions et aides à recevoir"
"pcg_4421","Withholding tax (Income tax)","442100","liability_current","","True","","Prélèvements à la source (Impôt sur le revenu)"
"pcg_4422","Non-liberating flat-rate deductions","442200","liability_current","","True","","Prélèvements forfaitaires non libératoires"
"pcg_4423","Deductions and withholdings on distributions","442300","liability_current","","True","","Retenues et prélèvements sur les distributions"
"pcg_44563","VAT transferred by other entities","445630","asset_current","","True","","TVA transférée par d'autres entités"
"pcg_4481","State - Accrued charges payable","448100","liability_current","","True","","État - Charges à payer"
"pcg_44811","Tax on holiday pay","448110","liability_current","","True","","Charges fiscales sur congés à payer"
"pcg_4412","Accrued expenses","448120","asset_current","","True","","Charges à payer"
"pcg_4482","State - Accrued income receivable","448200","asset_current","","True","","État - Produits à recevoir"
"pcg_467","Other accounts receivable and accrued income","467000","liability_current","","True","","Divers comptes débiteurs et produits à recevoir"
"pcg_468_account","Other accounts payable and accrued liabilities","468000","liability_current","","False","","Divers comptes créditeurs et charges à payer"
"pcg_4741","Valuation differences on forward financial instruments - Assets","474100","asset_current","","True","","Différences d'évaluation sur instruments financiers à terme - Actif"
"pcg_4742","Valuation difference on tokens held - Assets","474200","asset_current","","True","","Différences d'évaluation sur jetons détenus - Actif"
"pcg_4746","Valuation differences of tokens on liabilities - Assets","474600","asset_current","","True","","Différences d’évaluation de jetons sur des passifs - Actif"
"pcg_4751","Valuation differences on forward financial instruments - Liabilities","475100","liability_current","","True","","Différences d'évaluation sur instruments financiers à terme - Passif"
"pcg_4752","Valuation differences on tokens held - Liabilities","475200","liability_current","","True","","Différences d'évaluation sur jetons détenus - Passif"
"pcg_4756","Valuation differences of tokens on liabilities - Liabilities","475600","liability_current","","True","","Différences d’évaluation de jetons sur des passifs - Passif"
"pcg_4761","Decrease in receivables","476100","asset_current","","True","","Diminution des créances"
"pcg_4762","Increase in liabilities","476200","asset_current","","True","","Augmentation des dettes"
"pcg_4768","Differences offset by currency hedging","476800","asset_current","","True","","Différences compensées par couverture de change"
"pcg_4771","Increase in receivables","477100","liability_current","","True","","Augmentation des créances"
"pcg_4772","Decrease in liabilities","477200","liability_current","","True","","Diminution des dettes"
"pcg_4778","Differences offset by currency hedging","477800","liability_current","","True","","Différences compensées par couverture de change"
"pcg_4781","Merger loss on current assets","478100","liability_current","","False","","Mali de fusion sur actif circulant"
"pcg_481_account","Debt issuance costs","481000","asset_current","","True","","Frais d’émission des emprunts"
"pcg_5111","Outstanding coupons for collection","511100","asset_cash","","False","","Coupons échus à l'encaissement"
"pcg_5113","Bills for collection","511300","asset_cash","","False","","Effets à l'encaissement"
"pcg_5114","Bills for discount","511400","asset_cash","","False","","Effets à l'escompte"
"pcg_5121","Banks - Accounts in euros","512100","asset_cash","","False","","Comptes en euros"
"pcg_52","Financial futures instruments and tokens held","520000","asset_cash","","False","","Instruments financiers à terme et jetons détenus"
"pcg_53_account","Cashier","530000","asset_cash","","False","","Caisse"
"pcg_58_account","Internal transfers","580000","asset_cash","","False","","Virements internes"
"pcg_601_account","Inventory item purchases - Raw materials and supplies","601000","expense","account.account_tag_operating","False","","Achats stockés - Matières premières et fournitures"
"pcg_6021_account","Inventory item purchases - Consumable Materials","602100","expense","account.account_tag_operating","False","","Achats stockés - Matières consommables"
"pcg_60262","Inventory item purchases - Packaging waste","602620","expense","account.account_tag_operating","False","","Achats stockés - Malis sur emballages"
"pcg_6238","Miscellaneous (tips, regular donations)","623800","expense","account.account_tag_operating","False","","Divers (pourboires, dons courants)"
"pcg_6333","Employers' contribution to professional training","633300","expense","account.account_tag_operating","False","","Contribution unique des employeurs à la formation professionnelle"
"pcg_638","Tax reminder (other than income tax)","638000","expense","account.account_tag_operating","False","","Rappel d’impôts (autres qu’impôts sur les bénéfices)"
"pcg_6454","Contributions to Pôle emploi","645400","expense","account.account_tag_operating","False","","Cotisations à Pôle emploi"
"pcg_6472","Payments to the social and economic committee","647200","expense","account.account_tag_operating","False","","Versements au comité social et économique"
"pcg_649","Reimbursement of staff costs (if staff costs are reimbursed)","649000","expense","account.account_tag_operating","False","","Remboursements de charges de personnel (si rembourement de personnel)"
"pcg_653","Directors‘ and executive officers’ remuneration","653000","expense","account.account_tag_operating","False","","Rémunérations de l’activité des administrateurs et des gérants"
"pcg_657","Book value of intangible assets and property, plant and equipment sold","657000","expense","account.account_tag_investing","False","","Valeurs comptables des immobilisations incorporelles et corporelles cédées"
"pcg_6581","Contract penalties (and discounts paid on purchases and sales)","658100","expense","account.account_tag_operating","False","","Pénalités sur marchés (et dédits payés sur achats et ventes)"
"pcg_6582","Penalties, tax and criminal fines","658200","expense","account.account_tag_operating","False","","Pénalités, amendes fiscales et pénales"
"pcg_6583","Losses resulting from indexation clauses","658300","expense","account.account_tag_operating","False","","Malis provenant de clauses d'indexation"
"pcg_6584","Lots","658400","expense","account.account_tag_operating","False","","Lots"
"pcg_6588","Setting up or winding up trusts","658800","expense","","False","","Opérations de constitution ou liquidation des fiducies"
"pcg_6671","Book value of financial assets sold","667100","expense","account.account_tag_financing","False","","Valeurs comptables des immobilisations financières cédées"
"pcg_6672","Net expenses on disposals of portfolio securities","667200","expense","account.account_tag_financing","False","","Charges nettes sur cessions de titres immobilisés de l’activité de portefeuille"
"pcg_6673","Net expenses on disposals of marketable securities","667300","expense","account.account_tag_financing","False","","Charges nettes sur cessions de valeurs mobilières de placement"
"pcg_6674","Net expenses on disposal of tokens","667400","expense","account.account_tag_financing","False","","Charges nettes sur cessions de jetons"
"pcg_6683","Losses arising from the repurchase by the entity of shares and bonds issued by itself","668300","expense","account.account_tag_investing","False","","Mali provenant du rachat par l’entité d’actions et obligations émises par elle-même"
"pcg_669","Transfers of financial expenses","669000","expense","account.account_tag_financing","False","","Transferts de charges financières"
"pcg_678_account","Other exceptional expenses","678000","expense","account.account_tag_investing","False","","Autres charges exceptionnelles"
"pcg_6811","Amortisation of intangible and tangible fixed assets","681100","expense","","False","","Dotations aux amortissements sur immobilisations incorporelles et corporelles"
"pcg_68111","Intangible fixed assets and formation expenses","681110","expense","account.account_tag_operating","False","","Immobilisations incorporelles et frais d’établissement"
"pcg_6862","Depreciation of loan issue expenses","686200","expense","account.account_tag_operating","False","","Dotations aux amortissements des frais d'émission des emprunts"
"pcg_701_account","Sales of finished products","701000","income","account.account_tag_operating","False","","Ventes de produits finis"
"pcg_704_account","Works","704000","income","account.account_tag_operating","False","","Travaux"
"pcg_741","Operating subsidies","741000","income","account.account_tag_operating","False","","Subventions d’exploitation"
"pcg_742","Balancing subsidies","742000","income","account.account_tag_investing","False","","Subventions d’équilibre"
"pcg_747","Share of investment grants transferred to profit or loss for the year","747000","income","account.account_tag_investing","False","","Quote-part des subventions d’investissement virée au résultat de l’exercice"
"pcg_753","Remuneration of directors and executive managers","753000","income","account.account_tag_operating","False","","Rémunérations de l’activité des administrateurs et des gérants"
"pcg_754","Rebates from cooperatives (resulting from surpluses)","754000","income","account.account_tag_operating","False","","Ristournes perçues des coopératives (provenant des excédents)"
"pcg_7551","Share of loss transferred (accounts of the managing entity)","755100","income","","False","","Quote-part de perte transférée (comptabilité du gérant)"
"pcg_757","Proceeds from disposals of property, plant and equipment and intangible assets","757000","income","account.account_tag_investing","False","","Produits des cessions d’immobilisations incorporelles et corporelles"
"pcg_758","Compensation and other income","758000","income","account.account_tag_operating","False","","Indemnités et autres produits"
"pcg_7581","Deductions and penalties on purchases and sales","758100","income","account.account_tag_operating","False","","Dédits et pénalités perçus sur achats et ventes"
"pcg_7582","Donations received","758200","income","account.account_tag_operating","False","","Libéralités reçues"
"pcg_7583","Receipts on amortised receivables","758300","income","account.account_tag_operating","False","",""
"pcg_7584","Tax relief other than income tax","758400","income","account.account_tag_operating","False","","Dégrèvements d’impôts autres qu’impôts sur les bénéfices"
"pcg_7585","Bonuses from indexation clauses","758500","income","account.account_tag_operating","False","","Bonis provenant de clauses d’indexation"
"pcg_7586","Lots","758600","income","account.account_tag_operating","False","","Lots"
"pcg_7587","Insurance indemnities (if relating to insurance indemnities)","758700","income","account.account_tag_operating","False","","Indemnités d’assurance (si relatif à des indemnités d'assurance)"
"pcg_7588","Setting up or liquidation of trusts","758800","income","","False","","Opérations de constitution ou liquidation des fiducies"
"pcg_7671","Income from disposals of financial assets","767100","income","account.account_tag_investing","False","","Produits des cessions d’immobilisations financières"
"pcg_7672","Net income from disposals of portfolio securities","767200","income","account.account_tag_investing","False","","Produits nets sur cessions de titres immobilisés de l’activité de portefeuille"
"pcg_7673","Net proceeds from disposals of marketable securities","767300","income","account.account_tag_financing","False","","Produits nets sur cessions de valeurs mobilières de placement"
"pcg_7674","Net income on disposal of tokens","767400","income","account.account_tag_financing","False","","Produits nets sur cessions de jetons"
"pcg_7683","Bonuses arising from the repurchase by the company of shares and bonds issued by itself","768300","income","account.account_tag_investing","False","","Bonis provenant du rachat par l’entreprise d’actions et d’obligations émises par elle-même"
"pcg_778_account","Other extraordinary income","778000","income","account.account_tag_investing","False","","Autres produits exceptionnels"
"pcg_7811","Reversals of amortisation of intangible assets and property, plant and equipment","781100","income","","False","","Reprises sur amortissements des immobilisations incorporelles et corporelles"
"pcg_7816","Provisions for diminution in value of intangible and tangible fixed assets written back","781600","income","","False","","Reprises sur dépréciations des immobilisations incorporelles et corporelles"
