"id","name","code","account_type","tag_ids","reconcile","name@fr"
"pca_1314","Equipment grants - Municipalities","131400","equity","","False","Subventions d'équipement - Communes"
"pca_1315","Equipment grants - Public authorities","131500","equity","","False","Subventions d'équipement - Collectivités publiques"
"pca_1316","Equipment grants - Public enterprises","131600","equity","","False","Subventions d'équipement - Entreprises publiques"
"pca_1317","Equipment grants - Enterprises and private bodies","131700","equity","","False","Subventions d'équipement - Entreprises et organismes privés"
"pca_1318","Equipment grants - Other","131800","equity","","False","Subventions d'équipement - Autres"
"pca_138","Other investment grants (same allocation as for Account 131)","138000","equity","","False","Autres subventions d'investissement (même ventilation que celle du compte 131)"
"pca_13911","Investment grants credited to the profit and loss account - State","139110","equity","","False","Subventions d'équipement inscrites au compte de résultat - État"
"pca_13912","Investment grants credited to the profit and loss account - Regions","139120","equity","","False","Subventions d'équipement inscrites au compte de résultat - Régions"
"pca_13913","Investment grants credited to the profit and loss account - Departments","139130","equity","","False","Subventions d'équipement inscrites au compte de résultat - Départements"
"pca_13914","Investment grants credited to the profit and loss account - Municipalities","139140","equity","","False","Subventions d'équipement inscrites au compte de résultat - Communes"
"pca_13915","Investment grants credited to the profit and loss account - Public authorities","139150","equity","","False","Subventions d'équipement inscrites au compte de résultat - Collectivités publiques"
"pca_13916","Investment grants credited to the profit and loss account - Public enterprises","139160","equity","","False","Subventions d'équipement inscrites au compte de résultat - Entreprises publiques"
"pca_13917","Investment grants credited to the profit and loss account - Enterprises and private bodies","139170","equity","","False","Subventions d'équipement inscrites au compte de résultat - Entreprises et organismes privés"
"pca_13918","Investment grants credited to the profit and loss account - Other","139180","equity","","False","Subventions d'équipement inscrites au compte de résultat - Autres"
"pca_1398","Other investment grants (same location as for Account 1391)","139800","equity","","False","Autres subventions d'investissement (même ventilation que celle du compte 1391)"
"pca_1423","Provisions for reconstitution of mining and petroleum deposits","142300","liability_non_current","","False","Provisions reconstitution des gisements miniers et pétroliers"
"pca_1424","Provisions for investment (employee profit share)","142400","liability_non_current","","False","Provisions pour investissement (participation des salariés)"
"pca_1431","Regulated provisions for inventories - Price increase","143100","liability_non_current","","False","Provisions réglementées relatives aux stocks - Hausse de prix"
"pca_1432","Regulated provisions for inventories - Exchange rate fluctuations","143200","liability_non_current","","False","Provisions réglementées relatives aux stocks - Fluctuation des cours"
"pca_144","Tax-regulated provisions relating to other asset components","144000","liability_non_current","","False","Provisions réglementées relatives aux autres éléments de l'actif"
"pca_145","Depreciation by derogation","145000","liability_non_current","","False","Amortissements dérogatoires"
"pca_146","Special revaluation provision","146000","liability_non_current","","False","Provision spéciale de réévaluation"
"pca_147","Capital gains reinvested","147000","liability_non_current","","False","Plus-values réinvesties"
"pca_148","Other tax-regulated provisions","148000","liability_non_current","","False","Autres provisions réglementées"
"pca_1511","Provisions for litigation","151100","liability_non_current","","False","Provisions pour litiges"
"pca_1512","Provisions for customer warranties","151200","liability_non_current","","False","Provisions pour garanties données aux clients"
"pca_1513","Provisions for losses on futures","151300","liability_non_current","","False","Provisions pour pertes sur marchés à terme"
"pca_1514","Provisions for fines and penalties","151400","liability_non_current","","False","Provisions pour amendes et pénalités"
"pca_1515","Provisions for foreign exchange losses","151500","liability_non_current","","False","Provisions pour pertes de change"
"pca_1516","Provisions for losses on contracts","151600","liability_non_current","","False","Provisions pour pertes sur contrats"
"pca_1518","Other provisions for liabilities","151800","liability_non_current","","False","Autres provisions pour risques"
"pca_152","Provisions for expenses on legacies or donations","152000","equity","","False","Provisions pour charges sur legs ou donations"
"pca_153","Provisions for pensions and similar obligations","153000","liability_non_current","","False","Provisions pour pensions et obligations similaires"
"pca_154","Provisions for restructuring","154000","liability_non_current","","False","Provisions pour restructurations"
"pca_155","Provisions for taxation","155000","liability_non_current","","False","Provisions pour impôts"
"pca_156","Provisions for fixed asset renewal (concession entities)","156000","liability_non_current","","False","Provisions pour renouvellement des immobilisations (entreprises concessionnaires)"
"pca_157","Provisions for deferred charges","157000","liability_non_current","","False","Provisions pour charges à répartir sur plusieurs exercices"
"pca_1572","Provisions for expenses to be spread over several years - Major maintenance or overhauls","157200","liability_non_current","","False","Provisions pour charges à répartir sur plusieurs exercices - Gros entretien ou grandes révisions"
"pca_1581","Provisions for remediation","158100","liability_non_current","","False","Provisions pour remises en état"
"pca_161","Convertible debenture loans","161000","liability_non_current","","False","Emprunts obligataires convertibles"
"pca_162","Bonds representing net liabilities given in trust","162000","liability_non_current","","False","Obligations représentatives de passifs nets remis en fiducie"
"pca_1631","Associate securities and similar","163100","equity","","False","Titres associatifs et assimilés"
"pca_164","Loans from credit institutions","164000","liability_non_current","","False","Emprunts auprès des établissements de crédit"
"pca_1651","Deposits","165100","liability_non_current","","False","Dépôts"
"pca_1655","Sureties","165500","liability_non_current","","False","Cautionnements"
"pca_1661","Employee profit sharing - Blocked accounts","166100","liability_non_current","","False","Participation des salariés aux résultats - Comptes bloqués"
"pca_1662","Employee profit sharing - Profit share funds","166200","liability_non_current","","False","Participation des salariés aux résultats - Fonds de participation"
"pca_1671","Loans and debts with special conditions - Issues of non-voting shares","167100","liability_non_current","","False","Emprunts et dettes assortis de conditions particulières - Emissions de titres participatifs"
"pca_1674","Loans and debts with special conditions - Advances by the state subject to conditions","167400","liability_non_current","","False","Emprunts et dettes assortis de conditions particulières - Avances conditionnées de l'État"
"pca_1675","Loans and debts with special conditions - Participating loans","167500","liability_non_current","","False","Prêts participatifs"
"pca_1681","Other loans and similar debts payable - Other loans","168100","liability_non_current","","False","Autres emprunts et dettes assimilées - Autres emprunts"
"pca_1685","Other loans and similar debts payable - Capitalised life annuities","168500","liability_non_current","","False","Autres emprunts et dettes assimilées - Rentes viagères capitalisées"
"pca_1687","Other loans and similar debts payable - Other debts payable","168700","liability_non_current","","False","Autres emprunts et dettes assimilées - Autres dettes"
"pca_1688","Accrued interest","168800","liability_non_current","","False","Intérêts courus"
"pca_16881","Accrued interest on convertible debenture loans","168810","liability_non_current","","False","Intérêts courus sur emprunts obligataires convertibles"
"pca_16883","Accrued interest on other debenture loans","168830","liability_non_current","","False","Intérêts courus sur autres emprunts obligataires"
"pca_16884","Accrued interest on loans from credit institutions","168840","liability_non_current","","False","Intérêts courus sur emprunts auprès des établissements de crédit"
"pca_16885","Accrued interest on deposits and sureties received","168850","liability_non_current","","False","Intérêts courus sur dépôts et cautionnements reçus"
"pca_16886","Accrued interest on employee profit share","168860","liability_non_current","","False","Intérêts courus sur participation des salariés aux résultats"
"pca_16887","Accrued interest on loans and debts payable subject to particular conditions","168870","liability_non_current","","False","Intérêts courus sur emprunts et dettes assortis de conditions particulières"
"pca_16888","Accrued interest on other loans and similar debts payable","168880","liability_non_current","","False","Intérêts courus sur autres emprunts et dettes assimilées"
"pca_169","Debt redemption premiums","169000","asset_current","","False","Primes de remboursement des obligations"
"pca_171","Debts payable related to participating interests (group)","171000","liability_non_current","","False","Dettes rattachées à des participations (groupe)"
"pca_174","Debts payable related to participating interests (apart from group)","174000","liability_non_current","","False","Dettes rattachées à des participations (hors groupe)"
"pca_1781","Debts payable related to joint ventures - Principal","178100","liability_non_current","","False","Dettes rattachées à des sociétés en participation - Principal"
"pca_1788","Debts payable related to joint ventures - Accrued interest","178800","liability_non_current","","False","Dettes rattachées à des sociétés en participation - Intérêts courus"
"pca_181","Reciprocal branch accounts","181000","liability_non_current","","False","Comptes de liaison des établissements"
"pca_186","Goods and services exchanged between establishments (expenses)","186000","liability_non_current","","False","Biens et prestations de services échangés entre établissements (charges)"
"pca_187","Goods and services exchanged between establishments (income)","187000","liability_non_current","","False","Biens et prestations de services échangés entre établissements (produits)"
"pca_188","Reciprocal joint venture accounts","188000","liability_non_current","","False","Comptes de liaison des sociétés en participation"
"pca_1911","Legacies or donations","191100","equity","","False","Legs ou donations"
"pca_1912","Temporary usufruct donations","191200","equity","","False","Donations temporaires d’usufruit"
"pca_194","Dedicated funds from operating grants","194000","equity","","False","Fonds dédiés sur subventions d’exploitation"
"pca_195","Dedicated funds from financial contributions from other organizations","195000","equity","","False","Fonds dédiés sur contributions financières d’autres organismes"
"pca_196","Dedicated funds from public generosity resources","196000","equity","","False","Fonds dédiés sur ressources liées à la générosité du public"
"pca_2011","Intangible fixed assets - Establishment costs - Incorporation costs","201100","asset_fixed","","False","Immobilisations incorporelles - Frais d'établissement - Frais de constitution"
"pca_2012","Intangible fixed assets - Establishment costs - Start-up costs","201200","asset_fixed","","False","Frais de premier établissement"
"pca_20121","Intangible fixed assets - Establishment costs - Commercial assessment costs","201210","asset_fixed","","False","Immobilisations incorporelles - Frais d'établissement - Frais de prospection"
"pca_20122","Intangible fixed assets - Establishment costs - Marketing costs","201220","asset_fixed","","False","Immobilisations incorporelles - Frais d'établissement - Frais de publicité"
"pca_2013","Intangible fixed assets - Capital increase and sundry transaction costs (mergers, demergers, restructurations)","201300","asset_fixed","","False","Immobilisations incorporelles - Frais d'augmentation de capital et d'opérations diverses (fusions, scissions, transformations)"
"pca_203","Intangible fixed assets - Research and development costs","203000","asset_fixed","","False","Immobilisations incorporelles - Frais de recherche et de développement"
"pca_204","Temporary usufruct donations","204000","equity","","False","Donations temporaires d’usufruit"
"pca_205","Intangible fixed assets - Concessions and similar rights, patents, licences, trade marks, processes, software, rights and similar assets","205000","asset_fixed","","False","Immobilisations incorporelles - Concessions et droits similaires, brevets, licences, marques, procédés, logiciels, droits et valeurs similaires"
"pca_206","Intangible fixed assets - Lease premium","206000","asset_fixed","","False","Immobilisations incorporelles - Droit au bail"
"pca_207","Intangible fixed assets - Goodwill","207000","asset_fixed","","False","Immobilisations incorporelles - Fonds commercial"
"pca_208","Other intangible fixed assets","208000","asset_fixed","","False","Dépréciations des autres immobilisations incorporelles"
"pca_2111","Intangible fixed assets - Undeveloped land","211100","asset_fixed","","False","Immobilisations corporelles - Terrains nus"
"pca_2112","Intangible fixed assets - Serviced land","211200","asset_fixed","","False","Immobilisations corporelles - Terrains aménagés"
"pca_2113","Intangible fixed assets - Basements and sub-basements","211300","asset_fixed","","False","Immobilisations corporelles - Sous-sols et sur-sols"
"pca_2114","Mining sites","211400","asset_fixed","","False","Terrains de carrières (Tréfonds)"
"pca_2115","Developed land","211500","asset_fixed","","False","Terrains bâtis"
"pca_21151","Property, plant and equipment - Built-up land - Industrial property complexes (A, B...)","211510","asset_fixed","","False","Immobilisations corporelles - Terrains bâtis - Ensembles immobiliers industriels"
"pca_21155","Property, plant and equipment - Built-up land - Administrative and commercial property complexes (A, B...)","211550","asset_fixed","","False","Immobilisations corporelles - Terrains bâtis - Ensembles immobiliers administratifs et commerciaux"
"pca_21158","Other property complexes","211580","asset_fixed","","False","Autres ensembles immobiliers"
"pca_211581","Intangible fixed assets - Property assigned to normal entity operations (A, B...)","211581","asset_fixed","","False","Immobilisations corporelles - Terrains bâtis affectés aux opérations professionnelles"
"pca_211588","Intangible fixed assets - Property assigned to other than normal entity operations (A, B...)","211588","asset_fixed","","False","Immobilisations corporelles - Terrains bâtis affectés aux opérations non professionnelles"
"pca_2116","Intangible fixed assets - Suspense account for nondepreciable fixed assets","211600","asset_fixed","","False","Immobilisations corporelles - Compte d'ordre sur immobilisations"
"pca_212","Intangible fixed assets - Site development (same allocation as for Account 211)","212000","asset_fixed","","False","Immobilisations corporelles - Agencements et aménagements de terrains (même ventilation que celle du compte 211)"
"pca_2131","Buildings","213100","asset_fixed","","False","Bâtiments"
"pca_21311","Intangible fixed assets - Buildings - Industrial property complexes","213110","asset_fixed","","False","Immobilisations corporelles - Bâtiments - Ensembles immobiliers industriels"
"pca_21315","Intangible fixed assets - Buildings - Administrative and commercial property complexes","213150","asset_fixed","","False","Immobilisations corporelles - Bâtiments - Ensembles immobiliers administratifs et commerciaux"
"pca_213181","Intangible fixed assets - Property assigned to normal entity operations","213181","asset_fixed","","False","Immobilisations corporelles - Bâtiments affectés aux opérations professionnelles"
"pca_213188","Intangible fixed assets - Property assigned to other than normal entity operations","213188","asset_fixed","","False","Immobilisations corporelles - Bâtiments affectés aux opérations non professionnelles"
"pca_2135","Intangible fixed assets - Building fixtures and fittings (same allocation as for Account 2131)","213500","asset_fixed","","False","Immobilisations corporelles - Installations générales, agencements, aménagements des constructions (même ventilation que celle du compte 2131)"
"pca_21351","Industrial properties (A, B)","213510","asset_fixed","","False","Ensembles immobiliers industriels (A, B)"
"pca_21355","Administrative and commercial real estate complexes (A, B)","213550","asset_fixed","","False","Ensembles immobiliers administratifs et commerciaux (A, B)"
"pca_213581","Administrative and commercial buildings (A, B)","213581","asset_fixed","","False","Affectés aux opérations professionnelles (A, B)"
"pca_213588","Allocated to non-business operations (A, B)","213588","asset_fixed","","False","Affectés aux opérations non professionnelles (A, B)"
"pca_21381","Intangible fixed assets - Infrastructure development - Roadways","213810","asset_fixed","","False","Immobilisations corporelles - Ouvrages d'infrastructure - Voies de terre"
"pca_21382","Intangible fixed assets - Infrastructure development - Railways","213820","asset_fixed","","False","Immobilisations corporelles - Ouvrages d'infrastructure - Voies de fer"
"pca_21383","Intangible fixed assets - Infrastructure development - Water channels","213830","asset_fixed","","False","Immobilisations corporelles - Ouvrages d'infrastructure - Voies d'eau"
"pca_21384","Intangible fixed assets - Infrastructure development - Dams","213840","asset_fixed","","False","Immobilisations corporelles - Ouvrages d'infrastructure - Barrages"
"pca_21385","Intangible fixed assets - Infrastructure development - Airfields","213850","asset_fixed","","False","Immobilisations corporelles - Ouvrages d'infrastructure - Pistes d'aérodromes"
"pca_214","Intangible fixed assets - Constructions on third-party sites (same allocation as for Account 213)","214000","asset_fixed","","False","Immobilisations corporelles - Constructions sur sol d'autrui (même ventilation que celle du compte 213)"
"pca_21511","Intangible fixed assets - Specialised complex installations on own site","215110","asset_fixed","","False","Immobilisations corporelles - Installations complexes spécialisées sur sol propre"
"pca_21514","Intangible fixed assets - Specialised complex installations on third-party site","215140","asset_fixed","","False","Immobilisations corporelles - Installations complexes spécialisées sur sol d'autrui"
"pca_21531","Intangible fixed assets - Installations of specific nature on own site","215310","asset_fixed","","False","Immobilisations corporelles - Installations à caractère spécifique sur sol propre"
"pca_21534","Intangible fixed assets - Installations of specific nature on third-party site","215340","asset_fixed","","False","Immobilisations corporelles - Installations à caractère spécifique sur sol d'autrui"
"pca_2154","Intangible fixed assets - Plant and machinery","215400","asset_fixed","","False","Immobilisations corporelles - Matériels industriels"
"pca_2155","Intangible fixed assets - Equipment and fixtures","215500","asset_fixed","","False","Immobilisations corporelles - Outillage industriel"
"pca_2157","Intangible fixed assets - Fixtures and fittings for plant and machinery, equipment and fixtures","215700","asset_fixed","","False","Immobilisations corporelles - Agencements et aménagements des matériels et outillage industriels"
"pca_2181","Intangible fixed assets - Sundry general fixtures and fittings","218100","asset_fixed","","False","Immobilisations corporelles - Installations générales agencements aménagements divers"
"pca_2182","Intangible fixed assets - Transport equipment","218200","asset_fixed","","False","Immobilisations corporelles - Matériel de transport"
"pca_2183","Intangible fixed assets - Office and computing equipment","218300","asset_fixed","","False","Immobilisations corporelles - Matériel de bureau et matériel informatique"
"pca_2184","Intangible fixed assets - Furnishings","218400","asset_fixed","","False","Immobilisations corporelles - Mobilier"
"pca_2185","Intangible fixed assets - Livestock","218500","asset_fixed","","False","Immobilisations corporelles - Cheptel"
"pca_2186","Intangible fixed assets - Recoverable packaging","218600","asset_fixed","","False","Immobilisations corporelles - Emballages récupérables"
"pca_2187","Merger malpractice on tangible assets","218700","asset_fixed","","False","Mali de fusions sur actifs corporels"
"pca_22","Fixed assets in concession","220000","asset_fixed","","False","Immobilisations mises en concession"
"pca_2312","Fixed assets in progress - Land","231200","asset_fixed","","False","Immobilisations corporelles en cours - Terrains"
"pca_2313","Fixed assets in progress - Constructions","231300","asset_fixed","","False","Immobilisations corporelles en cours - Constructions"
"pca_2315","Fixed assets in progress - Technical installations, plant and machinery, equipment and fixtures","231500","asset_fixed","","False","Immobilisations corporelles en cours - Installations techniques matériel et outillage industriels"
"pca_2318","Other tangible fixed assets","231800","asset_fixed","","False","Autres immobilisations corporelles"
"pca_232","Intangible fixed assets in progress","232000","asset_fixed","","False","Dépréciations des immobilisations incorporelles en cours"
"pca_237","Payments on account on intangible fixed assets","237000","asset_fixed","","False","Avances et acomptes versés sur commandes d'immobilisations incorporelles"
"pca_2382","Payments on account on orders for tangible fixed assets - Land","238200","asset_fixed","","False","Avances et acomptes versés sur commandes d'immobilisations corporelles - Terrains"
"pca_2383","Payments on account on orders for tangible fixed assets - Constructions","238300","asset_fixed","","False","Avances et acomptes versés sur commandes d'immobilisations corporelles - Constructions"
"pca_2385","Payments on account on orders for tangible fixed assets - Technical installations, plant and machinery, equipment and fixtures","238500","asset_fixed","","False","Avances et acomptes versés sur commandes d'immobilisations corporelles - Installations techniques matériel et outillage industriels"
"pca_2388","Payments on account on orders for tangible fixed assets - Other tangible fixed assets","238800","asset_fixed","","False","Avances et acomptes versés sur commandes d'immobilisations corporelles - Autres immobilisations corporelles"
"pca_24","Assets received through legacies or donations intended for sale","240000","equity","","False","Biens reçus par legs ou donations destinés à être cédés"
"pca_25","Shares in and receivables due from affiliated entities","250000","asset_fixed","","False","Parts dans des entreprises liées et créances sur des entreprises liées"
"pca_2611","Long-term equity interests - Shares","261100","asset_fixed","","False","Titres de participation - Actions"
"pca_2618","Other securities","261800","asset_fixed","","False","Autres valeurs mobilières de placement"
"pca_266","Other categories of participating interest","266000","asset_fixed","","False","Autres formes de participation"
"pca_2661","Rights to net assets placed in trust","266100","asset_fixed","","False","Droits représentatifs d’actifs nets remis en fiducie"
"pca_2671","Debts receivable related to participating interests (group)","267100","asset_fixed","","False","Créances rattachées à des participations (groupe)"
"pca_2674","Debts receivable related to participating interests (apart from group)","267400","asset_fixed","","False","Créances rattachées à des participations (hors groupe)"
"pca_2675","Payments representing non-capitalised contributions (call for funds)","267500","asset_fixed","","False","Versements représentatifs d'apports non capitalisés (appel de fonds)"
"pca_2676","Long-term capital advances","267600","asset_fixed","","False","Avances consolidables"
"pca_2677","Other debts receivable related to participating interests","267700","asset_fixed","","False","Autres créances rattachées à des participations"
"pca_2678","Accrued interest","267800","asset_fixed","","False","Intérêts courus"
"pca_2681","Debts receivable related to joint ventures - Principal","268100","asset_fixed","","False","Créances rattachées à des sociétés en participation - Principal"
"pca_2688","Debts receivable related to joint ventures - Accrued interest","268800","asset_fixed","","False","Créances rattachées à des sociétés en participation - Intérêts courus"
"pca_269","Unpaid instalments on unpaid long-term equity interests","269000","asset_fixed","","False","Versements restant à effectuer sur titres de participation non libérés"
"pca_2711","Long-term investment equity securities other than portfolio long-term investment equity securities - Shares","271100","asset_fixed","","False","Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - Actions"
"pca_2718","Long-term investment equity securities other than portfolio long-term investment equity securities - Other securities","271800","asset_fixed","","False","Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille - Autres titres"
"pca_2721","Long-term investment debt securities - Bonds","272100","asset_fixed","","False","Titres immobilisés - Obligations"
"pca_2722","Long-term investment debt securities - Warrants","272200","asset_fixed","","False","Titres immobilisés - Bons"
"pca_273","Portfolio long-term investment securities","273000","asset_fixed","","False","Titres immobilisés de l'activité de portefeuille"
"pca_2741","Participating loans","274100","asset_fixed","","True","Prêts participatifs"
"pca_2742","Loans to partners","274200","asset_fixed","","True","Prêts aux partenaires"
"pca_2743","Loans to personnel","274300","asset_fixed","","True","Prêts au personnel"
"pca_2748","Other loans","274800","asset_fixed","","True","Autres prêts"
"pca_2751","Deposits","275100","asset_fixed","","True","Dépôts"
"pca_2755","Sureties","275500","asset_fixed","","True","Cautionnements"
"pca_2761","Other capitalised debts receivable - Sundry debts receivable","276100","asset_fixed","","False","Autres créances immobilisées - Créances diverses"
"pca_27682","Other capitalised debts receivable - Accrued interest on long-term investment debt securities","276820","asset_fixed","","False","Autres créances immobilisées - Intérêts courus sur titres immobilisés (droits de créance)"
"pca_27684","Other capitalised debts receivable - Accrued interest on loans","276840","asset_fixed","","False","Autres créances immobilisées - Intérêts courus sur prêts"
"pca_27685","Other capitalised debts receivable - Accrued interest on deposits and sureties","276850","asset_fixed","","False","Autres créances immobilisées - Intérêts courus sur dépôts et cautionnements"
"pca_27688","Other capitalised debts receivable - Accrued interest on sundry debts receivable","276880","asset_fixed","","False","Autres créances immobilisées - Intérêts courus sur créances diverses"
"pca_2771","Own shares","277100","asset_fixed","","False","Actions propres ou parts propres"
"pca_2772","Own shares in process of cancellation","277200","asset_fixed","","False","Actions propres ou parts propres en voie d'annulation"
"pca_278","Merger loss on financial assets","278000","asset_fixed","","False","Mali de fusion sur actifs financiers"
"pca_279","Unpaid instalments on unpaid long-term investment securities","279000","asset_fixed","","False","Versements restant à effectuer sur titres immobilisés non libérés"
"pca_2801","Depreciation on intangible fixed assets - Establishment costs (same allocation as for Account 201)","280100","asset_fixed","","False","Amortissements des immobilisations incorporelles - Frais d'établissement (même ventilation que celle du compte 201)"
"pca_2803","Depreciation on intangible fixed assets - Research and development costs","280300","asset_fixed","","False","Amortissements des immobilisations incorporelles - Frais de recherche et de développement"
"pca_2804","Temporary usufruct donations","280400","equity","","False","Donations temporaires d’usufruit"
"pca_2805","Depreciation on intangible fixed assets - Concessions and similar rights, patents, licences, software, rights and similar assets","280500","asset_fixed","","False","Amortissements des immobilisations incorporelles - Concessions et droits similaires, brevets, licences, logiciels, droits et valeurs similaires"
"pca_2807","Depreciation on intangible fixed assets - Goodwill","280700","asset_fixed","","False","Amortissements des immobilisations incorporelles - Fonds commercial"
"pca_2808","Other intangible fixed assets","280800","asset_fixed","","False","Dépréciations des autres immobilisations incorporelles"
"pca_28081","Amortisation of merger loss on intangible assets","280810","asset_fixed","","False","Amortissements du mali de fusion sur actifs incorporels"
"pca_2812","Depreciation on tangible fixed assets - Site development (same allocation as for Account 212)","281200","asset_fixed","","False","Amortissements des immobilisations corporelles - Agencements aménagements de terrains (même ventilation que celle du compte 212)"
"pca_2813","Depreciation on tangible fixed assets - Constructions (same allocation as for Account 213)","281300","asset_fixed","","False","Amortissements des immobilisations corporelles - Constructions (même ventilation que celle du compte 213)"
"pca_2814","Depreciation on tangible fixed assets - Constructions on third-party site (same allocation as for Account 214)","281400","asset_fixed","","False","Amortissements des immobilisations corporelles - Constructions sur sol d'autrui (même ventilation que celle du compte 214)"
"pca_2815","Depreciation on tangible fixed assets - Installations matériel et outillage industriels (même ventilation que celle du compte 215)","281500","asset_fixed","","False","Amortissements des immobilisations corporelles - Installations matériel et outillage industriels (même ventilation que celle du compte 215)"
"pca_2818","Other tangible fixed assets (same allocation as for Account 218)","281800","asset_fixed","","False","Amortissements des autres immobilisations corporelles (même ventilation que celle du compte 218)"
"pca_28187","Amortization of merger loss on tangible assets","281870","asset_fixed","","False","Amortissement du mali de fusion sur actifs corporels"
"pca_282","Depreciation on fixed assets in concession","282000","asset_fixed","","False","Amortissements des immobilisations mises en concession"
"pca_2905","Depreciation on tangible fixed assets - Trade marks, processes, rights and similar assets","290500","asset_fixed","","False","Dépréciations des immobilisations incorporelles - Marques, procédés, droits et valeurs similaires"
"pca_2906","Depreciation on tangible fixed assets - Lease premium","290600","asset_fixed","","False","Dépréciations des immobilisations incorporelles - Droit au bail"
"pca_2907","Depreciation on tangible fixed assets - Goodwill","290700","asset_fixed","","False","Dépréciations des immobilisations incorporelles - Fonds commercial"
"pca_2908","Other intangible fixed assets","290800","asset_fixed","","False","Dépréciations des autres immobilisations incorporelles"
"pca_29081","Impairment of merger loss on intangible assets","290810","asset_fixed","","False","Dépréciation du mali de fusion sur actifs incorporels"
"pca_29187","Impairment of merger loss on tangible assets","291870","asset_fixed","","False","Dépréciation du mali de fusion sur actifs corporels"
"pca_292","Provisions for diminution in value of fixed assets in concession","292000","asset_fixed","","False","Dépréciations des immobilisations mises en concession"
"pca_2931","Tangible fixed assets in progress","293100","asset_fixed","","False","Immobilisations corporelles en cours"
"pca_2932","Intangible fixed assets in progress","293200","asset_fixed","","False","Dépréciations des immobilisations incorporelles en cours"
