"id","code_prefix_start","name","name@fr"
"pcg_456","456","Partners/associates - Capital transactions","Associés opérations sur le capital"
"pcg_4561","4561","Partners/associates - Company contribution accounts","Associés comptes d'appport en société"
"pcg_4562","4562","Contributors - Capital called up, unpaid","Apporteurs capital appelé, non versé"
"pcg_458","458","Partners/associates - Joint and Economic Interest Group transactions","Associés opérations faites en commun et en GIE"
"pcg_46","46","Sundry debts receivable and payable","Débiteurs divers et créditeurs divers"
"pcg_47","47","Provisional or suspense accounts","Comptes transitoires ou d'attente"
"pcg_474_group","474","Valuation differences - Assets","Différences d’évaluation – Actif"
"pcg_475_group","475","Valuation differences - Liabilities","Différences d’évaluation – Passif"
"pcg_476","476","Realisable currency exchange losses","Différence de conversion actif"
"pcg_477","477","Realisable currency exchange gains","Différences de conversion passif"
"pcg_48","48","Accrual accounts","Comptes de régularisation"
"pcg_488","488","Periodic allocation of charges and income","Comptes de répartition périodique des charges et des produits"
"pcg_49","49","Provisions for doubtful debts","Dépréciations des comptes de tiers"
"pcg_495","495","Provisions for group and partners/associates doubtful debts","Dépréciations des comptes du groupe et des associés"
"pcg_496","496","Provisions for sundry doubtful debts","Dépréciations des comptes de débiteurs divers"
"pcg_50","50","Short-term investment securities","Valeurs mobilières de placement"
"pcg_503","503","Shares","Actions"
"pcg_506","506","Bonds","Obligations"
"pcg_508","508","Other short-term investment securities and similar debts receivable","Autres valeurs mobilières de placement et autres créances assimilées"
"pcg_51","51","Banks, financial and similar institutions","Banques, établissements financiers et assimilés"
"pcg_511","511","Financial instruments for collection","Valeurs à l'encaissement"
"pcg_512","512","Banks","Banques"
"pcg_518","518","Accrued interest","Intérêts courus"
"pcg_519","519","Current bank advances","Concours bancaires courants"
"pcg_59","59","Provisions for diminution in value of financial assets","Dépréciations des valeurs mobilières de placement"
"pcg_60","60","Purchases (except 603)","Achats (sauf 603)"
"pcg_602","602","Inventory item purchases - Other consumables","Achats stockés autres approvisionnements"
"pcg_6026","6026","Packaging","Emballages"
"pcg_603","603","Changes in inventories (supplies and goods)","Variations des stocks (approvisionnements et marchandises)"
"pcg_606","606","Non-inventory materials and supplies","Achats non stockés de matière et fournitures"
"pcg_609","609","Purchase rebates, discounts, allowances","Rabais, remises et ristournes obtenus sur achats"
"pcg_61","61","External services","Services extérieurs"
"pcg_612","612","Lease instalments","Redevances de crédit bail"
"pcg_615","615","Maintenance and repairs","Entretien et réparations"
"pcg_616","616","Insurance premiums","Primes d'assurances"
"pcg_6163","6163","Transport insurance","Assurance transport"
"pcg_618","618","Sundry","Divers"
"pcg_62","62","Other external services","Autres services extérieurs"
"pcg_621","621","Personnel external to the entity","Personnel extérieur à l'entreprise"
"pcg_622","622","Agents remuneration and fees","Rémunérations d'intermédiaires et honoraires"
"pcg_623","623","Advertising, publications, public relations","Publicité, publications, relations publiques"
"pcg_624","624","Transport of goods and collective personnel transport","Transports de biens et transports collectifs du personnel"
"pcg_625","625","Business travel, missions and receptions","Déplacements, missions et réceptions"
"pcg_627","627","Banking and similar services","Services bancaires et assimilés"
"pcg_628","628","Sundry","Divers"
"pcg_63","63","Taxes, levies and similar payments","Impôts, taxes et versements assimilés"
"pcg_631","631","Taxes, levies and similar payments on wages and salaries (to the tax administration)","Impôts, taxes et versements assimilés sur rémunérations (administrations des impôts)"
"pcg_633","633","Taxes, levies and similar payments on wages and salaries (to otherbodies)","Impôts, taxes et versements assimilés sur rémunérations (autres organismes)"
"pcg_635","635","Other taxes, levies and similar payments (to the tax administration)","Autres impôts, taxes et versements assimilés (administrations des impôts)"
"pcg_6351","6351","Direct taxes (except income tax)","Impôts directs (sauf impôts sur les bénéfices)"
"pcg_6354","6354","Registration and stamp duties","Droits d'enregistrement et de timbre"
"pcg_637","637","Other taxes, levies and similar payments (to other bodies)","Autres impôts, taxes et versements assimilés (autres organismes)"
"pcg_64","64","Personnel costs","Charges de personnel"
"pcg_641","641","Personnel wages and salaries","Rémunérations du personnel"
"pcg_645","645","Social security and provident fund contributions","Charges de sécurité sociale et de prévoyance"
"pcg_647","647","Other welfare costs","Autres charges sociales"
"pcg_65","65","Other current operating charges","Autres charges de gestion courante"
"pcg_651","651","Royalties and licence fees for concessions, patents,licences, trade marks, processes, software, rights and similar assets","Redevances pour concessions, brevets, licences, marques, procédés, logiciels, droits et valeurs simulaires"
"pcg_654","654","Bad debts written off","Pertes sur créances irrécouvrables"
"pcg_655","655","Share of joint venture profit or loss","Quote part de résultat sur opérations faites en commun"
"pcg_658_group","658","Penalties and other expenses","Pénalités et autres charges"
"pcg_66","66","Financial charges","Charges financières"
"pcg_661","661","Interest charges","Charges d'intérêts"
"pcg_6611","6611","Loan and debt interest","Intérêts des emprunts et dettes"
"pcg_6618","6618","Interest on other debts payable","Intérêts des autres dettes"
"pcg_67","67","Extraordinary charges","Charges exceptionnelles"
"pcg_68","68","Appropriations to depreciation and provisions","Dotations aux amortissements, aux dépréciations et aux provisions"
"pcg_681","681","Appropriations to depreciation and provisions - Operating charges","Dotations aux amortissements, aux dépréciations et aux provisions"
"pcg_6816","6816","Impairment of intangible and tangible assets","Dotations pour dépréciations des immobilisations incorporelles et corporelles"
"pcg_6817","6817","Appropriations to provisions for diminution in value of current assets","Dotations pour dépréciations des actifs circulants"
"pcg_686","686","Appropriations to depreciation and provisions - Financial charges","Dotations aux amortissements, aux dépréciations et aux provisions"
"pcg_6866","6866","Appropriations to provisions for diminution in value of financial components","Dotations pour dépréciations des éléments financiers"
"pcg_687","687","Appropriations to depreciation and provisions - Extraordinarcharges","Dotations aux amortissements, aux dépréciations et aux provisions"
"pcg_6872","6872","Appropriations to tax-regulated provisions (fixed assets)","Dotations aux provisions réglementées (immobilisations)"
"pcg_69","69","Employee profit share - Income and similar taxes","Participation des salariés impots sur les bénéfices et assimilés"
"pcg_695","695","Income tax","Impôts sur les bénéfices"
"pcg_698","698","Group tax","Intégration fiscale"
"pcg_70","70","Sales of manufactured products, services, goods for resale","Ventes de produits fabriqués, prestations de services, marchandises"
"pcg_708","708","Income from related activities","Produits des activités annexes"
"pcg_709","709","Sales rebates, discounts, allowances granted by the entity","Rabais, remises et ristournes accordés par l'entreprise"
"pcg_71","71","Change in stocks of finished products and work in progress","Production stockée (ou déstockage)"
"pcg_713","713","Change in stocks (work in progress, products)","Variation des stocks (en cours de production, produits)"
"pcg_7133","7133","Change in work in progress (goods)","Variation des en cours de production de biens"
"pcg_7134","7134","Change in work in progress (services)","Variation des en cours de production de services"
"pcg_7135","7135","Change in product stocks","Variation des stocks de produits"
"pcg_72","72","Own work capitalised","Production immobilisée"
"pcg_74_group","74","Operating grants","Subventions d'exploitation"
"pcg_75","75","Other current operating income","Autres produits de gestion courante"
"pcg_751","751","Royalties and licence fees for concessions, patents, licences, trade marks, processes, software, rights and similar assets","Redevances et droits de licence pour concessions, brevets, licences, marques, procédés, logiciels, droits et actifs similaires"
"pcg_755","755","Share of joint venture profit or loss","Quote part de résultat sur opérations faites en commun"
"pcg_758_group","758","Compensation and other income","Indemnités et autres produits"
"pcg_76","76","Financial income","Produits financiers"
"pcg_761","761","Income from participating interests","Produits de participations"
"pcg_762","762","Income from other financial fixed assets","Produits des autres immobilisations financières"
"pcg_763","763","Income from other debts receivable","Revenus des autres créances"
"pcg_767_group","767","Income from disposal of financial assets","Produits sur cession d’éléments financiers"
"pcg_768_group","768","Other financial income","Autres produits financiers"
"pcg_77","77","Extraordinary income","Produits exceptionnels"
"pcg_78","78","Depreciation and provisions written back","Reprises sur amortissements, dépréciations et provisions"
"pcg_781","781","Depreciation and provisions written back (to be enteredin operating income)","Reprises sur amortissements, dépréciations et provisions (à inscrire dans les produits d'exploitation)"
"pcg_786","786","Provisions for liabilities written back (to be entered in financiaincome)","Reprises sur provisions pour risques et dépréciations (à inscrire dans les produits financiers)"
"pcg_7866","7866","Provisions for diminution in value of financial components written back","Reprises sur dépréciations des éléments financiers"
"pcg_787","787","Provisions written back (to be entered in extraordinary income)","Reprises sur provisions et dépréciations (à inscrire dans les produits exceptionnels)"
"pcg_7872","7872","Reprises sur provisions réglementées (immobilisations)","Reprises sur provisions réglementées (immobilisations)"
