"code","id","account_type","reconcile","name","chart_template_id/id"
"140520","hr_140520","asset_current",0,"VAT on import of goods - 25%","l10n_hr.l10n_hr_chart_template"
"140600","hr_140600","asset_current",0,"Advance tax acquired under the assignment agreement or from transfer","l10n_hr.l10n_hr_chart_template"
"140700","hr_140700","asset_current",0,"Claims for the difference of higher purchase tax than liabilities in the taxation period","l10n_hr.l10n_hr_chart_template"
"140800","hr_140800","asset_current",0,"purchase tax not yet recognized","l10n_hr.l10n_hr_chart_template"
"140801","hr_140801","asset_current",0,"Input tax for which the recognition condition has not been met","l10n_hr.l10n_hr_chart_template"
"141000","hr_141000","asset_receivable",1,"Receivables from tax and surtax regarding salaries and other incomes","l10n_hr.l10n_hr_chart_template"
"142000","hr_142000","asset_receivable",1,"Receivables for prepayments made regarding mandatory contributions on personal income tax","l10n_hr.l10n_hr_chart_template"
"143000","hr_143000","asset_receivable",1,"Receivables for corporate income tax and withholding tax","l10n_hr.l10n_hr_chart_template"
"144000","hr_144000","asset_receivable",1,"Receivables for excise duties and other taxes","l10n_hr.l10n_hr_chart_template"
"145000","hr_145000","asset_receivable",1,"Receivables for National tourism office fee","l10n_hr.l10n_hr_chart_template"
"146000","hr_146000","asset_receivable",1,"Receivables for Croatian Economy Chamber or similar Chambers","l10n_hr.l10n_hr_chart_template"
"147000","hr_147000","asset_receivable",1,"Receivables for duties and prepayments to customs duty","l10n_hr.l10n_hr_chart_template"
"148000","hr_148000","asset_receivable",1,"Receivables for Country and municipal tax","l10n_hr.l10n_hr_chart_template"
"148100","hr_148100","asset_receivable",1,"Claims for tax on vacation homes and use of public areas","l10n_hr.l10n_hr_chart_template"
"148200","hr_148200","asset_receivable",1,"Claims for advertising tax","l10n_hr.l10n_hr_chart_template"
"148300","hr_148300","asset_receivable",1,"Claims for consumption tax in catering","l10n_hr.l10n_hr_chart_template"
"149000","hr_149000","asset_receivable",1,"Receivables for other not mentioned taxes, contributions and duties","l10n_hr.l10n_hr_chart_template"
"150000","hr_150000","asset_receivable",1,"Receivables from Croatian institute for health insurance regarding employee's sick leave payments","l10n_hr.l10n_hr_chart_template"
"151000","hr_151000","asset_receivable",1,"Receivables for Pension insurance institute","l10n_hr.l10n_hr_chart_template"
"152000","hr_152000","asset_receivable",1,"Receivables from local government","l10n_hr.l10n_hr_chart_template"
"153000","hr_153000","asset_receivable",1,"Receivables for bonuses, premiums and government grants","l10n_hr.l10n_hr_chart_template"
"154000","hr_154000","asset_receivable",1,"Receivables for Fund for packaging repurchase","l10n_hr.l10n_hr_chart_template"
"155000","hr_155000","asset_receivable",1,"Other receivables from the Government","l10n_hr.l10n_hr_chart_template"
"156000","hr_156000","asset_receivable",1,"Receivables for more paid fees for disabled person","l10n_hr.l10n_hr_chart_template"
"159000","hr_159000","asset_receivable",1,"Value adjustment of receivables from the Government and other institutions","l10n_hr.l10n_hr_chart_template"
"190000","hr_190000","asset_current",0,"Prepaid expense and accrued income","l10n_hr.l10n_hr_chart_template"
"191000","hr_191000","asset_current",0,"Accrued income","l10n_hr.l10n_hr_chart_template"
"192000","hr_192000","asset_current",0,"Prepaid expense and accrued income","l10n_hr.l10n_hr_chart_template"
"193000","hr_193000","asset_current",0,"Accrued interest which relates to future periods","l10n_hr.l10n_hr_chart_template"
"194000","hr_194000","asset_current",0,"Prepaid expense for concession rights","l10n_hr.l10n_hr_chart_template"
"195000","hr_195000","asset_current",0,"Prepaid expense for franchise fee","l10n_hr.l10n_hr_chart_template"
"196000","hr_196000","asset_current",0,"Prepaid expense for licences and patents","l10n_hr.l10n_hr_chart_template"
"197000","hr_197000","asset_current",0,"Derivatives- hedging instruments","l10n_hr.l10n_hr_chart_template"
"199000","hr_199000","asset_current",0,"Other prepaid expense","l10n_hr.l10n_hr_chart_template"
"200000","hr_200000","liability_current",0,"Obligations towards Entrepreneurs within the Group","l10n_hr.l10n_hr_chart_template"
"201000","hr_201000","liability_current",0,"Liabilities due to share in results","l10n_hr.l10n_hr_chart_template"
"210000","hr_210000","liability_current",0,"Liabilities due to issued cheques","l10n_hr.l10n_hr_chart_template"
"211000","hr_211000","liability_current",0,"Liabilities due to issued promissory notes","l10n_hr.l10n_hr_chart_template"
"212000","hr_212000","liability_current",0,"Obligations under issued commercial bills","l10n_hr.l10n_hr_chart_template"
"212100","hr_212100","liability_current",0,"Obligations for issued bonds","l10n_hr.l10n_hr_chart_template"
"212200","hr_212200","liability_current",0,"Obligations under issued debentures","l10n_hr.l10n_hr_chart_template"
"212300","hr_212300","liability_current",0,"Liabilities for other short-term securities","l10n_hr.l10n_hr_chart_template"
"212400","hr_212400","liability_current",0,"Obligations under realized guarantees","l10n_hr.l10n_hr_chart_template"
"213000","hr_213000","liability_current",0,"Obligations towards companies connected by participating interests","l10n_hr.l10n_hr_chart_template"
"213100","hr_213100","liability_current",0,"Obligations for loans, deposits and the like of companies connected by a participating interest","l10n_hr.l10n_hr_chart_template"
"214000","hr_214000","liability_current",0,"Lease liabilities and deposits received","l10n_hr.l10n_hr_chart_template"
"215000","hr_215000","liability_current",0,"Liabilities towards banks and other financial institutions","l10n_hr.l10n_hr_chart_template"
"220000","hr_220000","liability_payable",1,"Suppliers of goods","l10n_hr.l10n_hr_chart_template"
"220100","hr_220100","liability_payable",1,"Service providers","l10n_hr.l10n_hr_chart_template"
"221000","hr_221000","liability_payable",1,"Suppliers of goods from the EU","l10n_hr.l10n_hr_chart_template"
"221100","hr_221100","liability_payable",1,"Suppliers of goods from third countries","l10n_hr.l10n_hr_chart_template"
"221200","hr_221200","liability_payable",1,"Service providers from the EU","l10n_hr.l10n_hr_chart_template"
"221300","hr_221300","liability_payable",1,"Service providers from third countries","l10n_hr.l10n_hr_chart_template"
"221400","hr_221400","liability_payable",1,"Suppliers of intellectual property rights, market research, etc.","l10n_hr.l10n_hr_chart_template"
"221500","hr_221500","liability_payable",1,"Suppliers of franchise rights, use of names, etc.","l10n_hr.l10n_hr_chart_template"
"221600","hr_221600","liability_payable",1,"Suppliers of related persons from the EU that are not groups or companies related by participating interest","l10n_hr.l10n_hr_chart_template"
"221700","hr_221700","liability_payable",1,"Suppliers of related persons from third countries who are not groups or companies related by participating interest","l10n_hr.l10n_hr_chart_template"
"222000","hr_222000","liability_payable",1,"Suppliers, craftsmen and freelancers","l10n_hr.l10n_hr_chart_template"
"222700","hr_222700","liability_payable",1,"Suppliers of natural persons from the EU","l10n_hr.l10n_hr_chart_template"
"222800","hr_222800","liability_payable",1,"Suppliers, notaries, lawyers, etc.","l10n_hr.l10n_hr_chart_template"
"222900","hr_222900","liability_payable",1,"Other suppliers - natural persons","l10n_hr.l10n_hr_chart_template"
"223000","hr_223000","liability_payable",1,"Obligations for energy deliveries","l10n_hr.l10n_hr_chart_template"
"223100","hr_223100","liability_payable",1,"Obligations for drainage and garbage collection services","l10n_hr.l10n_hr_chart_template"
"223200","hr_223200","liability_payable",1,"Obligations for other communal services","l10n_hr.l10n_hr_chart_template"
"224000","hr_224000","liability_payable",1,"Liabilities for not invoiced but received goods and services","l10n_hr.l10n_hr_chart_template"
"225000","hr_225000","liability_current",1,"Received advances for which VAT invoices were issued","l10n_hr.l10n_hr_chart_template"
"225100","hr_225100","liability_current",1,"Received advances that are not subject to VAT","l10n_hr.l10n_hr_chart_template"
"225200","hr_225200","liability_current",1,"Advances received from abroad","l10n_hr.l10n_hr_chart_template"
"225300","hr_225300","liability_current",1,"Obligations for citizens' advances","l10n_hr.l10n_hr_chart_template"
"225400","hr_225400","liability_current",1,"Advances for construction services (with transfer of tax liability)","l10n_hr.l10n_hr_chart_template"
"225500","hr_225500","liability_current",1,"Other obligations for advances","l10n_hr.l10n_hr_chart_template"
