"id","name","applicability","country_id/id"
"l10n_ie_account_tag_5133","Other reserves including the fair value reserve (specified as necessary)","accounts","base.ie"
"l10n_ie_account_tag_514_515","Profit or loss brought forward","accounts","base.ie"
"l10n_ie_account_tag_70","Net turnover","accounts","base.ie"
"l10n_ie_account_tag_71","Variation in stocks of finished goods and in work in progress","accounts","base.ie"
"l10n_ie_account_tag_72","Own work capitalised","accounts","base.ie"
"l10n_ie_account_tag_73","Other operating income","accounts","base.ie"
"l10n_ie_account_tag_60","Purchase of Raw materials and consumables","accounts","base.ie"
"l10n_ie_account_tag_61","Other external expenses","accounts","base.ie"
"l10n_ie_account_tag_620","Wages and salaries","accounts","base.ie"
"l10n_ie_account_tag_621","Social insurance costs","accounts","base.ie"
"l10n_ie_account_tag_622","Other retirement benefit costs","accounts","base.ie"
"l10n_ie_account_tag_623","Other compensation costs","accounts","base.ie"
"l10n_ie_account_tag_630","Depreciation and other value adjustments in respect of tangible and intangible fixed assets","accounts","base.ie"
"l10n_ie_account_tag_631","Value adjustments in respect of current assets to the extent they exceed value adjustments that are normal in the undertaking concerned","accounts","base.ie"
"l10n_ie_account_tag_64","Other operating expenses","accounts","base.ie"
"l10n_ie_account_tag_74","Income from shares in group undertakings","accounts","base.ie"
"l10n_ie_account_tag_75","Income from participating interests","accounts","base.ie"
"l10n_ie_account_tag_76","Income from other financial assets","accounts","base.ie"
"l10n_ie_account_tag_77","Other interest receivable and similar income","accounts","base.ie"
"l10n_ie_account_tag_65_78","Value adjustments in respect of financial assets and investments held as current assets","accounts","base.ie"
"l10n_ie_account_tag_66","Interest payable and similar expenses","accounts","base.ie"
"l10n_ie_account_tag_67","Tax on profit or loss","accounts","base.ie"
"l10n_ie_account_tag_68","Other taxes not shown under the above items","accounts","base.ie"
