"id","parent_id","active","code","name","account_type","reconcile","name@es"
"l10n_do_21030404","account_group_210304","True","21030404","INFOTEP retention (0.5%)","liability_non_current","False","Retención de INFOTEP (0.5%)"
"l10n_do_21030501","account_group_210305","True","21030501","ISR payable","liability_non_current","False","ISR por Pagar"
"l10n_do_21030502","account_group_210305","True","21030502","Advances ISR payable","liability_non_current","False","Anticipos ISR por Pagar"
"l10n_do_21030503","account_group_210305","True","21030503","Statutory Propina Payable (L16-92)","liability_non_current","False","Propina Legal por Pagar (L16-92)"
"l10n_do_21030504","account_group_210305","True","21030504","Other Taxes Payable","liability_non_current","False","Otros Impuestos por Pagar"
"l10n_do_21040100","account_group_2104","True","21040100","Provisions for Rent Payments","liability_non_current","False","Provisiones Pago Alquileres"
"l10n_do_21040200","account_group_2104","True","21040200","Provisions Finance Lease","liability_non_current","False","Provisiones Arrendamiento Financiero"
"l10n_do_21040300","account_group_2104","True","21040300","Provisions Fixed Expenses","liability_non_current","False","Provisiones Gastos Fijos"
"l10n_do_21050100","account_group_2105","True","21050100","Business Credit Card","liability_non_current","False","Tarjeta de Crédito Empresarial"
"l10n_do_21050200","account_group_2105","True","21050200","Credit Card Premium","liability_non_current","False","Prima de Tarjetas de Crédito"
"l10n_do_22010100","account_group_2201","True","22010100","Long-Term Bank Loans","liability_non_current","False","Préstamos Bancarios Largo Plazo"
"l10n_do_22010200","account_group_2201","True","22010200","LP Mortgage Loans","liability_non_current","False","Préstamos Hipotecarios LP"
"l10n_do_22012300","account_group_2201","True","22012300","Shareholder / Individual Loans","liability_non_current","False","Préstamos Accionistas / Particulares"
"l10n_do_22020100","account_group_2202","True","22020100","Provisions Employee Benefits LP","liability_non_current","False","Provisiones Beneficios de Empleados LP"
"l10n_do_22020200","account_group_2202","True","22020200","Provisions for employee benefits","liability_non_current","False","Provisiones Prestaciones Laborales"
"l10n_do_22020300","account_group_2202","True","22020300","Provisions Indemnifications","liability_non_current","False","Provisiones Indemnizaciones"
"l10n_do_22030100","account_group_2203","True","22030100","Customer Advances or Guarantees","liability_non_current","False","Anticipos o Garantías de Clientes"
"l10n_do_22030200","account_group_2203","True","22030200","Deposits to be identified","liability_non_current","False","Depósitos por Identificar"
"l10n_do_22040100","account_group_2204","True","22040100","Provisions Finance Lease LP","liability_non_current","False","Provisiones Arrendamiento Financiero LP"
"l10n_do_31010100","account_group_3101","True","31010100","Authorized Capital Stock","equity","False","Capital Social Autorizado"
"l10n_do_31010200","account_group_3101","True","31010200","Capital Stock in Unissued Shares","equity","False","Capital Social en Acciones no Emitidas"
"l10n_do_31010300","account_group_3101","True","31010300","Paid-in capital stock","equity","False","Capital Social Pagado"
"l10n_do_31010400","account_group_3101","True","31010400","Unpaid Capital Stock","equity","False","Capital Social No Pagado"
"l10n_do_31010500","account_group_3101","True","31010500","Shares or Treasury Stock","equity","False","Acciones o Participaciones en Tesorería"
"l10n_do_31020100","account_group_3102","True","31020100","Land revaluation surplus","equity","False","Superávit por Revaluación de Terrenos"
"l10n_do_31020200","account_group_3102","True","31020200","Surplus from Revaluation of Buildings","equity","False","Superávit por Revaluación de Edificaciones"
"l10n_do_31020300","account_group_3102","True","31020300","Facilities Revaluation Surplus","equity","False","Superávit por Revaluación de Instalaciones"
