"id","code","exception","name","tax_ipi_id:id","tax_ii_id:id","uoe_id:id","active"
"ncm_01023190","0102.31.90","","Animais vivos da espécie bovina. - Búfalos: -- Reprodutores de raça pura Outros","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01023911","0102.39.11","","Animais vivos da espécie bovina. - Búfalos: -- Outros Para reprodução Prenhes ou com cria ao pé","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01023919","0102.39.19","","Animais vivos da espécie bovina. - Búfalos: -- Outros Para reprodução Outros","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01023990","0102.39.90","","Animais vivos da espécie bovina. - Búfalos: -- Outros Outros","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01029000","0102.90.00","","Animais vivos da espécie bovina. - Outros","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01031000","0103.10.00","","Animais vivos da espécie suína. - Reprodutores de raça pura","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01039100","0103.91.00","","Animais vivos da espécie suína. - Outros: -- De peso inferior a 50 kg","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01039200","0103.92.00","","Animais vivos da espécie suína. - Outros: -- De peso igual ou superior a 50 kg","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01041011","0104.10.11","","Animais vivos das espécies ovina e caprina. - Ovinos Reprodutores de raça pura Prenhes ou com cria ao pé","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01041019","0104.10.19","","Animais vivos das espécies ovina e caprina. - Ovinos Reprodutores de raça pura Outros","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01041090","0104.10.90","","Animais vivos das espécies ovina e caprina. - Ovinos Outros","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01042010","0104.20.10","","Animais vivos das espécies ovina e caprina. - Caprinos Reprodutores de raça pura","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01042090","0104.20.90","","Animais vivos das espécies ovina e caprina. - Caprinos Outros","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01051110","0105.11.10","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - De peso não superior a 185 g: -- Aves da espécie Gallus domesticus De linhas puras ou híbridas, para reprodução","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01051190","0105.11.90","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - De peso não superior a 185 g: -- Aves da espécie Gallus domesticus Outros","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01051200","0105.12.00","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - De peso não superior a 185 g: -- Peruas e perus","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01051300","0105.13.00","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - De peso não superior a 185 g: -- Patos","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01051400","0105.14.00","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - De peso não superior a 185 g: -- Gansos","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01051500","0105.15.00","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - De peso não superior a 185 g: -- Galinhas-d'angola (pintadas)","tax_ipi_nt","tax_ii_2","uom.product_uom_unit","True"
"ncm_01059400","0105.94.00","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Outros: -- Aves da espécie Gallus domesticus","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01059900","0105.99.00","","Aves da espécie Gallus domesticus, patos, gansos, perus, peruas e galinhas-d'angola (pintadas), das espécies domésticas, vivos. - Outros: -- Outros","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01061100","0106.11.00","","Outros animais vivos. - Mamíferos: -- Primatas","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01061200","0106.12.00","","Outros animais vivos. - Mamíferos: -- Baleias, golfinhos e botos (mamíferos da ordem Cetacea); peixes-boi (manatins) e dugongos
(mamíferos da ordem Sirenia); otárias e focas, leões-marinhos e morsas (mamíferos da
subordem Pinnipedia)","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01061300","0106.13.00","","Outros animais vivos. - Mamíferos: -- Camelos e outros camelídeos (Camelidae)","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01061400","0106.14.00","","Outros animais vivos. - Mamíferos: -- Coelhos e lebres","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01061900","0106.19.00","","Outros animais vivos. - Mamíferos: -- Outros","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01062000","0106.20.00","","Outros animais vivos. - Répteis (incluindo as serpentes e as tartarugas marinhas)","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01063100","0106.31.00","","Outros animais vivos. - Aves: -- Aves de rapina","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01063200","0106.32.00","","Outros animais vivos. - Aves: -- Psitaciformes (incluindo os papagaios, os periquitos, as araras e as catatuas)","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01063310","0106.33.10","","Outros animais vivos. - Aves: -- Avestruzes; emus (Dromaius novaehollandiae) Avestruzes (Struthio camelus), para reprodução","tax_ipi_nt","tax_ii_0","uom.product_uom_unit","True"
"ncm_01063390","0106.33.90","","Outros animais vivos. - Aves: -- Avestruzes; emus (Dromaius novaehollandiae) Outros","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01063900","0106.39.00","","Outros animais vivos. - Aves: -- Outras","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_01064100","0106.41.00","","Outros animais vivos. - Insetos: -- Abelhas","tax_ipi_nt","tax_ii_4","uom.product_uom_kgm","True"
"ncm_01064900","0106.49.00","","Outros animais vivos. - Insetos: -- Outros","tax_ipi_nt","tax_ii_4","uom.product_uom_kgm","True"
"ncm_01069000","0106.90.00","","Outros animais vivos. - Outros","tax_ipi_nt","tax_ii_4","uom.product_uom_unit","True"
"ncm_02011000","0201.10.00","","Carnes de animais da espécie bovina, frescas ou refrigeradas. - Carcaças e meias-carcaças","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02012010","0201.20.10","","Carnes de animais da espécie bovina, frescas ou refrigeradas. - Outras peças não desossadas Quartos dianteiros","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02012020","0201.20.20","","Carnes de animais da espécie bovina, frescas ou refrigeradas. - Outras peças não desossadas Quartos traseiros","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02012090","0201.20.90","","Carnes de animais da espécie bovina, frescas ou refrigeradas. - Outras peças não desossadas Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02013000","0201.30.00","","Carnes de animais da espécie bovina, frescas ou refrigeradas. - Desossadas","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_02021000","0202.10.00","","Carnes de animais da espécie bovina, congeladas. - Carcaças e meias-carcaças","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02022010","0202.20.10","","Carnes de animais da espécie bovina, congeladas. - Outras peças não desossadas Quartos dianteiros","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02022020","0202.20.20","","Carnes de animais da espécie bovina, congeladas. - Outras peças não desossadas Quartos traseiros","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02022090","0202.20.90","","Carnes de animais da espécie bovina, congeladas. - Outras peças não desossadas Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02023000","0202.30.00","","Carnes de animais da espécie bovina, congeladas. - Desossadas","tax_ipi_0","tax_ii_12","uom.product_uom_kgm","True"
"ncm_02031100","0203.11.00","","Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas. - Frescas ou refrigeradas: -- Carcaças e meias-carcaças","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02031200","0203.12.00","","Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas. - Frescas ou refrigeradas: -- Pernas, pás e respectivos pedaços, não desossados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02031900","0203.19.00","","Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas. - Frescas ou refrigeradas: -- Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02032100","0203.21.00","","Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas. - Congeladas: -- Carcaças e meias-carcaças","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02032200","0203.22.00","","Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas. - Congeladas: -- Pernas, pás e respectivos pedaços, não desossados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02032900","0203.29.00","","Carnes de animais da espécie suína, frescas, refrigeradas ou congeladas. - Congeladas: -- Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02041000","0204.10.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Carcaças e meias-carcaças de cordeiro, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02042100","0204.21.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Outras carnes de animais da espécie ovina, frescas ou refrigeradas: -- Carcaças e meias-carcaças","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02042200","0204.22.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Outras carnes de animais da espécie ovina, frescas ou refrigeradas: -- Outras peças não desossadas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02042300","0204.23.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Outras carnes de animais da espécie ovina, frescas ou refrigeradas: -- Desossadas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02043000","0204.30.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Carcaças e meias-carcaças de cordeiro, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02044100","0204.41.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Outras carnes de animais da espécie ovina, congeladas: -- Carcaças e meias-carcaças","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02044200","0204.42.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Outras carnes de animais da espécie ovina, congeladas: -- Outras peças não desossadas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02044300","0204.43.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Outras carnes de animais da espécie ovina, congeladas: -- Desossadas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02045000","0204.50.00","","Carnes de animais das espécies ovina ou caprina, frescas, refrigeradas ou congeladas. - Carnes de animais da espécie caprina","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02050000","0205.00.00","","Carnes de animais das espécies cavalar, asinina e muar, frescas, refrigeradas ou congeladas.","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02061000","0206.10.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie bovina, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02062100","0206.21.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie bovina, congeladas: -- Línguas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02062200","0206.22.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie bovina, congeladas: -- Fígados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02062910","0206.29.10","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie bovina, congeladas: -- Outras Rabos","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02062990","0206.29.90","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie bovina, congeladas: -- Outras Outros","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02063000","0206.30.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie suína, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02064100","0206.41.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie suína, congeladas: -- Fígados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02064900","0206.49.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Da espécie suína, congeladas: -- Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02068000","0206.80.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Outras, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02069000","0206.90.00","","Miudezas comestíveis de animais das espécies bovina, suína, ovina, caprina, cavalar, asinina e muar, frescas, refrigeradas ou congeladas. - Outras, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02071100","0207.11.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De aves da espécie Gallus domesticus: -- Não cortadas em pedaços, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02071200","0207.12.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De aves da espécie Gallus domesticus: -- Não cortadas em pedaços, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02071300","0207.13.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De aves da espécie Gallus domesticus: -- Pedaços e miudezas, frescos ou refrigerados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02071400","0207.14.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De aves da espécie Gallus domesticus: -- Pedaços e miudezas, congelados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02072400","0207.24.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De peruas e de perus: -- Não cortadas em pedaços, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02072500","0207.25.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De peruas e de perus: -- Não cortadas em pedaços, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02072600","0207.26.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De peruas e de perus: -- Pedaços e miudezas, frescos ou refrigerados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02072700","0207.27.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De peruas e de perus: -- Pedaços e miudezas, congelados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02074100","0207.41.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De patos: -- Não cortadas em pedaços, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02074200","0207.42.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De patos: -- Não cortadas em pedaços, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02074300","0207.43.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De patos: -- Fígados gordos (foies gras), frescos ou refrigerados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02074400","0207.44.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De patos: -- Outras, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02074500","0207.45.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De patos: -- Outras, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02075100","0207.51.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De gansos: -- Não cortadas em pedaços, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02075200","0207.52.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De gansos: -- Não cortadas em pedaços, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02075300","0207.53.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De gansos: -- Fígados gordos (foies gras), frescos ou refrigerados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02075400","0207.54.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De gansos: -- Outras, frescas ou refrigeradas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02075500","0207.55.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De gansos: -- Outras, congeladas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02076000","0207.60.00","","Carnes e miudezas, comestíveis, frescas, refrigeradas ou congeladas, das aves da posição 01.05. - De galinhas-d'angola (pintadas)","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02081000","0208.10.00","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas. - De coelhos ou lebres","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02083000","0208.30.00","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas. - De primatas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02084000","0208.40.00","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas. - De baleias, golfinhos e botos (mamíferos da ordem Cetacea); de peixes-boi (manatins) e dugongos
(mamíferos da ordem Sirenia); de otárias e focas, leões-marinhos e morsas (mamíferos da
subordem Pinnipedia)","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02085000","0208.50.00","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas. - De répteis (incluindo as serpentes e as tartarugas marinhas)","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02086000","0208.60.00","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas. - De camelos e outros camelídeos (Camelidae)","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02089000","0208.90.00","","Outras carnes e miudezas comestíveis, frescas, refrigeradas ou congeladas. - Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02091011","0209.10.11","","Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados). - De porco Toucinho Fresco, refrigerado ou congelado","tax_ipi_0","tax_ii_6","uom.product_uom_kgm","True"
"ncm_02091019","0209.10.19","","Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados). - De porco Toucinho Outros","tax_ipi_0","tax_ii_6","uom.product_uom_kgm","True"
"ncm_02091021","0209.10.21","","Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados). - De porco Gordura Fresca, refrigerada ou congelada","tax_ipi_0","tax_ii_6","uom.product_uom_kgm","True"
"ncm_02091029","0209.10.29","","Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados). - De porco Gordura Outras","tax_ipi_0","tax_ii_6","uom.product_uom_kgm","True"
"ncm_02099000","0209.90.00","","Toucinho sem partes magras, gorduras de porco e de aves, não fundidas nem extraídas de outro modo, frescos, refrigerados, congelados, salgados ou em salmoura, secos ou defumados (fumados). - Outros","tax_ipi_0","tax_ii_6","uom.product_uom_kgm","True"
"ncm_02101100","0210.11.00","","- Carnes da espécie suína: -- Pernas, pás e respectivos pedaços, não desossados","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02101200","0210.12.00","","- Carnes da espécie suína: -- Toucinhos entremeados (Barrigas (entremeadas)*) e seus pedaços","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02101900","0210.19.00","","- Carnes da espécie suína: -- Outras","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02102000","0210.20.00","","- Carnes da espécie bovina","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109100","0210.91.00","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De primatas","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109100_01","0210.91.00","01","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De primatas","tax_ipi_nt","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109200","0210.92.00","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De baleias, golfinhos e botos (mamíferos da ordem Cetacea); de peixes-boi (manatins) e dugongos (mamíferos da ordem Sirenia); de otárias e focas, leões-marinhos e morsas (mamíferos da subordem Pinnipedia","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109200_01","0210.92.00","01","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De baleias, golfinhos e botos (mamíferos da ordem Cetacea); de peixes-boi (manatins) e dugongos (mamíferos da ordem Sirenia); de otárias e focas, leões-marinhos e morsas (mamíferos da subordem Pinnipedia","tax_ipi_nt","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109300","0210.93.00","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De répteis (incluindo as serpentes e as tartarugas marinhas)","tax_ipi_0","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109300_01","0210.93.00","01","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- De répteis (incluindo as serpentes e as tartarugas marinhas)","tax_ipi_nt","tax_ii_10","uom.product_uom_kgm","True"
"ncm_02109911","0210.99.11","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes de aves da posição 01.05 De galos e de galinhas","tax_ipi_0","tax_ii_0","uom.product_uom_kgm","True"
"ncm_02109919","0210.99.19","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes de aves da posição 01.05 Outras","tax_ipi_0","tax_ii_0","uom.product_uom_kgm","True"
"ncm_02109920","0210.99.20","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes da espécie ovina","tax_ipi_0","tax_ii_0","uom.product_uom_kgm","True"
"ncm_02109930","0210.99.30","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Carnes da espécie cavalar","tax_ipi_0","tax_ii_0","uom.product_uom_kgm","True"
"ncm_02109940","0210.99.40","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Miudezas comestíveis","tax_ipi_nt","tax_ii_0","uom.product_uom_kgm","True"
"ncm_02109990","0210.99.90","","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Outras","tax_ipi_0","tax_ii_0","uom.product_uom_kgm","True"
"ncm_02109990_01","0210.99.90","01","- Outras, incluindo as farinhas e pós, comestíveis, de carnes ou de miudezas: -- Outras Outras","tax_ipi_nt","tax_ii_0","uom.product_uom_kgm","True"
"ncm_03011110","0301.11.10","","Peixes vivos. - Peixes ornamentais: -- De água doce Aruanã (Osteoglossum bicirrhosum)","tax_ipi_nt","tax_ii_10","uom.product_uom_unit","True"
