"id","code","name","description","rate_type","regular_taxation","presumed_credit","credit_reversal","tax_ibs_id:id","tax_cbs_id:id"
"tax_classification_200020","200020","Operação praticada por sociedades cooperativas optantes por regime específico do IBS e CBS","Operação praticada por sociedades cooperativas optantes por regime específico do IBS e CBS","2","False","False","False","tax_ibs_0_1_red_100","tax_cbs_0_9_red_100"
"tax_classification_200021","200021","Serviços de transporte público coletivo de passageiros ferroviário e hidroviário","Serviços de transporte público coletivo de passageiros ferroviário e hidroviário","2","False","False","False","tax_ibs_0_1_red_100","tax_cbs_0_9_red_100"
"tax_classification_200022","200022","Operação originada fora da ZFM que destine bem material industrializado a contribuinte estabelecido na ZFM","Operação originada fora da ZFM que destine bem material industrializado a contribuinte estabelecido na ZFM","2","True","False","False","tax_ibs_0_1_red_100","tax_cbs_0_9_red_100"
"tax_classification_200023","200023","Operação realizada por indústria incentivada que destine bem material intermediário para outra indústria incentivada na ZFM","Operação realizada por indústria incentivada que destine bem material intermediário para outra indústria incentivada na ZFM","2","False","False","False","tax_ibs_0_1_red_100","tax_cbs_0_9_red_100"
"tax_classification_200024","200024","Operação originada fora das Áreas de Livre Comércio destinadas a contribuinte estabelecido nas Áreas de Livre Comércio","Operação originada fora das Áreas de Livre Comércio destinadas a contribuinte estabelecido nas Áreas de Livre Comércio","2","True","False","False","tax_ibs_0_1_red_100","tax_cbs_0_9_red_100"
"tax_classification_200025","200025","Fornecimento dos serviços de educação relacionados ao Programa Universidade para Todos (Prouni)","Fornecimento dos serviços de educação relacionados ao Programa Universidade para Todos (Prouni)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_100"
"tax_classification_200026","200026","Locação de imóveis localizados nas zonas reabilitadas","Locação de imóveis localizados nas zonas reabilitadas","2","False","False","False","tax_ibs_0_1_red_80","tax_cbs_0_9_red_80"
"tax_classification_200027","200027","Operações de locação, cessão onerosa e arrendamento de bens imóveis","Operações de locação, cessão onerosa e arrendamento de bens imóveis","2","False","False","False","tax_ibs_0_1_red_70","tax_cbs_0_9_red_70"
"tax_classification_200028","200028","Fornecimento dos serviços de educação (Anexo II)","Fornecimento dos serviços de educação (Anexo II)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200029","200029","Fornecimento dos serviços de saúde humana (Anexo III)","Fornecimento dos serviços de saúde humana (Anexo III)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200030","200030","Venda dos dispositivos médicos (Anexo IV)","Venda dos dispositivos médicos (Anexo IV)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200031","200031","Fornecimento dos dispositivos de acessibilidade próprios para pessoas com deficiência (Anexo V)","Fornecimento dos dispositivos de acessibilidade próprios para pessoas com deficiência (Anexo V)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200032","200032","Fornecimento dos medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação, ressalvados os medicamentos sujeitos à alíquota zero","Fornecimento dos medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação, ressalvados os medicamentos sujeitos à alíquota zero","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200033","200033","Fornecimento das composições para nutrição enteral e parenteral (Anexo VI)","Fornecimento das composições para nutrição enteral e parenteral (Anexo VI)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200034","200034","Fornecimento dos alimentos destinados ao consumo humano (Anexo VII)","Fornecimento dos alimentos destinados ao consumo humano (Anexo VII)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200035","200035","Fornecimento dos produtos de higiene pessoal e limpeza (Anexo VIII)","Fornecimento dos produtos de higiene pessoal e limpeza (Anexo VIII)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200036","200036","Fornecimento de produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura","Fornecimento de produtos agropecuários, aquícolas, pesqueiros, florestais e extrativistas vegetais in natura","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200037","200037","Fornecimento de serviços ambientais de conservação ou recuperação da vegetação nativa","Fornecimento de serviços ambientais de conservação ou recuperação da vegetação nativa","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200038","200038","Fornecimento dos insumos agropecuários e aquícolas (Anexo IX)","Fornecimento dos insumos agropecuários e aquícolas (Anexo IX)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200039","200039","Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X)","Fornecimento dos serviços e o licenciamento ou cessão dos direitos destinados às produções nacionais artísticas (Anexo X)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200040","200040","Fornecimento de serviços de comunicação institucional à administração pública","Fornecimento de serviços de comunicação institucional à administração pública","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200041","200041","Fornecimento de serviço de educação desportiva (art. 141. I)","Fornecimento de serviço de educação desportiva (art. 141. I)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200042","200042","Fornecimento de serviço de educação desportiva (art. 141. II)","Fornecimento de serviço de educação desportiva (art. 141. II)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200043","200043","Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI)","Fornecimento à administração pública dos serviços e dos bens relativos à soberania (Anexo XI)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200044","200044","Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI)","Operações e prestações de serviços de segurança da informação e segurança cibernética desenvolvidos por sociedade que tenha sócio brasileiro (Anexo XI)","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200045","200045","Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística","Operações relacionadas a projetos de reabilitação urbana de zonas históricas e de áreas críticas de recuperação e reconversão urbanística","2","False","False","False","tax_ibs_0_1_red_60","tax_cbs_0_9_red_60"
"tax_classification_200046","200046","Operações com bens imóveis","Operações com bens imóveis","2","False","False","False","tax_ibs_0_1_red_50","tax_cbs_0_9_red_50"
"tax_classification_200047","200047","Bares e Restaurantes","Bares e Restaurantes","2","False","False","False","tax_ibs_0_1_red_40","tax_cbs_0_9_red_40"
"tax_classification_200048","200048","Hotelaria, Parques de Diversão e Parques Temáticos","Hotelaria, Parques de Diversão e Parques Temáticos","2","False","False","False","tax_ibs_0_1_red_40","tax_cbs_0_9_red_40"
"tax_classification_200049","200049","Transporte coletivo de passageiros rodoviário, ferroviário e hidroviário","Transporte coletivo de passageiros rodoviário, ferroviário e hidroviário","2","False","False","False","tax_ibs_0_1_red_40","tax_cbs_0_9_red_40"
"tax_classification_200050","200050","Serviços de transporte aéreo regional coletivo de passageiros ou de carga","Serviços de transporte aéreo regional coletivo de passageiros ou de carga","2","False","False","False","tax_ibs_0_1_red_40","tax_cbs_0_9_red_40"
"tax_classification_200051","200051","Agências de Turismo","Agências de Turismo","2","False","False","False","tax_ibs_0_1_red_40","tax_cbs_0_9_red_40"
"tax_classification_200052","200052","Prestação de serviços de profissões intelectuais","Prestação de serviços de profissões intelectuais","2","False","False","False","tax_ibs_0_1_red_30","tax_cbs_0_9_red_30"

"tax_classification_220001","220001","Incorporação imobiliária submetida ao regime especial de tributação","Incorporação imobiliária submetida ao regime especial de tributação","1","False","False","False","",""
"tax_classification_220002","220002","Incorporação imobiliária submetida ao regime especial de tributação","Incorporação imobiliária submetida ao regime especial de tributação","1","False","False","False","",""
"tax_classification_220003","220003","Alienação de imóvel decorrente de parcelamento do solo","Alienação de imóvel decorrente de parcelamento do solo","1","False","False","False","",""

"tax_classification_221001","221001","Locação, cessão onerosa ou arrendamento de bem imóvel com alíquota sobre a receita bruta","Locação, cessão onerosa ou arrendamento de bem imóvel com alíquota sobre a receita bruta","1","False","False","False","",""

"tax_classification_222001","222001","Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto","Transporte internacional de passageiros, caso os trechos de ida e volta sejam vendidos em conjunto","2","False","False","False","",""

"tax_classification_400001","400001","Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário","Fornecimento de serviços de transporte público coletivo de passageiros rodoviário e metroviário","2","False","False","False","tax_ibs_isento","tax_cbs_isento"

"tax_classification_410001","410001","Fornecimento de bonificações quando constem no documento fiscal e que não dependam de evento posterior","Fornecimento de bonificações quando constem no documento fiscal e que não dependam de evento posterior","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410002","410002","Transferências entre estabelecimentos pertencentes ao mesmo contribuinte","Transferências entre estabelecimentos pertencentes ao mesmo contribuinte","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410003","410003","Doações sem contraprestação em benefício do doador","Doações sem contraprestação em benefício do doador","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410004","410004","Exportações de bens e serviços","Exportações de bens e serviços","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410005","410005","Fornecimentos realizados pela União, pelos Estados, pelo Distrito Federal e pelos Municípios","Fornecimentos realizados pela União, pelos Estados, pelo Distrito Federal e pelos Municípios","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410006","410006","Fornecimentos realizados por entidades religiosas e templos de qualquer culto","Fornecimentos realizados por entidades religiosas e templos de qualquer culto","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410007","410007","Fornecimentos realizados por partidos políticos","Fornecimentos realizados por partidos políticos","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410008","410008","Fornecimentos de livros, jornais, periódicos e do papel destinado a sua impressão","Fornecimentos de livros, jornais, periódicos e do papel destinado a sua impressão","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410009","410009","Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil","Fornecimentos de fonogramas e videofonogramas musicais produzidos no Brasil","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410010","410010","Fornecimentos de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita","Fornecimentos de serviço de comunicação nas modalidades de radiodifusão sonora e de sons e imagens de recepção livre e gratuita","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410011","410011","Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial","Fornecimentos de ouro, quando definido em lei como ativo financeiro ou instrumento cambial","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410012","410012","Fornecimento de condomínio edilício não optante pelo regime regular","Fornecimento de condomínio edilício não optante pelo regime regular","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410013","410013","Exportações de combustíveis","Exportações de combustíveis","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410014","410014","Fornecimento de produtor rural não contribuinte","Fornecimento de produtor rural não contribuinte","3","False","True","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410015","410015","Fornecimento por transportador autônomo não contribuinte","Fornecimento por transportador autônomo não contribuinte","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410016","410016","Fornecimento ou aquisição de resíduos sólidos","Fornecimento ou aquisição de resíduos sólidos","3","False","True","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410017","410017","Aquisição de bem móvel com crédito presumido sob condição de revenda realizada","Aquisição de bem móvel com crédito presumido sob condição de revenda realizada","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410018","410018","Operações relacionadas aos fundos garantidores e executores de políticas públicas","Operações relacionadas aos fundos garantidores e executores de políticas públicas","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410019","410019","Exclusão da gorjeta na base de cálculo no fornecimento de alimentação","Exclusão da gorjeta na base de cálculo no fornecimento de alimentação","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410020","410020","Exclusão do valor de intermediação na base de cálculo no fornecimento de alimentação","Exclusão do valor de intermediação na base de cálculo no fornecimento de alimentação","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410021","410021","Contribuição de que trata o art. 149-A da Constituição Federal","Contribuição de que trata o art. 149-A da Constituição Federal","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410022","410022","Consolidação da propriedade do bem pelo credor","Consolidação da propriedade do bem pelo credor","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410023","410023","Alienação de bens móveis ou imóveis que tenham sido objeto de garantia em que o prestador da garantia não seja contribuinte","Alienação de bens móveis ou imóveis que tenham sido objeto de garantia em que o prestador da garantia não seja contribuinte","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410024","410024","Consolidação da propriedade do bem pelo grupo de consórcio","Consolidação da propriedade do bem pelo grupo de consórcio","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410025","410025","Alienação de bem que tenha sido objeto de garantia em que o prestador da garantia não seja contribuinte","Alienação de bem que tenha sido objeto de garantia em que o prestador da garantia não seja contribuinte","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410026","410026","Doação com anulação de crédito","Doação com anulação de crédito","3","False","False","True","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410027","410027","Exportação de serviço ou de bem imaterial","Exportação de serviço ou de bem imaterial","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410028","410028","Operações com bens imóveis realizadas por pessoas físicas não consideradas contribuintes","Operações com bens imóveis realizadas por pessoas físicas não consideradas contribuintes","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410029","410029","Operações acobertadas somente pelo ICMS","Operações acobertadas somente pelo ICMS","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410030","410030","Estorno de crédito por perecimento, deteriorização, roubo, furto ou extravio.","Estorno de crédito por perecimento, deteriorização, roubo, furto ou extravio.","3","False","False","True","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410031","410031","Fornecimento em período anterior ao início de vigência de incidências de CBS e IBS","Fornecimento em período anterior ao início de vigência de incidências de CBS e IBS","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"
"tax_classification_410999","410999","Operações não onerosas sem previsão de tributação, não especificadas anteriormente","Operações não onerosas sem previsão de tributação, não especificadas anteriormente","3","False","False","False","tax_ibs_imunidade","tax_cbs_imunidade"

"tax_classification_510001","510001","Operações, sujeitas a diferimento, com energia elétrica, relativas à geração, comercialização, distribuição e transmissão","Operações, sujeitas a diferimento, com energia elétrica, relativas à geração, comercialização, distribuição e transmissão","3","False","False","False","tax_ibs_diferimento","tax_cbs_diferimento"

"tax_classification_515001","515001","Operações, sujeitas a diferimento, com insumos agropecuários e aquícolas (Anexo IX)","Operações, sujeitas a diferimento, com insumos agropecuários e aquícolas (Anexo IX)","2","False","False","False","",""

"tax_classification_550001","550001","Exportações de bens materiais","Exportações de bens materiais","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550002","550002","Regime de Trânsito","Regime de Trânsito","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550003","550003","Regimes de Depósito (art. 85)","Regimes de Depósito (art. 85)","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550004","550004","Regimes de Depósito (art. 87)","Regimes de Depósito (art. 87)","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550005","550005","Regimes de Depósito (art. 87, Parágrafo único)","Regimes de Depósito (art. 87, Parágrafo único)","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550006","550006","Regimes de Permanência Temporária","Regimes de Permanência Temporária","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550007","550007","Regimes de Aperfeiçoamento","Regimes de Aperfeiçoamento","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550008","550008","Importação de bens para o Regime de Repetro-Temporário","Importação de bens para o Regime de Repetro-Temporário","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550009","550009","GNL-Temporário","GNL-Temporário","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550010","550010","Repetro-Permanente","Repetro-Permanente","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550011","550011","Repetro-Industrialização","Repetro-Industrialização","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550012","550012","Repetro-Nacional","Repetro-Nacional","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550013","550013","Repetro-Entreposto","Repetro-Entreposto","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550014","550014","Zona de Processamento de Exportação","Zona de Processamento de Exportação","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550015","550015","Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária","Regime Tributário para Incentivo à Modernização e à Ampliação da Estrutura Portuária","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550016","550016","Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura","Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550017","550017","Regime Tributário para Incentivo à Atividade Econômica Naval","Regime Tributário para Incentivo à Atividade Econômica Naval","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550018","550018","Desoneração da aquisição de bens de capital","Desoneração da aquisição de bens de capital","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550019","550019","Importação de bem material por indústria incentivada para utilização na ZFM","Importação de bem material por indústria incentivada para utilização na ZFM","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550020","550020","Áreas de livre comércio","Áreas de livre comércio","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"
"tax_classification_550021","550021","Industrialização destinada a exportações","Industrialização destinada a exportações","3","True","False","False","tax_ibs_suspensao","tax_cbs_suspensao"

"tax_classification_620001","620001","Tributação monofásica sobre combustíveis","Tributação monofásica sobre combustíveis","2","False","False","False","",""
"tax_classification_620002","620002","Tributação monofásica com responsabilidade pela retenção sobre combustíveis","Tributação monofásica com responsabilidade pela retenção sobre combustíveis","2","False","False","False","",""
"tax_classification_620003","620003","Tributação monofásica com tributos retidos por responsabilidade sobre combustíveis","Tributação monofásica com tributos retidos por responsabilidade sobre combustíveis","2","False","False","False","",""
"tax_classification_620004","620004","Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ao obrigatório","Tributação monofásica sobre mistura de EAC com gasolina A em percentual superior ao obrigatório","2","False","False","False","",""
"tax_classification_620005","620005","Tributação monofásica sobre mistura de EAC com gasolina A em percentual inferior ao obrigatório","Tributação monofásica sobre mistura de EAC com gasolina A em percentual inferior ao obrigatório","2","False","False","False","",""
"tax_classification_620006","620006","Tributação monofásica sobre combustíveis cobrada anteriormente","Tributação monofásica sobre combustíveis cobrada anteriormente","2","False","False","False","",""

"tax_classification_800001","800001","Fusão, cisão ou incorporação","Fusão, cisão ou incorporação","3","False","False","False","",""
"tax_classification_800002","800002","Transferência de crédito do associado, inclusive as cooperativas singulares","Transferência de crédito do associado, inclusive as cooperativas singulares","3","False","False","False","",""

"tax_classification_810001","810001","Crédito presumido sobre o valor apurado nos fornecimentos a partir da ZFM","Crédito presumido sobre o valor apurado nos fornecimentos a partir da ZFM","3","False","False","False","",""

"tax_classification_811001","811001","Anulação de Crédito por Saídas Imunes/Isentas","Anulação de Crédito por Saídas Imunes/Isentas","3","False","False","False","",""
"tax_classification_811002","811002","Débitos de notas fiscais não processadas na apuração","Débitos de notas fiscais não processadas na apuração","3","False","False","False","",""
"tax_classification_811003","811003","Desenquadramento do Simples Nacional","Desenquadramento do Simples Nacional","3","False","False","False","",""

"tax_classification_820001","820001","Documento com informações de fornecimento de serviços de planos de assistência à saúde","Documento com informações de fornecimento de serviços de planos de assistência à saúde","3","False","False","False","",""
"tax_classification_820002","820002","Documento com informações de fornecimento de serviços de planos de assistência funerária","Documento com informações de fornecimento de serviços de planos de assistência funerária","3","False","False","False","",""
"tax_classification_820003","820003","Documento com informações de fornecimento de serviços de planos de assistência à saúde de animais domésticos","Documento com informações de fornecimento de serviços de planos de assistência à saúde de animais domésticos","3","False","False","False","",""
