"id","item","code","segment","name","ncms"
"cest_0101700","17.0","01.017.00","01","Lentes de faróis, lanternas e outros utensílios","70140000"
"cest_0101800","18.0","01.018.00","01","Cilindro de aço para GNV (gás natural veicular)","73110000"
"cest_0101900","19.0","01.019.00","01","Recipientes para gases comprimidos ou liquefeitos, de ferro fundido, ferro ou aço, exceto o descrito no item 18.0","73110000"
"cest_0102000","20.0","01.020.00","01","Molas e folhas de molas, de ferro ou aço","7320"
"cest_0102100","21.0","01.021.00","01","Obras moldadas, de ferro fundido, ferro ou aço, exceto as do código 7325.91.00","7325"
"cest_0102200","22.0","01.022.00","01","Peso de chumbo para balanceamento de roda","780600"
"cest_0102300","23.0","01.023.00","01","Peso para balanceamento de roda e outros utensílios de estanho","80070090"
"cest_0102400","24.0","01.024.00","01","Fechaduras e partes de fechaduras","830120,830160"
"cest_0102500","25.0","01.025.00","01","Chaves apresentadas isoladamente","830170"
"cest_0102600","26.0","01.026.00","01","Dobradiças, guarnições, ferragens e artigos semelhantes de metais comuns","83021000,83023000"
"cest_0102700","27.0","01.027.00","01","Triângulo de segurança","831000"
"cest_0102800","28.0","01.028.00","01","Motores de pistão alternativo dos tipos utilizados para propulsão de veículos do Capítulo 87","84073"
"cest_0102900","29.0","01.029.00","01","Motores dos tipos utilizados para propulsão de veículos automotores","840820"
"cest_0103000","30.0","01.030.00","01","Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 8407 ou 8408","84099"
"cest_0103100","31.0","01.031.00","01","Motores hidráulicos","84122"
"cest_0103200","32.0","01.032.00","01","Bombas para combustíveis, lubrificantes ou líquidos de arrefecimento, próprias para motores de ignição por centelha ou por compressão","841330"
"cest_0103300","33.0","01.033.00","01","Bombas de vácuo","84141000"
"cest_0103400","34.0","01.034.00","01","Compressores e turbocompressores de ar","8414801,8414802"
"cest_0103500","35.0","01.035.00","01","Partes das bombas, compressores e turbocompressores dos CEST 01.032.00, 01.033.00 e 01.034.00","84139190,84149010,8414903,84149039"
"cest_0103600","36.0","01.036.00","01","Máquinas e aparelhos de ar condicionado","841520"
"cest_0103700","37.0","01.037.00","01","Aparelhos para filtrar óleos minerais nos motores de ignição por centelha ou por compressão","84212300"
"cest_0103800","38.0","01.038.00","01","Filtros a vácuo","84212990"
"cest_0103900","39.0","01.039.00","01","Partes dos aparelhos para filtrar ou depurar líquidos ou gases","84219"
"cest_0104000","40.0","01.040.00","01","Extintores, mesmo carregados","84241000"
"cest_0104100","41.0","01.041.00","01","Filtros de entrada de ar para motores de ignição por centelha ou por compressão","84213100"
"cest_0104200","42.0","01.042.00","01","Depuradores por conversão catalítica de gases de escape","84213920"
"cest_0104300","43.0","01.043.00","01","Macacos","84254200"
"cest_0104400","44.0","01.044.00","01","Partes para macacos do CEST 01.043.00","84311010"
"cest_0104500","45.0","01.045.00","01","Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas agrícolas ou rodoviárias","8431492"
"cest_0104501","45.1","01.045.01","01","Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas agrícolas ou rodoviárias","84339090"
"cest_0104600","46.0","01.046.00","01","Válvulas redutoras de pressão","84811000"
"cest_0104700","47.0","01.047.00","01","Válvulas para transmissão óleo-hidráulicas ou pneumáticas","84812"
"cest_0104800","48.0","01.048.00","01","Válvulas solenoides","84818092"
"cest_0104900","49.0","01.049.00","01","Rolamentos","8482"
"cest_0105000","50.0","01.050.00","01","Árvores de transmissão (incluídas as árvores de “cames” e virabrequins) e manivelas; mancais e “bronzes”; engrenagens e rodas de fricção; eixos de esferas ou de roletes; redutores, multiplicadores, caixas de transmissão e variadores de velocidade, incluídos os conversores de torque; volantes e polias, incluídas as polias para cadernais; embreagens e dispositivos de acoplamento, incluídas as juntas de articulação","8483"
"cest_0105100","51.0","01.051.00","01","Juntas metaloplásticas; jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes; juntas de vedação mecânicas (selos mecânicos)","8484"
"cest_0105200","52.0","01.052.00","01","Acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos","850520"
"cest_0105300","53.0","01.053.00","01","Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão, exceto os classificados no CEST 01.053.01","850710"
"cest_0105301","53.1","01.053.01","01","Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão e de capacidade inferior ou igual a 20 Ah e tensão inferior ou igual a 12 V","85071010"
"cest_0105400","54.0","01.054.00","01","Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque); geradores (dínamos e alternadores, por exemplo) e conjuntores-disjuntores utilizados com estes motores","8511"
"cest_0105500","55.0","01.055.00","01","Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de para-brisas, degeladores e desembaçadores (desembaciadores) elétricos e suas partes","851220,851240,85129000"
"cest_0105600","56.0","01.056.00","01","Telefones móveis do tipo dos utilizados em veículos automóveis.","85171213"
"cest_0105700","57.0","01.057.00","01","Alto-falantes, amplificadores elétricos de audiofrequência e partes","8518"
"cest_0105800","58.0","01.058.00","01","Aparelhos elétricos de amplificação de som para veículos automotores","85185000"
"cest_0105900","59.0","01.059.00","01","Aparelhos de reprodução de som","851981"
"cest_0106000","60.0","01.060.00","01","Aparelhos transmissores (emissores) de radiotelefonia ou radiotelegrafia (rádio receptor/transmissor)","8525501,85256010"
"cest_0106100","61.0","01.061.00","01","Aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia combinados com um aparelho de gravação ou de reprodução de som, do tipo utilizado em veículos automóveis","85272100"
"cest_0106200","62.0","01.062.00","01","Outros aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia, do tipo utilizado em veículos automóveis","85272900"
"cest_0106201","62.1","01.062.01","01","Outros aparelhos videofônicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofônicos, dos tipos utilizados exclusivamente em veículos automotores","85219090"
"cest_0106300","63.0","01.063.00","01","Antenas","85291090"
"cest_0106400","64.0","01.064.00","01","Circuitos impressos","853400"
"cest_0106500","65.0","01.065.00","01","Interruptores e seccionadores e comutadores","853530,853650"
"cest_0106600","66.0","01.066.00","01","Fusíveis e corta-circuitos de fusíveis","85361000"
"cest_0106700","67.0","01.067.00","01","Disjuntores","85362000"
"cest_0106800","68.0","01.068.00","01","Relés","85364"
"cest_0106900","69.0","01.069.00","01","Partes reconhecíveis como exclusivas ou principalmente destinados aos aparelhos dos CEST 01.065.00, 01.066.00, 01.067.00 e 01.068.00","8538"
"cest_0107000","70.0","01.070.00","01","Faróis e projetores, em unidades seladas","853910"
"cest_0107100","71.0","01.071.00","01","Lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos","85392"
"cest_0107200","72.0","01.072.00","01","Cabos coaxiais e outros condutores elétricos coaxiais","85442000"
"cest_0107300","73.0","01.073.00","01","Jogos de fios para velas de ignição e outros jogos de fios","85443000"
"cest_0107400","74.0","01.074.00","01","Carroçarias para os veículos automóveis das posições 8701 a 8705, incluídas as cabinas","8707"
"cest_0107500","75.0","01.075.00","01","Partes e acessórios dos veículos automóveis das posições 8701 a 8705","8708"
"cest_0107600","76.0","01.076.00","01","Parte e acessórios de motocicletas (incluídos os ciclomotores)","87141"
"cest_0107700","77.0","01.077.00","01","Engates para reboques e semirreboques","87169090"
"cest_0107800","78.0","01.078.00","01","Medidores de nível; Medidores de vazão","902610"
"cest_0107900","79.0","01.079.00","01","Aparelhos para medida ou controle da pressão","902620"
"cest_0108000","80.0","01.080.00","01","Contadores, indicadores de velocidade e tacômetros, suas partes e acessórios","9029"
"cest_0108100","81.0","01.081.00","01","Amperímetros","90303321"
"cest_0108200","82.0","01.082.00","01","Aparelhos digitais, de uso em veículos automóveis, para medida e indicação de múltiplas grandezas tais como: velocidade média, consumos instantâneo e médio e autonomia (computador de bordo)","90318040"
"cest_0108300","83.0","01.083.00","01","Controladores eletrônicos","9032892"
"cest_0108400","84.0","01.084.00","01","Relógios para painéis de instrumentos e relógios semelhantes","91040000"
"cest_0108500","85.0","01.085.00","01","Assentos e partes de assentos","94012000,94019090"
"cest_0108600","86.0","01.086.00","01","Acendedores","96138000"
"cest_0108700","87.0","01.087.00","01","Tubos de borracha vulcanizada não endurecida, mesmo providos de seus acessórios","4009"
"cest_0108800","88.0","01.088.00","01","Juntas de vedação de cortiça natural e de amianto","45049000,68129910"
"cest_0108900","89.0","01.089.00","01","Papel-diagrama para tacógrafo, em disco","48234000"
"cest_0109000","90.0","01.090.00","01","Fitas, tiras, adesivos, autocolantes, de plástico, refletores, mesmo em rolos; placas metálicas com película de plástico refletora, próprias para colocação em carrocerias, para-choques de veículos de carga, motocicletas, ciclomotores, capacetes, bonés de agentes de trânsito e de condutores de veículos, atuando como dispositivos refletivos de segurança rodoviários","39191000,39199000,87082999"
"cest_0109100","91.0","01.091.00","01","Cilindros pneumáticos","84123110"
"cest_0109200","92.0","01.092.00","01","Bomba elétrica de lavador de para-brisa","84131900,84135090,84138100"
"cest_0109300","93.0","01.093.00","01","Bomba de assistência de direção hidráulica","84136019,84137010"
"cest_0109400","94.0","01.094.00","01","Motoventiladores","84145910,84145990"
"cest_0109500","95.0","01.095.00","01","Filtros de pólen do ar-condicionado","84213990"
"cest_0109600","96.0","01.096.00","01","“Máquina” de vidro elétrico de porta","85011019"
"cest_0109700","97.0","01.097.00","01","Motor de limpador de para-brisa","85013110"
"cest_0109800","98.0","01.098.00","01","Bobinas de reatância e de autoindução","85045000"
"cest_0109900","99.0","01.099.00","01","Baterias de chumbo e de níquel-cádmio","850720,850730"
"cest_0110000","100.0","01.100.00","01","Aparelhos de sinalização acústica (buzina)","85123000"
"cest_0110100","101.0","01.101.00","01","Instrumentos para regulação de grandezas não elétricas","9032898,9032899"
"cest_0110200","102.0","01.102.00","01","Analisadores de gases ou de fumaça (sonda lambda)","90271000"
"cest_0110300","103.0","01.103.00","01","Perfilados de borracha vulcanizada não endurecida","40081100"
"cest_0110400","104.0","01.104.00","01","Artefatos de pasta de fibra de uso automotivo","56012219"
"cest_0110500","105.0","01.105.00","01","Tapetes/carpetes - nailón","57032000"
"cest_0110600","106.0","01.106.00","01","Tapetes de matérias têxteis sintéticas","57033000"
"cest_0110700","107.0","01.107.00","01","Forração interior capacete","59119000"
"cest_0110800","108.0","01.108.00","01","Outros para-brisas","69039099"
"cest_0110900","109.0","01.109.00","01","Moldura com espelho","70072900"
"cest_0111000","110.0","01.110.00","01","Corrente de transmissão","73145000"
"cest_0111100","111.0","01.111.00","01","Corrente transmissão","73151100"
"cest_0111200","112.0","01.112.00","01","Outras correntes de transmissão","73151210"
"cest_0111300","113.0","01.113.00","01","Condensador tubular metálico","84189900"
"cest_0111400","114.0","01.114.00","01","Trocadores de calor","841950"
"cest_0111500","115.0","01.115.00","01","Partes de aparelhos mecânicos de pulverizar ou dispersar","84249090"
"cest_0111600","116.0","01.116.00","01","Macacos manuais para veículos","84254910"
"cest_0111700","117.0","01.117.00","01","Caçambas, pás, ganchos e tenazes para máquinas rodoviárias","84314100"
"cest_0111800","118.0","01.118.00","01","Geradores de corrente alternada de potência não superior a 75 kva","85016100"
"cest_0111900","119.0","01.119.00","01","Aparelhos elétricos para alarme de uso automotivo","85311090"
"cest_0112000","120.0","01.120.00","01","Bússolas","90141000"
"cest_0112100","121.0","01.121.00","01","Indicadores de temperatura","90251990"
"cest_0112200","122.0","01.122.00","01","Partes de indicadores de temperatura","90259010"
"cest_0112300","123.0","01.123.00","01","Partes de aparelhos de medida ou controle","902690"
"cest_0112400","124.0","01.124.00","01","Termostatos","90321010"
"cest_0112500","125.0","01.125.00","01","Instrumentos e aparelhos para regulação","90321090"
"cest_0112600","126.0","01.126.00","01","Pressostatos","90322000"
"cest_0112700","127.0","01.127.00","01","Peças para reboques e semirreboques, exceto os itens classificados no CEST 01.077.00","871690"
"cest_0112800","128.0","01.128.00","01","Geradores de ar quente a combustível líquido, com capacidade superior ou igual a 1.500 kcal/h, mas inferior ou igual a 10.400 kcal/h, do tipo dos utilizados em veículos automóveis","73229010"
"cest_0199900","999.0","01.999.00","01","Outras peças, partes e acessórios para veículos automotores não relacionados nos demais itens deste anexo"," "
"cest_0200100","1.0","02.001.00","02","Aperitivos, amargos, bitter e similares","2205,22089000"
"cest_0200200","2.0","02.002.00","02","Batida e similares","22089000"
"cest_0200300","3.0","02.003.00","02","Bebida ice","22089000"
"cest_0200400","4.0","02.004.00","02","Cachaça e aguardentes","220720,22084000"
"cest_0200500","5.0","02.005.00","02","Catuaba e similares","2205,22060090,22089000"
"cest_0200600","6.0","02.006.00","02","Conhaque, brandy e similares","22082000"
"cest_0200700","7.0","02.007.00","02","Cooler","22060090,22089000"
"cest_0200800","8.0","02.008.00","02","Gim (gin) e genebra","22085000"
"cest_0200900","9.0","02.009.00","02","Jurubeba e similares","2205,22060090,22089000"
"cest_0201000","10.0","02.010.00","02","Licores e similares","22087000"
"cest_0201100","11.0","02.011.00","02","Pisco","22082000"
"cest_0201200","12.0","02.012.00","02","Rum","22084000"
"cest_0201300","13.0","02.013.00","02","Saquê","22060090"
"cest_0201400","14.0","02.014.00","02","Steinhaeger","22089000"
"cest_0201500","15.0","02.015.00","02","Tequila","22089000"
"cest_0201600","16.0","02.016.00","02","Uísque","220830"
"cest_0201700","17.0","02.017.00","02","Vermute e similares","2205"
"cest_0201800","18.0","02.018.00","02","Vodka","22086000"
"cest_0201900","19.0","02.019.00","02","Derivados de vodka","22089000"
"cest_0202000","20.0","02.020.00","02","Arak","22089000"
"cest_0202100","21.0","02.021.00","02","Aguardente vínica / grappa","22082000"
"cest_0202200","22.0","02.022.00","02","Sidra e similares","22060010"
"cest_0202300","23.0","02.023.00","02","Sangrias e coquetéis","2205,22060090,22089000"
"cest_0202400","24.0","02.024.00","02","Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas.","2204"
"cest_0299900","999.0","02.999.00","02","Outras bebidas alcoólicas não especificadas nos itens anteriores","2205,2206,2207,2208"
"cest_0300100","1.0","03.001.00","03","Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro, retornável ou não, com capacidade de até 500 ml","22011000"
"cest_0300200","2.0","03.002.00","03","Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml; exceto as classificadas no CEST 03.024.00 e 03.025.00","22011000"
"cest_0300300","3.0","03.003.00","03","Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml","22011000"
"cest_0300400","4.0","03.004.00","03","Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml","22011000"
"cest_0300500","5.0","03.005.00","03","Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml","22011000"
"cest_0300600","6.0","03.006.00","03","Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas; exceto as classificadas no CEST 03.024.00 e 03.025.00","22011000"
"cest_0300700","7.0","03.007.00","03","Águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente, exceto os refrescos e refrigerantes","22021000"
"cest_0300800","8.0","03.008.00","03","Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente","22029900"
"cest_0301000","10.0","03.010.00","03","Refrigerantes em garrafa com capacidade igual ou superior a 600 ml, exceto os classificados no CEST 03.011.01","2202"
"cest_0301100","11.0","03.011.00","03","Demais refrigerantes, exceto os classificados no CEST 03.010.00 e 03.011.01","2202"
"cest_0301101","11.1","03.011.01","03","Espumantes sem álcool","2202"
"cest_0301200","12.0","03.012.00","03","Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina “pré-mix” ou “post-mix”","21069010"
"cest_0301300","13.0","03.013.00","03","Bebidas energéticas em embalagem com capacidade inferior a 600ml","210690,22029900"
"cest_0301400","14.0","03.014.00","03","Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml","210690,22029900"
"cest_0301500","15.0","03.015.00","03","Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml","210690,22029900"
"cest_0301600","16.0","03.016.00","03","Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml","210690,22029900"
"cest_0302100","21.0","03.021.00","03","Cerveja","22030000"
"cest_0302200","22.0","03.022.00","03","Cerveja sem álcool","22029100"
"cest_0302300","23.0","03.023.00","03","Chope","22030000"
"cest_0302400","24.0","03.024.00","03","Água mineral em embalagens retornáveis com capacidade igual ou superior a 10 (dez) e inferior a 20 (vinte) litros","22011000"
"cest_0302500","25.0","03.025.00","03","Água mineral em embalagens retornáveis com capacidade igual ou superior a 20 (vinte) litros","22011000"
"cest_0400100","1.0","04.001.00","04","Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos","2402"
"cest_0400200","2.0","04.002.00","04","Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção","24031"
"cest_0500100","1.0","05.001.00","05","Cimento","2523"
"cest_0600100","1.0","06.001.00","06","Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Com um teor de água igual ou inferior a 1 % vol (álcool etílico anidro combustível)","22071010"
"cest_0600101","1.1","06.001.01","06","Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol - Outros (álcool etílico hidratado combustível)","22071090"
"cest_0600200","2.0","06.002.00","06","Gasolina automotiva A, exceto Premium","27101259"
"cest_0600201","2.1","06.002.01","06","Gasolina automotiva C, exceto Premium","27101259"
"cest_0600202","2.2","06.002.02","06","Gasolina automotiva A Premium","27101259"
"cest_0600203","2.3","06.002.03","06","Gasolina automotiva C Premium","27101259"
"cest_0600300","3.0","06.003.00","06","Gasolina de aviação","27101251"
"cest_0600400","4.0","06.004.00","06","Querosenes, exceto de aviação","27101919"
"cest_0600500","5.0","06.005.00","06","Querosene de aviação","27101911"
"cest_0600600","6.0","06.006.00","06","Óleo diesel A, exceto S10 e Marítimo","2710192"
"cest_0600601","6.1","06.006.01","06","Óleo diesel B, exceto S10 (mistura obrigatória)","2710192"
"cest_0600602","6.2","06.006.02","06","Óleo diesel B, exceto S10 (misturas autorizativas)","2710192"
"cest_0600603","6.3","06.006.03","06","Óleo diesel B, exceto S10 (misturas experimentais)","2710192"
"cest_0600604","6.4","06.006.04","06","Óleo diesel A S10","2710192"
"cest_0600605","6.5","06.006.05","06","Óleo diesel B S10 (mistura obrigatória)","2710192"
"cest_0600606","6.6","06.006.06","06","Óleo diesel B S10 (misturas autorizativas)","2710192"
"cest_0600607","6.7","06.006.07","06","Óleo diesel B S10 (misturas experimentais)","2710192"
"cest_0600608","6.8","06.006.08","06","Óleo Diesel Marítimo","2710192"
"cest_0600609","6.9","06.006.09","06","Outros óleos combustíveis, exceto os classificados no CEST 06.006.10 e 06.006.11","2710192"
"cest_0600610","6.10","06.006.10","06","Óleo combustível derivado de xisto","2710192"
"cest_0600611","6.11","06.006.11","06","Óleo combustível pesado","27101922"
"cest_0600700","7.0","06.007.00","06","Óleos lubrificantes","2710193"
"cest_0600800","8.0","06.008.00","06","Outros óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel, exceto os resíduos de óleos e exceto as graxas lubrificantes","2710199"
"cest_0600801","8.1","06.008.01","06","Graxa lubrificante","2710199"
"cest_0600900","9.0","06.009.00","06","Resíduos de óleos","27109"
"cest_0601000","10.0","06.010.00","06","Gás de petróleo e outros hidrocarbonetos gasosos, exceto GLP, GLGN, Gás Natural e Gás de xisto.","2711"
"cest_0601100","11.0","06.011.00","06","Gás liquefeito de petróleo em botijão de 13 Kg (GLP)","27111910"
"cest_0601101","11.1","06.011.01","06","Gás liquefeito de petróleo (GLP), exceto em botijão de 13 Kg","27111910"
"cest_0601102","11.2","06.011.02","06","Gás liquefeito de petróleo em botijão de 13 Kg (GLGNn)","27111910"
"cest_0601103","11.3","06.011.03","06","Gás liquefeito de petróleo (GLGNn), exceto em botijão de 13 Kg","27111910"
"cest_0601104","11.4","06.011.04","06","Gás liquefeito de petróleo em botijão de 13 Kg (GLGNi)","27111910"
"cest_0601105","11.5","06.011.05","06","Gás liquefeito de petróleo (GLGNi), exceto em botijão de 13 Kg","27111910"
"cest_0601106","11.6","06.011.06","06","Gás liquefeito de petróleo em botijão de 13 kg (Misturas)","27111910"
"cest_0601107","11.7","06.011.07","06","Gás liquefeito de petróleo (Misturas), exceto em botijão de 13 Kg","27111910"
"cest_0601200","12.0","06.012.00","06","Gás Natural Liquefeito","27111100"
"cest_0601300","13.0","06.013.00","06","Gás Natural Gasoso","27112100"
"cest_0601400","14.0","06.014.00","06","Gás de xisto","27112990"
"cest_0601500","15.0","06.015.00","06","Coque de petróleo e outros resíduos de óleo de petróleo ou de minerais betuminosos","2713"
"cest_0601600","16.0","06.016.00","06","Biodiesel e suas misturas, que não contenham ou que contenham menos de 70%, em peso, de óleos de petróleo ou de óleos minerais betuminosos","38260000"
"cest_0601700","17.0","06.017.00","06","Preparações lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos","3403"
"cest_0601800","18.0","06.018.00","06","Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, que contenham biodiesel, exceto os resíduos de óleos","27102000"
"cest_0700100","1.0","07.001.00","07","Energia elétrica","27160000"
"cest_0800100","1.0","08.001.00","08","Ferramentas de borracha vulcanizada não endurecida","40169990"
"cest_0800200","2.0","08.002.00","08","Ferramentas, armações e cabos de ferramentas, de madeira","44170010,44170090"
"cest_0800300","3.0","08.003.00","08","Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias","6804"
"cest_0800400","4.0","08.004.00","08","Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura","8201"
"cest_0800500","5.0","08.005.00","08","Folhas de serras de fita","82022000"
"cest_0800600","6.0","08.006.00","08","Lâminas de serras máquinas","82029100"
"cest_0800700","7.0","08.007.00","08","Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nos CEST 08.005.00 e 08.006.00","8202"
"cest_0800800","8.0","08.008.00","08","Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90","8203, "
"cest_0800900","9.0","08.009.00","08","Chaves de porcas, manuais (incluídas as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos","8204"
"cest_0801000","10.0","08.010.00","08","Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas; bigornas; forjas-portáteis; mós com armação, manuais ou de pedal","8205"
"cest_0801100","11.0","08.011.00","08","Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho","82060000"
"cest_0801200","12.0","08.012.00","08","Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar","820740,820760,820770"
"cest_0801300","13.0","08.013.00","08","Outras ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, furar, tornear, aparafusar), incluídas as fieiras de estiragem ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem, exceto forma ou gabarito de produtos em epoxy e as classificadas no CEST 08.012.00","8207"
"cest_0801400","14.0","08.014.00","08","Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos","8208"
"cest_0801500","15.0","08.015.00","08","Plaquetas ou pastilhas intercambiáveis","82090011"
"cest_0801600","16.0","08.016.00","08","Outras plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (“cermets”), exceto as classificadas no CEST 08.015.00","820900"
"cest_0801700","17.0","08.017.00","08","Facas de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas, exceto as de uso doméstico","8211"
"cest_0801800","18.0","08.018.00","08","Tesouras e suas lâminas","8213"
"cest_0801900","19.0","08.019.00","08","Ferramentas pneumáticas, hidráulicas ou com motor (elétrico ou não elétrico) incorporado, de uso manual, exceto o descrito no CEST 08.019.01","8467"
"cest_0801901","19.1","08.019.01","08","Moto-serras portáteis de corrente, com motor incorporado, não elétrico, de uso agrícola","84678100"
"cest_0802000","20.0","08.020.00","08","Instrumentos e aparelhos de geodesia, topografia, agrimensura, nivelamento, fotogrametria, hidrografia, oceanografia, hidrologia, meteorologia ou de geofísica, exceto bussolas; telêmetros","9015"
"cest_0802100","21.0","08.021.00","08","Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios","90172000,901730,901780,90179090"
