id,code,name,ncms
nbm_0201300600,0201.30.0600,"COXAO DURO,DE BOVINO,DESOSSADO,FRESCO OU REFRIGERADO",02013000
nbm_0201300700,0201.30.0700,"COXAO MOLE,DE BOVINO,DESOSSADO,FRESCO OU REFRIGERADO",02013000
nbm_0201300800,0201.30.0800,"FILE MIGNON,DE BOVINO,DESOSSADO,FRESCO OU REFRIGERADO",02013000
nbm_0201300900,0201.30.0900,"LAGARTO DE BOVINO,DESOSSADO,FRESCO OU REFRIGERADO",02013000
nbm_0201301000,0201.30.1000,"PATINHO DE BOVINO,DESOSSADO,FRESCO OU REFRIGERADO",02013000
nbm_0201309900,0201.30.9900,"OUTS.CARNES DE BOVINO,DESOSSADAS,FRESCAS OU REFRIGERAD.",02013000
nbm_0202100000,0202.10.0000,"CARCACA/MEIA-CARCACA,DE BOVINO,NAO DESOSSADA,CONGELADA",02021000
nbm_0202200100,0202.20.0100,"QUARTO DE DIANTEIRO,DE BOVINO,NAO DESOSSADO,CONGELADO",02022010
nbm_0202200200,0202.20.0200,"QUARTO DE TRASEIRO,DE BOVINO,NAO DESOSSADO,CONGELADO",02022020
nbm_0202200300,0202.20.0300,"COSTELA DE BOVINO,NAO DESOSSADA,CONGELADA",02022090
nbm_0202200400,0202.20.0400,"BISTECA DE BOVINO,NAO DESOSSADA,CONGELADA",02022090
nbm_0202200500,0202.20.0500,"TIBONE DE BOVINO,NAO DESOSSADO,CONGELADO",02022090
nbm_0202209900,0202.20.9900,"OUTRAS CARNES DE BOVINO,NAO DESOSSADAS,CONGELADAS",02022090
nbm_0202300100,0202.30.0100,"CARCACA E MEIA-CARCACA,DE BOVINO,DESOSSADA,CONGELADA",02023000
nbm_0202300200,0202.30.0200,"QUARTO DE DIANTEIRO,DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300300,0202.30.0300,"QUARTO DE TRASEIRO,DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300401,0202.30.0401,"CORACAO DE ALCATRA,DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300402,0202.30.0402,"PICANHA DE ALCATRA,DE BOVINO,DESOSSADA,CONGELADA",02023000
nbm_0202300403,0202.30.0403,"MAMINHA DE ALCATRA,DE BOVINO,DESOSSADA,CONGELADA",02023000
nbm_0202300499,0202.30.0499,"QUALQUER OUTRA ALCATRA,DE BOVINO,DESOSSADA,CONGELADA",02023000
nbm_0202300500,0202.30.0500,"CONTRAFILE DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300600,0202.30.0600,"COXAO DURO,DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300700,0202.30.0700,"COXAO MOLE,DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300800,0202.30.0800,"FILE MIGNON,DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202300900,0202.30.0900,"LAGARTO DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202301000,0202.30.1000,"PATINHO DE BOVINO,DESOSSADO,CONGELADO",02023000
nbm_0202309900,0202.30.9900,"OUTS.CARNES DE BOVINO,DESOSSADAS,CONGELADAS",02023000
nbm_0203110000,0203.11.0000,"CARCACA E MEIA-CARCACA,DE SUINO,FRESCA OU REFRIGERADA",02031100
nbm_0203120000,0203.12.0000,"PERNAS E PAS,DE SUINO,NAO DESOSSADAS,FRESCAS OU REFRIG.",02031200
nbm_0203190100,0203.19.0100,"TOUCINHO ENTREMEADO,FRESCO OU REFRIGERADO",02031900
nbm_0203199900,0203.19.9900,"OUTRAS CARNES DE SUINO,FRESCAS OU REFRIGERADAS",02031900
nbm_0203210000,0203.21.0000,"CARCACA E MEIA-CARCACA,DE SUINO,CONGELADA",02032100
nbm_0203220000,0203.22.0000,"PERNAS E PAS,DE SUINO,NAO DESOSSADAS,CONGELADAS",02032200
nbm_0203290000,0203.29.0000,"OUTRAS CARNES DE SUINO,CONGELADAS",02032900
nbm_0204100000,0204.10.0000,"CARCACA E MEIA-CARCACA,DE CORDEIRO,FRESCA,REFRIGERADA",02041000
nbm_0204210000,0204.21.0000,"CARCACA E MEIA-CARCACA,DE OVINO,FRESCA OU REFRIGERADA",02042100
nbm_0204220000,0204.22.0000,"OUTS.CARNES DE OVINO,NAO DESOSSADAS,FRESCAS OU REFRIGER",02042200
nbm_0204230000,0204.23.0000,"CARNES DE OVINO,DESOSSADAS,FRESCAS OU REFRIGERADAS",02042300
nbm_0204300000,0204.30.0000,"CARCACA E MEIA-CARCACA,DE CORDEIRO,CONGELADA",02043000
nbm_0204410000,0204.41.0000,"CARCACA E MEIA-CARCACA,DE OVINO,CONGELADA",02044100
nbm_0204420000,0204.42.0000,"OUTS.CARNES DE OVINO,NAO DESOSSADAS,CONGELADAS",02044200
nbm_0204430000,0204.43.0000,"CARNES DE OVINO,DESOSSADAS,CONGELADAS",02044300
nbm_0204500100,0204.50.0100,"CARNES DE CAPRINO,FRESCAS OU REFRIGERADAS",02045000
nbm_0204500200,0204.50.0200,"CARNES DE CAPRINO,CONGELADAS",02045000
nbm_0205000101,0205.00.0101,"CARNES DE CAVALO,FRESCAS OU REFRIGERADAS",02050000
nbm_0205000102,0205.00.0102,"CARNES DE CAVALO,CONGELADAS",02050000
nbm_0205000200,0205.00.0200,"CARNES DE ASININO,FRESCAS,REFRIGERADAS OU CONGELADAS",02050000
nbm_0205000300,0205.00.0300,"CARNES DE MUAR,FRESCAS,REFRIGERADAS OU CONGELADAS",02050000
nbm_0206100100,0206.10.0100,"CARNES DE CABECA DE BOVINO,FRESCAS OU REFRIGERADAS",02061000
nbm_0206100200,0206.10.0200,"CORACAO DE BOVINO,FRESCO OU REFRIGERADO",02061000
nbm_0206100300,0206.10.0300,"FIGADO DE BOVINO,FRESCO OU REFRIGERADO",02061000
nbm_0206100400,0206.10.0400,"LINGUA DE BOVINO,FRESCA OU REFRIGERADA",02061000
nbm_0206100500,0206.10.0500,"RABO DE BOVINO,FRESCO OU REFRIGERADO",02061000
nbm_0206100600,0206.10.0600,"RIM DE BOVINO,FRESCO OU REFRIGERADO",02061000
nbm_0206109900,0206.10.9900,"OUTS.MIUDOS COMESTIVEIS,DE BOVINO,FRESCOS,REFRIGERADOS",02061000
nbm_0206210000,0206.21.0000,"LINGUAS DE BOVINO,CONGELADAS",02062100
nbm_0206220000,0206.22.0000,"FIGADOS DE BOVINO,CONGELADOS",02062200
nbm_0206290100,0206.29.0100,"CARNES DE CABECA DE BOVINO,CONGELADAS",02062990
nbm_0206290200,0206.29.0200,"CORACAO DE BOVINO,CONGELADO",02062990
nbm_0206290300,0206.29.0300,"RABO DE BOVINO,CONGELADO",02062910
nbm_0206290400,0206.29.0400,"RIM DE BOVINO,CONGELADO",02062990
nbm_0206299900,0206.29.9900,"OUTS.MIUDOS COMESTIVEIS DE BOVINO,CONGELADOS",02062990
nbm_0206300000,0206.30.0000,"MIUDOS COMESTIVEIS DE SUINO,FRESCOS OU REFRIGERADOS",02063000
nbm_0206410000,0206.41.0000,"FIGADOS DE SUINO,CONGELADOS",02064100
nbm_0206490000,0206.49.0000,"OUTS.MIUDOS COMESTIVEIS,DE SUINO,CONGELADOS",02064900
nbm_0206800000,0206.80.0000,"MIUDOS COMESTIVEIS,DE OVINO,CAPRINO,ETC.FRESCOS,REFRIG.",02068000
nbm_0206900000,0206.90.0000,"MIUDOS COMESTIVEIS,DE OVINO,CAPRINO,ETC.CONGELADOS",02069000
nbm_0207100100,0207.10.0100,"CARNES DE GALOS,FRANGOS,GALINHAS,INTEIRAS,FRESCA,REFRIG",02071100
nbm_0207109900,0207.10.9900,"CARNES DE OUTS.AVES DOMESTICAS,INTEIRAS,FRESCAS,REFRIG.","02072400,02073200"
nbm_0207210000,0207.21.0000,"CARNES DE GALOS,FRANGOS OU GALINHAS,INTEIRAS,CONGELADAS",02071200
nbm_0207220000,0207.22.0000,"CARNES DE PERUS OU PERUAS,INTEIRAS,CONGELADAS",02072500
nbm_0207230000,0207.23.0000,"CARNES DE PATOS,GANSOS OU PINTADAS,INTEIRAS,CONGELADAS",02073300
nbm_0207310000,0207.31.0000,"FIGADOS DE GANSOS OU PATOS,FRESCOS OU REFRIGERADOS",02073400
nbm_0207390100,0207.39.0100,"CARNES DE GALOS,FRANGOS,ETC.EM PEDACOS,FRESCAS,REFRIGER",02071300
nbm_0207390200,0207.39.0200,"FIGADOS DE GALOS,FRANGOS,GALINHAS,FRESCOS,REFRIGERADOS",02071300
nbm_0207399900,0207.39.9900,"CARNES DE OUTS.AVES DOMEST.EM PEDACOS,FRESCAS,REFRIGER.","02071300,02072600,02073400,02073500"
nbm_0207410100,0207.41.0100,"CARNES DE GALOS,FRANGOS,GALINHAS,EM PEDACOS,CONGELADAS",02071400
nbm_0207410200,0207.41.0200,"MIUDOS COMESTIVEIS,DE GALOS,FRANGOS,GALINHAS,CONGELADOS",02071400
nbm_0207420000,0207.42.0000,"CARNES DE PERUS,PERUAS,EM PEDACOS,E MIUDOS,CONGELADOS",02072700
nbm_0207430000,0207.43.0000,"CARNES DE PATOS,GANSOS,EM PEDACOS,E MIUDOS,CONGELADOS",02073600
nbm_0207500100,0207.50.0100,"FIGADOS DE GALOS,FRANGOS OU GALINHAS,CONGELADOS",02071400
nbm_0207509900,0207.50.9900,"FIGADOS DE OUTS.AVES DOMESTICAS,CONGELADOS",02073600
nbm_0208100000,0208.10.0000,"CARNES DE COELHOS OU LEBRES,FRESCAS,REFRIGERADAS,CONGEL",02081000
nbm_0208200000,0208.20.0000,"COXAS DE RA,FRESCAS,REFRIGERADAS OU CONGELADAS",02082000
nbm_0208900000,0208.90.0000,"OUTS.CARNES,MIUDOS COMESTIVEIS,FRESCOS,REFRIGERADOS,ETC",02089000
nbm_0209000101,0209.00.0101,"TOUCINHO SEM PARTES MAGRAS,FRESCO,REFRIGERADO,CONGELADO",02090011
nbm_0209000102,0209.00.0102,"TOUCINHO SEM PARTES MAGRAS,SALGADO OU EM SALMOURA",02090019
nbm_0209000199,0209.00.0199,"QQ.OUT.TOUCINHO,SEM PARTES MAGRAS",02090019
nbm_0209000201,0209.00.0201,"GORDURA DE PORCO,N/FUNDIDA,FRESCA,REFRIGERADA,CONGELADA",02090021
nbm_0209000202,0209.00.0202,"GORDURA DE PORCO,NAO FUNDIDA,SALGADA OU EM SALMOURA",02090029
nbm_0209000299,0209.00.0299,"QQ.OUT.GORDURA DE PORCO,NAO FUNDIDA",02090029
nbm_0209000301,0209.00.0301,"GORDURA DE AVES,N/FUNDIDA,FRESCA,REFRIGERADA,CONGELADA",02090090
nbm_0209000399,0209.00.0399,"QQ.OUT.GORDURA DE AVES,NAO FUNDIDA",02090090
nbm_0210110100,0210.11.0100,"PRESUNTOS DE SUINO,COM OSSOS,SALGADOS,EM SALMOURA,ETC.",02101100
nbm_0210119900,0210.11.9900,"OUTS.PERNAS,PAS,PEDACOS,DE SUINO,COM OSSOS,SALGADOS,ETC",02101100
nbm_0210120101,0210.12.0101,"TOUCINHO COM PARTES MAGRAS,DEFUMADO",02101200
nbm_0210120199,0210.12.0199,"QQ.OUT.TOUCINHO,COM PARTES MAGRAS",02101200
nbm_0210129900,0210.12.9900,"OUTS.BARRIGAS,PEITOS,DE SUINO,SEM OSSOS,SALGADOS,ETC.",02101200
nbm_0210190000,0210.19.0000,"OUTS.CARNES DE SUINO,E MIUDOS COMESTIVEIS,SALGADOS,ETC.",02101900
nbm_0210200100,0210.20.0100,"CHARQUE (CARNE SECA) E CARNE DE SOL,DE BOVINO",02102000
nbm_0210209900,0210.20.9900,"OUTS.CARNES DE BOVINO,E MIUDOS COMESTIVEIS,SALGADOS,ETC",02102000
nbm_0210900100,0210.90.0100,"FIGADOS DE AVES DOMESTICAS,SALGADOS OU EM SALMOURA",02109000
nbm_0210900201,0210.90.0201,"LINGUAS DE ANIMAIS,SALGADAS,EM SALMOURA,ETC.",02109000
nbm_0210900299,0210.90.0299,"QQ.OUT.MIUDO COMESTIVEL,DE ANIMAL,SALGADO,EM SALMOURA,",02109000
nbm_0210900300,0210.90.0300,"PRESUNTOS DE GALOS,GALINHAS,PATOS,ETC.SALGADOS,SALMOURA",02109000
nbm_0210909900,0210.90.9900,"OUTS.CARNES DE ANIMAIS,SALGADAS,EM SALMOURA,SECAS,ETC.",02109000
nbm_0301100000,0301.10.0000,PEIXES VIVOS ORNAMENTAIS,03011000
nbm_0301910100,0301.91.0100,TRUTAS PARA REPRODUCAO OU CRIACAO,"03019110,03019190"
nbm_0301919900,0301.91.9900,OUTS.TRUTAS VIVAS,03019190
nbm_0301920100,0301.92.0100,ENGUIAS PARA REPRODUCAO OU CRIACAO,"03019210,03019290"
nbm_0301929900,0301.92.9900,OUTS.ENGUIAS VIVAS,03019290
nbm_0301930100,0301.93.0100,CARPAS PARA REPRODUCAO OU CRIACAO,"03019310,03019390"
nbm_0301939900,0301.93.9900,OUTS.CARPAS VIVAS,03019390
nbm_0301990100,0301.99.0100,OUTS.PEIXES PARA REPRODUCAO OU CRIACAO,"03019910,03019990"
nbm_0301999900,0301.99.9900,OUTS.PEIXES VIVOS,03019990
nbm_0302110000,0302.11.0000,"TRUTAS FRESCAS OU REFRIGER.EXC.FILES,OUTS.CARNES,ETC.",03021100
nbm_0302120000,0302.12.0000,"SALMOES-DO-PACIFICO,ETC.FRESCOS,REFRIGER.EXC.FILES,ETC.",03021200
nbm_0302190000,0302.19.0000,"OUTS.SALMONIDEOS FRESCOS OU REFRIGERADOS,EXC.FILES,ETC.",03021900
nbm_0302210000,0302.21.0000,"LINGUADOS-GIGANTES FRESCOS,REFRIGERADOS,EXC.FILES,ETC.",03022100
nbm_0302220000,0302.22.0000,"SOLHAS OU PATRUCAS,FRESCAS,REFRIGERADAS,EXC.FILES,ETC.",03022200
nbm_0302230000,0302.23.0000,"LINGUADOS FRESCOS OU REFRIGER.EXC.FILES,OUTS.CARNES,ETC",03022300
nbm_0302290000,0302.29.0000,"OUTS.PEIXES CHATOS,FRESCOS OU REFRIGER.EXC.FILES,ETC.",03022900
nbm_0302310000,0302.31.0000,"ATUNS-BRANCOS FRESCOS OU REFRIGERADOS,EXC.FILES,ETC.",03023100
nbm_0302320000,0302.32.0000,"ALBACORAS FRESCAS OU REFRIGERADAS,EXC.FILES,OUTS.CARNES",03023200
nbm_0302330000,0302.33.0000,"BONITOS-LISTRADOS FRESCOS OU REFRIGERADOS,EXC.FILES,ETC",03023300
nbm_0302390000,0302.39.0000,"OUTS.ATUNS,BONITOS,FRESCOS,REFRIGERADOS,EXC.FILES,ETC.",03023900
nbm_0302400000,0302.40.0000,"ARENQUES FRESCOS OU REFRIGERADOS,EXC.FILES,OUTS.CARNES",03024000
nbm_0302500000,0302.50.0000,"BACALHAUS FRESCOS OU REFRIGERADOS,EXC.FILES,OUTS.CARNES",03025000
nbm_0302610000,0302.61.0000,"SARDINHA FRESCA OU REFRIGER.EXC.FILES,OUTS.CARNES,ETC.",03026100
nbm_0302620000,0302.62.0000,"""HADDOCKS"" FRESCOS,REFRIGERADOS,EXC.FILES E OUTS.CARNES",03026200
nbm_0302630000,0302.63.0000,"PEIXES-CARVAO FRESCOS,REFRIGER.EXC.FILES E OUTS.CARNES",03026300
nbm_0302640000,0302.64.0000,"CAVALAS,ETC.FRESCAS,REFRIG.EXC.FILES E OUTS.CARNES",03026400
nbm_0302650000,0302.65.0000,"ESQUALOS FRESCOS,REFRIGERADOS,EXC.FILES,OUTS.CARNES",03026500
nbm_0302660000,0302.66.0000,"ENGUIAS FRESCAS,REFRIGERADAS,EXC.FILES E OUTS.CARNES",03026600
nbm_0302690100,0302.69.0100,"CORVINA FRESCA,REFRIGERADA,EXC.FILES E OUTS.CARNES",03026990
nbm_0302690200,0302.69.0200,"MERLUZA FRESCA,REFRIGERADA,EXC.FILES E OUTS.CARNES",03026910
nbm_0302690300,0302.69.0300,"PESCADA FRESCA OU REFRIGERADA,EXC.FILES E OUTS.CARNES",03026990
nbm_0302699900,0302.69.9900,"OUTS.PEIXES FRESCOS,REFRIG.EXC.FILES E OUTS.CARNES",03026990
nbm_0302700000,0302.70.0000,"FIGADOS,SEMEN E OVAS,DE PEIXES,FRESCOS OU REFRIGERADOS",03027000
nbm_0303100000,0303.10.0000,"SALMOES-DO-PACIFICO CONGELADOS,EXC.FILES E OUTS.CARNES",03031000
nbm_0303210000,0303.21.0000,"TRUTAS CONGELADAS,EXC.FILES E OUTS.CARNES",03032100
nbm_0303220000,0303.22.0000,"SALMOES-DO-ATLANTICO,ETC.CONGELADOS,EXC.FILES,ETC.",03032200
nbm_0303290000,0303.29.0000,"OUTS.SALMONIDEOS CONGELADOS,EXC.FILES E OUTS.CARNES",03032900
nbm_0303310000,0303.31.0000,"LINGUADOS-GIGANTES CONGELADOS,EXC.FILE/FIGADO/OVAS/ETC.",03033100
nbm_0303320000,0303.32.0000,"SOLHAS/PATRUCAS,CONGELADAS,EXC.FILE/FIGADO/OVAS/SEMEN",03033200
nbm_0303330000,0303.33.0000,"LINGUADOS CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03033300
nbm_0303390000,0303.39.0000,"OUTS.PEIXES CHATOS,CONGELADOS,EXC.FILE/FIGADO/OVAS/ETC.",03033900
nbm_0303410000,0303.41.0000,"ATUNS-BRANCOS/ETC.CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03034100
nbm_0303420000,0303.42.0000,"ALBACORAS/ETC.CONGELADAS,EXC.FILE/FIGADO/OVAS/SEMEN",03034200
nbm_0303430000,0303.43.0000,"BONITOS-LISTRADOS/ETC.CONGELADOS,EXC.FILE/FIGADO/OVAS/",03034300
nbm_0303490000,0303.49.0000,"OUTS.ATUNS/BONITOS,CONGELADOS,EXC.FILE/FIGADO/OVAS/ETC.",03034900
nbm_0303500000,0303.50.0000,"ARENQUES CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03035000
nbm_0303600000,0303.60.0000,"BACALHAUS CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03036000
nbm_0303710000,0303.71.0000,"SARDINHA/ETC.CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN",03037100
nbm_0303720000,0303.72.0000,"HADDOCKS CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03037200
nbm_0303730000,0303.73.0000,"PEIXES-CARVAO CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03037300
nbm_0303740000,0303.74.0000,"CAVALAS/ETC.CONGELADAS,EXC.FILE/FIGADO/OVAS/SEMEN",03037400
nbm_0303750000,0303.75.0000,"ESQUALOS CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03037500
nbm_0303760000,0303.76.0000,"ENGUIAS CONGELADAS,EXC.FILE/FIGADO/OVAS/SEMEN",03037600
nbm_0303770000,0303.77.0000,"PERCAS (ROBALOS/BAILAS) CONGELADAS,EXC.FILE/FIGADO/ETC.",03037700
nbm_0303780000,0303.78.0000,"MERLUZAS/ETC.CONGELADAS,EXC.FILE/FIGADO/OVAS/SEMEN",03037800
nbm_0303790100,0303.79.0100,"CASTANHA (PEIXE) CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN",03037990
nbm_0303790200,0303.79.0200,"CORVINA CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN",03037910
nbm_0303790300,0303.79.0300,"PARGO-ROSA CONGELADO,EXC.FILE/FIGADO/OVAS/SEMEN",03037990
nbm_0303790400,0303.79.0400,"PESCADA CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN",03037920
nbm_0303790500,0303.79.0500,"PIRAMUTABA CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN",03037990
nbm_0303790600,0303.79.0600,"TAMUATA CONGELADA,EXC.FILE/FIGADO/OVAS/SEMEN",03037990
nbm_0303799900,0303.79.9900,"OUTS.PEIXES CONGELADOS,EXC.FILE/FIGADO/OVAS/SEMEN",03037990
nbm_0303800000,0303.80.0000,"FIGADOS/SEMEN/OVAS,DE PEIXES,CONGELADOS",03038000
nbm_0304100000,0304.10.0000,"FILES/OUTS.CARNES DE PEIXES,FRESCOS/REFRIGERADOS",03041000
nbm_0304200100,0304.20.0100,"FILES DE CORVINA,CONGELADOS",03042090
nbm_0304200200,0304.20.0200,"FILES DE DOURADO,CONGELADOS",03042090
nbm_0304200300,0304.20.0300,"FILES DE MERLUZA,CONGELADOS",03042010
nbm_0304200400,0304.20.0400,"FILES DE PARGO-ROSA,CONGELADOS",03042090
nbm_0304200500,0304.20.0500,"FILES DE PESCADA,CONGELADOS",03042090
nbm_0304200600,0304.20.0600,"FILES DE PIRAMUTABA,CONGELADOS",03042090
nbm_0304209900,0304.20.9900,"OUTS.FILES DE PEIXES,CONGELADOS",03042090
nbm_0304900100,0304.90.0100,"OUTS.CARNES DE CORVINA,FRESCAS/REFRIGERADAS/CONGELADAS",03049000
nbm_0304900200,0304.90.0200,"OUTS.CARNES DE DOURADO,FRESCAS/REFRIGERADAS/CONGELADAS",03049000
nbm_0304900300,0304.90.0300,"OUTS.CARNES DE MERLUZA,FRESCAS/REFRIGERADAS/CONGELADAS",03049000
nbm_0304900400,0304.90.0400,"OUTS.CARNES DE PARGO-ROSA,FRESCAS/REFRIG/CONGELADAS",03049000
nbm_0304900500,0304.90.0500,"OUTS.CARNES DE PESCADA,FRESCAS/REFRIGERADAS/CONGELADAS",03049000
nbm_0304900600,0304.90.0600,"OUTS.CARNES DE PIRAMUTABA,FRESCAS/REFRIG/CONGELADAS",03049000
