"id","code","name","version","internal_type","parent_id:id"
"cnae_0131800","0131-8/00","Cultivo de laranja","2.3","normal","cnae_01318"
"cnae_01326","01.32-6","Cultivo de uva","2.3","view","cnae_013"
"cnae_0132600","0132-6/00","Cultivo de uva","2.3","normal","cnae_01326"
"cnae_01334","01.33-4","Cultivo de frutas de lavoura permanente, exceto laranja e uva","2.3","view","cnae_013"
"cnae_0133401","0133-4/01","Cultivo de açaí","2.3","normal","cnae_01334"
"cnae_0133402","0133-4/02","Cultivo de banana","2.3","normal","cnae_01334"
"cnae_0133403","0133-4/03","Cultivo de caju","2.3","normal","cnae_01334"
"cnae_0133404","0133-4/04","Cultivo de cítricos, exceto laranja","2.3","normal","cnae_01334"
"cnae_0133405","0133-4/05","Cultivo de coco-da-baía","2.3","normal","cnae_01334"
"cnae_0133406","0133-4/06","Cultivo de guaraná","2.3","normal","cnae_01334"
"cnae_0133407","0133-4/07","Cultivo de maçã","2.3","normal","cnae_01334"
"cnae_0133408","0133-4/08","Cultivo de mamão","2.3","normal","cnae_01334"
"cnae_0133409","0133-4/09","Cultivo de maracujá","2.3","normal","cnae_01334"
"cnae_0133410","0133-4/10","Cultivo de manga","2.3","normal","cnae_01334"
"cnae_0133411","0133-4/11","Cultivo de pêssego","2.3","normal","cnae_01334"
"cnae_0133499","0133-4/99","Cultivo de frutas de lavoura permanente não especificadas anteriormente","2.3","normal","cnae_01334"
"cnae_01342","01.34-2","Cultivo de café","2.3","view","cnae_013"
"cnae_0134200","0134-2/00","Cultivo de café","2.3","normal","cnae_01342"
"cnae_01351","01.35-1","Cultivo de cacau","2.3","view","cnae_013"
"cnae_0135100","0135-1/00","Cultivo de cacau","2.3","normal","cnae_01351"
"cnae_01393","01.39-3","Cultivo de plantas de lavoura permanente não especificadas anteriormente","2.3","view","cnae_013"
"cnae_0139301","0139-3/01","Cultivo de chá-da-índia","2.3","normal","cnae_01393"
"cnae_0139302","0139-3/02","Cultivo de erva-mate","2.3","normal","cnae_01393"
"cnae_0139303","0139-3/03","Cultivo de pimenta-do-reino","2.3","normal","cnae_01393"
"cnae_0139304","0139-3/04","Cultivo de plantas para condimento, exceto pimenta-do-reino","2.3","normal","cnae_01393"
"cnae_0139305","0139-3/05","Cultivo de dendê","2.3","normal","cnae_01393"
"cnae_0139306","0139-3/06","Cultivo de seringueira","2.3","normal","cnae_01393"
"cnae_0139399","0139-3/99","Cultivo de outras plantas de lavoura permanente não especificadas anteriormente","2.3","normal","cnae_01393"
"cnae_014","01.4","Produção de sementes e mudas certificadas","2.3","view","cnae_01"
"cnae_01415","01.41-5","Produção de sementes certificadas","2.3","view","cnae_014"
"cnae_0141501","0141-5/01","Produção de sementes certificadas, exceto de forrageiras para pasto","2.3","normal","cnae_01415"
"cnae_0141502","0141-5/02","Produção de sementes certificadas de forrageiras para formação de pasto","2.3","normal","cnae_01415"
"cnae_01423","01.42-3","Produção de mudas e outras formas de propagação vegetal, certificadas","2.3","view","cnae_014"
"cnae_0142300","0142-3/00","Produção de mudas e outras formas de propagação vegetal, certificadas","2.3","normal","cnae_01423"
"cnae_015","01.5","Pecuária","2.3","view","cnae_01"
"cnae_01512","01.51-2","Criação de bovinos","2.3","view","cnae_015"
"cnae_0151201","0151-2/01","Criação de bovinos para corte","2.3","normal","cnae_01512"
"cnae_0151202","0151-2/02","Criação de bovinos para leite","2.3","normal","cnae_01512"
"cnae_0151203","0151-2/03","Criação de bovinos, exceto para corte e leite","2.3","normal","cnae_01512"
"cnae_01521","01.52-1","Criação de outros animais de grande porte","2.3","view","cnae_015"
"cnae_0152101","0152-1/01","Criação de bufalinos","2.3","normal","cnae_01521"
"cnae_0152102","0152-1/02","Criação de equinos","2.3","normal","cnae_01521"
"cnae_0152103","0152-1/03","Criação de asininos e muares","2.3","normal","cnae_01521"
"cnae_01539","01.53-9","Criação de caprinos e ovinos","2.3","view","cnae_015"
"cnae_0153901","0153-9/01","Criação de caprinos","2.3","normal","cnae_01539"
"cnae_0153902","0153-9/02","Criação de ovinos, inclusive para produção de lã","2.3","normal","cnae_01539"
"cnae_01547","01.54-7","Criação de suínos","2.3","view","cnae_015"
"cnae_0154700","0154-7/00","Criação de suínos","2.3","normal","cnae_01547"
"cnae_01555","01.55-5","Criação de aves","2.3","view","cnae_015"
"cnae_0155501","0155-5/01","Criação de frangos para corte","2.3","normal","cnae_01555"
"cnae_0155502","0155-5/02","Produção de pintos de um dia","2.3","normal","cnae_01555"
"cnae_0155503","0155-5/03","Criação de outros galináceos, exceto para corte","2.3","normal","cnae_01555"
"cnae_0155504","0155-5/04","Criação de aves, exceto galináceos","2.3","normal","cnae_01555"
"cnae_0155505","0155-5/05","Produção de ovos","2.3","normal","cnae_01555"
"cnae_01598","01.59-8","Criação de animais não especificados anteriormente","2.3","view","cnae_015"
"cnae_0159801","0159-8/01","Apicultura","2.3","normal","cnae_01598"
"cnae_0159802","0159-8/02","Criação de animais de estimação","2.3","normal","cnae_01598"
"cnae_0159803","0159-8/03","Criação de escargô","2.3","normal","cnae_01598"
"cnae_0159804","0159-8/04","Criação de bicho-da-seda","2.3","normal","cnae_01598"
"cnae_0159899","0159-8/99","Criação de outros animais não especificados anteriormente","2.3","normal","cnae_01598"
"cnae_016","01.6","Atividades de apoio à agricultura e à pecuária; atividades de
pós-colheita","2.3","view","cnae_01"
"cnae_01610","01.61-0","Atividades de apoio à agricultura","2.3","view","cnae_016"
"cnae_0161001","0161-0/01","Serviço de pulverização e controle de pragas agrícolas","2.3","normal","cnae_01610"
"cnae_0161002","0161-0/02","Serviço de poda de árvores para lavouras","2.3","normal","cnae_01610"
"cnae_0161003","0161-0/03","Serviço de preparação de terreno, cultivo e colheita","2.3","normal","cnae_01610"
"cnae_0161099","0161-0/99","Atividades de apoio à agricultura não especificadas anteriormente","2.3","normal","cnae_01610"
"cnae_01628","01.62-8","Atividades de apoio à pecuária","2.3","view","cnae_016"
"cnae_0162801","0162-8/01","Serviço de inseminação artificial em animais","2.3","normal","cnae_01628"
"cnae_0162802","0162-8/02","Serviço de tosquiamento de ovinos","2.3","normal","cnae_01628"
"cnae_0162803","0162-8/03","Serviço de manejo de animais","2.3","normal","cnae_01628"
"cnae_0162899","0162-8/99","Atividades de apoio à pecuária não especificadas anteriormente","2.3","normal","cnae_01628"
"cnae_01636","01.63-6","Atividades de pós-colheita","2.3","view","cnae_016"
"cnae_0163600","0163-6/00","Atividades de pós-colheita","2.3","normal","cnae_01636"
"cnae_017","01.7","Caça e serviços relacionados","2.3","view","cnae_01"
"cnae_01709","01.70-9","Caça e serviços relacionados","2.3","view","cnae_017"
"cnae_0170900","0170-9/00","Caça e serviços relacionados","2.3","normal","cnae_01709"
"cnae_02","02","PRODUÇÃO FLORESTAL","2.3","view","cnae_a"
"cnae_021","02.1","Produção florestal - florestas plantadas","2.3","view","cnae_02"
"cnae_02101","02.10-1","Produção florestal - florestas plantadas","2.3","view","cnae_021"
"cnae_0210101","0210-1/01","Cultivo de eucalipto","2.3","normal","cnae_02101"
"cnae_0210102","0210-1/02","Cultivo de acácia-negra","2.3","normal","cnae_02101"
"cnae_0210103","0210-1/03","Cultivo de pinus","2.3","normal","cnae_02101"
"cnae_0210104","0210-1/04","Cultivo de teca","2.3","normal","cnae_02101"
"cnae_0210105","0210-1/05","Cultivo de espécies madeireiras, exceto eucalipto, acácia-negra, pinus e teca","2.3","normal","cnae_02101"
"cnae_0210106","0210-1/06","Cultivo de mudas em viveiros florestais","2.3","normal","cnae_02101"
"cnae_0210107","0210-1/07","Extração de madeira em florestas plantadas","2.3","normal","cnae_02101"
"cnae_0210108","0210-1/08","Produção de carvão vegetal - florestas plantadas","2.3","normal","cnae_02101"
"cnae_0210109","0210-1/09","Produção de casca de acácia-negra - florestas plantadas","2.3","normal","cnae_02101"
"cnae_0210199","0210-1/99","Produção de produtos não madeireiros não especificados anteriormente em florestas plantadas","2.3","normal","cnae_02101"
"cnae_022","02.2","Produção florestal - florestas nativas","2.3","view","cnae_02"
"cnae_02209","02.20-9","Produção florestal - florestas nativas","2.3","view","cnae_022"
"cnae_0220901","0220-9/01","Extração de madeira em florestas nativas","2.3","normal","cnae_02209"
"cnae_0220902","0220-9/02","Produção de carvão vegetal - florestas nativas","2.3","normal","cnae_02209"
"cnae_0220903","0220-9/03","Coleta de castanha-do-pará em florestas nativas","2.3","normal","cnae_02209"
"cnae_0220904","0220-9/04","Coleta de látex em florestas nativas","2.3","normal","cnae_02209"
"cnae_0220905","0220-9/05","Coleta de palmito em florestas nativas","2.3","normal","cnae_02209"
"cnae_0220906","0220-9/06","Conservação de florestas nativas","2.3","normal","cnae_02209"
"cnae_0220999","0220-9/99","Coleta de produtos não madeireiros não especificados anteriormente em florestas nativas","2.3","normal","cnae_02209"
"cnae_023","02.3","Atividades de apoio à produção florestal","2.3","view","cnae_02"
"cnae_02306","02.30-6","Atividades de apoio à produção florestal","2.3","view","cnae_023"
"cnae_0230600","0230-6/00","Atividades de apoio à produção florestal","2.3","normal","cnae_02306"
"cnae_03","03","PESCA E AQÜICULTURA","2.3","view","cnae_a"
"cnae_031","03.1","Pesca","2.3","view","cnae_03"
"cnae_03116","03.11-6","Pesca em água salgada","2.3","view","cnae_031"
"cnae_0311601","0311-6/01","Pesca de peixes em água salgada","2.3","normal","cnae_03116"
"cnae_0311602","0311-6/02","Pesca de crustáceos e moluscos em água salgada","2.3","normal","cnae_03116"
"cnae_0311603","0311-6/03","Coleta de outros produtos marinhos","2.3","normal","cnae_03116"
"cnae_0311604","0311-6/04","Atividades de apoio à pesca em água salgada","2.3","normal","cnae_03116"
"cnae_03124","03.12-4","Pesca em água doce","2.3","view","cnae_031"
"cnae_0312401","0312-4/01","Pesca de peixes em água doce","2.3","normal","cnae_03124"
"cnae_0312402","0312-4/02","Pesca de crustáceos e moluscos em água doce","2.3","normal","cnae_03124"
"cnae_0312403","0312-4/03","Coleta de outros produtos aquáticos de água doce","2.3","normal","cnae_03124"
"cnae_0312404","0312-4/04","Atividades de apoio à pesca em água doce","2.3","normal","cnae_03124"
"cnae_032","03.2","Aquicultura","2.3","view","cnae_03"
"cnae_03213","03.21-3","Aquicultura em água salgada e salobra","2.3","view","cnae_032"
"cnae_0321301","0321-3/01","Criação de peixes em água salgada e salobra","2.3","normal","cnae_03213"
"cnae_0321302","0321-3/02","Criação de camarões em água salgada e salobra","2.3","normal","cnae_03213"
"cnae_0321303","0321-3/03","Criação de ostras e mexilhões em água salgada e salobra","2.3","normal","cnae_03213"
"cnae_0321304","0321-3/04","Criação de peixes ornamentais em água salgada e salobra","2.3","normal","cnae_03213"
"cnae_0321305","0321-3/05","Atividades de apoio à aquicultura em água salgada e salobra","2.3","normal","cnae_03213"
"cnae_0321399","0321-3/99","Cultivos e semicultivos da aquicultura em água salgada e salobra não especificados anteriormente","2.3","normal","cnae_03213"
"cnae_03221","03.22-1","Aquicultura em água doce","2.3","view","cnae_032"
"cnae_0322101","0322-1/01","Criação de peixes em água doce","2.3","normal","cnae_03221"
"cnae_0322102","0322-1/02","Criação de camarões em água doce","2.3","normal","cnae_03221"
"cnae_0322103","0322-1/03","Criação de ostras e mexilhões em água doce","2.3","normal","cnae_03221"
"cnae_0322104","0322-1/04","Criação de peixes ornamentais em água doce","2.3","normal","cnae_03221"
"cnae_0322105","0322-1/05","Ranicultura","2.3","normal","cnae_03221"
"cnae_0322106","0322-1/06","Criação de jacaré","2.3","normal","cnae_03221"
"cnae_0322107","0322-1/07","Atividades de apoio à aquicultura em água doce","2.3","normal","cnae_03221"
"cnae_0322199","0322-1/99","Cultivos e semicultivos da aquicultura em água doce não especificados anteriormente","2.3","normal","cnae_03221"
"cnae_b","B","INDÚSTRIAS EXTRATIVAS","2.3","view",""
"cnae_05","05","EXTRAÇÃO DE CARVÃO MINERAL","2.3","view","cnae_b"
"cnae_050","05.0","Extração de carvão mineral","2.3","view","cnae_05"
"cnae_05003","05.00-3","Extração de carvão mineral","2.3","view","cnae_050"
"cnae_0500301","0500-3/01","Extração de carvão mineral","2.3","normal","cnae_05003"
"cnae_0500302","0500-3/02","Beneficiamento de carvão mineral","2.3","normal","cnae_05003"
"cnae_06","06","EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL","2.3","view","cnae_b"
"cnae_060","06.0","Extração de petróleo e gás natural","2.3","view","cnae_06"
"cnae_06000","06.00-0","Extração de petróleo e gás natural","2.3","view","cnae_060"
"cnae_0600001","0600-0/01","Extração de petróleo e gás natural","2.3","normal","cnae_06000"
"cnae_0600002","0600-0/02","Extração e beneficiamento de xisto","2.3","normal","cnae_06000"
"cnae_0600003","0600-0/03","Extração e beneficiamento de areias betuminosas","2.3","normal","cnae_06000"
"cnae_07","07","EXTRAÇÃO DE MINERAIS METÁLICOS","2.3","view","cnae_b"
"cnae_071","07.1","Extração de minério de ferro","2.3","view","cnae_07"
"cnae_07103","07.10-3","Extração de minério de ferro","2.3","view","cnae_071"
"cnae_0710301","0710-3/01","Extração de minério de ferro","2.3","normal","cnae_07103"
"cnae_0710302","0710-3/02","Pelotização, sinterização e outros beneficiamentos de minério de ferro","2.3","normal","cnae_07103"
"cnae_072","07.2","Extração de minerais metálicos não ferrosos","2.3","view","cnae_07"
"cnae_07219","07.21-9","Extração de minério de alumínio","2.3","view","cnae_072"
"cnae_0721901","0721-9/01","Extração de minério de alumínio","2.3","normal","cnae_07219"
"cnae_0721902","0721-9/02","Beneficiamento de minério de alumínio","2.3","normal","cnae_07219"
"cnae_07227","07.22-7","Extração de minério de estanho","2.3","view","cnae_072"
"cnae_0722701","0722-7/01","Extração de minério de estanho","2.3","normal","cnae_07227"
"cnae_0722702","0722-7/02","Beneficiamento de minério de estanho","2.3","normal","cnae_07227"
"cnae_07235","07.23-5","Extração de minério de manganês","2.3","view","cnae_072"
"cnae_0723501","0723-5/01","Extração de minério de manganês","2.3","normal","cnae_07235"
"cnae_0723502","0723-5/02","Beneficiamento de minério de manganês","2.3","normal","cnae_07235"
"cnae_07243","07.24-3","Extração de minério de metais preciosos","2.3","view","cnae_072"
"cnae_0724301","0724-3/01","Extração de minério de metais preciosos","2.3","normal","cnae_07243"
"cnae_0724302","0724-3/02","Beneficiamento de minério de metais preciosos","2.3","normal","cnae_07243"
"cnae_07251","07.25-1","Extração de minerais radioativos","2.3","view","cnae_072"
"cnae_0725100","0725-1/00","Extração de minerais radioativos","2.3","normal","cnae_07251"
"cnae_07294","07.29-4","Extração de minerais metálicos não ferrosos não especificados anteriormente","2.3","view","cnae_072"
"cnae_0729401","0729-4/01","Extração de minérios de nióbio e titânio","2.3","normal","cnae_07294"
"cnae_0729402","0729-4/02","Extração de minério de tungstênio","2.3","normal","cnae_07294"
"cnae_0729403","0729-4/03","Extração de minério de níquel","2.3","normal","cnae_07294"
"cnae_0729404","0729-4/04","Extração de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente","2.3","normal","cnae_07294"
"cnae_0729405","0729-4/05","Beneficiamento de minérios de cobre, chumbo, zinco e outros minerais metálicos não ferrosos não especificados anteriormente","2.3","normal","cnae_07294"
"cnae_08","08","EXTRAÇÃO DE MINERAIS NÃO METÁLICOS","2.3","view","cnae_b"
"cnae_081","08.1","Extração de pedra, areia e argila","2.3","view","cnae_08"
"cnae_08100","08.10-0","Extração de pedra, areia e argila","2.3","view","cnae_081"
"cnae_0810001","0810-0/01","Extração de ardósia e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810002","0810-0/02","Extração de granito e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810003","0810-0/03","Extração de mármore e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810004","0810-0/04","Extração de calcário e dolomita e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810005","0810-0/05","Extração de gesso e caulim","2.3","normal","cnae_08100"
"cnae_0810006","0810-0/06","Extração de areia, cascalho ou pedregulho e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810007","0810-0/07","Extração de argila e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810008","0810-0/08","Extração de saibro e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810009","0810-0/09","Extração de basalto e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_0810010","0810-0/10","Beneficiamento de gesso e caulim associado à extração","2.3","normal","cnae_08100"
"cnae_0810099","0810-0/99","Extração e britamento de pedras e outros materiais para construção e beneficiamento associado","2.3","normal","cnae_08100"
"cnae_089","08.9","Extração de outros minerais não metálicos","2.3","view","cnae_08"
"cnae_08916","08.91-6","Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos","2.3","view","cnae_089"
"cnae_0891600","0891-6/00","Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos","2.3","normal","cnae_08916"
"cnae_08924","08.92-4","Extração e refino de sal marinho e sal-gema","2.3","view","cnae_089"
"cnae_0892401","0892-4/01","Extração de sal marinho","2.3","normal","cnae_08924"
"cnae_0892402","0892-4/02","Extração de sal-gema","2.3","normal","cnae_08924"
"cnae_0892403","0892-4/03","Refino e outros tratamentos do sal","2.3","normal","cnae_08924"
"cnae_08932","08.93-2","Extração de gemas (pedras preciosas e semipreciosas)","2.3","view","cnae_089"
"cnae_0893200","0893-2/00","Extração de gemas (pedras preciosas e semipreciosas)","2.3","normal","cnae_08932"
"cnae_08991","08.99-1","Extração de minerais não metálicos não especificados anteriormente","2.3","view","cnae_089"
"cnae_0899101","0899-1/01","Extração de grafita","2.3","normal","cnae_08991"
"cnae_0899102","0899-1/02","Extração de quartzo","2.3","normal","cnae_08991"
"cnae_0899103","0899-1/03","Extração de amianto","2.3","normal","cnae_08991"
"cnae_0899199","0899-1/99","Extração de outros minerais não metálicos não especificados anteriormente","2.3","normal","cnae_08991"
"cnae_09","09","ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS","2.3","view","cnae_b"
"cnae_091","09.1","Atividades de apoio à extração de petróleo e gás natural","2.3","view","cnae_09"
"cnae_09106","09.10-6","Atividades de apoio à extração de petróleo e gás natural","2.3","view","cnae_091"
"cnae_0910600","0910-6/00","Atividades de apoio à extração de petróleo e gás natural","2.3","normal","cnae_09106"
"cnae_099","09.9","Atividades de apoio à extração de minerais, exceto petróleo e gás natural","2.3","view","cnae_09"
"cnae_09904","09.90-4","Atividades de apoio à extração de minerais, exceto petróleo e gás natural","2.3","view","cnae_099"
"cnae_0990401","0990-4/01","Atividades de apoio à extração de minério de ferro","2.3","normal","cnae_09904"
"cnae_0990402","0990-4/02","Atividades de apoio à extração de minerais metálicos não ferrosos","2.3","normal","cnae_09904"
"cnae_0990403","0990-4/03","Atividades de apoio à extração de minerais não metálicos","2.3","normal","cnae_09904"
"cnae_c","C","INDÚSTRIAS DE TRANSFORMAÇÃO","2.3","view",""
"cnae_10","10","FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS","2.3","view","cnae_c"
"cnae_101","10.1","Abate e fabricação de produtos de carne","2.3","view","cnae_10"
"cnae_10112","10.11-2","Abate de reses, exceto suínos","2.3","view","cnae_101"
"cnae_1011201","1011-2/01","Frigorífico - abate de bovinos","2.3","normal","cnae_10112"
"cnae_1011202","1011-2/02","Frigorífico - abate de equinos","2.3","normal","cnae_10112"
"cnae_1011203","1011-2/03","Frigorífico - abate de ovinos e caprinos","2.3","normal","cnae_10112"
"cnae_1011204","1011-2/04","Frigorífico - abate de bufalinos","2.3","normal","cnae_10112"
"cnae_1011205","1011-2/05","Matadouro - abate de reses sob contrato, exceto abate de suínos","2.3","normal","cnae_10112"
"cnae_10121","10.12-1","Abate de suínos, aves e outros pequenos animais","2.3","view","cnae_101"
"cnae_1012101","1012-1/01","Abate de aves","2.3","normal","cnae_10121"
"cnae_1012102","1012-1/02","Abate de pequenos animais","2.3","normal","cnae_10121"
"cnae_1012103","1012-1/03","Frigorífico - abate de suínos","2.3","normal","cnae_10121"
"cnae_1012104","1012-1/04","Matadouro - abate de suínos sob contrato","2.3","normal","cnae_10121"
"cnae_10139","10.13-9","Fabricação de produtos de carne","2.3","view","cnae_101"
"cnae_1013901","1013-9/01","Fabricação de produtos de carne","2.3","normal","cnae_10139"
"cnae_1013902","1013-9/02","Preparação de subprodutos do abate","2.3","normal","cnae_10139"
"cnae_102","10.2","Preservação do pescado e fabricação de produtos do pescado","2.3","view","cnae_10"
"cnae_10201","10.20-1","Preservação do pescado e fabricação de produtos do pescado","2.3","view","cnae_102"
"cnae_1020101","1020-1/01","Preservação de peixes, crustáceos e moluscos","2.3","normal","cnae_10201"
"cnae_1020102","1020-1/02","Fabricação de conservas de peixes, crustáceos e moluscos","2.3","normal","cnae_10201"
"cnae_103","10.3","Fabricação de conservas de frutas, legumes e outros vegetais","2.3","view","cnae_10"
"cnae_10317","10.31-7","Fabricação de conservas de frutas","2.3","view","cnae_103"
"cnae_1031700","1031-7/00","Fabricação de conservas de frutas","2.3","normal","cnae_10317"
"cnae_10325","10.32-5","Fabricação de conservas de legumes e outros vegetais","2.3","view","cnae_103"
"cnae_1032501","1032-5/01","Fabricação de conservas de palmito","2.3","normal","cnae_10325"
"cnae_1032599","1032-5/99","Fabricação de conservas de legumes e outros vegetais, exceto palmito","2.3","normal","cnae_10325"
"cnae_10333","10.33-3","Fabricação de sucos de frutas, hortaliças e legumes","2.3","view","cnae_103"
"cnae_1033301","1033-3/01","Fabricação de sucos concentrados de frutas, hortaliças e legumes","2.3","normal","cnae_10333"
"cnae_1033302","1033-3/02","Fabricação de sucos de frutas, hortaliças e legumes, exceto concentrados","2.3","normal","cnae_10333"
"cnae_104","10.4","Fabricação de óleos e gorduras vegetais e animais","2.3","view","cnae_10"
"cnae_10414","10.41-4","Fabricação de óleos vegetais em bruto, exceto óleo de milho","2.3","view","cnae_104"
"cnae_1041400","1041-4/00","Fabricação de óleos vegetais em bruto, exceto óleo de milho","2.3","normal","cnae_10414"
"cnae_10422","10.42-2","Fabricação de óleos vegetais refinados, exceto óleo de milho","2.3","view","cnae_104"
"cnae_1042200","1042-2/00","Fabricação de óleos vegetais refinados, exceto óleo de milho","2.3","normal","cnae_10422"
"cnae_10431","10.43-1","Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais","2.3","view","cnae_104"
"cnae_1043100","1043-1/00","Fabricação de margarina e outras gorduras vegetais e de óleos não comestíveis de animais","2.3","normal","cnae_10431"
"cnae_105","10.5","Laticínios","2.3","view","cnae_10"
"cnae_10511","10.51-1","Preparação do leite","2.3","view","cnae_105"
"cnae_1051100","1051-1/00","Preparação do leite","2.3","normal","cnae_10511"
"cnae_10520","10.52-0","Fabricação de laticínios","2.3","view","cnae_105"
"cnae_1052000","1052-0/00","Fabricação de laticínios","2.3","normal","cnae_10520"
"cnae_10538","10.53-8","Fabricação de sorvetes e outros gelados comestíveis","2.3","view","cnae_105"
"cnae_1053800","1053-8/00","Fabricação de sorvetes e outros gelados comestíveis","2.3","normal","cnae_10538"
"cnae_106","10.6","Moagem, fabricação de produtos amiláceos e de alimentos para animais","2.3","view","cnae_10"
"cnae_10619","10.61-9","Beneficiamento de arroz e fabricação de produtos do arroz","2.3","view","cnae_106"
"cnae_1061901","1061-9/01","Beneficiamento de arroz","2.3","normal","cnae_10619"
"cnae_1061902","1061-9/02","Fabricação de produtos do arroz","2.3","normal","cnae_10619"
"cnae_10627","10.62-7","Moagem de trigo e fabricação de derivados","2.3","view","cnae_106"
"cnae_1062700","1062-7/00","Moagem de trigo e fabricação de derivados","2.3","normal","cnae_10627"
"cnae_10635","10.63-5","Fabricação de farinha de mandioca e derivados","2.3","view","cnae_106"
"cnae_1063500","1063-5/00","Fabricação de farinha de mandioca e derivados","2.3","normal","cnae_10635"
"cnae_10643","10.64-3","Fabricação de farinha de milho e derivados, exceto óleos de milho","2.3","view","cnae_106"
"cnae_1064300","1064-3/00","Fabricação de farinha de milho e derivados, exceto óleos de milho","2.3","normal","cnae_10643"
