"id","parent_id","name","code","account_type","reconcile","non_trade","name@ar_001","description","depreciation_model_id","description@ar_001","active"
"egy_account_130101","egy_account_130000","Prepaid Medical Insurance","130101","asset_prepayments","False","","تأمين طبي مدفوع مسبقا","","","",""
"egy_account_130102","egy_account_130000","Prepaid Life Insurance","130102","asset_prepayments","False","","تأمين على الحياة مدفوع مسبقا","","","",""
"egy_account_130103","egy_account_130000","Prepaid Other Insurance","130103","asset_prepayments","False","","تأمينات اخرى مدفوعة مسبقا","","","",""
"egy_account_130104","egy_account_130000","Prepaid Shipping Insurance","130104","asset_prepayments","False","","تأمين الشحن المدفوع مقدمًا","","","",""
"egy_account_130200","egy_account_130000","Prepaid Office Rent","130200","asset_prepayments","False","","ايجار مكتب مدفوع مسبقا","","","",""
"egy_account_130300","egy_account_130000","Prepaid License Fees","130300","asset_prepayments","False","","رسوم ترخيص مدفوعة مسبقا","","","",""
"egy_account_130400","egy_account_130000","Prepaid Maintenance","130400","asset_prepayments","False","","رسوم صيانة مدفوعة مسبقا","","","",""
"egy_account_130500","egy_account_130000","Prepaid Site Hosting Fees","130500","asset_prepayments","False","","رسوم استضافة موقع مدفوعة مسبقا","","","",""
"egy_account_130600","egy_account_130000","Prepaid Employees Housing","130600","asset_prepayments","False","","بدل سكن للموظفين مدفوع مسبقا","","","",""
"egy_account_130700","egy_account_130000","Prepaid Schooling Fees","130700","asset_prepayments","False","","بدل رسوم تعليم مدرسي مدفوع مسبقا","","","",""
"egy_account_130800","egy_account_130000","Prepaid Consultancy Fees","130800","asset_prepayments","False","","رسوم استشارات مدفوعة مسبقا","","","",""
"egy_account_130900","egy_account_130000","Prepaid Legal Fees","130900","asset_prepayments","False","","الرسوم القانونية مدفوعة مسبقا","","","",""
"egy_account_131100","egy_account_130000","PrePaid Advertisement Expenses","131100","asset_prepayments","False","","دعاية و الإعلان مدفوعة مسبقا","","","",""
"egy_account_131200","egy_account_130000","Prepaid Bank Guarantee","131200","asset_prepayments","False","","ضمان بنكي مدفوع مسبقا","","","",""
"egy_account_131300","egy_account_130000","Other Prepayments","131300","asset_prepayments","False","","دفعات مقدمة أخرى","","","",""
"egy_account_131400","egy_account_130000","Prepaid Finance charge for Loans","131400","asset_prepayments","False","","تكاليف تمويل قروض مدفوعة مسبقا","","","",""
"egy_account_140000","","Short-Term Deposits","140000","asset_current","False","","الودائع قصيرة الأجل","","","","False"
"egy_account_140100","egy_account_140000","Deposit - Office Rent","140100","asset_current","False","","رسوم تأمين - ايجار مكتبي","","","",""
"egy_account_140200","egy_account_140000","Deposits - Customs","140200","asset_current","False","","رسوم تأمين - جمارك","","","",""
"egy_account_140400","egy_account_140000","Deposit Others","140400","asset_current","False","","رسوم تأمين - اخرى","","","",""
"egy_account_150000","","Receivables","150000","asset_receivable","True","","الذمم المدينة","","","","False"
"egy_account_150100","egy_account_150000","Accounts Receivable","150100","asset_receivable","True","","الذمم المدينة","","","",""
"egy_account_150200","egy_account_150000","Accounts Receivable (PoS)","150200","asset_receivable","True","","ذمم مدينة (PoS)","","","",""
"egy_account_150300","egy_account_150000","Post Dated Cheques Received","150300","asset_current","False","","شيكات مؤجلة","","","",""
"egy_account_150400","egy_account_150000","Other Receivable","150400","asset_current","False","","ذمم مدينة اخرى","","","",""
"account_journal_payment_debit_account_id","","Outstanding Receipts","150800","asset_current","True","","الوصولات المدفوعة","","","",""
"account_journal_payment_credit_account_id","","Outstanding Payments","150900","asset_current","True","","المدفوعات المستحقة","","","",""
"egy_account_151000","egy_account_150000","VAT Receivable","151000","asset_receivable","True","True","ضريبة القيمة المضافة المدينة","","","",""
"egy_account_151100","egy_account_150000","VAT Input","151100","asset_current","False","","مدخلات ضريبة القيمة المضافة","","","",""
"egy_account_151200","egy_account_150000","Other Debtors","151200","asset_current","False","","مدينون اخرون","","","",""
"egy_account_160000","","Cash & Cash Equivalents","160000","asset_cash","True","","النقد","","","","False"
"egy_account_160100","egy_account_160000","Bank","160100","asset_cash","False","","بنك","","","",""
"egy_account_160101","egy_account_160000","Cash Account - EGP","160101","asset_cash","False","","حساب النقد - جنيه مصري","","","",""
"egy_account_160102","egy_account_160000","Cash Account - Foreign Currency","160102","asset_current","False","","حساب نقدي - عملة أجنبية","","","",""
"egy_account_160103","egy_account_160000","Bank Suspense","160103","asset_current","False","","تشويق البنك","","","",""
"egy_account_160200","egy_account_160000","Visa & Master Credit Cards","160200","asset_current","False","","بطاقات الائتمان فيزا وماستر","","","",""
"egy_account_160300","egy_account_160000","Payment Gateway Credit Card","160300","asset_current","False","","بوابة الدفع الإلكتروني - بطاقة الائتمان","","","",""
"egy_account_160400","egy_account_160000","Payment Provider Account / Digital Wallet","160400","asset_current","False","","حساب مزود خدمة الدفع / المحفظة الرقمية","","","",""
"egy_account_160500","egy_account_160000","Manual Visa & Master Cards","160500","asset_current","False","","فيزا وماستر بطاقات","","","",""
"egy_account_160600","egy_account_160000","Stripe Issuing","160600","asset_cash","False","","إصدار الشريط","","","",""
"egy_account_160700","egy_account_160000","Funds in Transit","160700","asset_current","True","","الأموال قيد النقل","","","",""
"egy_account_200000","","Non-current Liabilities","200000","liability_non_current","False","","الالتزامات غير المتداولة","","","","False"
"egy_account_200100","egy_account_200000","Long-term Loans and Debts","200100","liability_non_current","False","","القروض والديون طويلة الأجل","","","",""
"egy_account_200101","egy_account_200000","Vehicle Loans","200101","liability_non_current","False","","قروض المركبات","","","",""
"egy_account_210000","","Tax & Statutory Liabilities and Provisions","210000","liability_current","False","","الالتزامات الضريبية والنظامية","","","","False"
"egy_account_210100","egy_account_210000","Accrued - Salaries","210100","liability_current","False","","الرواتب المستحقة","","","",""
"egy_account_210101","egy_account_210000","Accrued - Commissions","210101","liability_current","False","","عمولة مستحقة","","","",""
"egy_account_210102","egy_account_210000","Accrued - Staff Bonus","210102","liability_current","False","","مكافأة مستحقة","","","",""
"egy_account_210103","egy_account_210000","Accrued Salaries Increment","210103","liability_current","False","","راتب اضافي مستحق","","","",""
"egy_account_210104","egy_account_210000","Accrued Other Personnel Cost","210104","liability_current","False","","تكاليف موظفين مستحقة","","","",""
"egy_account_210200","egy_account_210000","Accrued - Office Rent","210200","liability_current","False","","ايجار مكتب مستحق","","","",""
"egy_account_210300","egy_account_210000","Accrued - Utilities","210300","liability_current","False","","فواتير مستحقة","","","",""
"egy_account_210400","egy_account_210000","Accrued - Audit Fees","210400","liability_current","False","","اتعاب تدقيق مستحقة","","","",""
"egy_account_210500","egy_account_210000","Accrued - Telephone","210500","liability_current","False","","نتكاليف هاتف مستحقة","","","",""
"egy_account_210600","egy_account_210000","Accrued - Sponsorship","210600","liability_current","False","","تكفل مستحق","","","",""
"egy_account_210700","egy_account_210000","Accrued Others","210700","liability_current","False","","اخرى مستحقة","","","",""
"egy_account_210800","egy_account_210000","Withholding Tax Payable","210800","liability_current","False","","ضريبة الاستقطاع المستحقة","","","",""
"egy_account_210801","egy_account_210000","Outstanding Withholding","210801","liability_current","True","","الضرائب المستحقة","","","",""
"egy_account_210802","egy_account_210000","Base Tax Received","210802","liability_current","False","","تم استلام الضريبة الأساسية","","","",""
"egy_account_210803","egy_account_210000","Withholding Tax Expense","210803","expense","False","","مصروفات ضريبة الاستقطاع","Withholding tax paid by the company on payments to vendors or employees.","","الضريبة المقتطعة التي تدفعها الشركة مقابل مدفوعات الموردين أو الموظفين.",""
"egy_account_220000","","Payables","220000","liability_payable","True","","الذمم الدائنة","","","","False"
"egy_account_220100","egy_account_220000","Payables","220100","liability_payable","True","","الذمم الدائنة","","","",""
"egy_account_220200","egy_account_220000","Leave Days Provision","220200","liability_current","False","","مخصص ايام اجازة","","","",""
"egy_account_220201","egy_account_220000","Leave Tickets Provision","220201","liability_current","False","","مخصص تذاكر","","","",""
"egy_account_220202","egy_account_220000","End of Service Provision","220202","liability_non_current","False","","مخصص نهاية الخدمة","","","",""
"egy_account_220300","egy_account_220000","VAT Output","220300","liability_current","False","","مخرجات ضريبة القيمة المضافة","","","",""
"egy_account_220400","egy_account_220000","Non-Trade Payables","220400","liability_payable","True","","دائنون غير تجاريين","","","",""
"egy_account_220500","egy_account_220000","Credit Notes to Customers","220500","liability_current","False","","اشعار دائن للعملاء","","","",""
"egy_account_220600","egy_account_220000","VAT Payable","220600","liability_payable","True","True","ضريبة القيمة المضافة المستحقة","","","",""
"egy_account_220700","egy_account_220000","Social Contribution Payable","220700","liability_current","False","","المساهمة الاجتماعية المستحقة","Social contribution Payable to authorities.","","",""
"egy_account_220800","egy_account_220000","Income Tax payable","220800","liability_current","False","","ضريبة الدخل المستحقة","Payable amount to authority that was deducted from employee's salaries.","","",""
"egy_account_230000","","Deferred Income","230000","liability_current","False","","الإيرادات المؤجلة","","","","False"
"egy_account_230100","egy_account_230000","Deferred Income","230100","liability_current","False","","الإيرادات مؤجلة","","","",""
"egy_account_230200","egy_account_230000","Deferred Revenues - Other","230200","liability_current","False","","إيرادات مؤجلة - أخرى","","","",""
"egy_account_400000","","Cost of Goods Sold","400000","expense_direct_cost","False","","تكلفة البضاعة المباعة","","","","False"
"egy_account_400100","egy_account_400000","Cost of Goods Sold in Trading","400100","expense_direct_cost","False","","تكلفة البضائع المباعة في التداول","Expenses for purchasing goods held for resale in trading activities.","","نفقات شراء البضائع المحتفظ بها لإعادة بيعها في الأنشطة التجارية.",""
"egy_account_400200","egy_account_400000","Cost Of Goods Sold I/C Sales","400200","expense_direct_cost","False","","تكلفة البضائع المباعة I/C المبيعات","Expenses for goods sold through intercompany transactions.","","نفقات البضائع المباعة من خلال المعاملات بين الشركات.",""
"egy_account_400300","egy_account_400000","Raw Materials","400300","expense","False","","المواد الخام","All goods purchased as raw materials used by your activity","","جميع السلع التي تم شراؤها كمواد خام تستخدمها أنشطتك",""
"egy_account_400400","egy_account_400000","Write Off Inventory","400400","expense","False","","مصروف فرق المخزون","Losses recognized on obsolete, damaged, or missing inventory.","","الخسائر المعترف بها على المخزون المتقادم أو التالف أو المفقود.",""
"egy_account_400500","egy_account_400000","Consumables","400500","expense","False","","المواد الاستهلاكية","Consumables bought and used in the context of your activity","","المواد الاستهلاكية التي تم شراؤها واستخدامها في سياق نشاطك",""
"egy_account_400600","egy_account_400000","Studies & Works","400600","expense","False","","الدراسات والأعمال","Compensation and fees paid to other parties","","التعويضات والرسوم المدفوعة لأطراف أخرى",""
"egy_account_400700","egy_account_400000","General Subcontracting","400700","expense","False","","التعاقد من الباطن","Compensation and fees with other partners that act as subcontractors or consultants for your activity","","التعويضات والرسوم مع الشركاء الآخرين الذين يعملون كمقاولين من الباطن أو مستشارين لنشاطك",""
"egy_account_400800","egy_account_400000","Goods for Resale","400800","expense","False","","البضائع المخصصة لإعادة البيع","Goods you buy to resale later, as part of your activity","","البضائع التي تشتريها لإعادة بيعها لاحقًا، كجزء من نشاطك",""
"egy_account_410000","","Personnel Costs","410000","expense","False","","تكاليف الموظفين","","","","False"
"egy_account_410100","egy_account_410000","Basic Salary","410100","expense","False","","مصروف الراتب الاساسي","Costs of employees' base wages for regular working hours.","","تكاليف الأجور الأساسية للموظفين عن ساعات العمل العادية.",""
"egy_account_410200","egy_account_410000","Housing Allowance","410200","expense","False","","مصروف بدل سكن","Costs of employee housing allowances and related benefits.","","تكاليف بدلات سكن الموظفين والفوائد ذات الصلة.",""
"egy_account_410300","egy_account_410000","Transportation Allowance","410300","expense","False","","مصروف بدل نقل","Costs of employee transportation allowances for commuting or duty travel.","","تكاليف بدلات مواصلات الموظفين للانتقال إلى مكان العمل أو السفر في مهام رسمية.",""
"egy_account_410400","egy_account_410000","Staff Other Allowances","410400","expense","False","","مصروف بدلات اخرى للموظفين","Compensation costs for employees and manual workers employed by the company","","تكاليف التعويض للموظفين والعمال اليدويين العاملين لدى الشركة",""
"egy_account_410500","egy_account_410000","Sales Commission","410500","expense","False","","مصروف عمولة مبيعات","Commissions paid for achieved sales and revenue targets.","","العمولات المدفوعة مقابل تحقيق أهداف المبيعات والإيرادات.",""
"egy_account_410600","egy_account_410000","Employee Other Benefits","410600","expense","False","","مزايا الموظفين الأخرى","Expenses for additional employee benefits not classified under salaries, allowances, or insurance.","","مصاريف لمزايا إضافية للموظفين غير المصنفة ضمن الرواتب أو البدلات أو التأمين.",""
"egy_account_410700","egy_account_410000","Leave Salary","410700","expense","False","","مصروف اجازة موظفين","Costs of paid leave entitlements granted to employees.","","تكاليف الإجازات مدفوعة الأجر التي تُمنح للموظفين.",""
"egy_account_410800","egy_account_410000","Leave Ticket","410800","expense","False","","مصروف تذاكر موظفين","Costs of employee travel tickets provided for annual leave.","","تكاليف تذاكر سفر الموظفين التي يتم توفيرها للإجازة السنوية.",""
"egy_account_410900","egy_account_410000","Salary Deductions","410900","expense","False","","استقطاعات الرواتب","Costs/Expenses reflecting reductions in employee salaries for deductions such as advances, penalties, or other authorized withholdings.","","مصاريف تعكس تخفيضات في رواتب الموظفين نتيجة استقطاعات مثل السلف أو الغرامات أو أي خصومات مصرح بها.",""
"egy_account_411000","egy_account_410000","Life Insurance","411000","expense","False","","مصروف تأمين على الحياة","Insurance costs for employee life coverage.","","تكاليف التأمين على حياة الموظفين.",""
"egy_account_411100","egy_account_410000","Medical Insurance","411100","expense","False","","مصروف تأمين طبي","Insurance costs for employee medical coverage.","","تكاليف التأمين للتغطية الطبية للموظفين.",""
"egy_account_411200","egy_account_410000","Hiring & Mobilization","411200","expense","False","","تكاليف التوظيف والتعبئة","Expenses for recruitment, onboarding, and employee relocation or mobilization costs.","","مصاريف لعمليات التوظيف وتهيئة الموظفين ونقلهم أو تعبئتهم.",""
"egy_account_411300","egy_account_410000","Visa Expenses","411300","expense","False","","مصروف تأشيرة","Fees paid for employee visas, permits, and related processing.","","الرسوم المدفوعة للحصول على تأشيرات الموظفين والتصاريح والمعاملات ذات الصلة.",""
"egy_account_411500","egy_account_410000","Uniform","411500","expense","False","","مصروف زي موحد","Costs of employee uniforms, workwear, and related apparel.","","تكاليف الزي الرسمي للموظفين وملابس العمل والملابس ذات الصلة.",""
"egy_account_411600","egy_account_410000","Training","411600","expense","False","","مصروف تدريب","Training fees not including food and drinks","","رسوم التدريب لا تشمل الطعام والمشروبات",""
"egy_account_411700","egy_account_410000","Personnel Cost Others","411700","expense","False","","مصروف موظفين - اخرى","Company's personel costs excluding compensations, contributions and vouchers","","تكاليف الموظفين للشركة باستثناء التعويضات والمساهمات والقسائم",""
"egy_account_411900","egy_account_410000","End of Service Indemnity","411900","expense","False","","مصروف نهاية الخدمة","Expenses for end-of-service benefits accrued or paid to employees.","","نفقات مكافآت نهاية الخدمة المستحقة أو التي يتم دفعها للموظفين.",""
"egy_account_411901","egy_account_410000","Social Contibution expense","411901","expense","False","","مصروفات المساهمة الاجتماعية","Employer social contribution expenses paid by the company.","","نفقات المساهمات الاجتماعية التي تدفعها الشركة.",""
"egy_account_411902","egy_account_410000","Social Security","411902","expense","False","","الضمان الاجتماعي","All fees related to pension plans and social security contributions","","جميع الرسوم المتعلقة بخطة مَعاش ومساهمات الضمان الاجتماعي.",""
"egy_account_420000","","Administrative costs","420000","expense","False","","المصاريف الإدارية","","","","False"
"egy_account_420100","egy_account_420000","Office Rent","420100","expense","False","","مصروف اجار مكتب","Rental fees related to your workplace","","رسوم الإيجار المتعلقة بمكان عملك",""
"egy_account_420200","egy_account_420000","Office Supplies","420200","expense","False","","مستلزمات المكتب","Various supplies bought for your workplace or office, like pencils, paper etc","","لوازم متنوعة تم شراؤها لمكان عملك أو مكتبك، مثل أقلام الرصاص والورق وما إلى ذلك",""
"egy_account_420300","egy_account_420000","Office Services","420300","expense","False","","الخدمات المكتبية","All expenses made for your office or workplace that are not material goods","","جميع النفقات التي تم إنفاقها على مكتبك أو مكان عملك والتي ليست سلعًا مادية",""
"egy_account_420400","egy_account_420000","Customs","420400","expense","False","","جمارك","Customs fees incurred while importing goods from outside of Egypt","","الرسوم الجمركية المستحقة عند استيراد البضائع من خارج مصر",""
"egy_account_420500","egy_account_420000","Warehouse Rent","420500","expense","False","","مصروف ايجار مستودع","Rent paid for warehouse premises and storage facilities.","","الإيجار المدفوع لمباني المستودعات ومرافق التخزين.",""
"egy_account_420600","egy_account_420000","Water & Electricity","420600","expense","False","","مصروف مياه و كهرباء","Bills from your water and energy suppliers","","الفواتير من موردي المياه والطاقة لديك",""
"egy_account_420700","egy_account_420000","Other Utility Charges","420700","expense","False","","مصروف خدمات اخرى","Costs of utilities (e.g., electricity, water, gas).","","تكاليف المرافق (مثل الكهرباء والماء والغاز).",""
"egy_account_420800","egy_account_420000","Telephone","420800","expense","False","","مصروف هاتف","Internet or phone bills incurred","","فواتير الإنترنت أو الهاتف المستحقة",""
"egy_account_420900","egy_account_420000","Others - Communication","420900","expense","False","","مصاريف اتصالات اخرى","Costs of communication services.","","تكاليف خدمات الاتصالات.",""
"egy_account_421000","egy_account_420000","Web Site Hosting Fees","421000","expense","False","","رسوم استضافة موقع","Fees paid for website hosting, domains, and related services.","","الرسوم المدفوعة لاستضافة الموقع الإلكتروني والنطاقات والخدمات ذات الصلة.",""
"egy_account_421100","egy_account_420000","Maintenance","421100","expense","False","","مصروف صيانة","Costs for maintenance and minor repairs of assets and facilities.","","تكاليف الصيانة والإصلاحات البسيطة للأصول والمرافق.",""
"egy_account_421200","egy_account_420000","Security & Guard","421200","expense","False","","مصروف حراسة و امن","Costs for security services, guarding, and related contracts.","","تكاليف خدمات الأمن والحراسة والعقود ذات الصلة.",""
"egy_account_421300","egy_account_420000","Software","421300","expense","False","","النظام البرمجي","Licenses or computer services (like repairs or upgrades)","","التراخيص أو خدمات الكمبيوتر (مثل الإصلاحات أو الترقيات)",""
"egy_account_421400","egy_account_420000","Cleaning","421400","expense","False","","مصروف تنظيف","Costs for cleaning services, supplies, and waste removal.","","تكاليف خدمات التنظيف والمستلزمات وإزالة النفايات.",""
"egy_account_421500","egy_account_420000","Kitchen and Buffet Expenses","421500","expense","False","","مصروف المطبخ وبوفيه","Costs for pantry items, kitchen supplies, and staff refreshments.","","تكاليف المواد الغذائية والمستلزمات المطبخية والمرطبات للموظفين.",""
"egy_account_421600","egy_account_420000","Bar & Restaurant","421600","expense","False","","البار والمطعم","Expenses incurred when eating or drinking at bars or restaurants","","النفقات المتكبدة عند تناول الطعام أو الشراب في الحانات أو المطاعم",""
"egy_account_421700","egy_account_420000","Subscriptions","421700","expense","False","","مصروف الاشتراكات","Costs for professional, software, or media subscriptions.","","تكاليف الاشتراكات الخاصة بالعمل أو البرامج أو الوسائط.",""
"egy_account_421800","egy_account_420000","Others - Office Various Expenses","421800","expense","False","","مصاريف مكتب اخرى","Services related to the maintenance of your worplace, like repair or cleaning fees","","الخدمات المتعلقة بصيانة مكان عملك، مثل رسوم الإصلاح أو التنظيف",""
"egy_account_421900","egy_account_420000","Audit Fees","421900","expense","False","","مصروف اتعاب تدقيق","Bills from your accountant or accounting firm","","الفواتير من المحاسب الخاص بك أو شركة المحاسبة",""
"egy_account_422000","egy_account_420000","Legal fees","422000","expense","False","","مصروف رسوم قانونية","Bills from lawyers, fees paid to the justice system","","فواتير المحامين والرسوم المدفوعة لنظام العدالة",""
"egy_account_422100","egy_account_420000","Administration Fees","422100","expense","False","","الرسوم الإدارية","Services incurred for the administration of your business (excluding supplies)","","الخدمات المتكبدة لإدارة عملك (باستثناء الإمدادات)",""
"egy_account_422200","egy_account_420000","Membership Fees","422200","expense","False","","رسوم العضوية","Subscriptions to clubs and associations related to your business","","الاشتراكات في الأندية والجمعيات ذات الصلة بعملك",""
"egy_account_422300","egy_account_420000","Trade License Fees","422300","expense","False","","مصروف رسوم الرخصة التجارية","Fees paid for trade and commercial license registrations and renewals.","","الرسوم المدفوعة لتسجيل وتجديد التراخيص التجارية والصناعية.",""
"egy_account_422400","egy_account_420000","Others - Professional Fees","422400","expense","False","","مصروف أخرى الرسوم الفنية","Other Professional service fees.","","رسوم الخدمات المهنية الأخرى.",""
"egy_account_422500","egy_account_420000","Consultancy Fees","422500","expense","False","","رسوم الاستشارات","Professional consultancy fees paid to external advisors.","","الرسوم الاستشارية المهنية المدفوعة للمستشارين الخارجيين.",""
"egy_account_422600","egy_account_420000","Air tickets","422600","expense","False","","مصاريف تذاكر طيران","All expenses related to travel by plane","","جميع النفقات المتعلقة بالسفر بالطائرة",""
"egy_account_422700","egy_account_420000","Hotel","422700","expense","False","","مصاريف فندق","Hotel or B&B bills incurred during business trips","","فواتير الفنادق أو المبيت والإفطار المتكبدة أثناء رحلات العمل",""
"egy_account_422800","egy_account_420000","Public Transportation","422800","expense","False","","المواصلات العامة","Travel expenses done using public transportation (metro, bus, tramways, ...)","","مصاريف السفر التي تتم باستخدام وسائل النقل العام (المترو، الحافلة، الترام، ...)",""
"egy_account_422900","egy_account_420000","Meals","422900","expense","False","","مصروفات الوجبات","Food or drinks incurred outside of bars or restaurants, like receptions, canteen and food delivery, etc","","الأطعمة والمشروبات التي يتم تناولها خارج الحانات أو المطاعم، مثل حفلات الاستقبال والكافتيريا وتوصيل الطعام، وما إلى ذلك",""
"egy_account_423000","egy_account_420000","Other Travel Costs","423000","expense","False","","تكاليف السفر الأخرى","Expenses incurred during business trips (Excluding Flights, Hotels, Daily expenses, public transportation)","","النفقات المتكبدة أثناء رحلات العمل (باستثناء الرحلات الجوية والفنادق والنفقات اليومية والمواصلات العامة)",""
"egy_account_423100","egy_account_420000","Per Diem","423100","expense","False","","مصاريف يومية","Per diem allowances paid to employees during business travel.","","البدلات اليومية المدفوعة للموظفين أثناء السفر في مهام عمل.",""
"egy_account_423200","egy_account_420000","Vehicle Expenses","423200","expense","False","","مصروف سيارة","Expenses made for the repair and maintenance of a vehicle","","النفقات التي تم تكبدها لإصلاح وصيانة المركبة",""
"egy_account_423300","egy_account_420000","Vehicle Rent","423300","expense","False","","إيجار المركبة","Rental of cars, including shared services, but excluding leasing","","تأجير السيارات، بما في ذلك الخدمات المشتركة، باستثناء التأجير",""
"egy_account_423310","egy_account_420000","Fuel","423310","expense","False","","الوقود","All fuel expenses for a car","","جميع تكاليف الوقود للسيارة",""
"egy_account_423320","egy_account_420000","Convoyance Expenses","423320","expense","False","","مصروف نقل اصول","Costs of local conveyance and small travel reimbursements for employees.","","تكاليف النقل المحلي وسداد نفقات السفر الصغيرة للموظفين.",""
"egy_account_423400","egy_account_420000","Insurance","423400","expense","False","","مصروف تأمين","Insurance costs for general corporate policies and coverage.","","تكاليف التأمين على السياسات والتغطية العامة للشركات.",""
"egy_account_423500","egy_account_420000","Fire Insurance","423500","expense","False","","التأمين ضد الحرائق","Fees related to insurance to protect your property (building and content) against fire or other natural catastrophies","","الرسوم المتعلقة بالتأمين لحماية ممتلكاتك (المبنى والمحتويات) ضد الحرائق أو الكوارث الطبيعية الأخرى",""
"egy_account_423510","egy_account_420000","Professional Insurance","423510","expense","False","","التأمين المهني","All fees related to insurance taken in the context of your business","","جميع الرسوم المتعلقة بالتأمين المتخذة في سياق عملك",""
"egy_account_423520","egy_account_420000","Legal Protection Insurance","423520","expense","False","","تأمين الحماية القانونية","Insurance against legal costs incurred in the context of your activity","","التأمين ضد التكاليف القانونية المتكبدة في سياق نشاطك",""
