"id","code","name","account_type","reconcile","non_trade","name@fr","asset_model_ids","tax_ids","description","description@fr","name@ar","description@ar"
"pcg_2323","2323","Constructions on Third Party Land","asset_fixed","False","","Constructions sur terrains d'autrui","asset_construction_third_party_land","vat_in_20_166","e.g., leased land","Constructions sur terrains d'autrui (ex: constructions sur terrain loué)","منشآت على أراضي الغير","على سبيل المثال، منشآت على أراضي مستأجرة"
"pcg_2325","2325","Infrastructure Works","asset_fixed","False","","Ouvrages d'infrastructure","asset_infrastructure_works","vat_in_20_166","Roads, bridges or railways owned by company","Ouvrages d'infrastructure (routes, ponts ou chemins de fer appartenant à l'entreprise)","منشآت البنية التحتية","منشآت البنية التحتية (طرق، جسور أو سكك حديدية مملوكة للشركة)"
"pcg_2327","2327","Layout and Development of Constructions","asset_fixed","False","","Agencements et aménagements des constructions","asset_layout_development_constructions","vat_in_20_166","Costs incurred for fitting out existing buildings","Agencements et aménagements des constructions (coûts engagés pour l'aménagement de bâtiments existants)","تهيئة وتجهيز المنشآت","تهيئة وتجهيز المنشآت القائمة"
"pcg_2328","2328","Other Constructions","asset_fixed","False","","Autres constructions","asset_other_constructions","vat_in_20_166","Any other construction assets that don't fit in other categories","Autres constructions (tous autres actifs de construction qui ne correspondent pas aux catégories)","منشآت أخرى","منشآت أخرى لا تنطبق عليها الفئات الأخرى"
"pcg_2331","2331","Technical Installations","asset_fixed","False","","Installations techniques","asset_technical_installations","vat_in_20_163","e.g.: assembly lines, specialized wiring","Installations techniques (ex : chaînes de montage, câblage spécialisé)","المنشآت التقنية","على سبيل المثال: خطوط التجميع، تمديدات كهربائية متخصصة"
"pcg_23321","23321","Equipment","asset_fixed","False","","Matériel","asset_equipment","vat_in_20_163","Specific machinery used directly in production","Matériel (machines spécifiques utilisées directement dans la production)","المعدات","معدات خاصة مستخدمة مباشرة في الإنتاج"
"pcg_23324","23324","Tools","asset_fixed","False","","Outillage","asset_tools","vat_in_20_163","Smaller, often specialized, implements used for operations","Outillage (petits outils, souvent spécialisés, utilisés pour les opérations)","الأدوات","أدوات أصغر، ومتخصصة غالباً، تستخدم في العمليات"
"pcg_2333","2333","Identifiable Recoverable Packaging","asset_fixed","False","","Emballages récupérables identifiables","asset_identifiable_recoverable_packaging","vat_in_20_163","Durable containers owned by company and intended to be returned by customers","Emballages récupérables identifiables (contenants durables destinés à être retournés par les clients)","أغلفة قابلة للاسترداد ومحددة الهوية","أغلفة قابلة للاسترداد ومحددة الهوية"
"pcg_2338","2338","Other Technical Installations, Equipment and Tools","asset_fixed","False","","Autres installations techniques, matériel et outillage","asset_other_technical_installation_equipment_tools","vat_in_20_163","Specialized production/business installations","Autres installations techniques, matériel et outillage (installations de production/commerciales spécialisées)","منشآت تقنية أخرى، معدات وأدوات","منشآت تقنية أخرى، معدات وأدوات متخصصة في الإنتاج/النشاط"
"pcg_2340","2340","Transport Equipment","asset_fixed","False","","Matériel de transport","asset_transport_equipment","","All vehicles like cars, trucks, and forklifts","Matériel de transport (tous véhicules comme voitures, camions et chariots élévateurs)","معدات النقل","معدات النقل (جميع المركبات مثل السيارات، الشاحنات، ورافعات الشوكة)"
"pcg_2351","2351","Office Furniture","asset_fixed","False","","Mobilier de bureau","asset_office_furniture","vat_in_20_163","Items used in admin like desks, chairs, cabinets, tables.","Mobilier de bureau (articles utilisés dans l'administration : bureaux, chaises, armoires, tables)","أثاث المكاتب","أثاث المكاتب (مثل المكاتب والكراسي والخزانات)"
"pcg_2352","2352","Office Equipment","asset_fixed","False","","Matériel de bureau","asset_office_equipment","vat_in_20_163","Non-computer machinery used in an office, like photocopiers, telephone systems, and shredders","Matériel de bureau (machines non informatiques utilisées dans un bureau : photocopieurs, systèmes téléphoniques, déchiqueteuses)","معدات المكاتب","معدات المكاتب (آلات التصوير، أنظمة الهاتف، وآلات التقطيع غير الحاسوبية)"
"pcg_2355","2355","Computer Equipment","asset_fixed","False","","Matériel informatique","asset_computer_equipment","vat_in_20_163","Hardware like computers, servers, printers, network devices","Matériel informatique (équipement : ordinateurs, serveurs, imprimantes, périphériques réseau)","معدات الإعلاميات","معدات الإعلاميات (مثل الحواسيب والخوادم والطابعات وأجهزة الشبكة)"
"pcg_2356","2356","Miscellaneous Layout, Installation and Development (Non-Business Assets)","asset_fixed","False","","Agencements, installations et aménagements divers (biens n'appartenant pas à l'entreprise)","asset_misc_layout_installation_development","vat_in_20_163","Costs for fitting out non-operational areas (staff room)","Agencements, installations et aménagements divers (coûts d'aménagement des zones non opérationnelles, ex: salle du personnel)","تهيئات، منشآت وتجهيزات متنوعة (ممتلكات لا تخص المقاولة)","تهيئة، منشآت وتجهيزات متنوعة للمناطق غير التشغيلية (مثل قاعة المستخدمين)"
"pcg_2358","2358","Other Furniture, Office Equipment, Miscellaneous Amenities","asset_fixed","False","","Autres mobilier, matériel de bureau et aménagements divers","asset_other_furniture_office_equipment_misc_amentities","vat_in_20_163","Any other equipment that don't fit in other categories","Autres mobilier, matériel de bureau et aménagements divers (tout autre équipement ne rentrant pas dans les autres catégories)","أثاث آخر، معدات المكاتب وتجهيزات متنوعة","أثاث آخر، معدات المكاتب وتجهيزات متنوعة أخرى"
"pcg_2380","2380","Other Tangible Non-Current Assets","asset_fixed","False","","Autres immobilisations corporelles","asset_other_tangible_non_current_assets","vat_in_20_163","","","تثبيتات عينية أخرى",""
"pcg_2392","2392","Land and Constructions in Progress","asset_fixed","False","","Immobilisations corporelles en cours des terrains et constructions","","","Costs accumulated for land development not yet completed","Immobilisations corporelles en cours des terrains et constructions (Coûts accumulés pour l'aménagement de terrains non encore achevé)","تثبيتات عينية في طور الإنجاز للأراضي والمنشآت","تثبيتات عينية في طور الإنجاز للأراضي والمنشآت (تكاليف متراكمة لتهيئة أراض لم تكتمل بعد)"
"pcg_2393","2393","Technical Installations, Equipment and Tools in Progress","asset_fixed","False","","Immobilisations corporelles en cours des installations techniques, matériel et outillage","","","Costs incurred for machinery or tools not yet ready for use","Immobilisations corporelles en cours des installations techniques, matériel et outillage (Coûts engagés pour les machines ou outils non encore prêts à l'emploi)","تثبيتات عينية في طور الإنجاز للمنشآت التقنية، المعدات والأدوات","تثبيتات عينية في طور الإنجاز للمنشآت التقنية، المعدات والأدوات"
"pcg_2394","2394","Transport Equipment in Progress","asset_fixed","False","","Immobilisations corporelles en cours de matériel de transport","","","Costs related to vehicles that have not yet been delivered","Immobilisations corporelles en cours de matériel de transport (Coûts liés aux véhicules non encore livrés)","تثبيتات عينية في طور الإنجاز لمعدات النقل","تثبيتات عينية في طور الإنجاز لمعدات النقل"
"pcg_2395","2395","Furniture, Office Equipment, Miscellaneous Amenities in Progress","asset_fixed","False","","Immobilisations corporelles en cours de mobilier, matériel de bureau et aménagements divers","","","Costs for furniture not yet ready for use","Immobilisations corporelles en cours de mobilier, matériel de bureau et aménagements divers (Coûts pour le mobilier non encore prêt à l'emploi)","تثبيتات عينية في طور الإنجاز للأثاث، معدات المكاتب وتجهيزات متنوعة","تثبيتات عينية في طور الإنجاز للأثاث، معدات المكاتب وتجهيزات متنوعة"
"pcg_2397","2397","Advances and Deposits Paid on Orders for Tangible Non-Current Assets","asset_prepayments","False","","Avances et acomptes versés sur commandes d'immobilisations corporelles","","","","","تسبيقات ودفعات على طلبات التثبيتات العينية",""
"pcg_2398","2398","Other Tangible Non-Current Assets in Progress","asset_fixed","False","","Autres immobilisations corporelles en cours","","","","","تثبيتات عينية أخرى في طور الإنجاز",""
"pcg_2411","2411","Loans to Personnel","asset_non_current","False","","Prêts au personnel","","","","","قروض للمستخدمين",""
"pcg_2415","2415","Loans to Associates","asset_non_current","False","","Prêts aux associés","","","","","قروض للشركاء",""
"pcg_2416","2416","Fund Notes","asset_non_current","False","","Billets de fonds","","","","","سندات التمويل",""
"pcg_2418","2418","Other Loans","asset_non_current","False","","Autres prêts","","","","","قروض أخرى",""
"pcg_2481","2481","Long-Term Securities (Debt Rights)","asset_non_current","False","","Titres immobilisés (Droits de créance)","","","","","سندات مثبتة (حقوق الدائنية)",""
"pcg_24811","24811","Bonds (Obligations)","asset_non_current","False","","Obligations","","","","","سندات القرض",""
"pcg_24813","24813","Equipment Bonds","asset_non_current","False","","Bons d'équipement","","","","","سندات التجهيز",""
"pcg_24814","24814","Miscellaneous Bonds","asset_non_current","False","","Bons divers","","","","","سندات متنوعة",""
"pcg_2483","2483","Receivables Related to Equity Investments","asset_non_current","False","","Créances rattachées à des participations","","","","","ديون مرتبطة بالمساهمات",""
"pcg_24861","24861","Deposits","asset_prepayments","False","","Dépôts","","","","","إيداعات",""
"pcg_24864","24864","Surety Bonds","asset_non_current","False","","Cautionnements","","","","","ضمانات",""
"pcg_2487","2487","Non-Current Receivables","asset_non_current","False","","Créances immobilisées","","","","","ديون مثبتة أخرى",""
"pcg_2488","2488","Miscellaneous Financial Receivables","asset_non_current","False","","Créances financières diverses","","","","","ديون مالية متنوعة",""
"pcg_2510","2510","Equity Securities","asset_non_current","False","","Titres de participation","","","","","سندات المساهمة",""
"pcg_2581","2581","Shares","asset_non_current","False","","Actions","","","","","أسهم",""
"pcg_2588","2588","Miscellaneous Securities","asset_non_current","False","","Titres divers","","","","","سندات متنوعة",""
"pcg_2710","2710","Decrease in Non-Current Assets","asset_non_current","False","","Diminution des créances immobilisées","","","","","انخفاض الديون المثبتة",""
"pcg_2720","2720","Increase in Financing Liabilities","asset_non_current","False","","Augmentation des dettes de financement","","","","","زيادة ديون التمويل",""
"pcg_28111","28111","Depreciations of Incorporation Costs","asset_non_current","False","","Amortissements des frais de constitution","","","","","إهلاكات مصاريف التأسيس",""
"pcg_28112","28112","Depreciations of Pre-Start-Up Costs","asset_non_current","False","","Amortissements des frais préliminaires au démarrage","","","","","إهلاكات مصاريف أولية على انطلاق النشاط",""
"pcg_28113","28113","Depreciations of Capital Increase Costs","asset_non_current","False","","Amortissements des frais d'augmentation du capital","","","","","إهلاكات مصاريف الزيادة في رأس المال",""
"pcg_28114","28114","Depreciations of Expenses Related to Mergers, Demergers and Conversions","asset_non_current","False","","Amortissements des frais sur opérations de fusions, scissions et transformations","","","","","إهلاكات مصاريف عمليات الاندماج، الانفصال والتحول",""
"pcg_28116","28116","Depreciations of Prospecting Costs","asset_non_current","False","","Amortissements des frais de prospection","","","","","إهلاكات مصاريف التنقيب",""
"pcg_28117","28117","Depreciations of Publicity Costs","asset_non_current","False","","Amortissements des frais de publicité","","","","","إهلاكات مصاريف الإشهار",""
"pcg_28118","28118","Depreciations of Other Start-Up Costs","asset_non_current","False","","Amortissements des autres frais préliminaires","","","","","إهلاكات مصاريف أولية أخرى",""
"pcg_28121","28121","Depreciations of Acquisition Costs of Non-Current Assets","asset_non_current","False","","Amortissements des frais d'acquisition des immobilisations","","","","","إهلاكات مصاريف اقتناء التثبيتات",""
"pcg_28125","28125","Depreciations of Issuance Costs of Loans","asset_non_current","False","","Amortissements des frais d'émission des emprunts","","","","","إهلاكات مصاريف إصدار الاقتراضات",""
"pcg_28128","28128","Depreciations of Other Deferred Expenses","asset_non_current","False","","Amortissements des autres charges à répartir","","","","","إهلاكات أعباء أخرى للتوزيع",""
"pcg_2813","2813","Depreciations of Bond Redemption Premiums","asset_non_current","False","","Amortissements des primes de remboursements des obligations","","","","","إهلاكات علاوات استرداد السندات",""
"pcg_2821","2821","Depreciations of Non-Current Assets in Research and Development","asset_non_current","False","","Amortissements de l'immobilisation en recherche et développement","","","","","إهلاكات تثبيتات البحث والتنمية",""
"pcg_2822","2822","Depreciations of Patents, Trademarks, Rights and Similar Assets","asset_non_current","False","","Amortissements des brevets, marques, droits et valeurs similaires","","","","","إهلاكات براءات الاختراع، العلامات، الحقوق والقيم المماثلة",""
"pcg_2823","2823","Depreciations of Commercial Funds","asset_non_current","False","","Amortissement du fond commercial","","","","","إهلاك الأصل التجاري",""
"pcg_2828","2828","Depreciations of Other Intangible Non-Current Assets","asset_non_current","False","","Amortissements des autres immobilisations incorporelles","","","","","إهلاكات تثبيتات معنوية أخرى",""
"pcg_28311","28311","Depreciations of Bare Land","asset_fixed","False","","Amortissements des terrains nus","","","","","إهلاكات الأراضي العارية",""
"pcg_28312","28312","Depreciations of Developed Land","asset_fixed","False","","Amortissements des terrains aménagés","","","","","إهلاكات الأراضي المهيأة",""
"pcg_28313","28313","Depreciations of Built-Up Land","asset_fixed","False","","Amortissements des terrains bâtis","","","","","إهلاكات الأراضي المبنية",""
"pcg_28314","28314","Depreciations of Deposit Land","asset_fixed","False","","Amortissements des terrains de gisement","","","","","إهلاكات أراضي المكامن",""
"pcg_28316","28316","Depreciations of Layout and Development of Land","asset_fixed","False","","Amortissements des agencements et aménagements de terrains","","","","","إهلاكات تهيئة وتجهيز الأراضي",""
"pcg_28318","28318","Depreciations of Other Land","asset_fixed","False","","Amortissements des autres terrains","","","","","إهلاكات أراض أخرى",""
"pcg_28321","28321","Depreciations of Buildings","asset_fixed","False","","Amortissements des bâtiments","","","","","إهلاكات المباني",""
"pcg_28323","28323","Depreciations of Constructions on Third Party Land","asset_fixed","False","","Amortissements des constructions sur terrains d'autrui","","","","","إهلاكات منشآت على أراضي الغير",""
"pcg_28325","28325","Depreciations of Infrastructure Works","asset_fixed","False","","Amortissements des ouvrages d'infrastructure","","","","","إهلاكات منشآت البنية التحتية",""
"pcg_28327","28327","Depreciations of Layout and Development of Constructions","asset_fixed","False","","Amortissements des installations, agencements et aménagements des constructions","","","","","إهلاكات المنشآت، التهيئة وتجهيز المنشآت",""
"pcg_28328","28328","Depreciations of Other Constructions","asset_fixed","False","","Amortissements des autres constructions","","","","","إهلاكات منشآت أخرى",""
"pcg_28331","28331","Depreciations of Technical Installations","asset_fixed","False","","Amortissements des installations techniques","","","","","إهلاكات المنشآت التقنية",""
"pcg_28332","28332","Depreciations of Equipment and Tools","asset_fixed","False","","Amortissements du matériel et outillage","","","","","إهلاكات المعدات والأدوات",""
"pcg_28333","28333","Depreciations of Identifiable Recoverable Packaging","asset_fixed","False","","Amortissements des emballages récupérables identifiables","","","","","إهلاكات الأغلفة القابلة للاسترداد ومحددة الهوية",""
"pcg_28338","28338","Depreciations of Other Technical Installations, Equipment and Tools","asset_fixed","False","","Amortissements des autres installations techniques, matériel et outillage","","","","","إهلاكات منشآت تقنية أخرى، معدات وأدوات",""
"pcg_2834","2834","Depreciations of Transport Equipment","asset_fixed","False","","Amortissements du matériel de transport","","","","","إهلاكات معدات النقل",""
"pcg_28351","28351","Depreciations of Office Furniture","asset_fixed","False","","Amortissements du mobilier de bureau","","","","","إهلاكات أثاث المكاتب",""
"pcg_28352","28352","Depreciations of Office Equipment","asset_fixed","False","","Amortissements du matériel de bureau","","","","","إهلاكات معدات المكاتب",""
"pcg_28355","28355","Depreciations of Computer Equipment","asset_fixed","False","","Amortissements du matériel informatique","","","","","إهلاكات معدات الإعلاميات",""
"pcg_28356","28356","Depreciations of Miscellaneous Layout, Installation and Development","asset_fixed","False","","Amortissements des agencements, installations et aménagements divers","","","","","إهلاكات التهيئة، المنشآت والتجهيزات المتنوعة",""
"pcg_28358","28358","Depreciations of Other Furniture, Office Equipment, Miscellaneous Amenities","asset_fixed","False","","Amortissements des autres mobilier, matériel de bureau et aménagements divers","","","","","إهلاكات أثاث آخر، معدات المكاتب وتجهيزات متنوعة",""
"pcg_2838","2838","Depreciations of Other Tangible Non-Current Assets","asset_fixed","False","","Amortissements des autres immobilisations corporelles","","","","","إهلاكات تثبيتات عينية أخرى",""
"pcg_2920","2920","Provisions for Depreciation of Intangible Non-Current Assets","asset_non_current","False","","Provisions pour dépréciation des immobilisations incorporelles","","","","","مؤونات تدني قيمة التثبيتات المعنوية",""
"pcg_2930","2930","Provisions for Depreciation of Tangible Non-Current Assets","asset_fixed","False","","Provisions pour dépréciation des immobilisations corporelles","","","","","مؤونات تدني قيمة التثبيتات العينية",""
"pcg_2941","2941","Provisions for Depreciation of Non-Current Loans","asset_non_current","False","","Provisions pour dépréciation des prêts immobilisés","","","","","مؤونات تدني قيمة القروض المثبتة",""
