id,code,name,account_type,chart_template_id/id,tag_ids/id,reconcile
a1316,1316,Andra andelar i svenska koncernföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1317,1317,Andra andelar i ütlandska koncernföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1318,1318,Ackumulerade nedskrivningar av andelar i koncernföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1320,1320,Långfristiga fordringar hos koncernföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1321,1321,Långfristiga fordringar hos moderföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1322,1322,Långfristiga fordringar hos dotterföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1323,1323,Långfristiga fordringar hos andra koncernföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1328,1328,Ackumulerade nedskrivningar av långfristiga fordringar hos koncernföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1330,1330,"Andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1331,1331,Andelar i intresseföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1332,1332,Ackumulerade nedskrivningar av andelar i intresseföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1333,1333,Andelar i gemensamt styrda företag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1334,1334,Ackumulerade nedskrivningar av andelar i gemensamt styrda företag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1336,1336,Andelar i övriga företag som det finns ett ägarintresse i,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1337,1337,Ackumulerade nedskrivningar av andelar i övriga företag som det finns ett ägarintresse i,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1338,1338,"Ackumulerade nedskrivningar av andelar i intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1340,1340,"Långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1341,1341,Långfristiga fordringar hos intresseföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1342,1342,Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1343,1343,Långfristiga fordringar hos gemensamt styrda företag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1344,1344,Ackumulerade nedskrivningar av långfristiga fordringar hos gemensamt styrda företag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1346,1346,Långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1347,1347,Ackumulerade nedskrivningar av långfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1348,1348,"Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,True
a1351,1351,Andelar i noterade företag,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1352,1352,Andra andelar,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1353,1353,Andelar i bostadsrättsföreningar,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1354,1354,Obligationer,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1356,1356,"Andelar i ekonomiska föreningar, övriga företag",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1357,1357,"Andelar i handelsbolag, andra företag",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1358,1358,Ackumulerade nedskrivningar av andra andelar och värdepapper,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1360,1360,"Ackumulerade nedskrivningar av lån till delägare eller närstående enligt ABL, långfristig del",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1369,1369,"Lån till delägare eller närstående enligt ABL, långfristig del",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1381,1381,Långfristiga reversfordringar,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1382,1382,Långfristiga fordringar hos anställda,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1383,1383,"Lämnade depositioner, långfristiga",asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1384,1384,Derivat,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1385,1385,Värde av kapitalförsäkring,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1387,1387,Långfristiga kontraktsfordringar,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1388,1388,Långfristiga kundfordringar,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1389,1389,Ackumulerade nedskrivningar av andra långfristiga fordringar,asset_non_current,l10nse_chart_template_K2,l10n_se.account_tag_3,False
a1420,1420,Lager av tillsatsmaterial och förnödenheter,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1429,1429,Förändring av lager av tillsatsmaterial och förnödenheter,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1465,1465,Lager av varor VMB,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1466,1466,Nedskrivning av varor VMB,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1467,1467,Lager av varor VMB förenklad,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1471,1471,"Pågående arbeten, nedlagda kostnader",asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1478,1478,"Pågående arbeten, fakturering",asset_current,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1480,1480,Förskott för varor och tjänster,asset_prepayments,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1481,1481,Remburser,asset_prepayments,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1489,1489,Övriga förskott till leverantörer,asset_prepayments,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1491,1491,Lager av värdepapper,asset_prepayments,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1492,1492,Lager av fastigheter,asset_prepayments,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1493,1493,Djur som klassificeras som omsättningstillgång,asset_prepayments,l10nse_chart_template_K2,l10n_se.account_tag_4,False
a1511,1511,Kundfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1512,1512,Belånade kundfordringar (factoring),asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1516,1516,Tvistiga kundfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1518,1518,Ej reskontrafördra kundfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1520,1520,Växelfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1525,1525,Osäkra växelfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1529,1529,Nedskrivning av växelfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1530,1530,Kontraktsfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1531,1531,Kontraktsfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1532,1532,Belånade kontraktsfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1536,1536,Tvistiga kontraktsfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1539,1539,Nedskrivning av kontraktsfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1550,1550,Konsignationsfordringar,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1560,1560,Kundfordringar hos koncernföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1561,1561,Kundfordringar hos moderföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1562,1562,Kundfordringar hos dotterföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1563,1563,Kundfordringar hos andra koncernföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1568,1568,Ej reskontrafördra kundfordringar hos koncernföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1569,1569,Nedskrivning av kundfordringar hos koncernföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1570,1570,"Kundfordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns et ägarintresse i",asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1571,1571,Kundfordringar hos intresseföretag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1572,1572,Kundfordringar hos gemensamt styrda företag,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1573,1573,Kundfordringar hos övriga företag som det finns ett ägarintresse i,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1611,1611,Reseförskott,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1612,1612,Kassaförskott,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1613,1613,Övriga förskott,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1614,1614,Tillfälliga lån till anställda,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1619,1619,Övriga fordringar hos anställda,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1620,1620,Upparbetad men ej fakturerad intäkt,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_5,True
a1660,1660,Kortfristiga fordringar hos koncernföretag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1661,1661,Kortfristiga fordringar hos moderföretag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1662,1662,Kortfristiga fordringar hos dotterföretag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1663,1663,Kortfristiga fordringar hos andra koncernföretag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1670,1670,"Kortfristiga fordringar hos intresseföretag, gemensamt styrda företag och övriga företag som det finns ett ägarintresse i",asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1671,1671,Kortfristiga fordringar hos intresseföretag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1672,1672,Kortfristiga fordringar hos gemensamt styrda företag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1673,1673,Kortfristiga fordringar hos övriga företag som det finns ett ägarintresse i,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1681,1681,Utlägg för kunder,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1682,1682,Kortfristiga lånefordringar,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1683,1683,Derivat,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1684,1684,Kortfristiga fordringar hos leverantörer,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1685,1685,Kortfristiga fordringar hos delägare eller närstående,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1687,1687,Kortfristiga del av långfristiga fordringar,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1688,1688,Fordran arbetsmarknadsförsäkringar,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1689,1689,Övriga kortfristiga fordringar,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1690,1690,Fordringar för tecknat men ej inbetalt aktiekapital,asset_receivable,l10nse_chart_template_K2,l10n_se.account_tag_0,True
a1770,1770,Tillgångar av kostnadsnatur,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1780,1780,Upplupna avtalsintäkter,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_5,False
a1820,1820,Obligationer,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_6,False
a1830,1830,Konvertibla skuldebrev,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_6,False
a1860,1860,"Andelar i koncernföretag, kortfristigt",asset_current,l10nse_chart_template_K2,l10n_se.account_tag_6,False
a1886,1886,Derivat,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_6,False
a1889,1889,Andelar i övriga företag,asset_current,l10nse_chart_template_K2,l10n_se.account_tag_6,False
a1911,1911,Huvudkassa,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1912,1912,Kassa 2,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1913,1913,Kassa 3,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1950,1950,Bankcertifikat,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1960,1960,Koncernkonto moderföretag,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1970,1970,Särskilda bankkonton,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1972,1972,Upphovsmannakonto,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1973,1973,Skogskonto,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1974,1974,Spärrade bankmedel,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1979,1979,Särskilda bankkonton,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1980,1980,Valutakonton,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a1990,1990,Redovisningsmedel,asset_cash,l10nse_chart_template_K2,l10n_se.account_tag_7,True
a2050,2050,Avsättning till expansionsfond,equity,l10nse_chart_template_K2,l10n_se.account_tag_19,False
a2061,2061,Eget kapital / stiftelsekapital / grundkapital,equity,l10nse_chart_template_K2,"l10n_se.account_tag_13",False
a2065,2065,Förändring i fond för verkligt värde,equity,l10nse_chart_template_K2,"l10n_se.account_tag_16",False
a2066,2066,Värdesäkringsfond,equity,l10nse_chart_template_K2,"l10n_se.account_tag_11",False
a2067,2067,Balanserad vinst eller förlust / Balanserad kapital,equity,l10nse_chart_template_K2,"l10n_se.account_tag_12",False
a2068,2068,Vinst eller förlust fran föregående år,equity,l10nse_chart_template_K2,"l10n_se.account_tag_12",False
a2069,2069,Årets resultat,equity,l10nse_chart_template_K2,"l10n_se.account_tag_17",False
a2071,2071,Ändamål 1,equity,l10nse_chart_template_K2,l10n_se.account_tag_37,False
a2072,2072,Ändamål 2,equity,l10nse_chart_template_K2,l10n_se.account_tag_37,False
a2080,2080,Bundet eget kapital,equity,l10nse_chart_template_K2,"l10n_se.account_tag_14",False
a2082,2082,Ej registrerat aktiekapital,equity,l10nse_chart_template_K2,l10n_se.account_tag_15,False
a2084,2084,Förlagsinsatser,equity,l10nse_chart_template_K2,l10n_se.account_tag_40,False
a2085,2085,Uppskrivningsfond,equity,l10nse_chart_template_K2,"l10n_se.account_tag_10",False
a2087,2087,Bunden överkursfond / Insatsemission,equity,l10nse_chart_template_K2,"l10n_se.account_tag_9",False
a2088,2088,Fond för yttre underhåll,equity,l10nse_chart_template_K2,"l10n_se.account_tag_11",False
a2089,2089,Fund för utvecklingsutgifter,equity,l10nse_chart_template_K2,"l10n_se.account_tag_11",False
a2093,2093,Erhålla aktieägartillskott,equity,l10nse_chart_template_K2,"l10n_se.account_tag_40",False
a2094,2094,Egna aktier,equity,l10nse_chart_template_K2,"l10n_se.account_tag_40",False
a2095,2095,Fusionsresultat,equity,l10nse_chart_template_K2,"l10n_se.account_tag_39",False
a2097,2097,Fri överkursfond,equity,l10nse_chart_template_K2,"l10n_se.account_tag_9",False
a2110,2110,Periodiseringsfond,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2130,2130,Periodiseringsfond 2020 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2131,2131,Periodiseringsfond 2021 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2132,2132,Periodiseringsfond 2022 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2133,2133,Periodiseringsfond 2023 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2134,2134,Periodiseringsfond 2024 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2135,2135,Periodiseringsfond 2015 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2136,2136,Periodiseringsfond 2016 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2137,2137,Periodiseringsfond 2017 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2138,2138,Periodiseringsfond 2018 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2139,2139,Periodiseringsfond 2019 - nr 2,equity,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2151,2151,Ackumulerade överavskrivningar på immateriella anläggningstillgångar,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2152,2152,Ackumulerade överavskrivningar på byggnader lch markanläggningar,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2153,2153,Ackumulerade överavskrivningar på maskiner och inventarier,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2160,2160,Ersättningsfond,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2161,2161,Ersättningsfond maskiner och inventarier,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2162,2162,Ersättningsfond byggnader och markanläggningar,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2164,2164,Ersättningsfond for djurlager i jordbruk och renskötsel,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2190,2190,Övriga obeskattade reserver,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2196,2196,Lagerreserv,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2199,2199,Övriga obeskattade reserver,liability_non_current,l10nse_chart_template_K2,"l10n_se.account_tag_18",False
a2230,2230,Övriga avsättningar för pensioner och liknande förpliktelser,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_19,False
a2250,2250,Övriga avsättningar för skatter,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_19,False
a2252,2252,Avsättningar för tvistiga skatter,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_19,False
a2253,2253,Avsättningar särskild löneskatt deklarationspost,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_19,False
a2290,2290,Övriga avsättningar,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_19,False
a2310,2310,Obligations och förlagslån,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_20,False
a2320,2320,Konvertibla lån och liknade,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_20,False
a2321,2321,Konvertibla lån,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_20,False
a2322,2322,Lån förenade med optionsrätt,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_20,False
a2323,2323,Vinstandelslån,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_20,False
a2324,2324,Kapitalandelslån,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_20,False
a2331,2331,Utnyttjad checkräkningskredit 1,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2332,2332,Utnyttjad checkräkningskredit 2,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2335,2335,Beviljad checkräkningskredit 1,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2336,2336,Beviljad checkräkningskredit 2,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
a2340,2340,Byggnadskreditiv,liability_non_current,l10nse_chart_template_K2,l10n_se.account_tag_21,False
