"id","code","name","account_type","chart_template_id/id",tag_ids/id,"reconcile"
a1419,1419,Förändring av lager av råvaror,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1440,1440,Produkter i arbete,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1449,1449,Förändring av produkter i arbete,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1450,1450,Lager av färdiga varor,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1459,1459,Förändring av lager av färdiga varor,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1460,1460,Lager av handelsvaror,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1469,1469,Förändring av lager av handelsvaror,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1470,1470,Pågående arbeten,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1479,1479,Förändring av Pågående arbete,asset_current,l10nse_chart_template,l10n_se.account_tag_4,False
a1480,1480,Förskott för varor och tjänster,asset_prepayments,l10nse_chart_template,l10n_se.account_tag_4,False
a1490,1490,Övriga lagertillgångar,asset_prepayments,l10nse_chart_template,l10n_se.account_tag_4,False
a1510,1510,Kundfordringar,asset_receivable,l10nse_chart_template,l10n_se.account_tag_5,True
a1513,1513,Kundfordringar - delad faktura,asset_receivable,l10nse_chart_template,l10n_se.account_tag_5,True
a1519,1519,Nedskrivning av kundfordringar,asset_receivable,l10nse_chart_template,l10n_se.account_tag_5,True
a1580,1580,Fordringar för kontokort och kuponger,asset_receivable,l10nse_chart_template,l10n_se.account_tag_5,True
a1610,1610,Kortfristiga fordringar hos anställda,asset_receivable,l10nse_chart_template,l10n_se.account_tag_5,True
a1630,1630,Avräkning för skatter och avgifter (skattekonto),asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1640,1640,Skattefordringar,asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1650,1650,Momsfordran,asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1680,1680,Andra kortfristiga fordringar,asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1710,1710,Förutbetalda hyreskostnader,asset_prepayments,l10nse_chart_template,l10n_se.account_tag_5,False
a1720,1720,"Förutbetalda leasingavgifter, kortfristig del",asset_prepayments,l10nse_chart_template,l10n_se.account_tag_5,False
a1730,1730,Förutbetalda försäkringspremier,asset_prepayments,l10nse_chart_template,l10n_se.account_tag_5,False
a1740,1740,Förutbetalda räntekostnader,asset_prepayments,l10nse_chart_template,l10n_se.account_tag_5,False
a1750,1750,Upplupna hyresintäkter,asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1760,1760,Upplupna ränteintäkter,asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1790,1790,Övriga förutbetalda kostnader och upplupna intäkter,asset_current,l10nse_chart_template,l10n_se.account_tag_5,False
a1810,1810,Andel i börsnoterade företag,asset_current,l10nse_chart_template,l10n_se.account_tag_6,False
a1880,1880,Andra kortfristiga placeringar,asset_current,l10nse_chart_template,l10n_se.account_tag_6,False
a1890,1890,Nedskrivning av kortfristiga placeringar,asset_current,l10nse_chart_template,l10n_se.account_tag_6,False
a1910,1910,Kassa,asset_cash,l10nse_chart_template,l10n_se.account_tag_7,True
a1920,1920,PlusGiro,asset_cash,l10nse_chart_template,l10n_se.account_tag_7,True
a1930,1930,Företagskonto/checkkonto/affärskonto,asset_cash,l10nse_chart_template,l10n_se.account_tag_7,True
a1940,1940,Övriga bankkonton,asset_cash,l10nse_chart_template,l10n_se.account_tag_7,True
a2010,2010,"Eget kapital, delägare 1",equity,l10nse_chart_template,l10n_se.account_tag_13,False
a2011,2011,Egna varuuttag,equity,l10nse_chart_template,l10n_se.account_tag_14,True
a2013,2013,Övriga egna uttag,equity,l10nse_chart_template,l10n_se.account_tag_14,True
a2017,2017,Årets kapitaltillskott,equity,l10nse_chart_template,l10n_se.account_tag_14,True
a2018,2018,Övriga egna insättningar,equity,l10nse_chart_template,l10n_se.account_tag_14,True
a2019,2019,"Årets resultat, delägare",equity,l10nse_chart_template,l10n_se.account_tag_17,False
a2020,2020,"Eget kapital, delägare 2",equity,l10nse_chart_template,l10n_se.account_tag_13,False
a2030,2030,"Eget kapital, delägare 3",equity,l10nse_chart_template,l10n_se.account_tag_13,False
a2040,2040,"Eget kapital, delägare 4",equity,l10nse_chart_template,l10n_se.account_tag_13,False
a2060,2060,"Eget kapital i ideella föreningar, stiftelser och registrerade trossamfund",equity,l10nse_chart_template,"l10n_se.account_tag_13",False
a2070,2070,Ändamålsbestämda medel,equity,l10nse_chart_template,l10n_se.account_tag_37,False
a2081,2081,Aktiekapital,equity,l10nse_chart_template,l10n_se.account_tag_8,False
a2083,2083,Medlemsinsatser,equity,l10nse_chart_template,l10n_se.account_tag_40,False
a2086,2086,Reservfond,equity,l10nse_chart_template,l10n_se.account_tag_38,False
a2090,2090,Fritt eget kapital,equity,l10nse_chart_template,l10n_se.account_tag_39,False
a2091,2091,Balanserad vinst eller förlust,equity,l10nse_chart_template,l10n_se.account_tag_12,False
a2098,2098,Vinst eller förlust från föregående år,equity,l10nse_chart_template,l10n_se.account_tag_11,False
a2099,2099,Årets resultat,equity,l10nse_chart_template,l10n_se.account_tag_17,False
a2120,2120,Periodiseringsfond 2020,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2121,2121,Periodiseringsfond 2021,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2122,2122,Periodiseringsfond 2022,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2123,2123,Periodiseringsfond 2023,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2124,2124,Periodiseringsfond 2024,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2125,2125,Periodiseringsfond 2015,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2126,2126,Periodiseringsfond 2016,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2127,2127,Periodiseringsfond 2017,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2128,2128,Periodiseringsfond 2018,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2129,2129,Periodiseringsfond 2019,equity,l10nse_chart_template,l10n_se.account_tag_18,False
a2150,2150,Ackumulerade överavskrivningar,liability_non_current,l10nse_chart_template,l10n_se.account_tag_18,False
a2210,2210,Avsättningar för pensioner enligt tryggandelagen,liability_non_current,l10nse_chart_template,l10n_se.account_tag_19,False
a2220,2220,Avsättningar för garantier,liability_non_current,l10nse_chart_template,l10n_se.account_tag_19,False
a2290,2290,Övriga avsättningar,liability_non_current,l10nse_chart_template,l10n_se.account_tag_19,False
a2330,2330,Checkräkningskredit,liability_non_current,l10nse_chart_template,l10n_se.account_tag_21,False
a2350,2350,Andra långfristiga skulder till kreditinstitut,liability_non_current,l10nse_chart_template,l10n_se.account_tag_21,False
a2390,2390,Övriga långfristiga skulder,liability_non_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2393,2393,"Lån från närstående personer, långfristiga del",liability_non_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2410,2410,Andra kortfristiga låneskulder till kreditinstitut,liability_current,l10nse_chart_template,l10n_se.account_tag_21,False
a2420,2420,Förskott från kunder,liability_current,l10nse_chart_template,l10n_se.account_tag_22,False
a2440,2440,Leverantörsskulder,liability_payable,l10nse_chart_template,l10n_se.account_tag_23,True
a2480,2480,"Checkräkningskredit, kortfristig",liability_payable,l10nse_chart_template,l10n_se.account_tag_21,True
a2490,2490,"Övriga kortfristiga skulder till kreditinstitut, kunder och leverantörer",liability_current,l10nse_chart_template,l10n_se.account_tag_21,False
a2510,2510,Skatteskulder,liability_current,l10nse_chart_template,l10n_se.account_tag_28,False
a2610,2610,"Utgående moms, 25 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2611,2611,"Utgående moms på försäljning inom Sverige, 25 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2612,2612,"Utgående moms på egna uttag, 25 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2613,2613,"Utgående moms för uthyrning, 25 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2614,2614,"Utgående moms omvänd skattskyldighet, 25 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2615,2615,"Utgående moms import av varor, 25 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2616,2616,Utgående moms VMB 25 %,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2620,2620,"Utgående moms, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2621,2621,"Utgående moms på försäljning inom Sverige, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2622,2622,"Utgående moms på egna uttag, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2623,2623,"Utgående moms för uthyrning, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2624,2624,"Utgående moms omvänd skattskyldighet, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2625,2625,"Utgående moms import av varor, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2626,2626,"Utgående moms VMB, 12 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2630,2630,"Utgående moms, 6 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2631,2631,"Utgående moms på försäljning inom Sverige, 6 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2632,2632,"Utgående moms på egna uttag, 6 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2633,2633,"Utgående moms för uthyrning, 6 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2634,2634,"Utgående moms omvänd skattskyldighet, 6 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2635,2635,"Utgående moms import av varor, 6 %",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2636,2636,Utgående moms VMB 6 %,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2640,2640,Ingående moms,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2641,2641,Debiterad ingående moms,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2642,2642,Debiterad ingående moms i anslutning till frivillig skattskyldighet,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2645,2645,Beräknad ingående moms på förvärv från utlandet,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2646,2646,Ingående moms på uthyrning,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2647,2647,Ingående moms omvänd skattskyldighet varor och tjänster i Sverige,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2648,2648,Vilande ingående moms,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2649,2649,"Ingående moms, blandad verksamhet",liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2650,2650,Redovisningskonto för moms,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2710,2710,Personalskatt,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2730,2730,Lagstadgade sociala avgifter och särskild löneskatt,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2740,2740,Avtalade sociala avgifter,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2790,2790,Övriga löneavdrag,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2820,2820,Kortfristiga skulder till anställda,liability_payable,l10nse_chart_template,l10n_se.account_tag_29,True
a2840,2840,Kortfristiga låneskulder,liability_payable,l10nse_chart_template,l10n_se.account_tag_29,True
a2890,2890,Övriga kortfristiga skulder,liability_current,l10nse_chart_template,l10n_se.account_tag_29,False
a2910,2910,Upplupna löner,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2920,2920,Upplupna semesterlöner,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2940,2940,Upplupna lagstadgade sociala och andra avgifter,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2950,2950,Upplupna avtalade sociala avgifter,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2960,2960,Upplupna räntekostnader,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2970,2970,Förutbetalda intäkter,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2990,2990,Övriga upplupna kostnader och förutbetalda intäkter,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a2999,2999,OBS-konto,liability_current,l10nse_chart_template,l10n_se.account_tag_30,False
a3000,3000,Försäljning inom Sverige,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3001,3001,"Försäljning inom Sverige, 25 % moms",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3002,3002,"Försäljning inom Sverige, 12 % moms",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3003,3003,"Försäljning inom Sverige, 6 % moms",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3004,3004,"Försäljning inom Sverige, momsfri",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3100,3100,Försäljning av varor utanför EU,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3105,3105,Försäljning varor till land utanför EU,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3106,3106,"Försäljning varor till annat EU-land, momspliktig",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3108,3108,"Försäljning varor till annat EU-land, momsfri",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3200,3200,Försäljning VMB och omvänd moms,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3211,3211,Försäljning positiv VMB 25 %,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3212,3212,Försäljning negativ VMB 25 %,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3231,3231,"Försäljning inom byggsektorn, omvänd skatteskyldighet moms",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3300,3300,Försäljning av tjänster utanför Sverige,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3305,3305,Försäljning av tjänster till land utanför EU,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3308,3308,Försäljning av tjänster till annat EU-land,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3400,3400,"Försäljning, egna uttag",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3401,3401,"Egna uttag momspliktiga, 25 %",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3402,3402,"Egna uttag momspliktiga, 12 %",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3403,3403,"Egna uttag momspliktiga, 6 %",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3404,3404,"Egna uttag, momsfria",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3500,3500,Fakturerade kostnader (gruppkonto),income,l10nse_chart_template,l10n_se.account_tag_31,False
a3510,3510,Fakturerat emballage,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3520,3520,Fakturerade frakter,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3521,3521,"Fakturerade frakter, EU-land",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3522,3522,"Fakturerade frakter, export",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3530,3530,Fakturerad tull- och speditionskostnader m.m.,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3540,3540,Faktureringsavgifter,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3541,3541,"Faktureringsavgifter, EU-land",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3542,3542,"Faktureringsavgifter, export",income,l10nse_chart_template,l10n_se.account_tag_31,False
a3600,3600,Rörelsens sidointäkter (gruppkonto),income,l10nse_chart_template,l10n_se.account_tag_31,False
a3730,3730,Lämnade rabatter,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3740,3740,Öres- och kronutjämning,income,l10nse_chart_template,l10n_se.account_tag_31,False
a3800,3800,Aktiverat arbete för egen räkning (gruppkonto),income,l10nse_chart_template,l10n_se.account_tag_31,False
a3900,3900,Övriga rörelseintäkter (gruppkonto),income_other,l10nse_chart_template,l10n_se.account_tag_31,False
a3913,3913,Frivilligt momspliktiga hyresintäkter,income_other,l10nse_chart_template,l10n_se.account_tag_31,False
a3960,3960,Valutakursvinster på fordringar och skulder av rörelsekaraktär,income_other,l10nse_chart_template,l10n_se.account_tag_31,False
a3970,3970,Vinst vid avyttring av immateriella och materiella anläggningstillgångar,income_other,l10nse_chart_template,l10n_se.account_tag_31,False
a3980,3980,Erhållna offentliga stöd m.m.,income_other,l10nse_chart_template,l10n_se.account_tag_31,False
a4000,4000,Inköp av varor från Sverige,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4200,4200,Sålda varor VMB,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4211,4211,Sålda varor positiv VMB 25 %,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4212,4212,Sålda varor negativ VMB 25 %,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4400,4400,Momspliktiga inköp i Sverige,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4415,4415,"Inköpta varor i Sverige, omvänd skattskyldighet, 25 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4426,4426,"Inköp tjänster i Sverige, omvänd skattskyldighet, 12 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4427,4427,"Inköp tjänster i Sverige, omvänd skattskyldighet, 6 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4500,4500,Övriga momspliktiga inköp,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4515,4515,"Inköp av varor från annat EU-land, 25 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4516,4516,"Inköp av varor från annat EU-land, 12 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4517,4517,"Inköp av varor från annat EU-land, 6 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4518,4518,"Inköp av varor från annat EU-land, momsfri",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4531,4531,"Inköp av tjänster från ett land utanför EU, 25 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4532,4532,"Inköp av tjänster från ett land utanför EU, 12 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4533,4533,"Inköp av tjänster från ett land utanför EU, 6 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4535,4535,"Inköp av tjänster från annat EU-land, 25 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4536,4536,"Inköp av tjänster från annat EU-land, 12 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4537,4537,"Inköp av tjänster från annat EU-land, 6 %",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4538,4538,"Inköp av tjänster från annat EU-land, momsfri",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4545,4545,"Import av varor, 25 % moms",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4546,4546,"Import av varor, 12 % moms",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4547,4547,"Import av varor, 6 % moms",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4600,4600,Legoarbeten och underentreprenader (gruppkonto),expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4700,4700,Reduktion av inköpspriser (gruppkonto),expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4900,4900,Förändring av lager (gruppkonto),expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_31,False
a4910,4910,Förändring av lager av råvaror,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4920,4920,Förändring av lager av tillsatsmaterial och förnödenheter,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_32,False
a4940,4940,Förändring produkter i arbete,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_31,False
a4950,4950,Förändring av lager av färdiga varor,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_31,False
a4960,4960,Förändring av lager av handelsvaror,expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_31,False
a4970,4970,"Förändring pågående arbete, nedlagda kostnader",expense_direct_cost,l10nse_chart_template,l10n_se.account_tag_31,False
a5010,5010,Lokalhyra,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5020,5020,El för belysning,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5030,5030,Värme,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5040,5040,Vatten och avlopp,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5060,5060,Städning och renhållning,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5070,5070,Reparation och underhåll av lokaler,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5120,5120,El för belysning,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5130,5130,Värme,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5140,5140,Vatten och avlopp,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5160,5160,Städning och renhållning,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5170,5170,Reparation och underhåll av fastighet,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5200,5200,Hyra av anläggningstillgångar (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5300,5300,Energikostnader (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5410,5410,Förbrukningsinventarier,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5420,5420,Programvaror,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5460,5460,Förbrukningsmaterial,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5500,5500,Reparation och underhåll (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5600,5600,Kostnader för transportmedel (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5611,5611,Drivmedel för personbilar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5612,5612,Försäkring och skatt för personbilar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5613,5613,Reparation och underhåll av personbilar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5615,5615,Leasing av personbilar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5700,5700,Frakter och transporter (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5800,5800,Resekostnader (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5810,5810,Biljetter,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5820,5820,Hyrbilskostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5831,5831,Kost och logi i Sverige,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5832,5832,Kost och logi i utlandet,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a5900,5900,"Reklam och PR","expense",l10nse_chart_template,l10n_se.account_tag_32,"False"
a6071,6071,"Representation, avdragsgill",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6072,6072,"Representation, ej avdragsgill",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6090,6090,Övriga försäljningskostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6100,6100,Kontorsmateriel och trycksaker (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6210,6210,Telekommunikation,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6250,6250,Postbefordran,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6310,6310,Företagsförsäkringar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6350,6350,Förluster på kundfordringar,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6390,6390,Övriga riskkostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6410,6410,Styrelsearvoden som inte är lön,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6420,6420,Ersättningar till revisor,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6530,6530,Redovisningstjänster,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6540,6540,IT-tjänster,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6550,6550,Konsultarvoden,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6560,6560,Serviceavgifter till branschorganisationer,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6570,6570,Bankkostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6580,6580,Advokat- och rättegångskostnader,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6590,6590,Övriga externa tjänster,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6800,6800,Inhyrd personal (gruppkonto),expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6970,6970,"Tidningar, tidskrifter och facklitteratur",expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6980,6980,Föreningsavgifter,expense,l10nse_chart_template,l10n_se.account_tag_32,False
a6991,6991,"Övriga externa kostnader, avdragsgilla",expense,l10nse_chart_template,l10n_se.account_tag_32,False
