"id","name","code","account_type","reconcile","name@sk"
"chart_sk_086000","Entitlements to base stock and draught animals","086000","asset_non_current","False","Oprávky k základnému stádu a ťažným zvieratám"
"chart_sk_089000","Allowances for other tangible fixed assets","089000","asset_non_current","False","Oprávky k ostatnému dlhodobému hmotnému majetku"
"chart_sk_091000","Allowance for intangible fixed assets","091000","asset_non_current","False","Opravné položky k dlhodobému nehmotnému majetku"
"chart_sk_092000","Allowances for property, plant and equipment","092000","asset_non_current","False","Opravné položky k dlhodobému hmotnému majetku"
"chart_sk_093000","Allowance for intangible fixed assets in progress","093000","asset_non_current","False","Opravné položky k nedokončenému dlhodobému nehmotnému majetku"
"chart_sk_094000","Allowances for tangible fixed assets in progress","094000","asset_non_current","False","Opravné položky k nedokončenému dlhodobému hmotnému majetku"
"chart_sk_095000","Allowances for advances on fixed assets","095000","asset_non_current","False","Opravné položky k poskytnutým preddavkom na dlhodobý majetok"
"chart_sk_096000","Valuation allowances on non-current financial assets","096000","asset_non_current","False","Opravné položky k dlhodobému finančnému majetku"
"chart_sk_097000","Allowances for acquired assets","097000","asset_non_current","False","Opravné položky k nadobudnutému majetku"
"chart_sk_098000","Adjustments to the valuation allowance for acquired assets","098000","asset_non_current","False","Oprávky k opravnej položke k nadobudnutému majetku"
"chart_sk_111000","Procurement of material","111000","asset_current","False","Obstaranie materiálu"
"chart_sk_112000","Material in stock","112000","asset_current","False","Materiál na sklade"
"chart_sk_119000","Material on the way","119000","asset_current","False","Materiál na ceste"
"chart_sk_121000","Unfinished production","121000","asset_current","False","Nedokončená výroba"
"chart_sk_122000","Semi-finished products of own production","122000","asset_current","False","Polotovary vlastnej výroby"
"chart_sk_123000","Products","123000","asset_current","False","Výrobky"
"chart_sk_124000","Animals","124000","asset_current","False","Zvieratá"
"chart_sk_131000","Procurement of goods","131000","asset_current","False","Obstaranie tovaru"
"chart_sk_132000","Goods in stock and in stores","132000","asset_current","False","Tovar na sklade a v predajniach"
"chart_sk_133000","Property for sale","133000","asset_current","False","Nehnuteľnosť na predaj"
"chart_sk_139000","Goods on the way","139000","asset_current","False","Tovar na ceste"
"chart_sk_191000","Allowances for material","191000","asset_current","False","Opravné položky k materiálu"
"chart_sk_192000","Provisions for work in progress","192000","asset_current","False","Opravné položky k nedokončenej výrobe"
"chart_sk_193000","Provisions for own-produced semi-finished goods","193000","asset_current","False","Opravné položky k polotovarom vlastnej výroby"
"chart_sk_194000","Allowances for products","194000","asset_current","False","Opravné položky k výrobkom"
"chart_sk_195000","Allowances for animals","195000","asset_current","False","Opravné položky k zvieratám"
"chart_sk_196000","Allowances for goods","196000","asset_current","False","Opravné položky k tovaru"
"chart_sk_211000","Treasury","211000","asset_cash","False","Pokladnica"
"chart_sk_213000","Price lists","213000","asset_cash","False","Ceniny"
"chart_sk_221000","Bank accounts","221000","asset_cash","False","Bankové účty"
"chart_sk_231000","Short-term bank loans","231000","asset_cash","False","Krátkodobé bankové úvery"
"chart_sk_232000","Discount loans","232000","asset_cash","False","Eskontné úvery"
"chart_sk_241000","Short-term bonds issued","241000","asset_cash","False","Vydané krátkodobé dlhopisy"
"chart_sk_249000","Other short-term financial assistance","249000","asset_cash","False","Ostatné krátkodobé finančné výpomoci"
"chart_sk_251000","Equity securities for trading","251000","asset_cash","False","Majetkové cenné papiere na obchodovanie"
"chart_sk_252000","Own shares and treasury shares","252000","asset_cash","False","Vlastné akcie a vlastné obchodné podiely"
"chart_sk_253000","Debt securities for trading","253000","asset_cash","False","Dlhové cenné papiere na obchodovanie"
"chart_sk_255000","Own bonds","255000","asset_cash","False","Vlastné dlhopisy"
"chart_sk_256000","Debt securities with a maturity of one year or less held to maturity","256000","asset_cash","False","Dlhové cenné papiere so splatnosťou do jedného roka držané do splatnosti"
"chart_sk_257000","Other available-for-sale securities","257000","asset_cash","False","Ostatné realizovateľné cenné papiere"
"chart_sk_259000","Acquisition of short-term financial assets","259000","asset_cash","False","Obstaranie krátkodobého finančného majetku"
"chart_sk_261000","Money on the way","261000","asset_current","False","Peniaze na ceste"
"chart_sk_291000","Allowance for current financial assets","291000","asset_cash","False","Opravné položky ku krátkodobému finančnému majetku"
"chart_sk_311000","Subscribers","311000","asset_receivable","True","Odberatelia"
"chart_sk_312000","Bills of collection","312000","asset_receivable","True","Zmenky na inkaso"
"chart_sk_313000","Receivables for discounted securities","313000","asset_receivable","True","Pohľadávky za eskontované cenné papiere"
"chart_sk_314000","Advances granted","314000","asset_receivable","True","Poskytnuté preddavky"
"chart_sk_315000","Other receivables","315000","asset_receivable","True","Iné pohľadávky"
"chart_sk_316000","Net contract value","316000","asset_receivable","True","Čistá hodnota zákazky"
"chart_sk_321000","Suppliers","321000","liability_payable","True","Dodávatelia"
"chart_sk_322000","Promissory notes for payment","322000","liability_current","False","Zmenky na úhradu"
"chart_sk_323000","Short-term reserves","323000","liability_current","False","Krátkodobé rezervy"
"chart_sk_324000","Advances received","324000","liability_current","False","Prijaté preddavky"
"chart_sk_325000","Other liabilities","325000","liability_current","False","Iné záväzky"
"chart_sk_326000","Uninvoiced deliveries","326000","liability_current","False","Nevyfakturované dodávky"
"chart_sk_331000","Staff","331000","liability_current","False","Zamestnanci"
"chart_sk_333000","Other payables to employees","333000","liability_current","False","Ostatné záväzky voči zamestnancom"
"chart_sk_335000","Claims on employees","335000","asset_current","False","Pohľadávky voči zamestnancom"
"chart_sk_336000","Settlement with social security and health insurance bodies","336000","liability_current","False","Zúčtovanie s orgánmi sociálneho zabezpečenia a zdravotného poistenia"
"chart_sk_341000","Income tax","341000","liability_current","False","Daň z príjmov"
"chart_sk_342000","Other direct taxes","342000","liability_current","False","Ostatné priame dane"
"chart_sk_343000","Value added tax","343000","liability_current","False","Daň z pridanej hodnoty"
"chart_sk_343110","VAT lower sales rate","343110","asset_current","False","DPH nižšia sadzba vstup"
"chart_sk_343120","VAT base sales rate","343120","asset_current","False","DPH základná sadzba vstup"
"chart_sk_343210","VAT lower sales rate","343210","liability_current","False","DPH nižšia sadzba vstup"
"chart_sk_343220","VAT base sales rate","343220","liability_current","False","DPH základná sadzba vstup"
"chart_sk_345000","Other taxes and charges","345000","liability_current","False","Ostatné dane a poplatky"
"chart_sk_346000","Subsidies from the state budget","346000","liability_current","False","Dotácie zo štatneho rozpočtu"
"chart_sk_347000","Other deliveries","347000","liability_current","False","Ostatné dodácie"
"chart_sk_351000","Amounts due from related entities and participating entities","351000","asset_current","False","Pohľadávky voči prepojeným účtovným jednotkám a účtovným jednotkám v rámci podielovej účasti"
"chart_sk_353000","Receivables for subscribed equity","353000","equity","False","Pohľadávky za upísané vlastné imanie"
"chart_sk_354000","Claims on shareholders and members in settlement of losses","354000","asset_current","False","Pohľadávky voči spoločníkom a členom pri úhrade straty"
"chart_sk_355000","Other receivables from shareholders and members","355000","asset_current","False","Ostatné pohľadávky voči spoločníkom a členom"
"chart_sk_358000","Claims on participants in the association","358000","asset_current","False","Pohľadávky voči účastníkom združenia"
"chart_sk_361000","Liabilities within the consolidated entity","361000","liability_current","False","Záväzky v rámci konsolidovaného celku"
"chart_sk_364000","Liabilities to shareholders and members on distribution of profits","364000","liability_current","False","Záväzky voči spoločníkom a členom pri rozdeľovaní zisku"
"chart_sk_365000","Other liabilities to shareholders and members","365000","liability_current","False","Ostatné záväzky voči spoločníkom a členom"
"chart_sk_366000","Liabilities to partners and members from dependent activities","366000","liability_current","False","Záväzky voči spoločníkom a členom zo závislej činnosti"
"chart_sk_367000","Liabilities arising from subscriptions for outstanding securities and deposits","367000","liability_current","False","Záväzky z upísaných nesplatených cenných papierov a vkladov"
"chart_sk_368000","Liabilities to participants in the association","368000","liability_current","False","Záväzky voči účastníkom združenia"
"chart_sk_371000","Receivables from the sale of a business","371000","asset_current","False","Pohľadávky z predaja podniku"
"chart_sk_372000","Liabilities from the purchase of a business","372000","liability_current","False","Záväzky z kúpy podniku"
"chart_sk_373000","Fixed-term receivables and payables","373000","asset_current","False","Pohľadávky a záväzky z pevných termínových operácií"
"chart_sk_374000","Lease receivables","374000","asset_current","False","Pohľadávky z nájmu"
"chart_sk_375000","Receivables from bonds issued","375000","asset_current","False","Pohľadávky z vydaných dlhopisov"
"chart_sk_376000","Purchased options","376000","asset_current","False","Nakúpené opcie"
"chart_sk_377000","Options sold","377000","liability_current","False","Predané opcie"
"chart_sk_378000","Other receivables","378000","asset_current","False","Iné pohľadávky"
"chart_sk_379000","Other liabilities","379000","liability_current","False","Iné záväzky"
"chart_sk_381000","Deferred charges","381000","asset_current","False","Náklady budúcich období"
"chart_sk_382000","Comprehensive deferred charges","382000","asset_current","False","Komplexné náklady budúcich období"
"chart_sk_383000","Deferred expenses","383000","liability_current","False","Výdaje budúcich období"
"chart_sk_384000","Deferred revenue","384000","liability_current","False","Výnosy budúcich období"
"chart_sk_385000","Deferred income","385000","asset_current","False","Príjmy budúcich období"
"chart_sk_391000","Adjustment item for receivables","391000","asset_current","False","Opravná položka k pohľadávkam"
"chart_sk_395000","Internal settlement","395000","liability_current","False","Vnútorné zúčtovanie"
"chart_sk_398000","Connection account with the association","398000","liability_current","False","Spojovací účet pri združení"
"chart_sk_411000","Capital","411000","equity","False","Základné imanie"
"chart_sk_412000","Share premium","412000","equity","False","Emisné ážio"
"chart_sk_413000","Other capital funds","413000","equity","False","Ostatné kapitalové fondy"
"chart_sk_414000","Valuation differences on revaluation of assets and liabilities","414000","equity","False","Oceňovacie rozdiely z precenenia majetku a záväzkov"
"chart_sk_415000","Valuation differences on equity participations","415000","equity","False","Oceňovacie rozdiely z kapitálových účastín"
"chart_sk_416000","Revaluation differences on mergers and divisions","416000","equity","False","Oceňovacie rozdiely z precenenia pri zlúčení, splynutí a rozdelení"
"chart_sk_417000","Statutory reserve fund from capital contributions","417000","equity","False","Zákonný rezervný fond z kapitálových vkladov"
"chart_sk_418000","Non-divisible fund from capital deposits","418000","equity","False","Nedeliteľný fond z kapitálových vkladov"
"chart_sk_419000","Changes in share capital","419000","equity","False","Zmeny základného imania"
"chart_sk_421000","Legal reserve fund","421000","equity","False","Zakonný rezervný fond"
"chart_sk_422000","The indivisible fund","422000","equity","False","Nedeliteľný fond"
"chart_sk_423000","Statutory funds","423000","equity","False","Štatutárne fondy"
"chart_sk_427000","Other funds","427000","equity","False","Ostatné fondy"
"chart_sk_428000","Retained earnings of previous years","428000","equity","False","Nerozdelený zisk minulých rokov"
"chart_sk_429000","Unreimbursed loss of previous years","429000","equity","False","Neuhradená strata minulých rokov"
"chart_sk_431000","Economic result under approval","431000","equity_unaffected","False","Výsledok hospodárenia v schvaľovaní"
"chart_sk_451000","Legal reserves","451000","equity","False","Rezervy zákonné"
"chart_sk_459000","Other reserves","459000","equity","False","Ostatné rezervy"
"chart_sk_461000","Bank loans","461000","equity","False","Bankové úvery"
"chart_sk_471000","Non-current liabilities to related entities and participating entities","471000","liability_current","False","Dlhodobé záväzky voči prepojeným účtovným jednotkám a účtovným jednotkám v rámci podielovej účasti"
"chart_sk_472000","Liabilities from the Social Fund","472000","liability_current","False","Záväzky zo sociálneho fondu"
"chart_sk_473000","Bonds issued","473000","liability_non_current","False","Vydané dlhopisy"
"chart_sk_474000","Lease commitments","474000","liability_current","False","Záväzky z nájmu"
"chart_sk_475000","Long-term advances received","475000","liability_non_current","False","Dlhodobé prijaté preddavky"
"chart_sk_476000","Long-term uninvoiced deliveries","476000","liability_non_current","False","Dlhodobé nevyfakturované dodávky"
"chart_sk_478000","Long-term notes for payment","478000","liability_non_current","False","Dlhodobé zmenky na úhradu"
"chart_sk_479000","Other non-current liabilities","479000","liability_non_current","False","Ostatné dlhodobé záväzky"
"chart_sk_481000","Deferred tax liability and deferred tax asset","481000","liability_non_current","False","Odložený daňový záväzok a odložená daňová pohľadávka"
"chart_sk_491000","Equity of a natural person - entrepreneur","491000","equity","False","Vlastné imanie fyzickej osoby - podnikateľa"
"chart_sk_501000","Material consumption","501000","expense","False","Spotreba materiálu"
"chart_sk_502000","Energy consumption","502000","expense","False","Spotreba energie"
"chart_sk_503000","Consumption of other non-stackable supplies","503000","expense","False","Spotreba ostatných neskladovateľných dodávok"
"chart_sk_504000","Goods sold","504000","expense","False","Predaný tovar"
"chart_sk_505000","Establishment and settlement of inventory valuation allowances","505000","expense","False","Tvorba a zúčtovanie opravných položiek k zásobám"
"chart_sk_507000","Sold property","507000","expense","False","Predaná nehnuteľnosť"
"chart_sk_511000","Repair and maintenance","511000","expense","False","Opravy a udržiavanie"
"chart_sk_512000","Travel","512000","expense","False","Cestovné"
"chart_sk_513000","Representation costs","513000","expense","False","Náklady na reprezentáciu"
"chart_sk_518000","Other services","518000","expense","False","Ostatné služby"
"chart_sk_521000","Labour costs","521000","expense","False","Mzdové náklady"
"chart_sk_522000","Income of associates and members from dependent activities","522000","expense","False","Príjmy spoločníkov a členov zo závislej činnosti"
"chart_sk_523000","Remuneration to members of company and cooperative bodies","523000","expense","False","Odmeny členom orgánov spoločnosti a družstva"
"chart_sk_524000","Statutory social insurance","524000","expense","False","Zákonné sociálne poistenie"
"chart_sk_525000","Other social security","525000","expense","False","Ostatné sociálne zabezpečenie"
"chart_sk_526000","Social costs of a natural person - entrepreneur","526000","expense","False","Sociálne náklady fyzickej osoby - podnikateľa"
"chart_sk_527000","Statutory social costs","527000","expense","False","Zákonné sociálne náklady"
"chart_sk_528000","Other social costs","528000","expense","False","Ostatné sociálne náklady"
"chart_sk_531000","Motor vehicle tax","531000","expense","False","Daň z motorových vozidiel"
"chart_sk_532000","Real estate tax","532000","expense","False","Daň z nehnuteľností"
"chart_sk_538000","Other taxes and charges","538000","expense","False","Ostatné dane a poplatky"
"chart_sk_541000","Residual value of intangible fixed assets and tangible fixed assets sold","541000","expense","False","Zostatková cena predaného dlhodobého nehmotného majetku a dlhodobého hmotného majetku"
"chart_sk_542000","Material sold","542000","expense","False","Predaný materiál"
"chart_sk_543000","Donations","543000","expense","False","Dary"
"chart_sk_544000","Contractual fines, penalties and interest for late payment","544000","expense","False","Zmluvné pokuty, penále a úroky z omeškania"
"chart_sk_545000","Other fines, penalties and default interest","545000","expense","False","Ostatné pokuty, penále a úroky z omeškania"
"chart_sk_546000","Write-off of receivables","546000","expense","False","Odpis pohľadávky"
"chart_sk_547000","Establishment and settlement of allowances for receivables","547000","expense","False","Tvorba a zúčtovanie opravných položiek k pohľadávkam"
"chart_sk_548000","Other costs of economic activity","548000","expense","False","Ostatné náklady na hospodársku činnosť"
"chart_sk_549000","Deficits and damages","549000","expense","False","Manká a škody"
"chart_sk_551000","Depreciation of intangible fixed assets and tangible fixed assets","551000","expense_depreciation","False","Odpisy dlhodobého mehmotného majetku a dlhodobého hmotného majetku"
"chart_sk_553000","Formation and settlement of valuation allowances on fixed assets","553000","expense_depreciation","False","Tvorba a zúčtovanie opravných položiek k dlhodobému majetku"
"chart_sk_555000","Accounting for complex deferred charges","555000","expense","False","Zúčtovanie komplexných nákladov budúcich období"
"chart_sk_557000","Recognition of an adjustment to the valuation allowance on acquired assets","557000","expense","False","Zúčtovanie oprávky k opravnej položke k nadobudnutému majetku"
"chart_sk_561000","Securities and shares sold","561000","expense","False","Predané cenné papiere a podiely"
"chart_sk_562000","Interest","562000","expense","False","Úroky"
"chart_sk_563000","Exchange rate losses","563000","expense","False","Kurzové straty"
"chart_sk_564000","Securities revaluation costs","564000","expense","False","Náklady na precenenie cenných papierov"
"chart_sk_565000","Establishment and settlement of valuation allowances on financial assets","565000","expense","False","Tvorba a zúčtovanie opravných položiek k finančnému majetku"
"chart_sk_566000","Cost of short-term financial assets","566000","expense","False","Náklady na krátkodobý finančný majetok"
"chart_sk_567000","Cost of derivative operations","567000","expense","False","Náklady na derivátové operácie"
"chart_sk_568000","Other financial costs","568000","expense","False","Ostatné finančné náklady"
"chart_sk_569000","Losses and damage to financial assets","569000","expense","False","Manká a škody na finančnom majetku"
"chart_sk_591000","Income tax payable","591000","expense","False","Splatná daň z príjmov"
"chart_sk_592000","Deferred income tax","592000","expense","False","Odložená daň z príjmov"
"chart_sk_595000","Additional income tax levies","595000","expense","False","Dodatočné odvody dane z príjmov"
"chart_sk_596000","Transfer of shares in profit or loss to shareholders","596000","expense","False","Prevod podielov na výsledku hospodárenia spoločníkom"
"chart_sk_601000","Sales of own products","601000","income","False","Tržby za vlastné výrobky"
"chart_sk_602000","Revenue from the sale of services","602000","income","False","Tržby z predaja služieb"
"chart_sk_604000","Sales of goods","604000","income","False","Tržby za tovar"
"chart_sk_606000","Income from contracts","606000","income","False","Výnosy za zákazky"
"chart_sk_607000","Income from non-real estate for sale","607000","income","False","Výnosy z nehnuťelnosti na predaj"
"chart_sk_611000","Change in work in progress","611000","income","False","Zmena stavu nedokončenej výroby"
"chart_sk_612000","Change in condition of semi-finished products","612000","income","False","Zmena stavu polotovarov"
"chart_sk_613000","Change in product status","613000","income","False","Zmena stavu výrobkov"
"chart_sk_614000","Change in animal status","614000","income","False","Zmena stavu zvierat"
"chart_sk_621000","Activation of materials and goods","621000","income","False","Aktivácia materiálu a tovaru"
"chart_sk_622000","Activation of intra-organisational services","622000","income","False","Aktivácia vnútroorganizačných služieb"
"chart_sk_623000","Activation of intangible fixed assets","623000","income","False","Aktivácia dlhodobého nehmotného majetku"
"chart_sk_624000","Activation of tangible fixed assets","624000","income","False","Aktivácia dlhodobého hmotného majetku"
"chart_sk_641000","Proceeds from the sale of intangible fixed assets and tangible fixed assets","641000","income","False","Tržby z predaja dlhodobého nehmotného majetku a dlhodobého hmotného majetku"
"chart_sk_642000","Revenue from the sale of materials","642000","income","False","Tržby z predaja materiálu"
"chart_sk_644000","Contractual fines, penalties and interest for late payment","644000","income_other","False","Zmluvné pokuty, penále a úroky z omeškania"
"chart_sk_645000","Other fines, penalties and default interest","645000","income_other","False","Ostatné pokuty, penále a úroky z omeškania"
"chart_sk_646000","Proceeds from written-off receivables","646000","income_other","False","Výnosy z odpísaných pohľadávok"
"chart_sk_648000","Other income from economic activities","648000","income_other","False","Ostatné výnosy z hospodárskej činnosti"
"chart_sk_655000","Accounting for complex deferred charges","655000","income_other","False","Zúčtovanie komplexných nákladov budúcich období"
"chart_sk_657000","Recognition of a valuation allowance against an acquired asset","657000","income_other","False","Zúčtovanie oprávky opravnej položke k nadobudnutému majetku"
"chart_sk_661000","Proceeds from the sale of securities and shares","661000","income","False","Tržby z predaja cenných papierov a podielov"
"chart_sk_662000","Interest","662000","income_other","False","Úroky"
"chart_sk_663000","Exchange rate gains","663000","income_other","False","Kurzové zisky"
"chart_sk_664000","Gains on revaluation of securities","664000","income_other","False","Výnosy z precenenia cenných papierov"
"chart_sk_665000","Income from non-current financial assets","665000","income_other","False","Výnosy z dlhodobého finančného majetku"
"chart_sk_666000","Proceeds from short-term financial assets","666000","income_other","False","Výnosy z krátkodobého finančného majetku"
"chart_sk_667000","Proceeds from derivative transactions","667000","income_other","False","Výnosy z derivátových operácií"
"chart_sk_668000","Other financial income","668000","income_other","False","Ostatné finančné výnosy"
"chart_sk_701000","Opening balance sheet account","701000","off_balance","False","Začiatočný účet súvahový"
"chart_sk_702000","Final balance sheet account","702000","off_balance","False","Konečný účet súvahový"
"chart_sk_710000","Profit and loss account","710000","off_balance","False","Účet ziskov a strát"
"chart_sk_711000","Opening cost and revenue account","711000","off_balance","False","Začiatočný účet nákladov a výnosov"
