"id","code","name","account_type","chart_template_id/id","reconcile","tag_ids/id"
"account_1640","1640","Saamiset omistusyhteysyrityksiltä, pitkäaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_receivables_from_associated_companies_non-current"
"account_1650","1650","Lainasaamiset, pitkäaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_loan_receivables_long-term"
"account_1660","1660","Muut saamiset, pitkäaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_other_long-term_receivables"
"account_1670","1670","Pitkäaikaiset maksamattomat osakkeet / osuudet","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_unpaid_shares_of_long-term"
"account_1680","1680","Pitkäaikaiset siirtosaamiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_prepaid_expenses_and_long-term"
"account_1690","1690","Pitkäaikaiset laskennalliset verosaamiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_deferred_tax_assets_are_long-term"
"account_1700","1700","Myyntisaamiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_receivable"
"account_1701","1701","Myyntisaamiset (myyntipiste)","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_receivable"
"account_1710","1710","Myyntisaamiset vanha järjestelmä","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_receivable"
"account_1720","1720","Korttisaamiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_receivable"
"account_1730","1730","Saamiset saman konsernin yrityksiltä, lyhytaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_receivables_from_group"
"account_1740","1740","Saamiset omistusyhteysyrityksiltä, lyhytaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_receivables_from_associated_companies"
"account_1750","1750","Lainasaamiset, lyhytaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_loans"
"account_1760","1760","Muut saamiset, lyhytaikaiset","asset_receivable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_other_receivables"
"account_1765","1765","ALV-saamiset","asset_current","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_other_receivables"
"account_1777","1777","Selvittelytili","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_receivables"
"account_1780","1780","Maksamattomat osakkeet / osuudet, lyhytaikaiset","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_unpaid_contributions"
"account_1800","1800","Siirtosaamiset, lyhytaikaiset","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_prepayments_and_accrued_income"
"account_1850","1850","Laskennalliset verosaamiset","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_deferred_tax_assets"
"account_1860","1860","Osuudet saman konsernin yrityksissä","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_shares_in_group_companies"
"account_1880","1880","Muut osakkeet ja osuudet (rahoitusomaisuus)","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_shares_and_marketable_securities"
"account_1890","1890","Muut rahoitusarvopaperit","asset_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_financial_assets"
"account_1900","1900","Rahat / käteisvarat","asset_cash","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_liquidity"
"account_1910","1910","Pankkisaamiset","asset_cash","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_liquidity"
"account_1920","1920","Pankkisaamiset, pankki2","asset_cash","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_liquidity"
"account_1930","1930","Pankkisaamiset, pankki3","asset_cash","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_liquidity"
"account_1940","1940","Pankkisaamiset, pankki4","asset_cash","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_liquidity"
"account_1990","1990","Rahansiirrot ja täsmäytykset","asset_cash","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_liquidity"
"account_2000","2000","Osakepääoma","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_stock_capital"
"account_2010","2010","Osakeanti","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_stock_capital"
"account_2020","2020","Ylikurssirahasto","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_share_premium_account"
"account_2030","2030","Arvonkorotusrahasto (oy)","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_revaluation_reserve"
"account_2050","2050","Vararahasto (oy)","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_reserve"
"account_2060","2060","Sijoitetun vapaan oman pääoman rahasto","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_the_invested_unrestricted_equity_fund"
"account_2070","2070","Yhtiöjärjestyksen mukainen rahasto","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_the_articles_of_association_or_fund_under_the_rules"
"account_2080","2080","Muut rahastot (oy)","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_reserves"
"account_2100","2100","Osuuspääoma","equity","l10n_fi.fi_chart_template","False",
"account_2110","2110","Arvonkorotusrahasto (osk)","equity","l10n_fi.fi_chart_template","False",
"account_2120","2120","Vararahasto (osk)","equity","l10n_fi.fi_chart_template","False",
"account_2130","2130","Sääntöjen mukainen rahasto","equity","l10n_fi.fi_chart_template","False",
"account_2140","2140","Muut rahastot (osk)","equity","l10n_fi.fi_chart_template","False",
"account_2150","2150","Pääomapanokset (ay)","equity","l10n_fi.fi_chart_template","False",
"account_2160","2160","Arvonkorotusrahasto (ay)","equity","l10n_fi.fi_chart_template","False",
"account_2170","2170","Pääomapanokset (ky)","equity","l10n_fi.fi_chart_template","False",
"account_2190","2190","Arvonkorotusrahasto (ky)","equity","l10n_fi.fi_chart_template","False",
"account_2200","2200","Peruspääoma","equity","l10n_fi.fi_chart_template","False",
"account_2210","2210","Arvonkorotusrahasto (tmi)","equity","l10n_fi.fi_chart_template","False",
"account_2250","2250","Edellisten tilikausien voitto / tappio","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_retained_earnings"
"account_2330","2330","Pääomavajaus edellisiltä tilikausilta","equity","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_retained_earnings"
"account_2340","2340","Yksityistilit tilikaudella","equity","l10n_fi.fi_chart_template","False",
"account_2370","2370","Tilikauden tulos","equity_unaffected","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_profit_for_the_period"
"account_2390","2390","Vähemmistöosuus","liability_non_current","l10n_fi.fi_chart_template","False",
"account_2400","2400","Poistoero","liability_non_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_depreciation_difference"
"account_2450","2450","Verotusperusteiset varaukset","liability_non_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_tax_based_reservations"
"account_2500","2500","Eläkevaraukset","liability_non_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_provisions_for_pensions"
"account_2530","2530","Verovaraukset","liability_non_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_tax_provisions"
"account_2550","2550","Muut pakolliset varaukset","liability_non_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_provisions"
"account_2590","2590","Konsernireservi","liability_non_current","l10n_fi.fi_chart_template","False",
"account_2600","2600","Pääomalainat, pitkäaikaiset","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_subordinated_loans_long-term"
"account_2610","2610","Joukkovelkakirjalainat, pitkäaikaiset","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_bonds_are_long-term"
"account_2620","2620","Pitkäaikaiset vaihtovelkakirjalainat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_convertible_bonds_long-term"
"account_2630","2630","Lainat rahoituslaitoksilta","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_loans_from_financial_institutions_long-term"
"account_2650","2650","Pitkäaikaiset takaisinlainat työeläkelaitoksilta","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_pension_loans_long-term"
"account_2660","2660","Pitkäaikaiset saadut ennakot","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_advances_received_long-term"
"account_2670","2670","Ostovelat, pitkäaikaiset","liability_payable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_payable-current"
"account_2690","2690","Pitkäaikaiset rahoitusvekselit","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_bills_of_long-term"
"account_2700","2700","Velat saman konsernin yrityksille, pitkäaikaiset","liability_payable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_consolidated_long-term_liabilities"
"account_2710","2710","Velat omistusyhteysyrityksille, pitkäaikaiset","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_payables_to_associated_companies_non-current"
"account_2720","2720","Muut velat, pitkäaikaiset","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_long-term_liabilities"
"account_2750","2750","Pitkäaikaiset siirtovelat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_accrued_long-term"
"account_2770","2770","Pitkäaikaiset laskennalliset verovelat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_deferred_tax_liabilities_are_long-term"
"account_2800","2800","Pääomalainat, lyhytaikaiset","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_capital_loans_are_short-term"
"account_2810","2810","Joukkovelkakirjalainat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_bonds_short-term"
"account_2820","2820","Vaihtovelkakirjalainat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_convertible_bonds_short-term"
"account_2830","2830","Lainat rahoituslaitoksilta","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_loans_from_financial_institutions_short-term"
"account_2850","2850","Työeläkelaitoksien takaisinlainojen lyhennyserät","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_pension_loans_short-term"
"account_2860","2860","Saadut ennakot","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_advances_received_short-term"
"account_2870","2870","Ostovelat","liability_payable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_payable"
"account_2880","2880","Maksuliikennetili","liability_payable","l10n_fi.fi_chart_template","True","l10n_fi.account_tag_accounts_payable"
"account_2890","2890","Rahoitusvekselit","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_bills_of_short-term"
"account_2900","2900","Velat saman konsernin yrityksille","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_group_short-term_liabilities"
"account_2910","2910","Velat omistusyhteysyrityksille","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_payables_to_associated_companies"
"account_2920","2920","Ennakonpidätys- ja stm-velka","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_short-term_liabilities"
"account_2930","2930","Suoritettava arvonlisävero","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_short-term_liabilities"
"account_2935","2935","OmaVero-tapahtumat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_short-term_liabilities"
"account_2940","2940","Muut velat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_short-term_liabilities"
"account_2950","2950","Palkkojen siirtovelat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_accrued_liabilities_short-term"
"account_2951","2951","Muut siirtovelat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_accrued_liabilities_short-term"
"account_2952","2952","Palkkojen jaksotus","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_accrued_liabilities_short-term"
"account_2980","2980","Laskennalliset verovelat","liability_current","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_deferred_tax_liabilities_are_short-term"
"account_3000","3000","Myynti","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3200","3200","Oheispalvelut","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3250","3250","Toimitusveloitukset ja osamaksulisät","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3300","3300","Komissiokauppa ja agentuuri","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3330","3330","Tavaramyynti Ahvenanmaalle","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3350","3350","Yhteisömyynti","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3380","3380","Myynti yhteisön ulkopuolelle","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3400","3400","Myynti, käytetyt tavarat ja taide-, keräily- ja antiikkiesineet","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3440","3440","Myynti, arvopaperit ja kiinteistöt","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3500","3500","Myynnin alennukset","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales"
"account_3550","3550","Välilliset verot","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales_adjustment_items"
"account_3570","3570","Tulonsiirto- ja läpikulkuerät","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales_adjustment_items"
"account_3580","3580","Myynnin valuuttakurssierot","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales_adjustment_items"
"account_3590","3590","Muut myynnin oikaisuerät","income","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_sales_adjustment_items"
"account_3600","3600","Valmiiden ja keskeneräisten tuotteiden varastojen lisäys (+) tai vähennys (-)","expense_direct_cost","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_manufacturing_warehouse_change"
"account_3630","3630","Valmistus omaan käyttöön","expense_direct_cost","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_manufacturing_own_use"
"account_3650","3650","Myyntivoitot pysyvistä vastaavista","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3700","3700","Leasinghyvitykset","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3710","3710","Keskeytys- ym. vakuuskorvaukset","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3750","3750","Vuokratuotot","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3800","3800","Saadut avustukset ja tuet","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3850","3850","Palvelutuotot","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3900","3900","Palkkiot ja korvaukset","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_3980","3980","Muut tuotot","income_other","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_income_other"
"account_4000","4000","Ostot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases"
"account_4090","4090","Tavaraostot Ahvenanmaalta","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases"
"account_4110","4110","Yhteisöhankinnat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases"
"account_4130","4130","Tuontiostot yhteisön ulkopuolelta","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases"
"account_4150","4150","Ostot, käytetyt tavarat ja taide-, keräily- ja antiikkiesineet","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases"
"account_4200","4200","Ostot, arvopaperit ja kiinteistöt","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases"
"account_4230","4230","Ostojen alennukset","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4260","4260","Palautetut tavarat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4270","4270","Saadut vahingonkorvaukset ja avustukset","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4290","4290","Rahdit, huolinta ja muut hankintakulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4340","4340","Siirrot muuhun kuin myyntitarkoitukseen","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4370","4370","Ostojen valuuttakurssierot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4380","4380","Muut ostojen oikaisuerät","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_purchases_adjustment_items"
"account_4400","4400","Varastojen lisäys (+) tai vähennys (-)","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_inventories"
"account_4450","4450","Alihankinta","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_external_services"
"account_4480","4480","Vuokrattu työvoima","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_external_services"
"account_4490","4490","Muut ulkopuoliset palvelut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_external_services"
"account_5000","5000","Työssäoloajan normaalipalkat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_in_production"
"account_5100","5100","Lisät ja korvaukset","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5200","5200","Palkkiot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5300","5300","Loma-ajan ja sosiaalipalkat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5330","5330","Palkkojen jaksotus","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5400","5400","Luontoisedut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5470","5470","Saadut korvaukset palkoista","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5600","5600","Johdon palkat ja palkkiot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5700","5700","Johdon luontoisedut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5770","5770","Saadut korvaukset johdon palkoista","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5800","5800","Osakkaiden ja omaisten palkat ja palkkiot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5900","5900","Osakkaiden ja omaisten luontoisedut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5960","5960","Saadut korvaukset osakkaiden ja omaisten palkoista","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_5990","5990","Luontoisetujen vastatili","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_wages_and_salaries_other"
"account_6000","6000","Maksetut eläkkeet","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_pension_costs_of_production"
"account_6100","6100","Eläkevakuutusmaksut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_pension_costs_other"
"account_6290","6290","Tilikauden aikainen jaksotus","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_additional_expenses_other"
"account_6300","6300","Sosiaaliturvamaksut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_additional_expenses_other"
"account_6400","6400","Pakolliset vakuutusmaksut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_additional_expenses_other"
"account_6500","6500","Muut henkilöstön vakuutusmaksut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_additional_expenses_other"
"account_6690","6690","Tilikauden aikainen jaksotus","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_additional_expenses_other"
"account_6800","6800","Suunnitelman mukaiset poistot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_depreciation_according_to_plan"
"account_6930","6930","Konserniliikearvon poisto ja konsenireservin vähennys","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_change_in_depreciation_difference"
"account_6950","6950","Arvonalentumiset pysyvien vastaavien hyödykkeistä","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_of_fixed_assets"
"account_6990","6990","Vaihtuvien vastaavien poikkeukselliset arvonalentumiset","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_impairment_losses_financial_assets_current_assets"
"account_7000","7000","Vapaaehtoiset henkilösivukulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_personnel_other"
"account_7200","7200","Toimitilakulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_premises_costs"
"account_7230","7230","Toimitilavuokrat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_premises_costs"
"account_7250","7250","Varastovuokrat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_premises_costs"
"account_7270","7270","Autotalli- ja autopaikkavuokrat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_premises_costs"
"account_7500","7500","Ajoneuvokulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_vehicle_expenses"
"account_7520","7520","Ajoneuvovuokrat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_vehicle_expenses"
"account_7640","7640","Atk-laite ja -ohjelmakulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_7650","7650","Atk-laite ja ohjelm. vuokrat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_7710","7710","Kone- ja kalustokulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_in_machinery_and_equipment_expenses"
"account_7720","7720","Kone- ja kalustovuokrat","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_in_machinery_and_equipment_expenses"
"account_7800","7800","Matkakulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_travelling"
"account_7950","7950","Edustuskulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_representation"
"account_8000","8000","Myyntikulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_selling_expenses"
"account_8050","8050","Markkinointikulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_marketing_expenses"
"account_8300","8300","Tutkimus- ja kehityskulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_research_and_development"
"account_8370","8370","Ostetut hallintopalvelut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_administrative_services"
"account_8450","8450","Muut hallintokulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8451","8451","Puhelin- ja tietoliikennekulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_it_expenses"
"account_8452","8452","Vakuutukset ja vahingonkorvaukset","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8453","8453","Toimisto- ja hallintokulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8455","8455","Muut hallintokulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_administrative_expenses"
"account_8700","8700","Muut liikekulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8730","8730","Myynnin luottotappiot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8790","8790","Fuusiotappio","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8800","8800","Vähennyskelvottomat liikekulut","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8850","8850","Käyttöomaisuuden luovutustappiot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
"account_8890","8890","Täsmäytyserot","expense","l10n_fi.fi_chart_template","False","l10n_fi.account_tag_other_fixed_costs"
