"id","code","l10n_pt_taxonomy_code","name","account_type","reconcile","name@pt"
"chart_225","225","50","Invoices received and checked","liability_payable","True","Faturas em receção e conferência"
"chart_228","228","51","Advances to suppliers","liability_payable","True","Adiantamentos a fornecedores"
"chart_229","229","52","Accumulated impairment losses","liability_payable","True","Perdas por imparidade acumuladas"
"chart_2311","2311","53","To corporate bodies","liability_non_current","False","Aos órgãos sociais"
"chart_2312","2312","54","Staff","liability_current","False","Ao pessoal"
"chart_2321","2321","55","To corporate bodies","liability_current","False","Aos órgãos sociais"
"chart_2322","2322","56","Staff","liability_current","False","Ao pessoal"
"chart_23311","23311","61","With the corporate bodies (current)","liability_current","False","Com os órgãos sociais (CORRENTE)"
"chart_23312","23312","62","With the corporate bodies (non-current)","liability_non_current","False","Com os órgãos sociais (NÃO CORRENTE)"
"chart_23321","23321","63","With the staff (current)","liability_current","False","Com o pessoal (CORRENTE)"
"chart_23322","23322","64","With the staff (non-current)","liability_non_current","False","Com o pessoal (NÃO CORRENTE)"
"chart_23711","23711","57","Of corporate bodies (current)","liability_current","False","Dos órgãos sociais (CORRENTE)"
"chart_23712","23712","58","Of corporate bodies (non-current)","liability_non_current","False","Dos órgãos sociais (NÃOCORRENTE)"
"chart_23721","23721","59","Of staff (current)","liability_current","False","Do pessoal (CORRENTE)"
"chart_23722","23722","60","Of staff (non-current)","liability_non_current","False","Do pessoal (NÃO CORRENTE)"
"chart_23911","23911","65","To corporate bodies","liability_current","False","Aos órgãos sociais"
"chart_23912","23912","66","Staff","liability_current","False","Ao pessoal"
"chart_239211","239211","67","To corporate bodies (current)","liability_current","False","Aos órgãos sociais (CORRENTE)"
"chart_239212","239212","68","To corporate bodies (non-current)","liability_non_current","False","Ao órgãos sociais (NÃO CORRENTE)"
"chart_239221","239221","69","To staff (current)","liability_current","False","Ao pessoal (CORRENTE)"
"chart_239222","239222","70","To staff (non-current)","liability_non_current","False","Ao pessoal (NÃO CORRENTE)"
"chart_241","241","71","Income tax","liability_current","False","Imposto sobre o rendimento"
"chart_242","242","72","Retention retention on income","asset_current","False","Retenção de impostos sobre rendimentos"
"chart_2431","2431","73","VAT - Supported","asset_current","False","IVA - Suportado"
"chart_2432","2432","74","VAT - Deductible","liability_current","False","IVA - Dedutível"
"chart_2433","2433","75","VAT - Liquidated","liability_current","False","IVA - Liquidado"
"chart_2434","2434","76","VAT - Regularization","asset_current","False","IVA - Regularizações"
"chart_2435","2435","77","VAT - Clearance","liability_current","False","IVA - Apuramento"
"chart_2436","2436","78","VAT - Payable","liability_current","False","IVA - A pagar"
"chart_2437","2437","79","VAT - Recovering","asset_current","False","IVA - A recuperar"
"chart_2438","2438","80","VAT - Refaults orders","asset_current","False","IVA - Reembolsos pedidos"
"chart_2439","2439","81","VAT - Official settlements","asset_current","False","IVA - Liquidações oficiosas"
"chart_244","244","82","Other taxes","liability_current","False","Outros impostos"
"chart_245","245","83","Contributions to Social Security","liability_current","False","Contribuições para a Segurança Social"
"chart_246","246","84","Taxes of local authorities","liability_current","False","Tributos das autarquias locais"
"chart_248","248","85","Other taxes","liability_current","False","Outros impostos"
"chart_25111","25111","86","Bank loans (current)","liability_current","False","Empréstimos bancários (CORRENTE)"
"chart_25112","25112","87","Bank loans (non-current)","liability_non_current","False","Empréstimos bancários (NÃO CORRENTE)"
"chart_25121","25121","88","Bank discoveries (current)","liability_current","False","Descobertos bancários (CORRENTE)"
"chart_25122","25122","89","Bank discoveries (non-current)","liability_non_current","False","Descobertos bancários (NÃO CORRENTE)"
"chart_25131","25131","90","Financial Locations (current)","liability_current","False","Locações financeiras(CORRENTE)"
"chart_25132","25132","91","Financial locations (non-current)","liability_non_current","False","Locações financeiras(NÃO CORRENTE)"
"chart_25141","25141","92","Other financing - (current)","liability_current","False","Outros financiamentos - (CORRENTE)"
"chart_25142","25142","93","Other financing - (non-current)","liability_current","False","Outros financiamentos - (NÃO CORRENTE)"
"chart_25211","25211","94","Loans by obligations (current)","liability_current","False","Empréstimos por obrigações (CORRENTE)"
"chart_25212","25212","95","Loans by obligations (non-current)","liability_non_current","False","Empréstimos por obrigações (NÃO CORRENTE)"
"chart_25221","25221","96","Other financing - (current)","liability_current","False","Outros financiamentos - (CORRENTE)"
"chart_25311","25311","98","Mother company - Supplies and other mutual (current)","liability_current","False","Empresa-mãe - Suprimentos e outros mútuos (CORRENTE)"
"chart_25312","25312","99","Mother company - Supplies and other mutual (non-current)","liability_non_current","False","Empresa-mãe - Suprimentos e outros mútuos (NÃO CORRENTE)"
"chart_25321","25321","100","Other participants - Supplies and other mutual (current)","liability_current","False","Outros participantes - Suprimentos e outros mútuos (CORRENTE)"
"chart_25322","25322","101","Other participants - Supplies and other mutual (non-current)","liability_non_current","False","Outros participantes - Suprimentos e outros mútuos (NÃO CORRENTE)"
"chart_2541","2541","102","Subsidiaries, associates and joint enterprises (current)","liability_current","False","Subsidiárias, associadas e empr. Conjuntos (CORRENTE)"
"chart_2542","2542","103","Subsidiaries, associates and joint enterprises (non-current)","liability_non_current","False","Subsidiárias, associadas e empr. Conjuntos (NÃO CORRENTE)"
"chart_2581","2581","104","Other financiers (current)","liability_current","False","Outros financiadores (CORRENTE)"
"chart_2582","2582","105","Other financiers (non-current)","liability_non_current","False","Outros financiadores (NÃO CORRENTE)"
"chart_261","261","106","Shareholders with subscription","asset_current","False","Acionistas c/ subscrição"
"chart_262","262","107","Unreleased quotas","asset_current","False","Quotas não liberadas"
"chart_263","263","108","Advances due to profits","asset_current","False","Adiantamentos por conta de lucros"
"chart_264","264","109","Attributed results","asset_current","False","Resultados atribuídos"
"chart_265","265","110","Available profits","asset_current","False","Lucros disponíveis"
"chart_2661","2661","111","Loans granted - Mother company (current)","asset_current","False","Empréstimos concedidos - empresa-mãe (CORRENTE)"
"chart_2662","2662","112","Loans granted - Mother company (non-current)","asset_non_current","False","Empréstimos concedidos - empresa-mãe (NÃO CORRENTE)"
"chart_2681","2681","113","Other operations (current)","asset_current","False","Outras operações (CORRENTE)"
"chart_2682","2682","114","Other operations (non-current)","asset_non_current","False","Outras operações (NÃO CORRENTE)"
"chart_2691","2691","115","Shareholders with subscription","asset_current","False","Acionistas c/ subscrição"
"chart_2692","2692","116","Unplorer Quotas","asset_current","False","Quotas não liberadas"
"chart_2693","2693","117","Advances due to profits","asset_current","False","Adiantamentos por conta de lucros"
"chart_2694","2694","118","Attributed results","asset_current","False","Resultados atribuídos"
"chart_2695","2695","119","Available profits","asset_current","False","Lucros disponíveis"
"chart_26961","26961","120","Loans granted - Mother company (current)","asset_current","False","Empréstimos concedidos - empresa-mãe (CORRENTE)"
"chart_26962","26962","121","Loans granted - Mother company (non-current)","asset_non_current","False","Empréstimos concedidos - empresa-mãe (NÃO CORRENTE)"
"chart_26971","26971","122","Other operations (current)","asset_current","False","Outras operações (CORRENTE)"
"chart_26972","26972","123","Other operations (non-current)","asset_non_current","False","Outras operações (NÃO CORRENTE)"
"chart_27111","27111","124","Investment suppliers - General accounts (current)","asset_current","False","Fornecedores de investimentos - contas gerais (CORRENTE)"
"chart_27112","27112","125","Investment suppliers - General accounts (non-current)","asset_non_current","False","Fornecedores de investimentos - contas gerais (NÃO CORRENTE)"
"chart_27121","27121","126","Invoices received and checked (current)","asset_current","False","Faturas em receção e conferência (CORRENTE)"
"chart_27122","27122","127","Invoices received and checked (non-current)","asset_non_current","False","Faturas em receção e conferência (NÃO CORRENTE)"
"chart_27131","27131","128","Advances to investment suppliers (current)","asset_current","False","Adiantamentos a fornecedores de investimentos (CORRENTE)"
"chart_27132","27132","129","Advances to investment suppliers (non-current)","asset_non_current","False","Adiantamentos a fornecedores de investimentos (NÃO CORRENTE)"
"chart_2721","2721","130","Debtors for income additions","asset_current","False","Devedores por acréscimos de rendimentos"
"chart_2722","2722","131","Creditors by expenditure","liability_current","False","Credores por acréscimos de gastos"
"chart_273","273","132","Post-employment benefits","liability_non_current","False","Benefícios pós-emprego"
"chart_2741","2741","133","Deferred taxes","asset_non_current","False","Ativos por impostos diferidos"
"chart_2742","2742","134","Passive by deferred taxes","liability_non_current","False","Passivos por impostos diferidos"
"chart_2751","2751","135","Creditors for unreleased subscriptions (current)","liability_current","False","Credores por subscrições não liberadas (CORRENTE)"
"chart_2752","2752","136","Creditors for unreleased subscriptions (non-current)","liability_non_current","False","Credores por subscrições não liberadas (NÃO CORRENTE)"
"chart_276","276","137","Advances due to sales","liability_current","False","Adiantamentos por conta de vendas"
"chart_2781","2781","138","Other debtors and creditors (current)","liability_current","False","Outros devedores e credores (CORRENTE)"
"chart_2782","2782","139","Other debtors and creditors (non-current)","liability_non_current","False","Outros devedores e credores (NÃO CORRENTE)"
"chart_27911","27911","140","Advances to investment suppliers (current)","asset_current","False","Adiantamentos a fornecedores de investimentos (CORRENTE)"
"chart_27912","27912","141","Advances to investment suppliers (non-current)","asset_non_current","False","Adiantamentos a fornecedores de investimentos (NÃO CORRENTE)"
"chart_2792","2792","142","Debtors and creditors for additions (economic periodization) - Debtors due to income accruals","asset_current","False","Devedores e credores por acréscimos (periodização económica) - Dev por acréscimos de rendimentos"
"chart_2793","2793","143","Deferred taxes","asset_non_current","False","Ativos por impostos diferidos"
"chart_27941","27941","144","Other debtors and creditors (current)","asset_current","False","Outros devedores e credores (CORRENTE)"
"chart_27942","27942","145","Other debtors and creditors (non-current)","asset_non_current","False","Outros devedores e credores (NÃO CORRENTE)"
"chart_281","281","146","Spending to recognize","asset_current","False","Gastos a reconhecer"
"chart_282","282","147","Income to recognize","liability_current","False","Rendimentos a reconhecer"
"chart_291","291","148","Taxes","liability_non_current","False","Impostos"
"chart_292","292","149","Guarantees to customers","liability_non_current","False","Garantias a clientes"
"chart_293","293","150","Ongoing judicial proceedings","liability_non_current","False","Processos judiciais em curso"
"chart_294","294","151","Occupational accidents and professional diseases","liability_non_current","False","Acidentes de trabalho e doenças profissionais"
"chart_295","295","152","Environmental materials","liability_non_current","False","Matérias ambientais"
"chart_296","296","153","Costly","liability_non_current","False","Contratos onerosos"
"chart_297","297","154","Restructuring","liability_non_current","False","Reestruturação"
"chart_298","298","155","Other provisions","liability_non_current","False","Outras provisões"
"chart_311","311","156","Goods","asset_current","False","Mercadorias"
"chart_312","312","157","Raw materials, subsidiaries and consumption","asset_current","False","Matérias-primas, subsidiárias e de consumo"
"chart_313","313","158","Biological assets","asset_current","False","Ativos biológicos"
"chart_3171","3171","159","Goods","asset_current","False","Mercadorias"
"chart_3172","3172","160","Raw materials, subsidiaries and consumption","asset_current","False","Matérias-primas, subsidiárias e de consumo"
"chart_3173","3173","161","Biological assets","asset_current","False","Ativos biológicos"
"chart_3181","3181","162","Goods","asset_current","False","Mercadorias"
"chart_3182","3182","163","Raw materials, subsidiaries and consumption","asset_current","False","Matérias-primas, subsidiárias e de consumo"
"chart_3183","3183","164","Biological assets","asset_current","False","Ativos biológicos"
"chart_321","321","165","Goods","asset_current","False","Mercadorias"
"chart_325","325","166","Transit goods","asset_current","False","Mercadorias em trânsito"
"chart_326","326","167","Third party goods","asset_current","False","Mercadorias em poder de terceiros"
"chart_3291","3291","168","Goods","asset_current","False","Mercadorias"
"chart_3292","3292","169","Transit goods","asset_current","False","Mercadorias em trânsito"
"chart_3293","3293","170","Third party goods","asset_current","False","Mercadorias em poder de terceiros"
"chart_331","331","171","Raw material","asset_current","False","Matérias-primas"
"chart_332","332","172","Subsidiary","asset_current","False","Matérias subsidiárias"
"chart_333","333","173","Packaging","asset_current","False","Embalagens"
"chart_334","334","174","Miscellaneous materials","asset_current","False","Materiais diversos"
"chart_335","335","175","Materials in transit","asset_current","False","Matérias em trânsito"
"chart_336","336","176","Other subjects - raws, subsidiaries and consumption","asset_current","False","Outras matérias - primas, subsidiárias e de consumo"
"chart_3391","3391","177","Raw material","asset_current","False","Matérias-primas"
"chart_3392","3392","178","Subsidiary","asset_current","False","Matérias subsidiárias"
"chart_3393","3393","179","Packaging","asset_current","False","Embalagens"
"chart_3394","3394","180","Miscellaneous materials","asset_current","False","Materiais diversos"
"chart_3395","3395","181","Materials in transit","asset_current","False","Matérias em trânsito"
"chart_3396","3396","182","Other raw materials, subsidiaries and consumption","asset_current","False","Outras matérias-primas, subsidiárias e de consumo"
"chart_341","341","183","Finished and intermediate products","asset_current","False","Produtos acabados e intermédios"
"chart_346","346","184","Products in the possession of third parties","asset_current","False","Produtos em poder de terceiros"
"chart_3491","3491","185","Finished and intermediate products","asset_current","False","Produtos acabados e intermédios"
"chart_3492","3492","186","Products in the possession of third parties","asset_current","False","Produtos em poder de terceiros"
"chart_351","351","187","Byproducts","asset_current","False","Subprodutos"
"chart_352","352","188","Waste, residues and refuses","asset_current","False","Desperdícios, resíduos e refugos"
"chart_353","353","189","Other byproducts, waste, residues and refuses","asset_current","False","Outros subprodutos, desperdícios, resíduos e refugos"
"chart_3591","3591","190","Byproducts","asset_current","False","Subprodutos"
"chart_3592","3592","191","Waste, residues and refuses","asset_current","False","Desperdícios, resíduos e refugos"
"chart_3593","3593","192","Other waste, residues and refuses","asset_current","False","Outros desperdícios, resíduos e refugos"
"chart_361","361","193","Products and work in progress","asset_current","False","Produtos e trabalhos em curso"
"chart_369","369","194","Accumulated impairment losses","asset_current","False","Perdas por imparidade acumuladas"
"chart_3711","3711","195","Animals","asset_current","False","Animais"
"chart_3712","3712","196","Plant","asset_current","False","Plantas"
"chart_3721","3721","197","Animals","asset_non_current","False","Animais"
"chart_3722","3722","198","Plant","asset_non_current","False","Plantas"
"chart_3781","3781","199","Consumables","asset_current","False","Consumíveis"
"chart_3782","3782","200","Of production","asset_non_current","False","De produção"
"chart_3791","3791","201","Consumables","asset_current","False","Consumíveis"
"chart_3792","3792","202","Of production","asset_non_current","False","De produção"
"chart_382","382","203","Goods","asset_current","False","Mercadorias"
"chart_383","383","204","Raw materials, subsidiaries and consumption","asset_current","False","Matérias-primas, subsidiárias e de consumo"
"chart_384","384","205","Finished and intermediate products","asset_current","False","Produtos acabados e intermédios"
"chart_385","385","206","Byproducts, waste, residues and refuses","asset_current","False","Subprodutos, desperdícios, resíduos e refugos"
"chart_386","386","207","Products and work in progress","asset_current","False","Produtos e trabalhos em curso"
"chart_387","387","208","Biological assets","asset_current","False","Ativos biológicos"
"chart_391","391","209","Goods","asset_current","False","Mercadorias"
"chart_392","392","210","Raw materials, subsidiaries and consumption","asset_current","False","Matérias-primas, subsidiárias e de consumo"
"chart_393","393","211","Finished and intermediate products","asset_current","False","Produtos acabados e intermédios"
"chart_394","394","212","Byproducts, waste, residues and refuses","asset_current","False","Subprodutos, desperdícios, resíduos e refugos"
"chart_395","395","213","Products and work in progress","asset_current","False","Produtos e trabalhos em curso"
"chart_396","396","214","Consumable biological assets","asset_current","False","Ativos biológicos consumíveis"
"chart_397","397","215","Biological production assets","asset_current","False","Ativos biológicos de produção"
"chart_41111","41111","216","Capital participation","asset_non_current","False","Participação de capital"
"chart_41112","41112","217","Goodwill","asset_non_current","False","Goodwill"
"chart_4112","4112","218","Capital Participations - Other methods","asset_non_current","False","Participações de capital- outros métodos"
"chart_4113","4113","219","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_41211","41211","221","Capital participation","asset_non_current","False","Participação de capital"
"chart_41212","41212","222","Goodwill","asset_non_current","False","Goodwill"
"chart_4122","4122","223","Capital Participations - Other methods","asset_non_current","False","Participações de capital- outros métodos"
"chart_4123","4123","224","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_41311","41311","226","Capital participation","asset_non_current","False","Participação de capital"
"chart_41312","41312","227","Goodwill","asset_non_current","False","Goodwill"
"chart_4132","4132","228","Capital Participations - Other methods","asset_non_current","False","Participações de capital- outros métodos"
"chart_4133","4133","229","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_4141","4141","231","Capital Participations","asset_non_current","False","Participações de capital"
"chart_4142","4142","232","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_4151","4151","234","Detained to maturity","asset_non_current","False","Detidos até à maturidade"
"chart_4158","4158","235","Others","asset_non_current","False","Outros"
"chart_41611","41611","236","Subsidiary investments - Goodwill","asset_non_current","False","Investimentos em subsidiárias - Goodwill"
"chart_41612","41612","237","Investments in associates - Goodwill","asset_non_current","False","Investimentos em associadas - Goodwill"
"chart_41613","41613","238","Investments in jointly controlled entities - Goodwill","asset_non_current","False","Investimentos em associadas - Goodwill"
"chart_419111","419111","239","Capital participation","asset_non_current","False","Participação de capital"
"chart_419112","419112","240","Goodwill","asset_non_current","False","Goodwill"
"chart_41912","41912","241","Capital Participations - Other methods","asset_non_current","False","Participações de capital- outros métodos"
"chart_41913","41913","242","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_41914","41914","243","Other financial investments","asset_non_current","False","Outros investimentos financeiros"
"chart_419211","419211","244","Capital participation","asset_non_current","False","Participação de capital"
"chart_419212","419212","245","Goodwill","asset_non_current","False","Goodwill"
"chart_41922","41922","246","Capital Participations - Other methods","asset_non_current","False","Participações de capital- outros métodos"
"chart_41923","41923","247","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_41924","41924","248","Other financial investments","asset_non_current","False","Outros investimentos financeiros"
"chart_419311","419311","249","Capital participation","asset_non_current","False","Participação de capital"
"chart_419312","419312","250","Goodwill","asset_non_current","False","Goodwill"
"chart_41932","41932","251","Capital Participations - Other methods","asset_non_current","False","Participações de capital- outros métodos"
"chart_41933","41933","252","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_41934","41934","253","Other financial investments","asset_non_current","False","Outros investimentos financeiros"
"chart_41941","41941","254","Capital Participations","asset_non_current","False","Participações de capital"
"chart_41942","41942","255","Loans granted","asset_non_current","False","Empréstimos concedidos"
"chart_41943","41943","256","Other financial investments","asset_non_current","False","Outros investimentos financeiros"
"chart_41951","41951","257","Detained to maturity","asset_non_current","False","Detidos até à maturidade"
"chart_41952","41952","258","Others (*)","asset_non_current","False","Outros (*)"
"chart_421","421","259","Land and natural resources","asset_non_current","False","Terrenos e recursos naturais"
"chart_422","422","260","Buildings and other constructions","asset_non_current","False","Edifícios e outras construções"
"chart_426","426","261","Other investment properties","asset_non_current","False","Outras propriedades de investimento"
"chart_4281","4281","262","Land and natural resources","asset_non_current","False","Terrenos e recursos naturais"
"chart_4282","4282","263","Buildings and other constructions","asset_non_current","False","Edifícios e outras construções"
"chart_4283","4283","264","Other investment properties","asset_non_current","False","Outras propriedades de investimento"
"chart_4291","4291","265","Land and natural resources","asset_non_current","False","Terrenos e recursos naturais"
"chart_4292","4292","266","Buildings and other constructions","asset_non_current","False","Edifícios e outras construções"
"chart_4293","4293","267","Other investment properties","asset_non_current","False","Outras propriedades de investimento"
"chart_431","431","268","Land and natural resources","asset_non_current","False","Terrenos e recursos naturais"
"chart_432","432","269","Buildings and other constructions","asset_non_current","False","Edifícios e outras construções"
"chart_433","433","270","Basic equipment","asset_non_current","False","Equipamento básico"
"chart_434","434","271","Transport equipment","asset_non_current","False","Equipamento de transporte"
"chart_435","435","272","Office equipment","asset_non_current","False","Equipamento administrativo"
"chart_436","436","273","Biological equipment","asset_non_current","False","Equipamentos biológicos"
"chart_437","437","274","Other tangible fixed assets","asset_non_current","False","Outros ativos fixos tangíveis"
"chart_4381","4381","275","Land and natural resources","asset_non_current","False","Terrenos e recursos naturais"
"chart_4382","4382","276","Buildings and other constructions","asset_non_current","False","Edifícios e outras construções"
"chart_4383","4383","277","Basic equipment","asset_non_current","False","Equipamento básico"
"chart_4384","4384","278","Transport equipment","asset_non_current","False","Equipamento de transporte"
"chart_4385","4385","279","Office equipment","asset_non_current","False","Equipamento administrativo"
"chart_4386","4386","280","Biological equipment","asset_non_current","False","Equipamentos biológicos"
"chart_4387","4387","281","Other tangible fixed assets","asset_non_current","False","Outros ativos fixos tangíveis"
"chart_4391","4391","282","Land and natural resources","asset_non_current","False","Terrenos e recursos naturais"
"chart_4392","4392","283","Buildings and other constructions","asset_non_current","False","Edifícios e outras construções"
"chart_4393","4393","284","Basic equipment","asset_non_current","False","Equipamento básico"
"chart_4394","4394","285","Transport equipment","asset_non_current","False","Equipamento de transporte"
"chart_4395","4395","286","Office equipment","asset_non_current","False","Equipamento administrativo"
"chart_4396","4396","287","Biological equipment","asset_non_current","False","Equipamentos biológicos"
"chart_4397","4397","288","Other tangible fixed assets","asset_non_current","False","Outros ativos fixos tangíveis"
"chart_441","441","289","Goodwill","asset_non_current","False","Goodwill"
"chart_442","442","290","Development projects","asset_non_current","False","Projetos de desenvolvimento"
"chart_443","443","291","Computer programs","asset_non_current","False","Programas de computador"
"chart_444","444","292","Industrial property","asset_non_current","False","Propriedade industrial"
"chart_446","446","293","Other intangible assets","asset_non_current","False","Outros ativos intangíveis"
"chart_4481","4481","294","Goodwill","asset_non_current","False","Goodwill"
"chart_4482","4482","295","Development projects","asset_non_current","False","Projetos de desenvolvimento"
"chart_4483","4483","296","Computer programs","asset_non_current","False","Programas de computador"
"chart_4484","4484","297","Industrial property","asset_non_current","False","Propriedade industrial"
"chart_4485","4485","298","Other intangible assets","asset_non_current","False","Outros ativos intangíveis"
"chart_4491","4491","299","Goodwill","asset_non_current","False","Goodwill"
"chart_4492","4492","300","Development projects","asset_non_current","False","Projetos de desenvolvimento"
"chart_4493","4493","301","Computer programs","asset_non_current","False","Programas de computador"
"chart_4494","4494","302","Industrial property","asset_non_current","False","Propriedade industrial"
"chart_4495","4495","303","Other intangible assets","asset_non_current","False","Outros ativos intangíveis"
"chart_451","451","304","Financial investments ongoing","asset_non_current","False","Investimentos financeiros em curso"
"chart_452","452","305","Investment properties in progress","asset_non_current","False","Propriedades de investimento em curso"
"chart_453","453","306","Tangible fixed assets ongoing","asset_non_current","False","Ativos fixos tangíveis em curso"
"chart_454","454","307","Intangible assets ongoing","asset_non_current","False","Ativos intangíveis em curso"
"chart_4551","4551","308","Financial investments ongoing","asset_non_current","False","Investimentos financeiros em curso"
"chart_4552","4552","309","Investment properties in progress","asset_non_current","False","Propriedades de investimento em curso"
"chart_4553","4553","310","Tangible fixed assets ongoing","asset_non_current","False","Ativos fixos tangíveis em curso"
"chart_4554","4554","311","Intangible assets ongoing","asset_non_current","False","Ativos intangíveis em curso"
"chart_4591","4591","312","Financial investments ongoing","asset_non_current","False","Investimentos financeiros em curso"
"chart_4592","4592","313","Investment properties in progress","asset_non_current","False","Propriedades de investimento em curso"
"chart_4593","4593","314","Tangible fixed assets ongoing","asset_non_current","False","Ativos fixos tangíveis em curso"
"chart_4594","4594","315","Intangible assets ongoing","asset_non_current","False","Ativos intangíveis em curso"
"chart_45951","45951","316","Financial investments ongoing","asset_non_current","False","Investimentos financeiros em curso"
"chart_45952","45952","317","Investment properties in progress","asset_non_current","False","Propriedades de investimento em curso"
"chart_45953","45953","318","Tangible fixed assets ongoing","asset_non_current","False","Ativos fixos tangíveis em curso"
"chart_45954","45954","319","Intangible assets ongoing","asset_non_current","False","Ativos intangíveis em curso"
"chart_461","461","320","Financial investments","asset_current","False","Investimentos Financeiros"
"chart_462","462","321","Investment properties","asset_current","False","Propriedades de investimento"
"chart_463","463","322","Tangible fixed assets","asset_current","False","Ativos fixos tangíveis"
"chart_464","464","323","Intangible assets","asset_current","False","Ativos intangíveis"
"chart_465","465","324","Others","asset_current","False","Outros"
"chart_466","466","325","Non-current passive held for sale","liability_current","False","Passivos não correntes detidos para venda"
