"id","code","name","tag_ids/id","account_type","chart_template_id/id","reconcile"
"chart_skr04_147","0147","Recipes and formulas, processes, prototypes","l10n_de.tag_de_asset_bs_A_I_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_148","0148","Intangible fixed assets under development","l10n_de.tag_de_asset_bs_A_I_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_150","0150","Goodwill","l10n_de.tag_de_asset_bs_A_I_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_170","0170","Prepayments for intangible fixed assets","l10n_de.tag_de_asset_bs_A_I_4","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_179","0179","Prepayments for goodwill","l10n_de.tag_de_asset_bs_A_I_4","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_200","0200","Land, land rights andbuildings, including buildings on third-party land","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_210","0210","Land rights without buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_215","0215","Undeveloped land","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_220","0220","Land rights (heritable building rights, longterm occupancy rights)","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_225","0225","Impaired land","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_230","0230","Buildings on own land and land rights","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_235","0235","Property values of own developed land","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_240","0240","Commercial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_250","0250","Industrial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_260","0260","Other buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_270","0270","Garages","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_280","0280","Outdoor facilities","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_285","0285","Paved courtyards and other paved surfaces","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_290","0290","Fixtures in commercial and industrial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_300","0300","Residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_305","0305","Garages","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_310","0310","Outdoor facilities","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_315","0315","Paved courtyards and other paved surfaces","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_320","0320","Fixtures in residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_329","0329","Share of building attributable to home office","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_330","0330","Buildings on third-party land","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_340","0340","Commercial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_350","0350","Industrial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_360","0360","Residential buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_370","0370","Other buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_380","0380","Garages","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_390","0390","Outdoor facilities","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_395","0395","Paved courtyards and other paved surfaces","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_398","0398","Fixtures in commercial and industrial buildings","l10n_de.tag_de_asset_bs_A_II_1","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_400","0400","Technical equipment and machinery","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_420","0420","Technical equipment","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_440","0440","Machinery","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_450","0450","Transportation and similar systems","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_460","0460","Machine tools","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_470","0470","Operating facilities","l10n_de.tag_de_asset_bs_A_II_2","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_500","0500","Other equipment, operating and office equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_510","0510","Other equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_520","0520","Passenger cars","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_540","0540","Heavy goods vehicles","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_560","0560","Other transportation resources","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_620","0620","Tools","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_630","0630","Operating equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_635","0635","Office equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_640","0640","Shop fittings","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_650","0650","Office fittings","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_660","0660","Scaffolding and formwork materials","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_670","0670","Low-value assets","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_675","0675","Assets (collective item)","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_680","0680","Leasehold improvements","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_690","0690","Other operating and office equipment","l10n_de.tag_de_asset_bs_A_II_3","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_700","0700","Prepayments and assets under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_705","0705","Advance payments on land","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_710","0710","Commercial, industrial and other buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_720","0720","Advance payments on commercial, industrial and other buildings on own properties","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_725","0725","Residential buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_735","0735","Advance payments on residential buildings on own properties","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_740","0740","Commercial, industrial and other buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_755","0755","Residential buildings under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_765","0765","Prepayments on residential buildings on third-party land","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_770","0770","Technical equipment and machinery under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_780","0780","Prepayments on technical equipment and machinery","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_785","0785","Other equipment, operating and office equipment under construction","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_795","0795","Prepayments on other equipment, operating and office equipment","l10n_de.tag_de_asset_bs_A_II_4","asset_fixed","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_800","0800","Shares in affiliated companies (fixed assets)","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_803","0803","Shares in affiliated companies, partnerships","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_804","0804","Shares in affiliated companies, corporations","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_805","0805","Shares in affiliated majority investor, partnership","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_808","0808","Shares in parent or majority investor, corporations","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_809","0809","Shares in parent or in majority investor","l10n_de.tag_de_asset_bs_A_III_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_810","0810","Loans to affiliated companies","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_813","0813","Loans to affiliated companies, partnerships","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_814","0814","Loans to affiliated companies, corporations","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_815","0815","Loans to affiliated companies, sole proprietorships","l10n_de.tag_de_asset_bs_A_III_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_820","0820","Other long-term equity investments","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_829","0829","Investment by a GmbH & Co. KG in a general partner GmbH","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_830","0830","Typical silent partnerships","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_840","0840","Atypical silent partnerships","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_850","0850","Investments in corporations","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_860","0860","Investments in partnerships","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_880","0880","Loans to other longterm investees and investors","l10n_de.tag_de_asset_bs_A_III_4","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_883","0883","Loans to other longterm investees or investors, partnerships","l10n_de.tag_de_asset_bs_A_III_4","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_885","0885","Loans to other longterm investees or investors, corporations","l10n_de.tag_de_asset_bs_A_III_4","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_900","0900","Long-term securities","l10n_de.tag_de_asset_bs_A_III_5","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_910","0910","Securities with profit participation rights that are subject to the partial income system","l10n_de.tag_de_asset_bs_A_III_5","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_920","0920","Fixed-income securities","l10n_de.tag_de_asset_bs_A_III_5","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_930","0930","Other miscellaneous loans","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_940","0940","Loans","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_960","0960","Loans to shareholders/partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_961","0961","Loans to GmbH shareholders","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_962","0962","Loans to general partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_963","0963","Loans to limited partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_964","0964","Loans to silent partners","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_970","0970","Loans to related parties","l10n_de.tag_de_asset_bs_A_III_6","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_980","0980","Long-term shares in cooperatives","l10n_de.tag_de_asset_bs_A_III_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1000","1000","Inventories of raw materials, consumables and supplies","l10n_de.tag_de_asset_bs_B_I_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1040","1040","Work in progress (inventories)","l10n_de.tag_de_asset_bs_B_I_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1050","1050","Unfinished goods","l10n_de.tag_de_asset_bs_B_I_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1080","1080","Services in progress","l10n_de.tag_de_asset_bs_B_I_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1090","1090","Construction contracts in progress","l10n_de.tag_de_asset_bs_B_I_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1095","1095","Orders in progress","l10n_de.tag_de_asset_bs_B_I_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1100","1100","Finished goods and merchandise (inventories)","l10n_de.tag_de_asset_bs_B_I_3","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1110","1110","Finished goods (inventories)","l10n_de.tag_de_asset_bs_B_I_3","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1140","1140","Merchandise (inventories)","l10n_de.tag_de_asset_bs_B_I_3","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1180","1180","Prepayments for inventories","l10n_de.tag_de_asset_bs_B_I_4","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1181","1181","Prepayments, 7 % input tax","l10n_de.tag_de_asset_bs_B_I_4","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1186","1186","Prepayments, 19 % input tax","l10n_de.tag_de_asset_bs_B_I_4","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1190","1190","Payments received on account of orders (deducted from inventories on the face of the balance sheet)","l10n_de.tag_de_asset_bs_B_I_4","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1200","1200","Trade receivables","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1205","1205","Trade receivables (Odoo)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1206","1206","Trade receivables (PoS)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1210","1210","Trade receivables, no separate receivables/payables accounting","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1215","1215","Trade receivables at general VAT rate or of a VAT-exempt small business (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1216","1216","Trade receivables at reduced VAT rate (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1217","1217","Tax-exempt or untaxed trade receivables (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1218","1218","Trade receivables at average rates under section 24 UStG (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1219","1219","Contra account 1215-1218 if receivables are classified by tax rates (cash basis accounting)","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1220","1220","Receivables under section 11 (1) sentence 2 EStG for section 4/3 EStG","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1221","1221","Trade receivables, no separate receivables/payables accounting - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1225","1225","Trade receivables, no separate receivables/payables accounting - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1230","1230","Bills receivable","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1231","1231","Bills receivable - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1232","1232","Bills receivable - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1235","1235","Bills receivable, eligible for discount with central bank","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1240","1240","Doubtful receivables","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1241","1241","Doubtful receivables - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1245","1245","Doubtful receivables - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1246","1246","Specific valuation allowances on receivables remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1247","1247","Specific valuation allowances on receivables remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1248","1248","Global valuation allowance on receivables remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1249","1249","Global valuation allowance on receivables remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1250","1250","Trade receivables from shareholders/partners","l10n_de.tag_de_asset_bs_B_II_1","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1251","1251","Trade receivables from shareholders/partners - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1255","1255","Trade receivables from shareholders/partners - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_1","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1260","1260","Receivables from affiliated companies","l10n_de.tag_de_asset_bs_B_II_2","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1261","1261","Receivables from affiliated companies - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1265","1265","Receivables from affiliated companies - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1266","1266","Bills receivable from affiliated companies","l10n_de.tag_de_asset_bs_B_II_2","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1267","1267","Bills receivable from affiliated companies - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1268","1268","Bills receivable from affiliated companies - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1269","1269","Bills receivable from affiliated companies, eligible for discount with central bank","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1270","1270","Trade receivables from affiliated companies","l10n_de.tag_de_asset_bs_B_II_2","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1271","1271","Trade receivables from affiliated companies - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1275","1275","Trade receivables from affiliated companies - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1276","1276","Valuation allowances on receivables from affiliated companies remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1277","1277","Valuation allowances on receivables from affiliated companies remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_2","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1280","1280","Receivables from other long - term investees and investors","l10n_de.tag_de_asset_bs_B_II_3","asset_receivable","l10n_de_skr04.l10n_chart_de_skr04","True"
"chart_skr04_1281","1281","Receivables from other long - term investees and investors - remaining term up to 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_current","l10n_de_skr04.l10n_chart_de_skr04",""
"chart_skr04_1285","1285","Receivables from other long - term investees and investors - remaining term greater than 1 year","l10n_de.tag_de_asset_bs_B_II_3","asset_non_current","l10n_de_skr04.l10n_chart_de_skr04",""
