"id","name","code","account_type","chart_template_id/id","reconcile"
"account_activa_account_2123005","COMERCIALIZADORA LVG ELECTRONIC, C.A.","2123005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2124001","CUENTAS POR PAGAR SOCIOS","2124001","liability_payable","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2151001","DIVIDENDO POR PAGAR VIGENTES","2151001","liability_payable","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2151002","DIVDENDO POR COBRAR NO COBRADOS","2151002","asset_receivable","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2161005","FONDO FIDEICOMISO","2161005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2161006","FONDO DE AHORRO","2161006","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2161007","I.V.S.S APORTES EMPLEADOS","2161007","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2161008","F.A.O.V APORTES EMPLEADOS","2161008","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2161009","I.N.C.E.S APORTES EMPLEADOS","2161009","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2171001","I.V.S.S APORTE EMPRESA","2171001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2171002","F.A.O.V APORTE EMPRESA","2171002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2171003","I.N.C.E.S APORTE EMPRESA","2171003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2172001","RETENCIONES I.S.L.R. EMPLEADOS","2172001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2172002","RETENCIONES I.S.L.R. PROVEEDORES","2172002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2172003","I.V.A DEBITO FISCAL","2172003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2172004","I.V.A.RETENIDO EN COMPRAS","2172004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2173001","EMBARGO DE SUELDO","2173001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2173002","PRESTAMOS SOBRE FIDEICOMISO","2173002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2173003","SINDICATOS","2173003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175001","VACACIONES","2175001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175002","UTILIDADES","2175002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175003","PRESTACIONES SOCIALES","2175003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175004","INTERESES S/PRESTACIONES SOCIALES","2175004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175005","BONIFICACION ACCIDENTAL UNICA","2175005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175006","BONO VACACIONAL","2175006","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175007","L.O.P.T.I.","2175007","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175008","POLIZA DE SEGURO POR PAGAR","2175008","liability_payable","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175009","PUBLICIDAD Y PROPAGANDA","2175009","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175010","COMISIONES","2175010","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175011","ALQUILERES","2175011","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175012","TARJETA CORPORATIVA","2175012","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175015","CONVESION DE COMERCIALIZACION","2175015","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175017","NOMINA POR PAGAR","2175017","liability_payable","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175018","IMPUESTOS POR PAGAR","2175018","liability_payable","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175019","PROGRAMA DE ALIMENTACION","2175019","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2175020","ADELANTO DE CLIENTES","2175020","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2181001","RESERVAS OPERATIVAS","2181001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2181002","RESERVAS FINANCIERAS","2181002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2181003","RESERVAS FISCALES","2181003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2191001","I.S.L.R. ACUMULADOS GASTOS","2191001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2191002","DECLARACION ESTIMADAS","2191002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2191003","RAR AJUSTE INICIAL POR INFLACION","2191003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2201111","PASIVOS A  CORTO PLAZO","2201111","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2511001","PASIVOS FINANCIEROS A LARGO PLAZO","2511001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2521001","INDEMNIZACIONES SENCILLAS","2521001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2521002","INDEMNIZACIONES DOBLES","2521002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2581001","PASIVOS INTERCOMPAÑIAS","2581001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_2591001","OTROS PASIVOS A LARGO PLAZO","2591001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3111001","CAPITAL SOCIAL PAGADO","3111001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3111002","ACTUALIZACION DEL VALOR","3111002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3111003","CAPITAL SUSCRITO POR COPBAR","3111003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3131001","ACCIONES EN TESORERIA","3131001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3131002","ACTUALIZACION DE VALOR","3131002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3211001","UTILIDADES NO DISTRIBUIDAS","3211001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3211002","UTILIDADES DEL EJERCICIO","3211002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3212001","REI-ACUMULADOS","3212001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3212002","REI-EJERCICIO","3212002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3212003","REAJUSTE POR INFLACION","3212003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3212004","ACTUALIZACION DEL PATRIMONIO","3212004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3212005","EXCLUSIONES FISCALES","3212005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3221001","RETAM-ACTIVOS","3221001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3221002","RETAM INVERSIONES","3221002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3221003","RETAM-INVENTARIOS","3221003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3311001","VALOR ORIGINAL RESERVA LEGAL","3311001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3311002","ACTUALIZACION DE VALOR","3311002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3391001","VALOR ORIGINAL","3391001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3391002","ACTUALIZACION DEL VALOR","3391002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_3911002","REI EJERCICIO","3911002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_4111001","CARTAS DE CREDITOS","4111001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_4111002","MERCANCIAS EN CONSIGNACION","4111002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_4511002","MERCANCIA EN CONSIGNACION P. COMPRA0","4511002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5111001","VENTAS NACIONALES AL MAYOR","5111001","income","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5111002","VENTAS NACIONALES AL DETAL","5111002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5111003","VENTAS EXPORTACION","5111003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5111004","VENTAS INMUEBLES","5111004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5112001","INGRESOS POR SERVICIOS","5112001","income","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5114001","DESCUENTOS EN VENTAS","5114001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_5114002","DEVOLUCIONES EN VENTAS","5114002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_6111001","COSTO DE VENTAS","6111001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111001","DISTRIBUCION Y REPARTO LOCALES","7111001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111002","PROMOCIONES","7111002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111003","ACTIVIDADES REGIONALES","7111003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111004","EVENTOS ESPECIALES","7111004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111005","MATERIALES PROMOCIONALES","7111005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111006","PUBLICIDAD","7111006","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111007","MEDIOS","7111007","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111008","PRODUCCION MATERIAL P.O.P.","7111008","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111009","CUENTAS INCOBRABLES NACIONALES","7111009","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111010","TRANSPORTE Y FLETES","7111010","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7111011","PATENTE INDUSTRIA Y COMERCIO","7111011","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131001","SUELDOS EMPLEADOS","7131001","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131002","SUELDOS DIRECTIVOS","7131002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131003","HORAS EXTRAS","7131003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131004","HORAS EXTRAORDINARIAS","7131004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131005","COMISION AL PERSONAL","7131005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131006","TRANSPORTE Y ALIMENTACION","7131006","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131007","PROGRAMA DE ALIMENTACION EMPLEADOS","7131007","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131008","BENEFICIOS UNIFORMES","7131008","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131009","BENEFICIOS COMEDOR","7131009","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131010","BENEFICIOS SERVICIOS MEDICOS","7131010","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131012","BENEFICIOS ADIESTRAMIENTOS-CURSOS","7131012","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131013","BENEFICIOS BECAS","7131013","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131016","PRESTACIONES SOCIALES","7131016","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131017","INTERESES S/PRESTACIONES SOCIALES","7131017","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131018","UTILIDADES","7131018","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131019","VACACIONES","7131019","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131020","BONO VACACIONAL","7131020","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131021","CONTRIBUCIONES I.V.S.S.","7131021","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131022","CONTRIBUCIONES F.A.O.V.","7131022","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131023","CONTRIBUCIONES I.N.C.E.S.","7131023","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131024","GASTOS PERSONAL PASANTE","7131024","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131025","BONIFICACION UNICA ESPECIAL","7131025","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131026","LOPCYMAT","7131026","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131027","LOCTI","7131027","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131028","SEGURO H.C.M.","7131028","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131030","VIATICOS Y GASTOS DE REPRESENTACION","7131030","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131033","PRIMA POR RENDIMIENTO","7131033","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131035","GASTOS PERSONAL CONTRATADO","7131035","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7131036","GASTOS PERSONAL TRANSFERIDOSR","7131036","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151001","SUMINISTROS DE EQUIPOS DE OFICINA","7151001","expense","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151002","REPARACIONES","7151002","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151003","MANTENIMIENTOS","7151003","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151004","COMBUSTIBLES Y LUBRICANTES","7151004","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151005","ARTICULOS DE OFICINA","7151005","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151006","UTILES DE LIMPIEZA","7151006","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151007","HONORARIOS PROFESIONALES","7151007","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151009","SERVICIOS PUBLICOS","7151009","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151010","ENERGIA ELECTRICA","7151010","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151012","TELEFONOS Y TELEGRAFOS","7151012","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151013","AGUA POTABLE Y REFRIGERIO","7151013","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151014","ASEO URBANO","7151014","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151015","FOTOCOPIADO","7151015","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151016","ASEO Y LIMPIEZA","7151016","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151017","PASAJES LOCALES Y EXT.DEDUCIBLES","7151017","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151018","PASAJE EXTERIOR NO DEDUCIBLE","7151018","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151019","VIATICOS DEDUCIBLES","7151019","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151020","VIATICOS NO DEDUCIBLES","7151020","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151021","GASTOS DE REPRESENTACION","7151021","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151022","HOSPEDAJE","7151022","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151023","EQUIPOS Y EVENTOS DEPOSRTIVOS","7151023","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151024","CONVENSION  DE COMERCIALIZACION","7151024","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151025","OBSEQUIOS","7151025","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151026","ALQUILER DE LOCALES","7151026","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151027","AVERIAS-PRODUCTOS","7151027","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151028","AJUSTE DE INVENTARIOS DONADOS","7151028","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151029","AJUSTE DE INVENTARIOS OBSOLETOS","7151029","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151030","TRAMITES DE SOLVENCIAS","7151030","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151031","CONDOMINIOS","7151031","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151032","FLETES Y TRANSPORTES","7151032","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151033","ESTACIONAMINETO","7151033","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151035","TRAMITES LEGALES","7151035","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151036","GASTOS DE SISTEMAS","7151036","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151037","DERECHO DE FRENTE","7151037","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151039","COMIDAS, VIAJES Y TRASLADOS","7151039","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151040","RELACIONES INDUSTRIALES","7151040","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151041","GASTOS DE I.S.L.R.","7151041","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151042","REPAROS","7151042","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151043","SEGUROS","7151043","asset_current","l10n_ve.ve_chart_template_amd","True"
"account_activa_account_7151044","PARTIDAS NO DEDUCIBLES","7151044","asset_current","l10n_ve.ve_chart_template_amd","True"
