"id","name","applicability","country_id/id"
"account_tag_external_code_0710","0710","accounts","base.at"
"account_tag_external_code_0711","0711","accounts","base.at"
"account_tag_external_code_0780","0780","accounts","base.at"
"account_tag_external_code_0781","0781","accounts","base.at"
"account_tag_external_code_0800","0800","accounts","base.at"
"account_tag_external_code_0810","0810","accounts","base.at"
"account_tag_external_code_0820","0820","accounts","base.at"
"account_tag_external_code_0830","0830","accounts","base.at"
"account_tag_external_code_0840","0840","accounts","base.at"
"account_tag_external_code_0850","0850","accounts","base.at"
"account_tag_external_code_0860","0860","accounts","base.at"
"account_tag_external_code_0862","0862","accounts","base.at"
"account_tag_external_code_0867","0867","accounts","base.at"
"account_tag_external_code_0870","0870","accounts","base.at"
"account_tag_external_code_0880","0880","accounts","base.at"
"account_tag_external_code_0900","0900","accounts","base.at"
"account_tag_external_code_0910","0910","accounts","base.at"
"account_tag_external_code_0920","0920","accounts","base.at"
"account_tag_external_code_0940","0940","accounts","base.at"
"account_tag_external_code_0950","0950","accounts","base.at"
"account_tag_external_code_0959","0959","accounts","base.at"
"account_tag_external_code_0980","0980","accounts","base.at"
"account_tag_external_code_0990","0990","accounts","base.at"
"account_tag_external_code_0995","0995","accounts","base.at"
"account_tag_external_code_0996","0996","accounts","base.at"
"account_tag_external_code_0997","0997","accounts","base.at"
"account_tag_external_code_1000","1000","accounts","base.at"
"account_tag_external_code_1001","1001","accounts","base.at"
"account_tag_external_code_1100","1100","accounts","base.at"
"account_tag_external_code_1101","1101","accounts","base.at"
"account_tag_external_code_1200","1200","accounts","base.at"
"account_tag_external_code_1201","1201","accounts","base.at"
"account_tag_external_code_1300","1300","accounts","base.at"
"account_tag_external_code_1301","1301","accounts","base.at"
"account_tag_external_code_1350","1350","accounts","base.at"
"account_tag_external_code_1351","1351","accounts","base.at"
"account_tag_external_code_1360","1360","accounts","base.at"
"account_tag_external_code_1361","1361","accounts","base.at"
"account_tag_external_code_1400","1400","accounts","base.at"
"account_tag_external_code_1401","1401","accounts","base.at"
"account_tag_external_code_1500","1500","accounts","base.at"
"account_tag_external_code_1501","1501","accounts","base.at"
"account_tag_external_code_1600","1600","accounts","base.at"
"account_tag_external_code_1601","1601","accounts","base.at"
"account_tag_external_code_1700","1700","accounts","base.at"
"account_tag_external_code_1800","1800","accounts","base.at"
"account_tag_external_code_1801","1801","accounts","base.at"
"account_tag_external_code_1803","1803","accounts","base.at"
"account_tag_external_code_1910","1910","accounts","base.at"
"account_tag_external_code_1920","1920","accounts","base.at"
"account_tag_external_code_1930","1930","accounts","base.at"
"account_tag_external_code_1940","1940","accounts","base.at"
"account_tag_external_code_1950","1950","accounts","base.at"
"account_tag_external_code_1960","1960","accounts","base.at"
"account_tag_external_code_1970","1970","accounts","base.at"
"account_tag_external_code_2000","2000","accounts","base.at"
"account_tag_external_code_2080","2080","accounts","base.at"
"account_tag_external_code_2090","2090","accounts","base.at"
"account_tag_external_code_2100","2100","accounts","base.at"
"account_tag_external_code_2130","2130","accounts","base.at"
"account_tag_external_code_2140","2140","accounts","base.at"
"account_tag_external_code_2150","2150","accounts","base.at"
"account_tag_external_code_2180","2180","accounts","base.at"
"account_tag_external_code_2190","2190","accounts","base.at"
"account_tag_external_code_2200","2200","accounts","base.at"
"account_tag_external_code_2201","2201","accounts","base.at"
"account_tag_external_code_2230","2230","accounts","base.at"
"account_tag_external_code_2240","2240","accounts","base.at"
"account_tag_external_code_2250","2250","accounts","base.at"
"account_tag_external_code_2251","2251","accounts","base.at"
"account_tag_external_code_2280","2280","accounts","base.at"
"account_tag_external_code_2290","2290","accounts","base.at"
"account_tag_external_code_2291","2291","accounts","base.at"
"account_tag_external_code_2292","2292","accounts","base.at"
"account_tag_external_code_2293","2293","accounts","base.at"
"account_tag_external_code_2294","2294","accounts","base.at"
"account_tag_external_code_2295","2295","accounts","base.at"
"account_tag_external_code_2300","2300","accounts","base.at"
"account_tag_external_code_2310","2310","accounts","base.at"
"account_tag_external_code_2320","2320","accounts","base.at"
"account_tag_external_code_2330","2330","accounts","base.at"
"account_tag_external_code_2340","2340","accounts","base.at"
"account_tag_external_code_2350","2350","accounts","base.at"
"account_tag_external_code_2470","2470","accounts","base.at"
"account_tag_external_code_2480","2480","accounts","base.at"
"account_tag_external_code_2490","2490","accounts","base.at"
"account_tag_external_code_2500","2500","accounts","base.at"
"account_tag_external_code_2501","2501","accounts","base.at"
"account_tag_external_code_2502","2502","accounts","base.at"
"account_tag_external_code_2504","2504","accounts","base.at"
"account_tag_external_code_2505","2505","accounts","base.at"
"account_tag_external_code_2506","2506","accounts","base.at"
"account_tag_external_code_2507","2507","accounts","base.at"
"account_tag_external_code_2509","2509","accounts","base.at"
"account_tag_external_code_2510","2510","accounts","base.at"
"account_tag_external_code_2511","2511","accounts","base.at"
"account_tag_external_code_2512","2512","accounts","base.at"
"account_tag_external_code_2513","2513","accounts","base.at"
"account_tag_external_code_2515","2515","accounts","base.at"
"account_tag_external_code_2517","2517","accounts","base.at"
"account_tag_external_code_2518","2518","accounts","base.at"
"account_tag_external_code_2519","2519","accounts","base.at"
"account_tag_external_code_2520","2520","accounts","base.at"
"account_tag_external_code_2530","2530","accounts","base.at"
"account_tag_external_code_2531","2531","accounts","base.at"
"account_tag_external_code_2532","2532","accounts","base.at"
"account_tag_external_code_2533","2533","accounts","base.at"
"account_tag_external_code_2534","2534","accounts","base.at"
"account_tag_external_code_2535","2535","accounts","base.at"
"account_tag_external_code_2536","2536","accounts","base.at"
"account_tag_external_code_2537","2537","accounts","base.at"
"account_tag_external_code_2538","2538","accounts","base.at"
"account_tag_external_code_2540","2540","accounts","base.at"
"account_tag_external_code_2541","2541","accounts","base.at"
"account_tag_external_code_2542","2542","accounts","base.at"
"account_tag_external_code_2543","2543","accounts","base.at"
"account_tag_external_code_2560","2560","accounts","base.at"
"account_tag_external_code_2565","2565","accounts","base.at"
"account_tag_external_code_2570","2570","accounts","base.at"
"account_tag_external_code_2573","2573","accounts","base.at"
"account_tag_external_code_2575","2575","accounts","base.at"
"account_tag_external_code_2577","2577","accounts","base.at"
"account_tag_external_code_2580","2580","accounts","base.at"
"account_tag_external_code_2582","2582","accounts","base.at"
"account_tag_external_code_2584","2584","accounts","base.at"
"account_tag_external_code_2586","2586","accounts","base.at"
"account_tag_external_code_2590","2590","accounts","base.at"
"account_tag_external_code_2600","2600","accounts","base.at"
"account_tag_external_code_2601","2601","accounts","base.at"
"account_tag_external_code_2602","2602","accounts","base.at"
"account_tag_external_code_2610","2610","accounts","base.at"
"account_tag_external_code_2612","2612","accounts","base.at"
"account_tag_external_code_2620","2620","accounts","base.at"
"account_tag_external_code_2630","2630","accounts","base.at"
"account_tag_external_code_2680","2680","accounts","base.at"
"account_tag_external_code_2690","2690","accounts","base.at"
"account_tag_external_code_2700","2700","accounts","base.at"
"account_tag_external_code_2730","2730","accounts","base.at"
"account_tag_external_code_2740","2740","accounts","base.at"
"account_tag_external_code_2750","2750","accounts","base.at"
"account_tag_external_code_2780","2780","accounts","base.at"
"account_tag_external_code_2790","2790","accounts","base.at"
"account_tag_external_code_2800","2800","accounts","base.at"
"account_tag_external_code_2880","2880","accounts","base.at"
"account_tag_external_code_2885","2885","accounts","base.at"
"account_tag_external_code_2890","2890","accounts","base.at"
"account_tag_external_code_2900","2900","accounts","base.at"
"account_tag_external_code_2940","2940","accounts","base.at"
"account_tag_external_code_2950","2950","accounts","base.at"
"account_tag_external_code_2960","2960","accounts","base.at"
"account_tag_external_code_2970","2970","accounts","base.at"
"account_tag_external_code_2980","2980","accounts","base.at"
"account_tag_external_code_2990","2990","accounts","base.at"
"account_tag_external_code_2999","2999","accounts","base.at"
"account_tag_external_code_3000","3000","accounts","base.at"
"account_tag_external_code_3010","3010","accounts","base.at"
"account_tag_external_code_3020","3020","accounts","base.at"
"account_tag_external_code_3030","3030","accounts","base.at"
"account_tag_external_code_3035","3035","accounts","base.at"
"account_tag_external_code_3040","3040","accounts","base.at"
"account_tag_external_code_3041","3041","accounts","base.at"
"account_tag_external_code_3042","3042","accounts","base.at"
"account_tag_external_code_3043","3043","accounts","base.at"
"account_tag_external_code_3044","3044","accounts","base.at"
"account_tag_external_code_3050","3050","accounts","base.at"
"account_tag_external_code_3051","3051","accounts","base.at"
"account_tag_external_code_3052","3052","accounts","base.at"
"account_tag_external_code_3060","3060","accounts","base.at"
"account_tag_external_code_3061","3061","accounts","base.at"
"account_tag_external_code_3070","3070","accounts","base.at"
"account_tag_external_code_3071","3071","accounts","base.at"
"account_tag_external_code_3080","3080","accounts","base.at"
"account_tag_external_code_3085","3085","accounts","base.at"
"account_tag_external_code_3090","3090","accounts","base.at"
"account_tag_external_code_3100","3100","accounts","base.at"
"account_tag_external_code_3105","3105","accounts","base.at"
"account_tag_external_code_3110","3110","accounts","base.at"
"account_tag_external_code_3180","3180","accounts","base.at"
"account_tag_external_code_3200","3200","accounts","base.at"
"account_tag_external_code_3201","3201","accounts","base.at"
"account_tag_external_code_3202","3202","accounts","base.at"
"account_tag_external_code_3203","3203","accounts","base.at"
"account_tag_external_code_3204","3204","accounts","base.at"
"account_tag_external_code_3205","3205","accounts","base.at"
"account_tag_external_code_3210","3210","accounts","base.at"
"account_tag_external_code_3300","3300","accounts","base.at"
"account_tag_external_code_3360","3360","accounts","base.at"
"account_tag_external_code_3370","3370","accounts","base.at"
"account_tag_external_code_3380","3380","accounts","base.at"
"account_tag_external_code_3390","3390","accounts","base.at"
"account_tag_external_code_3400","3400","accounts","base.at"
"account_tag_external_code_3401","3401","accounts","base.at"
"account_tag_external_code_3440","3440","accounts","base.at"
"account_tag_external_code_3441","3441","accounts","base.at"
"account_tag_external_code_3450","3450","accounts","base.at"
"account_tag_external_code_3455","3455","accounts","base.at"
"account_tag_external_code_3460","3460","accounts","base.at"
"account_tag_external_code_3470","3470","accounts","base.at"
"account_tag_external_code_3480","3480","accounts","base.at"
"account_tag_external_code_3481","3481","accounts","base.at"
"account_tag_external_code_3485","3485","accounts","base.at"
"account_tag_external_code_3486","3486","accounts","base.at"
"account_tag_external_code_3490","3490","accounts","base.at"
"account_tag_external_code_3491","3491","accounts","base.at"
"account_tag_external_code_3492","3492","accounts","base.at"
"account_tag_external_code_3493","3493","accounts","base.at"
"account_tag_external_code_3495","3495","accounts","base.at"
"account_tag_external_code_3500","3500","accounts","base.at"
"account_tag_external_code_3501","3501","accounts","base.at"
"account_tag_external_code_3502","3502","accounts","base.at"
"account_tag_external_code_3503","3503","accounts","base.at"
"account_tag_external_code_3504","3504","accounts","base.at"
"account_tag_external_code_3505","3505","accounts","base.at"
"account_tag_external_code_3506","3506","accounts","base.at"
"account_tag_external_code_3507","3507","accounts","base.at"
"account_tag_external_code_3509","3509","accounts","base.at"
"account_tag_external_code_3510","3510","accounts","base.at"
"account_tag_external_code_3511","3511","accounts","base.at"
"account_tag_external_code_3516","3516","accounts","base.at"
"account_tag_external_code_3517","3517","accounts","base.at"
"account_tag_external_code_3520","3520","accounts","base.at"
"account_tag_external_code_3530","3530","accounts","base.at"
"account_tag_external_code_3540","3540","accounts","base.at"
"account_tag_external_code_3541","3541","accounts","base.at"
"account_tag_external_code_3542","3542","accounts","base.at"
"account_tag_external_code_3550","3550","accounts","base.at"
"account_tag_external_code_3551","3551","accounts","base.at"
"account_tag_external_code_3554","3554","accounts","base.at"
"account_tag_external_code_3556","3556","accounts","base.at"
"account_tag_external_code_3560","3560","accounts","base.at"
"account_tag_external_code_3590","3590","accounts","base.at"
"account_tag_external_code_3600","3600","accounts","base.at"
"account_tag_external_code_3610","3610","accounts","base.at"
"account_tag_external_code_3620","3620","accounts","base.at"
"account_tag_external_code_3630","3630","accounts","base.at"
"account_tag_external_code_3640","3640","accounts","base.at"
"account_tag_external_code_3650","3650","accounts","base.at"
"account_tag_external_code_3700","3700","accounts","base.at"
"account_tag_external_code_3750","3750","accounts","base.at"
"account_tag_external_code_3760","3760","accounts","base.at"
"account_tag_external_code_3800","3800","accounts","base.at"
"account_tag_external_code_3900","3900","accounts","base.at"
"account_tag_external_code_3990","3990","accounts","base.at"
"account_tag_external_code_3999","3999","accounts","base.at"
"account_tag_external_code_4000","4000","accounts","base.at"
"account_tag_external_code_4010","4010","accounts","base.at"
"account_tag_external_code_4012","4012","accounts","base.at"
"account_tag_external_code_4014","4014","accounts","base.at"
"account_tag_external_code_4016","4016","accounts","base.at"
"account_tag_external_code_4019","4019","accounts","base.at"
"account_tag_external_code_4030","4030","accounts","base.at"
"account_tag_external_code_4031","4031","accounts","base.at"
"account_tag_external_code_4050","4050","accounts","base.at"
"account_tag_external_code_4052","4052","accounts","base.at"
"account_tag_external_code_4054","4054","accounts","base.at"
"account_tag_external_code_4060","4060","accounts","base.at"
"account_tag_external_code_4062","4062","accounts","base.at"
"account_tag_external_code_4064","4064","accounts","base.at"
"account_tag_external_code_4066","4066","accounts","base.at"
"account_tag_external_code_4068","4068","accounts","base.at"
"account_tag_external_code_4069","4069","accounts","base.at"
"account_tag_external_code_4070","4070","accounts","base.at"
"account_tag_external_code_4080","4080","accounts","base.at"
"account_tag_external_code_4084","4084","accounts","base.at"
"account_tag_external_code_4090","4090","accounts","base.at"
"account_tag_external_code_4092","4092","accounts","base.at"
"account_tag_external_code_4095","4095","accounts","base.at"
"account_tag_external_code_4096","4096","accounts","base.at"
"account_tag_external_code_4098","4098","accounts","base.at"
"account_tag_external_code_4100","4100","accounts","base.at"
"account_tag_external_code_4110","4110","accounts","base.at"
"account_tag_external_code_4111","4111","accounts","base.at"
"account_tag_external_code_4120","4120","accounts","base.at"
"account_tag_external_code_4200","4200","accounts","base.at"
"account_tag_external_code_4210","4210","accounts","base.at"
"account_tag_external_code_4290","4290","accounts","base.at"
"account_tag_external_code_4310","4310","accounts","base.at"
"account_tag_external_code_4350","4350","accounts","base.at"
"account_tag_external_code_4352","4352","accounts","base.at"
"account_tag_external_code_4353","4353","accounts","base.at"
"account_tag_external_code_4354","4354","accounts","base.at"
"account_tag_external_code_4356","4356","accounts","base.at"
"account_tag_external_code_4358","4358","accounts","base.at"
"account_tag_external_code_4360","4360","accounts","base.at"
"account_tag_external_code_4362","4362","accounts","base.at"
"account_tag_external_code_4364","4364","accounts","base.at"
"account_tag_external_code_4400","4400","accounts","base.at"
"account_tag_external_code_4401","4401","accounts","base.at"
"account_tag_external_code_4402","4402","accounts","base.at"
"account_tag_external_code_4403","4403","accounts","base.at"
"account_tag_external_code_4416","4416","accounts","base.at"
"account_tag_external_code_4419","4419","accounts","base.at"
"account_tag_external_code_4420","4420","accounts","base.at"
"account_tag_external_code_4421","4421","accounts","base.at"
"account_tag_external_code_4422","4422","accounts","base.at"
"account_tag_external_code_4423","4423","accounts","base.at"
"account_tag_external_code_4424","4424","accounts","base.at"
"account_tag_external_code_4425","4425","accounts","base.at"
"account_tag_external_code_4430","4430","accounts","base.at"
"account_tag_external_code_4449","4449","accounts","base.at"
"account_tag_external_code_4450","4450","accounts","base.at"
"account_tag_external_code_4451","4451","accounts","base.at"
"account_tag_external_code_4452","4452","accounts","base.at"
"account_tag_external_code_4453","4453","accounts","base.at"
"account_tag_external_code_4454","4454","accounts","base.at"
"account_tag_external_code_4455","4455","accounts","base.at"
"account_tag_external_code_4456","4456","accounts","base.at"
"account_tag_external_code_4457","4457","accounts","base.at"
"account_tag_external_code_4458","4458","accounts","base.at"
"account_tag_external_code_4459","4459","accounts","base.at"
"account_tag_external_code_4460","4460","accounts","base.at"
"account_tag_external_code_4461","4461","accounts","base.at"
"account_tag_external_code_4462","4462","accounts","base.at"
"account_tag_external_code_4466","4466","accounts","base.at"
"account_tag_external_code_4469","4469","accounts","base.at"
"account_tag_external_code_4470","4470","accounts","base.at"
"account_tag_external_code_4480","4480","accounts","base.at"
"account_tag_external_code_4481","4481","accounts","base.at"
"account_tag_external_code_4482","4482","accounts","base.at"
"account_tag_external_code_4486","4486","accounts","base.at"
"account_tag_external_code_4489","4489","accounts","base.at"
"account_tag_external_code_4490","4490","accounts","base.at"
"account_tag_external_code_4500","4500","accounts","base.at"
"account_tag_external_code_4510","4510","accounts","base.at"
"account_tag_external_code_4520","4520","accounts","base.at"
"account_tag_external_code_4580","4580","accounts","base.at"
"account_tag_external_code_4600","4600","accounts","base.at"
"account_tag_external_code_4605","4605","accounts","base.at"
"account_tag_external_code_4610","4610","accounts","base.at"
"account_tag_external_code_4630","4630","accounts","base.at"
"account_tag_external_code_4631","4631","accounts","base.at"
"account_tag_external_code_4660","4660","accounts","base.at"
"account_tag_external_code_4700","4700","accounts","base.at"
"account_tag_external_code_4701","4701","accounts","base.at"
"account_tag_external_code_4702","4702","accounts","base.at"
"account_tag_external_code_4705","4705","accounts","base.at"
"account_tag_external_code_4709","4709","accounts","base.at"
"account_tag_external_code_4800","4800","accounts","base.at"
"account_tag_external_code_4810","4810","accounts","base.at"
"account_tag_external_code_4820","4820","accounts","base.at"
"account_tag_external_code_4826","4826","accounts","base.at"
"account_tag_external_code_4829","4829","accounts","base.at"
"account_tag_external_code_4830","4830","accounts","base.at"
"account_tag_external_code_4831","4831","accounts","base.at"
"account_tag_external_code_4835","4835","accounts","base.at"
"account_tag_external_code_4840","4840","accounts","base.at"
"account_tag_external_code_4850","4850","accounts","base.at"
"account_tag_external_code_4851","4851","accounts","base.at"
"account_tag_external_code_4852","4852","accounts","base.at"
"account_tag_external_code_4855","4855","accounts","base.at"
"account_tag_external_code_4860","4860","accounts","base.at"
"account_tag_external_code_4865","4865","accounts","base.at"
"account_tag_external_code_4866","4866","accounts","base.at"
"account_tag_external_code_4867","4867","accounts","base.at"
"account_tag_external_code_4870","4870","accounts","base.at"
"account_tag_external_code_4871","4871","accounts","base.at"
"account_tag_external_code_4872","4872","accounts","base.at"
"account_tag_external_code_4875","4875","accounts","base.at"
"account_tag_external_code_4880","4880","accounts","base.at"
"account_tag_external_code_4881","4881","accounts","base.at"
"account_tag_external_code_4882","4882","accounts","base.at"
"account_tag_external_code_4885","4885","accounts","base.at"
"account_tag_external_code_4900","4900","accounts","base.at"
"account_tag_external_code_4901","4901","accounts","base.at"
"account_tag_external_code_4902","4902","accounts","base.at"
"account_tag_external_code_4903","4903","accounts","base.at"
"account_tag_external_code_4940","4940","accounts","base.at"
"account_tag_external_code_4941","4941","accounts","base.at"
"account_tag_external_code_4942","4942","accounts","base.at"
"account_tag_external_code_4943","4943","accounts","base.at"
"account_tag_external_code_4980","4980","accounts","base.at"
"account_tag_external_code_4981","4981","accounts","base.at"
"account_tag_external_code_4982","4982","accounts","base.at"
"account_tag_external_code_4983","4983","accounts","base.at"
"account_tag_external_code_4995","4995","accounts","base.at"
"account_tag_external_code_4999","4999","accounts","base.at"
"account_tag_external_code_5000","5000","accounts","base.at"
"account_tag_external_code_5001","5001","accounts","base.at"
"account_tag_external_code_5002","5002","accounts","base.at"
"account_tag_external_code_5003","5003","accounts","base.at"
"account_tag_external_code_5004","5004","accounts","base.at"
"account_tag_external_code_5005","5005","accounts","base.at"
"account_tag_external_code_5006","5006","accounts","base.at"
"account_tag_external_code_5007","5007","accounts","base.at"
"account_tag_external_code_5080","5080","accounts","base.at"
"account_tag_external_code_5084","5084","accounts","base.at"
"account_tag_external_code_5100","5100","accounts","base.at"
"account_tag_external_code_5200","5200","accounts","base.at"
"account_tag_external_code_5300","5300","accounts","base.at"
"account_tag_external_code_5310","5310","accounts","base.at"
"account_tag_external_code_5320","5320","accounts","base.at"
"account_tag_external_code_5330","5330","accounts","base.at"
"account_tag_external_code_5340","5340","accounts","base.at"
"account_tag_external_code_5350","5350","accounts","base.at"
"account_tag_external_code_5360","5360","accounts","base.at"
"account_tag_external_code_5370","5370","accounts","base.at"
"account_tag_external_code_5400","5400","accounts","base.at"
"account_tag_external_code_5410","5410","accounts","base.at"
"account_tag_external_code_5411","5411","accounts","base.at"
"account_tag_external_code_5412","5412","accounts","base.at"
"account_tag_external_code_5414","5414","accounts","base.at"
"account_tag_external_code_5415","5415","accounts","base.at"
"account_tag_external_code_5416","5416","accounts","base.at"
"account_tag_external_code_5417","5417","accounts","base.at"
"account_tag_external_code_5440","5440","accounts","base.at"
"account_tag_external_code_5441","5441","accounts","base.at"
"account_tag_external_code_5450","5450","accounts","base.at"
"account_tag_external_code_5451","5451","accounts","base.at"
"account_tag_external_code_5460","5460","accounts","base.at"
"account_tag_external_code_5461","5461","accounts","base.at"
"account_tag_external_code_5470","5470","accounts","base.at"
"account_tag_external_code_5471","5471","accounts","base.at"
"account_tag_external_code_5500","5500","accounts","base.at"
"account_tag_external_code_5501","5501","accounts","base.at"
"account_tag_external_code_5600","5600","accounts","base.at"
"account_tag_external_code_5601","5601","accounts","base.at"
"account_tag_external_code_5610","5610","accounts","base.at"
"account_tag_external_code_5615","5615","accounts","base.at"
"account_tag_external_code_5620","5620","accounts","base.at"
"account_tag_external_code_5621","5621","accounts","base.at"
"account_tag_external_code_5700","5700","accounts","base.at"
"account_tag_external_code_5750","5750","accounts","base.at"
"account_tag_external_code_5770","5770","accounts","base.at"
"account_tag_external_code_5772","5772","accounts","base.at"
"account_tag_external_code_5774","5774","accounts","base.at"
"account_tag_external_code_5780","5780","accounts","base.at"
"account_tag_external_code_5800","5800","accounts","base.at"
"account_tag_external_code_5801","5801","accounts","base.at"
"account_tag_external_code_5802","5802","accounts","base.at"
"account_tag_external_code_5803","5803","accounts","base.at"
"account_tag_external_code_5805","5805","accounts","base.at"
"account_tag_external_code_5806","5806","accounts","base.at"
"account_tag_external_code_5810","5810","accounts","base.at"
"account_tag_external_code_5811","5811","accounts","base.at"
"account_tag_external_code_5812","5812","accounts","base.at"
"account_tag_external_code_5820","5820","accounts","base.at"
"account_tag_external_code_5821","5821","accounts","base.at"
"account_tag_external_code_5822","5822","accounts","base.at"
"account_tag_external_code_5830","5830","accounts","base.at"
"account_tag_external_code_5831","5831","accounts","base.at"
"account_tag_external_code_5834","5834","accounts","base.at"
"account_tag_external_code_5835","5835","accounts","base.at"
"account_tag_external_code_5840","5840","accounts","base.at"
"account_tag_external_code_5842","5842","accounts","base.at"
