"id","name","code","chart_template_id/id","account_type","reconcile"
"chart_sk_361000","Záväzky v rámci konsolidovaného celku","361000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_364000","Záväzky voči spoločníkom a členom pri rozdeľovaní zisku","364000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_365000","Ostatné záväzky voči spoločníkom a členom","365000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_366000","Záväzky voči spoločníkom a členom zo závislej činnosti","366000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_367000","Záväzky z upísaných nesplatených cenných papierov a vkladov","367000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_368000","Záväzky voči účastníkom združenia","368000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_371000","Pohľadávky z predaja podniku","371000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_372000","Záväzky z kúpy podniku","372000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_373000","Pohľadávky a záväzky z pevných termínových operácií","373000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_374000","Pohľadávky z nájmu","374000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_375000","Pohľadávky z vydaných dlhopisov","375000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_376000","Nakúpené opcie","376000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_377000","Predané opcie","377000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_378000","Iné pohľadávky","378000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_379000","Iné záväzky","379000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_381000","Náklady budúcich období","381000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_382000","Komplexné náklady budúcich období","382000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_383000","Výdaje budúcich období","383000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_384000","Výnosy budúcich období","384000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_385000","Príjmy budúcich období","385000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_391000","Opravná položka k pohľadávkam","391000","l10n_sk.sk_chart_template","asset_current","False"
"chart_sk_395000","Vnútorné zúčtovanie","395000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_398000","Spojovací účet pri združení","398000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_411000","Základné imanie","411000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_412000","Emisné ážio","412000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_413000","Ostatné kapitalové fondy","413000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_414000","Oceňovacie rozdiely z precenenia majetku a záväzkov","414000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_415000","Oceňovacie rozdiely z kapitálových účastín","415000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_416000","Oceňovacie rozdiely z precenenia pri zlúčení, splynutí a rozdelení","416000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_417000","Zákonný rezervný fond z kapitálových vkladov","417000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_418000","Nedeliteľný fond z kapitálových vkladov","418000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_419000","Zmeny základného imania","419000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_421000","Zakonný rezervný fond","421000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_422000","Nedeliteľný fond","422000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_423000","Štatutárne fondy","423000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_427000","Ostatné fondy","427000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_428000","Nerozdelený zisk minulých rokov","428000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_429000","Neuhradená strata minulých rokov","429000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_431000","Výsledok hospodárenia v schvaľovaní","431000","l10n_sk.sk_chart_template","equity_unaffected","False"
"chart_sk_451000","Rezervy zákonné","451000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_459000","Ostatné rezervy","459000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_461000","Bankové úvery","461000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_471000","Dlhodobé záväzky voči prepojeným účtovným jednotkám a účtovným jednotkám v rámci podielovej účasti ","471000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_472000","Záväzky zo sociálneho fondu","472000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_473000","Vydané dlhopisy","473000","l10n_sk.sk_chart_template","liability_non_current","False"
"chart_sk_474000","Záväzky z nájmu","474000","l10n_sk.sk_chart_template","liability_current","False"
"chart_sk_475000","Dlhodobé prijaté preddavky","475000","l10n_sk.sk_chart_template","liability_non_current","False"
"chart_sk_476000","Dlhodobé nevyfakturované dodávky","476000","l10n_sk.sk_chart_template","liability_non_current","False"
"chart_sk_478000","Dlhodobé zmenky na úhradu","478000","l10n_sk.sk_chart_template","liability_non_current","False"
"chart_sk_479000","Ostatné dlhodobé záväzky","479000","l10n_sk.sk_chart_template","liability_non_current","False"
"chart_sk_481000","Odložený daňový záväzok a odložená daňová pohľadávka","481000","l10n_sk.sk_chart_template","liability_non_current","False"
"chart_sk_491000","Vlastné imanie fyzickej osoby - podnikateľa","491000","l10n_sk.sk_chart_template","equity","False"
"chart_sk_501000","Spotreba materiálu","501000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_502000","Spotreba energie","502000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_503000","Spotreba ostatných neskladovateľných dodávok","503000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_504000","Predaný tovar","504000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_505000","Tvorba a zúčtovanie opravných položiek k zásobám","505000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_507000","Predaná nehnuteľnosť","507000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_511000","Opravy a udržiavanie","511000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_512000","Cestovné","512000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_513000","Náklady na reprezentáciu","513000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_518000","Ostatné služby","518000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_521000","Mzdové náklady","521000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_522000","Príjmy spoločníkov a členov zo závislej činnosti","522000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_523000","Odmeny členom orgánov spoločnosti a družstva","523000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_524000","Zákonné sociálne poistenie","524000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_525000","Ostatné sociálne zabezpečenie","525000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_526000","Sociálne náklady fyzickej osoby - podnikateľa","526000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_527000","Zákonné sociálne náklady","527000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_528000","Ostatné sociálne náklady","528000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_531000","Daň z motorových vozidiel","531000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_532000","Daň z nehnuteľností","532000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_538000","Ostatné dane a poplatky","538000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_541000","Zostatková cena predaného dlhodobého nehmotného majetku a dlhodobého hmotného majetku","541000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_542000","Predaný materiál","542000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_543000","Dary","543000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_544000","Zmluvné pokuty, penále a úroky z omeškania","544000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_545000","Ostatné pokuty, penále a úroky z omeškania","545000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_546000","Odpis pohľadávky","546000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_547000","Tvorba a zúčtovanie opravných položiek k pohľadávkam","547000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_548000","Ostatné náklady na hospodársku činnosť","548000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_549000","Manká a škody","549000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_551000","Odpisy dlhodobého mehmotného majetku a dlhodobého hmotného majetku","551000","l10n_sk.sk_chart_template","expense_depreciation","False"
"chart_sk_553000","Tvorba a zúčtovanie opravných položiek k dlhodobému majetku","553000","l10n_sk.sk_chart_template","expense_depreciation","False"
"chart_sk_555000","Zúčtovanie komplexných nákladov budúcich období","555000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_557000","Zúčtovanie oprávky k opravnej položke k nadobudnutému majetku","557000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_561000","Predané cenné papiere a podiely","561000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_562000","Úroky","562000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_563000","Kurzové straty","563000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_564000","Náklady na precenenie cenných papierov","564000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_565000","Tvorba a zúčtovanie opravných položiek k finančnému majetku","565000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_566000","Náklady na krátkodobý finančný majetok","566000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_567000","Náklady na derivátové operácie","567000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_568000","Ostatné finančné náklady","568000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_569000","Manká a škody na finančnom majetku","569000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_591000","Splatná daň z príjmov","591000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_592000","Odložená daň z príjmov","592000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_595000","Dodatočné odvody dane z príjmov","595000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_596000","Prevod podielov na výsledku hospodárenia spoločníkom","596000","l10n_sk.sk_chart_template","expense","False"
"chart_sk_601000","Tržby za vlastné výrobky","601000","l10n_sk.sk_chart_template","income","False"
"chart_sk_602000","Tržby z predaja služieb","602000","l10n_sk.sk_chart_template","income","False"
"chart_sk_604000","Tržby za tovar","604000","l10n_sk.sk_chart_template","income","False"
"chart_sk_606000","Výnosy za zákazky","606000","l10n_sk.sk_chart_template","income","False"
"chart_sk_607000","Výnosy z nehnuťelnosti na predaj","607000","l10n_sk.sk_chart_template","income","False"
"chart_sk_611000","Zmena stavu nedokončenej výroby","611000","l10n_sk.sk_chart_template","income","False"
"chart_sk_612000","Zmena stavu polotovarov","612000","l10n_sk.sk_chart_template","income","False"
"chart_sk_613000","Zmena stavu výrobkov","613000","l10n_sk.sk_chart_template","income","False"
"chart_sk_614000","Zmena stavu zvierat","614000","l10n_sk.sk_chart_template","income","False"
"chart_sk_621000","Aktivácia materiálu a tovaru","621000","l10n_sk.sk_chart_template","income","False"
"chart_sk_622000","Aktivácia vnútroorganizačných služieb","622000","l10n_sk.sk_chart_template","income","False"
"chart_sk_623000","Aktivácia dlhodobého nehmotného majetku","623000","l10n_sk.sk_chart_template","income","False"
"chart_sk_624000","Aktivácia dlhodobého hmotného majetku","624000","l10n_sk.sk_chart_template","income","False"
"chart_sk_641000","Tržby z predaja dlhodobého nehmotného majetku a dlhodobého hmotného majetku","641000","l10n_sk.sk_chart_template","income","False"
"chart_sk_642000","Tržby z predaja materiálu","642000","l10n_sk.sk_chart_template","income","False"
"chart_sk_644000","Zmluvné pokuty, penále a úroky z omeškania","644000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_645000","Ostatné pokuty, penále a úroky z omeškania","645000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_646000","Výnosy z odpísaných pohľadávok","646000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_648000","Ostatné výnosy z hospodárskej činnosti","648000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_655000","Zúčtovanie komplexných nákladov budúcich období","655000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_657000","Zúčtovanie oprávky opravnej položke k nadobudnutému majetku","657000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_661000","Tržby z predaja cenných papierov a podielov","661000","l10n_sk.sk_chart_template","income","False"
"chart_sk_662000","Úroky","662000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_663000","Kurzové zisky","663000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_664000","Výnosy z precenenia cenných papierov","664000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_665000","Výnosy z dlhodobého finančného majetku","665000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_666000","Výnosy z krátkodobého finančného majetku","666000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_667000","Výnosy z derivátových operácií","667000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_668000","Ostatné finančné výnosy","668000","l10n_sk.sk_chart_template","income_other","False"
"chart_sk_701000","Začiatočný účet súvahový","701000","l10n_sk.sk_chart_template","off_balance","False"
"chart_sk_702000","Konečný účet súvahový","702000","l10n_sk.sk_chart_template","off_balance","False"
"chart_sk_710000","Účet ziskov a strát","710000","l10n_sk.sk_chart_template","off_balance","False"
"chart_sk_711000","Začiatočný účet nákladov a výnosov","711000","l10n_sk.sk_chart_template","off_balance","False"
