"id","code_prefix_start","name","chart_template_id/id"
"chart_sk_354","354","Pohľadávky voči spoločníkom a členom pri úhrade straty","l10n_sk.sk_chart_template"
"chart_sk_355","355","Ostatné pohľadávky voči spoločníkom a členom","l10n_sk.sk_chart_template"
"chart_sk_358","358","Pohľadávky voči účastníkom združenia","l10n_sk.sk_chart_template"
"chart_sk_36","36","Záväzky voči spoločníkom a združeniu","l10n_sk.sk_chart_template"
"chart_sk_361","361","Záväzky v rámci konsolidovaného celku","l10n_sk.sk_chart_template"
"chart_sk_364","364","Záväzky voči spoločníkom a členom pri rozdeľovaní zisku","l10n_sk.sk_chart_template"
"chart_sk_365","365","Ostatné záväzky voči spoločníkom a členom","l10n_sk.sk_chart_template"
"chart_sk_366","366","Záväzky voči spoločníkom a členom zo závislej činnosti","l10n_sk.sk_chart_template"
"chart_sk_367","367","Záväzky z upísaných nesplatených cenných papierov a vkladov","l10n_sk.sk_chart_template"
"chart_sk_368","368","Záväzky voči účastníkom združenia","l10n_sk.sk_chart_template"
"chart_sk_37","37","Iné pohľadávky a iné záväzky","l10n_sk.sk_chart_template"
"chart_sk_371","371","Pohľadávky z predaja podniku","l10n_sk.sk_chart_template"
"chart_sk_372","372","Záväzky z kúpy podniku","l10n_sk.sk_chart_template"
"chart_sk_373","373","Pohľadávky a záväzky z pevných termínových operácií","l10n_sk.sk_chart_template"
"chart_sk_374","374","Pohľadávky z nájmu","l10n_sk.sk_chart_template"
"chart_sk_375","375","Pohľadávky z vydaných dlhopisov","l10n_sk.sk_chart_template"
"chart_sk_376","376","Nakúpené opcie","l10n_sk.sk_chart_template"
"chart_sk_377","377","Predané opcie","l10n_sk.sk_chart_template"
"chart_sk_378","378","Iné pohľadávky","l10n_sk.sk_chart_template"
"chart_sk_379","379","Iné záväzky","l10n_sk.sk_chart_template"
"chart_sk_38","38","Časové rozlíšenie nákladov a výnosov","l10n_sk.sk_chart_template"
"chart_sk_381","381","Náklady budúcich období","l10n_sk.sk_chart_template"
"chart_sk_382","382","Komplexné náklady budúcich období","l10n_sk.sk_chart_template"
"chart_sk_383","383","Výdaje budúcich období","l10n_sk.sk_chart_template"
"chart_sk_384","384","Výnosy budúcich období","l10n_sk.sk_chart_template"
"chart_sk_385","385","Príjmy budúcich období","l10n_sk.sk_chart_template"
"chart_sk_39","39","Opravná položka k zúčtovacím vzťahom a vnútorné zúčtovanie","l10n_sk.sk_chart_template"
"chart_sk_391","391","Opravná položka k pohľadávkam","l10n_sk.sk_chart_template"
"chart_sk_395","395","Vnútorné zúčtovanie","l10n_sk.sk_chart_template"
"chart_sk_398","398","Spojovací účet pri združení","l10n_sk.sk_chart_template"
"chart_sk_4","4","Kapitálové účty a dlhodobé záväzky","l10n_sk.sk_chart_template"
"chart_sk_41","41","Základné imanie a kapitálové fondy","l10n_sk.sk_chart_template"
"chart_sk_411","411","Základné imanie","l10n_sk.sk_chart_template"
"chart_sk_412","412","Emisné ážio","l10n_sk.sk_chart_template"
"chart_sk_413","413","Ostatné kapitalové fondy","l10n_sk.sk_chart_template"
"chart_sk_414","414","Oceňovacie rozdiely z precenenia majetku a záväzkov","l10n_sk.sk_chart_template"
"chart_sk_415","415","Oceňovacie rozdiely z kapitálových účastín","l10n_sk.sk_chart_template"
"chart_sk_416","416","Oceňovacie rozdiely z precenenia pri zlúčení, splynutí a rozdelení","l10n_sk.sk_chart_template"
"chart_sk_417","417","Zákonný rezervný fond z kapitálových vkladov","l10n_sk.sk_chart_template"
"chart_sk_418","418","Nedeliteľný fond z kapitálových vkladov","l10n_sk.sk_chart_template"
"chart_sk_419","419","Zmeny základného imania","l10n_sk.sk_chart_template"
"chart_sk_42","42","Fondy tvorené zo zisku a prevedené výsledky hospodárenia","l10n_sk.sk_chart_template"
"chart_sk_421","421","Zakonný rezervný fond","l10n_sk.sk_chart_template"
"chart_sk_422","422","Nedeliteľný fond","l10n_sk.sk_chart_template"
"chart_sk_423","423","Štatutárne fondy","l10n_sk.sk_chart_template"
"chart_sk_427","427","Ostatné fondy","l10n_sk.sk_chart_template"
"chart_sk_428","428","Nerozdelený zisk minulých rokov","l10n_sk.sk_chart_template"
"chart_sk_429","429","Neuhradená strata minulých rokov","l10n_sk.sk_chart_template"
"chart_sk_43","43","Výsledok hospodárania","l10n_sk.sk_chart_template"
"chart_sk_431","431","Výsledok hospodárenia v schvaľovaní","l10n_sk.sk_chart_template"
"chart_sk_45","45","Rezervy","l10n_sk.sk_chart_template"
"chart_sk_451","451","Rezervy zákonné","l10n_sk.sk_chart_template"
"chart_sk_459","459","Ostatné rezervy","l10n_sk.sk_chart_template"
"chart_sk_46","46","Bankové úvery","l10n_sk.sk_chart_template"
"chart_sk_461","461","Bankové úvery","l10n_sk.sk_chart_template"
"chart_sk_47","47","Dlhodobé záväzky","l10n_sk.sk_chart_template"
"chart_sk_471","471","Dlhodobé záväzky voči prepojeným účtovným jednotkám a účtovným jednotkám v rámci podielovej účasti ","l10n_sk.sk_chart_template"
"chart_sk_472","472","Záväzky zo sociálneho fondu","l10n_sk.sk_chart_template"
"chart_sk_473","473","Vydané dlhopisy","l10n_sk.sk_chart_template"
"chart_sk_474","474","Záväzky z nájmu","l10n_sk.sk_chart_template"
"chart_sk_475","475","Dlhodobé prijaté preddavky","l10n_sk.sk_chart_template"
"chart_sk_476","476","Dlhodobé nevyfakturované dodávky","l10n_sk.sk_chart_template"
"chart_sk_478","478","Dlhodobé zmenky na úhradu","l10n_sk.sk_chart_template"
"chart_sk_479","479","Ostatné dlhodobé záväzky","l10n_sk.sk_chart_template"
"chart_sk_48","48","Odložený daňový záväzok a odložená daňová pohľadávka","l10n_sk.sk_chart_template"
"chart_sk_481","481","Odložený daňový záväzok a odložená daňová pohľadávka","l10n_sk.sk_chart_template"
"chart_sk_49","49","Fyzická osoba - podnikateľ","l10n_sk.sk_chart_template"
"chart_sk_491","491","Vlastné imanie fyzickej osoby - podnikateľa","l10n_sk.sk_chart_template"
"chart_sk_5","5","Náklady","l10n_sk.sk_chart_template"
"chart_sk_50","50","Spotrebované nákupy","l10n_sk.sk_chart_template"
"chart_sk_501","501","Spotreba materiálu","l10n_sk.sk_chart_template"
"chart_sk_502","502","Spotreba energie","l10n_sk.sk_chart_template"
"chart_sk_503","503","Spotreba ostatných neskladovateľných dodávok","l10n_sk.sk_chart_template"
"chart_sk_504","504","Predaný tovar","l10n_sk.sk_chart_template"
"chart_sk_505","505","Tvorba a zúčtovanie opravných položiek k zásobám","l10n_sk.sk_chart_template"
"chart_sk_507","507","Predaná nehnuteľnosť","l10n_sk.sk_chart_template"
"chart_sk_51","51","Služby","l10n_sk.sk_chart_template"
"chart_sk_511","511","Opravy a udržiavanie","l10n_sk.sk_chart_template"
"chart_sk_512","512","Cestovné","l10n_sk.sk_chart_template"
"chart_sk_513","513","Náklady na reprezentáciu","l10n_sk.sk_chart_template"
"chart_sk_518","518","Ostatné služby","l10n_sk.sk_chart_template"
"chart_sk_52","52","Osobné náklady","l10n_sk.sk_chart_template"
"chart_sk_521","521","Mzdové náklady","l10n_sk.sk_chart_template"
"chart_sk_522","522","Príjmy spoločníkov a členov zo závislej činnosti","l10n_sk.sk_chart_template"
"chart_sk_523","523","Odmeny členom orgánov spoločnosti a družstva","l10n_sk.sk_chart_template"
"chart_sk_524","524","Zákonné sociálne poistenie","l10n_sk.sk_chart_template"
"chart_sk_525","525","Ostatné sociálne zabezpečenie","l10n_sk.sk_chart_template"
"chart_sk_526","526","Sociálne náklady fyzickej osoby - podnikateľa","l10n_sk.sk_chart_template"
"chart_sk_527","527","Zákonné sociálne náklady","l10n_sk.sk_chart_template"
"chart_sk_528","528","Ostatné sociálne náklady","l10n_sk.sk_chart_template"
"chart_sk_53","53","Dane a poplatky","l10n_sk.sk_chart_template"
"chart_sk_531","531","Daň z motorových vozidiel","l10n_sk.sk_chart_template"
"chart_sk_532","532","Daň z nehnuteľností","l10n_sk.sk_chart_template"
"chart_sk_538","538","Ostatné dane a poplatky","l10n_sk.sk_chart_template"
"chart_sk_54","54","Iné náklady na hospodársku činnosť","l10n_sk.sk_chart_template"
"chart_sk_541","541","Zostatková cena predaného dlhodobého nehmotného majetku a dlhodobého hmotného majetku","l10n_sk.sk_chart_template"
"chart_sk_542","542","Predaný materiál","l10n_sk.sk_chart_template"
"chart_sk_543","543","Dary","l10n_sk.sk_chart_template"
"chart_sk_544","544","Zmluvné pokuty, penále a úroky z omeškania","l10n_sk.sk_chart_template"
"chart_sk_545","545","Ostatné pokuty, penále a úroky z omeškania","l10n_sk.sk_chart_template"
"chart_sk_546","546","Odpis pohľadávky","l10n_sk.sk_chart_template"
"chart_sk_547","547","Tvorba a zúčtovanie opravných položiek k pohľadávkam","l10n_sk.sk_chart_template"
"chart_sk_548","548","Ostatné náklady na hospodársku činnosť","l10n_sk.sk_chart_template"
"chart_sk_549","549","Manká a škody","l10n_sk.sk_chart_template"
"chart_sk_55","55","Odpisy a opravné položky k dlhodobému majetku","l10n_sk.sk_chart_template"
"chart_sk_551","551","Odpisy dlhodobého mehmotného majetku a dlhodobého hmotného majetku","l10n_sk.sk_chart_template"
"chart_sk_553","553","Tvorba a zúčtovanie opravných položiek k dlhodobému majetku","l10n_sk.sk_chart_template"
"chart_sk_555","555","Zúčtovanie komplexných nákladov budúcich období","l10n_sk.sk_chart_template"
"chart_sk_557","557","Zúčtovanie oprávky k opravnej položke k nadobudnutému majetku","l10n_sk.sk_chart_template"
"chart_sk_56","56","Finančné náklady","l10n_sk.sk_chart_template"
"chart_sk_561","561","Predané cenné papiere a podiely","l10n_sk.sk_chart_template"
"chart_sk_562","562","Úroky","l10n_sk.sk_chart_template"
"chart_sk_563","563","Kurzové straty","l10n_sk.sk_chart_template"
"chart_sk_564","564","Náklady na precenenie cenných papierov","l10n_sk.sk_chart_template"
"chart_sk_565","565","Tvorba a zúčtovanie opravných položiek k finančnému majetku","l10n_sk.sk_chart_template"
"chart_sk_566","566","Náklady na krátkodobý finančný majetok","l10n_sk.sk_chart_template"
"chart_sk_567","567","Náklady na derivátové operácie","l10n_sk.sk_chart_template"
"chart_sk_568","568","Ostatné finančné náklady","l10n_sk.sk_chart_template"
"chart_sk_569","569","Manká a škody na finančnom majetku","l10n_sk.sk_chart_template"
"chart_sk_59","59","Dane z príjmov a prevodové účty","l10n_sk.sk_chart_template"
"chart_sk_591","591","Splatná daň z príjmov","l10n_sk.sk_chart_template"
"chart_sk_592","592","Odložená daň z príjmov","l10n_sk.sk_chart_template"
"chart_sk_595","595","Dodatočné odvody dane z príjmov","l10n_sk.sk_chart_template"
"chart_sk_596","596","Prevod podielov na výsledku hospodárenia spoločníkom","l10n_sk.sk_chart_template"
"chart_sk_6","6","Výnosy","l10n_sk.sk_chart_template"
"chart_sk_60","60","Tržby za vlastné výkony a tovar","l10n_sk.sk_chart_template"
"chart_sk_601","601","Tržby za vlastné výrobky","l10n_sk.sk_chart_template"
"chart_sk_602","602","Tržby z predaja služieb","l10n_sk.sk_chart_template"
"chart_sk_604","604","Tržby za tovar","l10n_sk.sk_chart_template"
"chart_sk_606","606","Výnosy za zákazky","l10n_sk.sk_chart_template"
"chart_sk_607","607","Výnosy z nehnuťelnosti na predaj","l10n_sk.sk_chart_template"
"chart_sk_61","61","Zmeny stavu vnútroorganizačných zásob","l10n_sk.sk_chart_template"
"chart_sk_611","611","Zmena stavu nedokončenej výroby","l10n_sk.sk_chart_template"
"chart_sk_612","612","Zmena stavu polotovarov","l10n_sk.sk_chart_template"
"chart_sk_613","613","Zmena stavu výrobkov","l10n_sk.sk_chart_template"
"chart_sk_614","614","Zmena stavu zvierat","l10n_sk.sk_chart_template"
"chart_sk_62","62","Aktivácia","l10n_sk.sk_chart_template"
"chart_sk_621","621","Aktivácia materiálu a tovaru","l10n_sk.sk_chart_template"
"chart_sk_622","622","Aktivácia vnútroorganizačných služieb","l10n_sk.sk_chart_template"
"chart_sk_623","623","Aktivácia dlhodobého nehmotného majetku","l10n_sk.sk_chart_template"
"chart_sk_624","624","Aktivácia dlhodobého hmotného majetku","l10n_sk.sk_chart_template"
"chart_sk_64","64","Iné výnosy z hospodárskej činnosti","l10n_sk.sk_chart_template"
"chart_sk_641","641","Tržby z predaja dlhodobého nehmotného majetku a dlhodobého hmotného majetku","l10n_sk.sk_chart_template"
"chart_sk_642","642","Tržby z predaja materiálu","l10n_sk.sk_chart_template"
"chart_sk_644","644","Zmluvné pokuty, penále a úroky z omeškania","l10n_sk.sk_chart_template"
"chart_sk_645","645","Ostatné pokuty, penále a úroky z omeškania","l10n_sk.sk_chart_template"
"chart_sk_646","646","Výnosy z odpísaných pohľadávok","l10n_sk.sk_chart_template"
"chart_sk_648","648","Ostatné výnosy z hospodárskej činnosti","l10n_sk.sk_chart_template"
"chart_sk_65","65","Zúčtovanie niektorých položiek z hospodárskej činnosti","l10n_sk.sk_chart_template"
"chart_sk_655","655","Zúčtovanie komplexných nákladov budúcich období","l10n_sk.sk_chart_template"
"chart_sk_657","657","Zúčtovanie oprávky opravnej položke k nadobudnutému majetku","l10n_sk.sk_chart_template"
"chart_sk_66","66","Finančné výnosy","l10n_sk.sk_chart_template"
"chart_sk_661","661","Tržby z predaja cenných papierov a podielov","l10n_sk.sk_chart_template"
"chart_sk_662","662","Úroky","l10n_sk.sk_chart_template"
"chart_sk_663","663","Kurzové zisky","l10n_sk.sk_chart_template"
"chart_sk_664","664","Výnosy z precenenia cenných papierov","l10n_sk.sk_chart_template"
"chart_sk_665","665","Výnosy z dlhodobého finančného majetku","l10n_sk.sk_chart_template"
"chart_sk_666","666","Výnosy z krátkodobého finančného majetku","l10n_sk.sk_chart_template"
"chart_sk_667","667","Výnosy z derivátových operácií","l10n_sk.sk_chart_template"
"chart_sk_668","668","Ostatné finančné výnosy","l10n_sk.sk_chart_template"
"chart_sk_7","7","Uzávierkové účty a podsúvahové účty","l10n_sk.sk_chart_template"
"chart_sk_70","70","Súvahové závierkové účty","l10n_sk.sk_chart_template"
"chart_sk_701","701","Začiatočný účet súvahový","l10n_sk.sk_chart_template"
"chart_sk_702","702","Konečný účet súvahový","l10n_sk.sk_chart_template"
"chart_sk_71","71","Výsledovkový uzávierkový účet","l10n_sk.sk_chart_template"
"chart_sk_710","710","Účet ziskov a strát","l10n_sk.sk_chart_template"
"chart_sk_711","711","Začiatočný účet nákladov a výnosov","l10n_sk.sk_chart_template"
