"id","name","code","account_type","tag_ids","reconcile","name@sr@latin"
"rs_103","Tools and inventories","103","asset_current","","False","Alat i inventar"
"rs_104","Raw materials, spare parts, tools and inventories being processed, finished off and handled","104","asset_current","","False","Materijal, rezervni delovi, alat i inventar u obradi, doradi i manipulaciji"
"rs_109","Provisions for material","109","asset_current","","False","Ispravka vrednosti materijala, rezervnih delova, alata i inventara"
"rs_110","Work in progress","110","asset_current","","False","Nedovršena proizvodnja"
"rs_111","Services in progress","111","asset_current","","False","Nedovršene usluge"
"rs_120","Finished products","120","asset_current","","False","Gotovi proizvodi"
"rs_130","Merchandise cost accounting","130","asset_current","","False","Obračun nabavke robe"
"rs_131","Merchandise in warehouse","131","asset_current","","False","Roba u magacinu"
"rs_132","Wholesale merchandise","132","asset_current","","False","Roba u prometu na veliko"
"rs_133","Merchandise in storehouse, depot and other legal entities' shops","133","asset_current","","False","Roba u skladištu, stovarištu i prodavnicama kod drugih pravnih lica"
"rs_134","Merchandise in retail sale","134","asset_current","","False","Roba u prometu na malo"
"rs_135","Merchandise being processed, finished off and handled","135","asset_current","","False","Roba u obradi, doradi i manipulaciji"
"rs_136","Merchandise in transit","136","asset_current","","False","Roba u tranzitu"
"rs_137","Merchandise in transport","137","asset_current","","False","Roba na putu"
"rs_139","Provisions for merchandise","139","asset_current","","False","Ispravka vrednosti robe"
"rs_140","Intangible assets for trading","140","asset_non_current","","False","Nematerijalna imovina namenjena prodaji"
"rs_141","Land held for trading","141","asset_non_current","","False","Zemljište namenjeno prodaji"
"rs_142","Buildings held for trading","142","asset_non_current","","False","Građevinski objekti namenjeni prodaji"
"rs_143","Investment property for trading","143","asset_non_current","","False","Investicione nekretnine namenjene prodaji"
"rs_144","Other property held for trading","144","asset_non_current","","False","Ostale nekretnine namenjene prodaji"
"rs_145","Installations and equipment for trading","145","asset_non_current","","False","Postrojenja i oprema namenjena prodaji"
"rs_146","Natural assets for trading","146","asset_non_current","","False","Biološka sredstva namenjena prodaji"
"rs_147","Assets of suspended business","147","asset_current","","False","Sredstva poslovanja koje se obustavlja"
"rs_149","Provisions for assets held for trading","149","asset_current","","False","Ispravka vrednosti stalnih sredstava i sredstava obustavljenog poslovanja namenjenih prodaji"
"rs_150","Domestic advances paid for raw material, spare parts and inventories","150","asset_prepayments","","False","Plaćeni avansi za materijal, rezervne delove i inventar u zemlji"
"rs_151","Foreign advances paid for raw material, spare parts and inventories","151","asset_prepayments","","False","Plaćeni avansi za materijal, rezervne delove i inventar u inostranstvu"
"rs_152","Domestic advances paid for merchandise","152","asset_prepayments","","False","Plaćeni avansi za robu u zemlji"
"rs_153","Foreign advances paid for merchandise","153","asset_prepayments","","False","Plaćeni avansi za robu u inostranstvu"
"rs_154","Domestic advances paid for services","154","asset_prepayments","","False","Plaćeni avansi za usluge u zemlji"
"rs_155","Foreign advances paid for services","155","asset_prepayments","","False","Plaćeni avansi za usluge u inostranstvu"
"rs_159","Provisions for advances paid","159","asset_current","","False","Ispravka vrednosti plaćenih avansa"
"rs_200","Domestic trade receivables - parent companies and subsidiaries","200","asset_receivable","","True","Kupci u zemlji – matična i zavisna pravna lica"
"rs_201","Foreign trade receivables - parent companies and subsidiaries","201","asset_receivable","","True","Kupci u inostranstvu – matična i zavisna pravna lica"
"rs_202","Domestic trade receivables - other associated entities","202","asset_receivable","","True","Kupci u zemlji – ostala povezana lica"
"rs_203","Foreign trade receivables - other associated entities","203","asset_receivable","","True","Kupci u inostranstvu – ostala povezana lica"
"rs_204","Trade receivables - domestic third party","204","asset_receivable","","True","Kupci u zemlji"
"rs_205","Trade receivables - foreign third party","205","asset_receivable","","True","Kupci u inostranstvu"
"rs_206","Other trade receivables","206","asset_receivable","","True","Ostala potraživanja po osnovu prodaje"
"rs_209","Provisions for trade receivables","209","asset_current","","False","Ispravka vrednosti potraživanja od prodaje"
"rs_210","Receivables from exporters","210","asset_current","","False","Potraživanja od izvoznika"
"rs_211","Receivables due from import on behalf of other entities","211","asset_current","","False","Potraživanja po osnovu uvoza za tuđ račun"
"rs_212","Receivables from sales on commission and consignment","212","asset_current","","False","Potraživanja iz komisione i konsignacione prodaje"
"rs_218","Other receivables from specific business operations","218","asset_current","","False","Ostala potraživanja iz specifičnih poslova"
"rs_219","Provisions for receivables from specific business operations","219","asset_current","","False","Ispravka vrednosti potraživanja iz specifičnih poslova"
"rs_220","Receivables for interest and dividends","220","asset_current","","False","Potraživanja za kamatu i dividende"
"rs_221","Receivables from employees","221","asset_current","","False","Potraživanja od zaposlenih"
"rs_222","Receivables from state authorities and organizations","222","asset_current","","False","Potraživanja od državnih organa i organizacija"
"rs_223","Receivables for prepaid income tax","223","asset_current","","False","Potraživanja za više plaćen porez na dobitak"
"rs_224","Receivables for other taxes and contributions prepaid","224","asset_current","","False","Potraživanja po osnovu preplaćenih ostalih poreza i doprinosa"
"rs_225","Receivables for compensation of salaries that are refunded","225","asset_current","","False","Potraživanja za naknade zarada koje se refundiraju"
"rs_226","Receivables based on damages","226","asset_current","","False","Potraživanja po osnovu naknada šteta"
"rs_228","Other short term receivables","228","asset_current","","False","Ostala kratkoročna potraživanja"
"rs_229","Provisions for other receivables","229","asset_current","","False","Ispravka vrednosti drugih potraživanja"
"rs_230","Short-term loans and investments in parent companies and subsidiaries","230","asset_current","","False","Kratkoročni krediti i plasmani – matična i zavisna pravna lica"
"rs_231","Short-term loans and investments in other associated companies","231","asset_current","","False","Kratkoročni krediti i plasmani – ostala povezana lica"
"rs_232","Short term loans - domestic","232","asset_current","","False","Kratkoročni krediti i zajmovi u zemlji"
"rs_233","Short term loans - foreign","233","asset_current","","False","Kratkoročni krediti i zajmovi u inostranstvu"
"rs_234","Current portions of long term loan due within one year","234","asset_current","","False","Deo dugoročnih finansijskih plasmana koji dospeva do jedne godine"
"rs_235","Current portions of securities held to maturity - a part that reaches one year","235","asset_current","","False","Hartije od vrednosti koje se drže do dospeća – deo koji dospeva do jedne godine"
"rs_236","Financial assets that are measured at fair value through the Income statement","236","asset_current","","False","Finansijska sredstva koja se vrednuju po fer vrednosti kroz Bilans uspeha"
"rs_237","Bought up own shares for trading","237","asset_current","","False","Otkupljene sopstvene akcije namenjene prodaji i otkupljeni sopstveni udeli namenjeni prodaji ili poništavanju"
"rs_238","Other short-term investments","238","asset_current","","False","Ostali kratkoročni finansijski plasmani"
"rs_239","Provisions for short - term investments","239","asset_current","","False","Ispravka vrednosti kratkoročnih finansijskih plasmana"
"rs_240","Securities - cash equivalents","240","asset_current","","False","Hartije od vrednosti – gotovinski ekvivalenti"
"rs_241","Current (business) accounts","241","asset_cash","","False","Tekući (poslovni) računi"
"rs_242","Cash allocated for payments and open letters of credit","242","asset_cash","","False","Izdvojena novčana sredstva i akreditivi"
"rs_243","Cash in hand","243","asset_cash","","False","Blagajna"
"rs_244","Foreign exchange account","244","asset_cash","","False","Devizni račun"
"rs_245","Foreign currency letters of credit","245","asset_cash","","False","Devizni akreditivi"
"rs_246","Foreign currency - cash in hand","246","asset_cash","","False","Devizna blagajna"
"rs_248","Other cash and cash equivalents","248","asset_cash","","False","Ostala novčana sredstva"
"rs_249","Blocked bank accounts","249","asset_cash","","False","Novčana sredstva čije je korišćenje ograničeno ili vrednost umanjena"
"rs_270","VAT in incoming invoices - general tax rate (except advances paid)","270","asset_current","","False","Porez na dodatu vrednost u datim avansima po posebnoj stopi"
"rs_271","VAT in incoming invoices - specific tax rate (except advances paid)","271","asset_current","","False","Porez na dodatu vrednost u primljenim fakturama po posebnoj stopi (osim plaćenih avansa)"
"rs_272","VAT in advances paid - general tax rate","272","asset_current","","False","Porez na dodatu vrednost u datim avansima po opštoj stopi"
"rs_273","VAT in advances paid - specific tax rate","273","asset_current","","False","PDV na plaćene avanse – posebna poreska stopa"
"rs_274","VAT paid for import of goods - general tax rate","274","asset_current","","False","Porez na dodatu vrednost plaćen pri uvozu dobara po opštoj stopi"
"rs_275","VAT paid for import of goods - specific tax rate","275","asset_current","","False","Porez na dodatu vrednost plaćen pri uvozu dobara po posebnoj stopi"
"rs_276","VAT on services rendered by foreign suppliers","276","asset_current","","False","Porez na dodatu vrednost obračunat na usluge inostranih lica"
"rs_277","VAT returned to foreign customers","277","asset_current","","False","Naknadno vraćen porez na dodatu vrednost kupcima – stranim državljanima"
"rs_278","VAT reimbursement paid to farmers","278","asset_current","","False","PDV nadoknada isplaćena poljoprivrednicima"
"rs_279","Receivables for prepaid VAT","279","asset_current","","False","Potraživanja za više plaćeni porez na dodatu vrednost"
"rs_280","Prepaid costs","280","asset_prepayments","","False","Unapred plaćeni troškovi"
"rs_281","Accrued income (un-invoiced income)","281","asset_current","","False","Potraživanja za nefakturisani prihod"
"rs_282","Deferred costs based on obligations","282","asset_current","","False","Razgraničeni troškovi po osnovu obaveza"
"rs_288","Deferred tax assets","288","asset_current","","False","Odložena poreska sredstva"
"rs_289","Other accruals","289","asset_current","","False","Ostala aktivna vremenska razgraničenja"
"rs_300","Share capital","300","equity","","False","Akcijski kapital"
"rs_301","Stakes in limited liability companies","301","equity","","False","Udeli društava s ograničenom odgovornošću"
"rs_302","Participating interests","302","equity","","False","Ulozi"
"rs_303","State owned capital","303","equity","","False","Državni kapital"
"rs_304","Socially owned capital","304","equity","","False","Društveni kapital"
"rs_305","Stakes in co-operatives","305","equity","","False","Zadružni udeli"
"rs_306","Share issuing premiums","306","equity","","False","Emisiona premija"
"rs_309","Other capital","309","equity","","False","Ostali osnovni kapital"
"rs_310","Subscribed share capital unpaid","310","equity","","False","Upisane a neuplaćene akcije"
"rs_311","Subscribed stakes unpaid","311","equity","","False","Upisani a neuplaćeni udeli i ulozi"
"rs_321","Legal reserves","321","equity","","False","Zakonske rezerve"
"rs_322","Statutory and other reserves","322","equity","","False","Statutarne i druge rezerve"
"rs_330","Effect of restatement of capital based on the revaluation of intangible assets, property, plant and equipment","330","equity","","False","Revalorizacione rezerve po osnovu revalorizacije nematerijalne imovine, nekretnina, postrojenja i opreme"
"rs_331","Actuarial gains or losses on planned benefit plans","331","equity","","False","Aktuarski dobici ili gubici po osnovu planova definisanih primanja"
"rs_332","Gains or losses on investments in equity instruments","332","equity","","False","Dobici ili gubici po osnovu ulaganja u vlasničke instrumente kapitala"
"rs_333","Gains or losses on the basis of the share in other comprehensive income or loss of associates","333","equity","","False","Dobici ili gubici po osnovu udela u ostalom sveobuhvatnom dobitku ili gubitku pridruženih društava"
"rs_334","Gains or losses arising from the calculations of financial statements of foreign operations","334","equity","","False","Dobici ili gubici po osnovu preračuna finansijskih izveštaja inostranog poslovanja"
"rs_335","Gains or losses on instruments for the protection of net investments in foreign operations","335","equity","","False","Dobici ili gubici od instrumenata zaštite neto ulaganja u inostrano poslovanje"
"rs_336","Gains or losses arising from hedging instruments of cash flow","336","equity","","False","Dobici ili gubici po osnovu instrumenata zaštite rizika (hedžinga) novčanog toka"
"rs_337","Gains or losses on securities available for trading","337","equity","","False","Dobici ili gubici po osnovu hartija od vrednosti raspoloživih za prodaju"
"rs_340","Retained profit from previous years","340","equity","","False","Neraspoređeni dobitak ranijih godina"
"rs_341","Retained profit from current year","341","equity_unaffected","","False","Neraspoređeni dobitak tekuće godine"
"rs_350","Previous year's losses","350","equity","","False","Gubitak ranijih godina"
"rs_351","Current year loss","351","equity","","False","Gubitak tekuće godine"
"rs_400","Provisions for costs incurred during the warranty period","400","liability_non_current","","False","Rezervisanja za troškove u garantnom roku"
"rs_401","Provisions for the recovery of natural resources","401","liability_non_current","","False","Rezervisanja za troškove obnavljanja prirodnih bogatstava"
"rs_402","Provisions for retained deposits and caution money","402","liability_non_current","","False","Rezervisanja za zadržane kaucije i depozite"
"rs_403","Provisions for restructuring costs","403","liability_non_current","","False","Rezervisanja za troškove restrukturiranja"
"rs_404","Provisions for contribution and other employee benefits","404","liability_non_current","","False","Rezervisanja za naknade i druge beneficije zaposlenih"
"rs_405","Provision for court costs","405","liability_non_current","","False","Rezervisanja za troškove sudskih sporova"
"rs_409","Other long-term provisions","409","liability_non_current","","False","Ostala dugoročna rezervisanja"
"rs_410","Liabilities which can be converted into capital","410","liability_non_current","","False","Obaveze koje se mogu konvertovati u kapital"
"rs_411","Liabilities to parent companies and subsidiaries","411","liability_non_current","","False","Obaveze prema matičnim i zavisnim pravnim licima"
"rs_412","Liabilities to other associated companies","412","liability_non_current","","False","Obaveze prema ostalim povezanim pravnim licima"
"rs_413","Liabilities for long-term securities","413","liability_non_current","","False","Obaveze po emitovanim hartijama od vrednosti u periodu dužem od godinu dana"
"rs_414","Long-term loans - domestic","414","liability_non_current","","False","Dugoročni krediti i zajmovi u zemlji"
"rs_415","Long-term loans - foreign","415","liability_non_current","","False","Dugoročni krediti i zajmovi u inostranstvu"
"rs_416","Liabilities based on financial leasing","416","liability_non_current","","False","Obaveze po osnovu finansijskog lizinga"
"rs_419","Other long-term liabilities","419","liability_non_current","","False","Ostale dugoročne obaveze"
"rs_420","Short-term loans from parent companies and subsidiaries","420","liability_current","","False","Kratkoročni krediti i zajmovi od matičnih i zavisnih pravnih lica"
"rs_421","Short-term loans from other associated companies","421","liability_current","","False","Kratkoročni krediti i zajmovi od ostalih povezanih lica"
"rs_422","Short term loans - domestic","422","liability_current","","False","Kratkoročni krediti i zajmovi u zemlji"
"rs_423","Short term loans - foreign","423","liability_current","","False","Kratkoročni krediti i zajmovi u inostranstvu"
"rs_424","Current portion of long-term loans","424","liability_current","","False","Deo dugoročnih kredita i zajmova koji dospeva do jedne godine"
"rs_425","Current portion of other long-term liabilities","425","liability_current","","False","Deo ostalih dugoročnih obaveza koje dospevaju do jedne godine"
"rs_426","Liabilities for short-term securities","426","liability_current","","False","Obaveze po kratkoročnim hartijama od vrednosti"
"rs_427","Liabilities based on fixed assets and assets of suspended business for trading","427","liability_current","","False","Obaveze po osnovu stalnih sredstava i sredstava obustavljenog poslovanja namenjenih prodaji"
"rs_429","Other short-term financial liabilities","429","liability_current","","False","Ostale kratkoročne finansijske obaveze"
"rs_430","Received advances, deposits and caution money","430","liability_current","","False","Primljeni avansi, depoziti i kaucije"
"rs_431","Domestic trade payables - parent companies and subsidiaries","431","liability_payable","","True","Dobavljači – matična i zavisna pravna lica u zemlji"
"rs_432","Foreign trade payables - parent companies and subsidiaries","432","liability_payable","","True","Dobavljači – matična i zavisna pravna lica u inostranstvu"
"rs_433","Domestic trade payables - other associated companies","433","liability_payable","","True","Dobavljači – ostala povezana lica u zemlji"
"rs_434","Foreign trade payables - other associated companies","434","liability_payable","","True","Dobavljači – ostala povezana lica u inostranstvu"
"rs_435","Trade payables - domestic","435","liability_payable","","True","Dobavljači u zemlji"
"rs_436","Trade payables - foreign","436","liability_payable","","True","Dobavljači u inostranstvu"
"rs_439","Other liabilities from business operations","439","liability_current","","False","Ostale obaveze iz poslovanja"
"rs_440","Liabilities to importers","440","liability_current","","False","Obaveze prema uvozniku"
"rs_441","Liabilities due to exporters made on behalf of third parties","441","liability_current","","False","Obaveze po osnovu izvoza za tuđ račun"
"rs_442","Liabilities for sale on commission and consignment","442","liability_current","","False","Obaveze po osnovu komisione i konsignacione prodaje"
"rs_449","Other liabilities from specific business operations","449","liability_current","","False","Ostale obaveze iz specifičnih poslova"
"rs_450","Liabilities for net salaries and fringe benefits, except refundable fringe benefits","450","liability_current","","False","Obaveze za neto zarade i naknade zarada, osim naknada zarada koje se refundiraju"
"rs_451","Liabilities for taxes on salaries and fringe benefits charged to employees","451","liability_current","","False","Obaveze za porez na zarade i naknade zarada na teret zaposlenog"
"rs_452","Liabilities for contributions on salaries and fringe benefits charged to employees","452","liability_current","","False","Obaveze za doprinose na zarade i naknade zarada na teret zaposlenog"
"rs_453","Liabilities for taxes and contributions on salaries and fringe benefits charged to employer","453","liability_current","","False","Obaveze za poreze i doprinose na zarade i naknade zarada na teret poslodavca"
"rs_454","Liabilities for refundable net fringe benefits","454","liability_current","","False","Obaveze za neto naknade zarada koje se refundiraju"
"rs_455","Liabilities for taxes and contributions on refundable fringe benefits charged to employees","455","liability_current","","False","Obaveze za poreze i doprinose na naknade zarada na teret zaposlenog koje se refundiraju"
"rs_456","Liabilities for taxes and contributions on refundable fringe benefits charged to employer","456","liability_current","","False","Obaveze za poreze i doprinose na naknade zarada na teret poslodavca koje se refundiraju"
"rs_460","Liabilities for interests and finance costs","460","liability_current","","False","Obaveze po osnovu kamata i troškova finansiranja"
"rs_461","Liabilities for dividends","461","liability_current","","False","Obaveze za dividende"
"rs_462","Liabilities for share in the profit","462","liability_current","","False","Obaveze za učešće u dobitku"
"rs_463","Liabilities to employees","463","liability_current","","False","Obaveze prema zaposlenima"
"rs_464","Liabilities to members of Management Board and Supervisory Board","464","liability_current","","False","Obaveze prema direktoru, odnosno članovima organa upravljanja i nadzora"
"rs_465","Liabilities to individuals for contracted fees","465","liability_current","","False","Obaveze prema fizičkim licima za naknade po ugovorima"
"rs_466","Liabilities for net income of sole traders who obtain advances during the year","466","liability_current","","False","Obaveze za neto prihod preduzetnika koji akontaciju podiže u toku godine"
"rs_467","Liabilities for short-term provisions","467","liability_current","","False","Obaveze za kratkoročna rezervisanja"
"rs_469","Other liabilities","469","liability_current","","False","Ostale obaveze"
"rs_470","Liabilities for VAT in outgoing invoices - general tax rate (except advances received)","470","liability_current","","False","Obaveze za porez na dodatu vrednost po izdatim fakturama po opštoj stopi (osim primljenih avansa)"
"rs_471","Liabilities for VAT in outgoing invoices - specific tax rate (except advances received)","471","liability_current","","False","Obaveze za porez na dodatu vrednost po izdatim fakturama po posebnoj stopi (osim primljenih avansa)"
"rs_472","Liabilities for VAT in advances received - general tax rate","472","liability_current","","False","Obaveze za porez na dodatu vrednost po primljenim avansima po opštoj stopi"
"rs_473","Liabilities for VAT in advances received - specific tax rate","473","liability_current","","False","Obaveze za porez na dodatu vrednost po primljenim avansima po posebnoj stopi"
"rs_474","Liabilities for VAT on internal consumption - general tax rate","474","liability_current","","False","Obaveze za porez na dodatu vrednost po osnovu sopstvene potrošnje po opštoj stopi"
"rs_475","Liabilities for VAT on internal consumption - specific tax rate","475","liability_current","","False","Obaveze za porez na dodatu vrednost po osnovu sopstvene potrošnje po posebnoj stopi"
"rs_476","Liabilities for VAT on sales for cash","476","liability_current","","False","Obaveze za porez na dodatu vrednost po osnovu prodaje za gotovinu"
"rs_479","Liabilities for VAT on difference between calculated VAT and previous taxes","479","liability_current","","False","Obaveze za porez na dodatu vrednost po osnovu razlike obračunatog poreza na dodatu vrednost i prethodnog poreza"
"rs_480","Liabilities for excise duties","480","liability_current","","False","Obaveze za akcize"
"rs_481","Liabilities for income tax","481","liability_current","","False","Obaveze za porez iz rezultata"
"rs_482","Liabilities for taxes, customs, and other duties charged to costs","482","liability_current","","False","Obaveze za poreze, carine i druge dažbine iz nabavke ili na teret troškova"
"rs_483","Liabilities for contributions charged to costs","483","liability_current","","False","Obaveze za doprinose koji terete troškove"
"rs_489","Other liabilities for taxes, contributions and other duties","489","liability_current","","False","Ostale obaveze za poreze, doprinose i druge dažbine"
"rs_490","Accrued expenses","490","liability_current","","False","Unapred obračunati troškovi"
"rs_491","Revenue charged in advance","491","liability_current","","False","Unapred naplaćeni prihodi"
"rs_494","Accrued direct purchase costs","494","liability_current","","False","Razgraničeni zavisni troškovi nabavke"
"rs_495","Donations received","495","liability_current","","False","Odloženi prihodi i primljene donacije"
"rs_496","Accrued income from receivables","496","liability_current","","False","Razgraničeni prihodi po osnovu potraživanja"
"rs_498","Deferred tax liabilities","498","liability_current","","False","Odložene poreske obaveze"
"rs_499","Other accruals and deferred income","499","liability_current","","False","Ostala pasivna vremenska razgraničenja"
"rs_500","Purchases of merchandises (goods for resale)","500","expense","","False","Nabavka robe"
"rs_501","Cost of merchandise sold","501","expense","","False","Nabavna vrednost prodate robe"
"rs_502","Cost of sold assets held for trading","502","expense","","False","Nabavna vrednost nekretnina pribavljenih radi prodaje"
"rs_503","Cost of other assets held for trading","503","expense","","False","Nabavna vrednost ostalih stalnih sredstava namenjenih prodaji"
"rs_510","Costs material","510","expense","","False","Nabavka materijala"
"rs_511","Costs of raw material","511","expense","","False","Troškovi materijala za izradu"
"rs_512","Costs of other material (overhead)","512","expense","","False","Troškovi ostalog materijala (režijskog)"
"rs_513","Costs of fuel and energy","513","expense","","False","Troškovi goriva i energije"
"rs_514","Costs of spare parts","514","expense","","False","Troškovi rezervnih delova"
"rs_515","Costs of One-time write-off for tools and inventory","515","expense","","False","Troškovi jednokratnog otpisa alata i inventara"
"rs_520","Costs of salaries and fringe benefits (gross)","520","expense","","False","Troškovi zarada i naknada zarada (bruto)"
"rs_521","Costs of taxes and contributions on salaries and fringe benefits charged to employer","521","expense","","False","Troškovi poreza i doprinosa na zarade i naknade zarada na teret poslodavca"
"rs_522","Costs of remunerations according to temporary service contracts","522","expense","","False","Troškovi naknada po ugovoru o delu"
"rs_523","Costs of remunerations according to author's contracts","523","expense","","False","Troškovi naknada po autorskim ugovorima"
"rs_524","Costs of remunerations according to temporary and provisional contracts","524","expense","","False","Troškovi naknada po ugovoru o privremenim i povremenim poslovima"
"rs_525","Costs of remunerations to individuals according to other contracts","525","expense","","False","Troškovi naknada fizičkim licima po osnovu ostalih ugovora"
"rs_526","Costs of remuneration to manager, members of Management Board and Supervisory Board","526","expense","","False","Troškovi naknada direktoru, odnosno članovima organa upravljanja i nadzora"
"rs_529","Other personal expenses remunerations","529","expense","","False","Ostali lični rashodi i naknade"
"rs_530","Costs of services used in production process of own costs capitalized","530","expense","","False","Troškovi usluga na izradi učinaka"
"rs_531","Transport services costs","531","expense","","False","Troškovi transportnih usluga"
"rs_532","Maintenance costs","532","expense","","False","Troškovi usluga održavanja"
"rs_533","Rental costs","533","expense","","False","Troškovi zakupnina"
"rs_534","Fairs exhibit costs","534","expense","","False","Troškovi sajmova"
"rs_535","Advertising costs","535","expense","","False","Troškovi reklame i propagande"
"rs_536","Costs of researching activities","536","expense","","False","Troškovi istraživanja"
"rs_537","Costs of development that are not capitalized","537","expense","","False","Troškovi razvoja koji se ne kapitalizuju"
"rs_539","Costs of other services","539","expense","","False","Troškovi ostalih usluga"
"rs_540","Depreciation costs","540","expense_depreciation","","False","Troškovi amortizacije"
"rs_541","Costs of provisions during the warranty period","541","expense","","False","Troškovi rezervisanja za garantni rok"
"rs_542","Provisions for recovery of natural resources","542","expense","","False","Rezervisanja za troškove obnavljanja prirodnih bogatstava"
"rs_543","Provisions for retained deposits and caution money","543","expense","","False","Rezervisanja za zadržane kaucije i depozite"
"rs_544","Provisions for restructuring costs","544","expense","","False","Rezervisanja za troškove restrukturiranja"
"rs_545","Provisions for contributions and other benefits of employees","545","expense","","False","Rezervisanja za naknade i druge beneficije zaposlenih"
"rs_549","Other long-term provisions","549","expense","","False","Ostala dugoročna rezervisanja"
